,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[566, 103, 181, 236]",0.01,0.0,0.18,0.7,0.02,0.07,0.01,,,,,,,,
1,"[563, 106, 174, 212]",0.04,0.0,0.29,0.32,0.07,0.25,0.05,,,,,,,,
2,"[566, 100, 172, 211]",0.02,0.0,0.38,0.01,0.02,0.57,0.0,,,,,,,,
3,"[569, 92, 169, 210]",0.03,0.0,0.42,0.38,0.05,0.12,0.01,,,,,,,,
4,"[570, 90, 161, 189]",0.39,0.0,0.31,0.02,0.05,0.08,0.16,,,,,,,,
5,"[566, 92, 166, 197]",0.05,0.0,0.39,0.09,0.04,0.36,0.07,,,,,,,,
6,"[579, 113, 175, 225]",0.03,0.0,0.49,0.07,0.05,0.32,0.04,,,,,,,,
7,"[576, 142, 177, 229]",0.0,0.0,0.01,0.81,0.0,0.1,0.07,,,,,,,,
8,"[578, 136, 175, 221]",0.0,0.0,0.03,0.75,0.01,0.02,0.18,,,,,,,,
9,"[570, 123, 174, 221]",0.03,0.0,0.05,0.06,0.03,0.04,0.79,,,,,,,,
10,"[551, 141, 185, 233]",0.1,0.0,0.42,0.13,0.19,0.1,0.05,,,,,,,,
11,"[553, 127, 177, 223]",0.03,0.0,0.12,0.45,0.07,0.03,0.3,,,,,,,,
12,"[557, 128, 174, 218]",0.07,0.0,0.03,0.08,0.08,0.0,0.74,,,,,,,,
13,"[567, 108, 171, 203]",0.08,0.0,0.56,0.01,0.09,0.25,0.02,,,,,,,,
14,"[567, 113, 172, 213]",0.08,0.0,0.46,0.03,0.09,0.33,0.02,,,,,,,,
15,"[583, 129, 171, 221]",0.08,0.0,0.11,0.05,0.08,0.02,0.65,,,,,,,,
16,"[587, 120, 166, 215]",0.01,0.0,0.11,0.66,0.03,0.0,0.18,,,,,,,,
17,"[582, 117, 166, 204]",0.02,0.0,0.1,0.14,0.04,0.01,0.7,,,,,,,,
18,"[584, 121, 164, 202]",0.07,0.03,0.25,0.09,0.17,0.0,0.39,,,,,,,,
19,"[585, 115, 171, 218]",0.08,0.0,0.39,0.21,0.13,0.07,0.13,,,,,,,,
20,"[587, 111, 167, 201]",0.09,0.0,0.41,0.04,0.05,0.22,0.19,,,,,,,,
21,"[580, 93, 167, 203]",0.11,0.0,0.37,0.27,0.08,0.15,0.02,,,,,,,,
22,"[570, 92, 169, 215]",0.05,0.0,0.33,0.43,0.04,0.11,0.04,,,,,,,,
23,"[576, 95, 164, 205]",0.17,0.0,0.26,0.01,0.07,0.12,0.36,,,,,,,,
24,"[572, 95, 162, 196]",0.12,0.0,0.45,0.0,0.05,0.23,0.14,,,,,,,,
25,"[554, 94, 168, 210]",0.07,0.0,0.7,0.02,0.07,0.13,0.01,,,,,,,,
26,"[549, 108, 169, 207]",0.08,0.0,0.71,0.01,0.12,0.07,0.0,,,,,,,,
27,"[555, 109, 170, 204]",0.14,0.0,0.52,0.05,0.09,0.18,0.02,,,,,,,,
28,"[558, 109, 170, 200]",0.27,0.0,0.31,0.17,0.09,0.11,0.05,,,,,,,,
29,"[568, 115, 172, 217]",0.05,0.0,0.32,0.46,0.11,0.06,0.01,,,,,,,,
30,"[561, 159, 169, 211]",0.22,0.0,0.03,0.16,0.04,0.06,0.49,,,,,,,,
31,"[555, 182, 173, 228]",0.0,0.0,0.01,0.94,0.0,0.01,0.04,,,,,,,,
32,"[559, 136, 176, 221]",0.12,0.0,0.07,0.32,0.05,0.14,0.29,,,,,,,,
33,"[564, 102, 171, 209]",0.15,0.0,0.54,0.01,0.13,0.17,0.0,,,,,,,,
34,"[563, 99, 169, 204]",0.32,0.0,0.39,0.07,0.1,0.1,0.01,,,,,,,,
35,"[561, 92, 168, 206]",0.09,0.0,0.29,0.01,0.06,0.54,0.02,,,,,,,,
36,"[568, 100, 164, 199]",0.18,0.0,0.37,0.07,0.06,0.01,0.31,,,,,,,,
37,"[582, 109, 163, 194]",0.08,0.0,0.24,0.02,0.13,0.02,0.5,,,,,,,,
38,"[583, 106, 165, 209]",0.08,0.0,0.59,0.02,0.26,0.02,0.02,,,,,,,,
39,"[583, 103, 157, 182]",0.19,0.0,0.5,0.03,0.06,0.19,0.02,,,,,,,,
40,"[576, 104, 166, 200]",0.15,0.0,0.23,0.01,0.01,0.48,0.12,,,,,,,,
