,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[605, 49, 95, 126]",0.13,0.0,0.0,0.12,0.12,0.0,0.63,,,,,,,,,,,,,,,,
1,"[612, 45, 99, 132]",0.18,0.0,0.02,0.1,0.3,0.0,0.41,,,,,,,,,,,,,,,,
2,"[584, 54, 98, 125]",0.23,0.0,0.05,0.06,0.27,0.0,0.39,,,,,,,,,,,,,,,,
3,"[601, 46, 96, 129]",0.07,0.0,0.01,0.7,0.08,0.01,0.13,,,,,,,,,,,,,,,,
4,"[599, 43, 95, 120]",0.21,0.0,0.19,0.08,0.43,0.0,0.09,,,,,,,,,,,,,,,,
5,"[600, 50, 97, 128]",0.07,0.0,0.08,0.02,0.24,0.02,0.57,,,,,,,,,,,,,,,,
6,"[597, 46, 99, 129]",0.05,0.0,0.01,0.29,0.12,0.0,0.53,,,,,,,,,,,,,,,,
7,"[607, 46, 98, 123]",0.19,0.0,0.07,0.02,0.58,0.02,0.13,,,,,,,,,,,,,,,,
8,"[605, 49, 94, 128]",0.11,0.0,0.02,0.01,0.24,0.01,0.61,,,,,,,,,,,,,,,,
9,"[616, 57, 97, 129]",0.06,0.0,0.01,0.2,0.02,0.0,0.71,,,,,,,,,,,,,,,,
10,"[567, 67, 148, 197]",0.56,0.0,0.13,0.04,0.13,0.01,0.12,,,,,,,,,,,,,,,,
11,"[580, 65, 140, 175]",0.14,0.0,0.11,0.05,0.26,0.01,0.44,,,,,,,,,,,,,,,,
12,"[562, 72, 145, 194]",0.28,0.0,0.05,0.1,0.09,0.03,0.45,,,,,,,,,,,,,,,,
13,"[569, 93, 150, 202]",0.51,0.0,0.14,0.01,0.21,0.03,0.1,,,,,,,,,,,,,,,,
14,"[552, 79, 142, 195]",0.52,0.0,0.05,0.03,0.18,0.01,0.21,,,,,,,,,,,,,,,,
