,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8
10,"[550, 115, 158, 211]",0.05,0.0,0.08,0.0,0.8,0.0,0.06,"[196, 589, 49, 57]",0.0,0.0,0.0,0.94,0.01,0.0,0.04,"[1095, 460, 45, 53]",0.43,0.0,0.06,0.0,0.39,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"[598, 165, 158, 197]",0.03,0.0,0.02,0.0,0.94,0.0,0.01,"[194, 588, 51, 59]",0.0,0.0,0.0,0.96,0.01,0.0,0.03,"[1097, 474, 44, 58]",0.11,0.0,0.01,0.0,0.81,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"[544, 111, 158, 218]",0.34,0.0,0.11,0.29,0.22,0.02,0.02,"[195, 589, 49, 57]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[1095, 461, 47, 57]",0.12,0.01,0.11,0.01,0.44,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"[536, 127, 159, 211]",0.04,0.0,0.19,0.0,0.58,0.01,0.17,"[196, 589, 50, 57]",0.01,0.0,0.0,0.95,0.01,0.0,0.04,"[1092, 460, 47, 57]",0.44,0.0,0.35,0.02,0.11,0.04,0.05,"[995, 560, 37, 49]",0.24,0.0,0.02,0.25,0.43,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"[620, 137, 152, 195]",0.07,0.0,0.11,0.11,0.37,0.01,0.33,"[193, 587, 52, 62]",0.0,0.0,0.0,0.95,0.01,0.0,0.03,"[1105, 461, 49, 62]",0.34,0.0,0.1,0.02,0.21,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"[195, 589, 51, 59]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[1099, 472, 45, 54]",0.14,0.0,0.01,0.0,0.33,0.0,0.51,"[-3, 365, 24, 27]",0.04,0.0,0.02,0.01,0.54,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"[194, 589, 51, 58]",0.0,0.0,0.0,0.96,0.01,0.0,0.03,"[1090, 462, 48, 60]",0.41,0.02,0.03,0.0,0.36,0.0,0.17,"[1047, 162, 34, 46]",0.17,0.0,0.11,0.07,0.24,0.02,0.38,"[874, 209, 25, 35]",0.12,0.0,0.08,0.52,0.12,0.02,0.14,"[1163, 220, 18, 22]",0.05,0.0,0.16,0.04,0.7,0.0,0.05,"[-3, 224, 15, 19]",0.19,0.0,0.1,0.12,0.55,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,
17,"[393, 140, 153, 187]",0.08,0.0,0.12,0.0,0.7,0.0,0.1,"[1092, 467, 46, 58]",0.07,0.0,0.03,0.0,0.22,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"[478, 165, 158, 198]",0.01,0.0,0.02,0.0,0.96,0.0,0.0,"[192, 587, 50, 59]",0.01,0.0,0.0,0.82,0.02,0.0,0.14,"[1099, 461, 48, 59]",0.32,0.0,0.05,0.01,0.41,0.0,0.21,"[995, 565, 45, 55]",0.43,0.0,0.01,0.29,0.06,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"[483, 115, 152, 197]",0.06,0.0,0.15,0.01,0.36,0.0,0.41,"[1098, 462, 46, 54]",0.16,0.0,0.18,0.0,0.49,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"[469, 98, 158, 215]",0.05,0.0,0.02,0.01,0.6,0.0,0.32,"[195, 588, 50, 59]",0.0,0.0,0.0,0.95,0.01,0.0,0.03,"[1095, 461, 45, 59]",0.27,0.01,0.08,0.01,0.2,0.03,0.41,"[995, 558, 41, 53]",0.15,0.0,0.01,0.68,0.09,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[479, 155, 157, 195]",0.05,0.0,0.09,0.0,0.86,0.0,0.01,"[196, 588, 50, 58]",0.0,0.0,0.0,0.92,0.01,0.0,0.06,"[1099, 465, 47, 58]",0.52,0.0,0.02,0.0,0.3,0.0,0.15,"[996, 563, 36, 50]",0.17,0.0,0.02,0.18,0.51,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[540, 117, 158, 215]",0.26,0.0,0.1,0.08,0.26,0.0,0.29,"[1097, 466, 45, 60]",0.23,0.0,0.08,0.0,0.25,0.01,0.42,"[195, 589, 48, 56]",0.0,0.0,0.0,0.94,0.01,0.0,0.05,"[996, 566, 37, 47]",0.08,0.0,0.0,0.71,0.15,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[521, 187, 154, 186]",0.04,0.0,0.07,0.0,0.88,0.0,0.01,"[195, 588, 50, 58]",0.01,0.0,0.0,0.93,0.01,0.0,0.05,"[1101, 464, 45, 56]",0.18,0.0,0.05,0.01,0.55,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[526, 157, 157, 193]",0.05,0.0,0.03,0.0,0.9,0.0,0.02,"[1099, 467, 47, 61]",0.17,0.0,0.05,0.0,0.39,0.0,0.38,"[194, 589, 49, 58]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[510, 152, 156, 194]",0.11,0.0,0.06,0.0,0.81,0.0,0.02,"[194, 589, 50, 58]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[1096, 471, 46, 59]",0.24,0.0,0.06,0.01,0.47,0.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[540, 105, 146, 194]",0.32,0.02,0.27,0.01,0.35,0.0,0.03,"[194, 588, 50, 58]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,"[1092, 465, 46, 57]",0.47,0.0,0.01,0.0,0.4,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[509, 151, 160, 195]",0.04,0.0,0.09,0.0,0.83,0.0,0.03,"[1099, 459, 45, 55]",0.19,0.0,0.07,0.0,0.36,0.01,0.36,"[990, 559, 39, 52]",0.28,0.0,0.02,0.17,0.5,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[514, 176, 149, 189]",0.02,0.0,0.07,0.0,0.9,0.0,0.0,"[194, 589, 50, 58]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[1100, 462, 47, 60]",0.39,0.01,0.06,0.0,0.4,0.01,0.13,"[995, 561, 36, 50]",0.25,0.0,0.02,0.19,0.42,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[510, 97, 157, 208]",0.06,0.0,0.04,0.0,0.8,0.01,0.09,"[995, 556, 45, 60]",0.4,0.0,0.04,0.08,0.37,0.0,0.11,"[1093, 465, 46, 57]",0.33,0.0,0.12,0.0,0.21,0.04,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[539, 176, 149, 189]",0.05,0.0,0.07,0.0,0.88,0.0,0.0,"[1090, 462, 46, 58]",0.24,0.0,0.11,0.0,0.33,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[521, 113, 156, 207]",0.01,0.0,0.03,0.04,0.64,0.0,0.28,"[193, 588, 52, 60]",0.0,0.0,0.0,0.95,0.01,0.0,0.03,"[1095, 472, 46, 59]",0.34,0.0,0.02,0.01,0.26,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[520, 177, 152, 189]",0.12,0.0,0.14,0.0,0.73,0.0,0.0,"[192, 586, 52, 61]",0.01,0.0,0.0,0.89,0.01,0.0,0.08,"[1099, 470, 45, 57]",0.46,0.0,0.07,0.0,0.15,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[456, 138, 154, 194]",0.03,0.0,0.04,0.22,0.25,0.0,0.46,"[195, 588, 50, 58]",0.0,0.0,0.0,0.94,0.01,0.0,0.05,"[1099, 463, 45, 58]",0.28,0.0,0.08,0.0,0.2,0.22,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[485, 176, 162, 199]",0.03,0.0,0.17,0.0,0.79,0.0,0.0,"[196, 589, 50, 57]",0.01,0.0,0.0,0.95,0.01,0.0,0.03,"[1103, 438, 48, 60]",0.59,0.0,0.14,0.01,0.12,0.05,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[473, 150, 160, 196]",0.03,0.0,0.07,0.0,0.89,0.0,0.01,"[196, 589, 48, 57]",0.0,0.0,0.0,0.95,0.01,0.0,0.03,"[1100, 455, 48, 58]",0.37,0.01,0.18,0.0,0.34,0.03,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[470, 177, 151, 182]",0.02,0.0,0.09,0.0,0.89,0.0,0.0,"[195, 589, 49, 57]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[1096, 462, 47, 57]",0.21,0.0,0.15,0.0,0.29,0.01,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[494, 128, 158, 207]",0.05,0.0,0.1,0.34,0.36,0.0,0.15,"[193, 589, 50, 58]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[1100, 468, 45, 57]",0.46,0.0,0.06,0.0,0.41,0.01,0.05,"[996, 562, 40, 52]",0.07,0.0,0.03,0.47,0.34,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[485, 170, 157, 190]",0.11,0.01,0.03,0.0,0.84,0.0,0.02,"[196, 589, 50, 57]",0.01,0.0,0.0,0.94,0.01,0.0,0.04,"[1102, 457, 47, 55]",0.29,0.0,0.11,0.02,0.11,0.03,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[518, 121, 151, 204]",0.28,0.0,0.2,0.01,0.31,0.0,0.2,"[1102, 461, 46, 56]",0.2,0.0,0.13,0.0,0.49,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[202, 235, 105, 131]",0.59,0.0,0.03,0.0,0.21,0.0,0.17,"[255, 73, 104, 128]",0.09,0.0,0.09,0.0,0.35,0.0,0.47,"[596, 235, 102, 130]",0.35,0.0,0.03,0.0,0.27,0.0,0.35,"[936, 258, 99, 134]",0.2,0.0,0.21,0.0,0.37,0.01,0.2,"[528, 0, 94, 115]",0.16,0.0,0.07,0.04,0.47,0.01,0.24,"[737, 266, 78, 96]",0.04,0.0,0.02,0.24,0.05,0.01,0.65,"[194, 587, 51, 61]",0.0,0.0,0.0,0.95,0.01,0.0,0.04,"[1102, 462, 48, 59]",0.18,0.01,0.12,0.04,0.37,0.01,0.27,"[999, 556, 44, 55]",0.32,0.01,0.04,0.05,0.49,0.0,0.09
41,"[935, 255, 103, 139]",0.15,0.0,0.32,0.01,0.39,0.01,0.12,"[252, 71, 107, 133]",0.24,0.0,0.09,0.0,0.54,0.0,0.13,"[600, 227, 94, 129]",0.56,0.0,0.03,0.0,0.23,0.0,0.18,"[534, -29, 97, 119]",0.33,0.0,0.1,0.01,0.41,0.03,0.12,"[748, 260, 89, 112]",0.11,0.0,0.01,0.67,0.06,0.0,0.15,"[806, 38, 78, 99]",0.05,0.0,0.04,0.09,0.63,0.0,0.19,"[193, 587, 52, 61]",0.01,0.0,0.0,0.93,0.02,0.0,0.04,"[1116, 460, 49, 60]",0.11,0.0,0.1,0.63,0.04,0.07,0.06,"[1003, 552, 46, 58]",0.14,0.0,0.01,0.29,0.44,0.0,0.11
42,"[535, 191, 154, 188]",0.06,0.0,0.03,0.0,0.9,0.0,0.01,"[194, 588, 49, 58]",0.0,0.0,0.0,0.93,0.01,0.0,0.05,"[1119, 468, 46, 58]",0.27,0.0,0.04,0.03,0.4,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[513, 172, 162, 200]",0.03,0.0,0.12,0.0,0.85,0.0,0.0,"[1116, 455, 48, 59]",0.47,0.0,0.1,0.0,0.16,0.04,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[479, 97, 165, 210]",0.11,0.0,0.05,0.01,0.61,0.0,0.22,"[193, 588, 53, 61]",0.0,0.0,0.0,0.95,0.01,0.0,0.03,"[1089, 459, 46, 57]",0.32,0.0,0.03,0.01,0.12,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[501, 174, 158, 190]",0.12,0.0,0.09,0.0,0.76,0.0,0.04,"[194, 588, 50, 58]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,"[994, 550, 46, 61]",0.2,0.0,0.03,0.32,0.32,0.0,0.13,"[1093, 461, 44, 59]",0.46,0.0,0.06,0.0,0.19,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[501, 124, 151, 197]",0.03,0.0,0.09,0.02,0.59,0.0,0.26,"[194, 588, 50, 58]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[1090, 459, 45, 54]",0.29,0.0,0.2,0.0,0.45,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[513, 165, 154, 190]",0.03,0.0,0.07,0.0,0.89,0.0,0.01,"[194, 587, 52, 61]",0.01,0.0,0.0,0.95,0.01,0.0,0.03,"[1098, 459, 45, 57]",0.16,0.0,0.25,0.0,0.41,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[514, 134, 154, 198]",0.04,0.0,0.06,0.0,0.21,0.0,0.68,"[193, 587, 51, 60]",0.0,0.0,0.0,0.94,0.01,0.0,0.04,"[1102, 458, 46, 57]",0.57,0.0,0.02,0.0,0.23,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[502, 137, 158, 200]",0.02,0.0,0.05,0.01,0.43,0.0,0.48,"[194, 586, 52, 63]",0.01,0.0,0.0,0.96,0.01,0.0,0.02,"[1096, 465, 48, 58]",0.27,0.0,0.06,0.0,0.47,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[500, 128, 158, 202]",0.03,0.0,0.02,0.01,0.57,0.0,0.36,"[194, 587, 51, 61]",0.0,0.0,0.0,0.95,0.01,0.0,0.04,"[1094, 460, 48, 59]",0.13,0.0,0.08,0.01,0.35,0.01,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[492, 182, 151, 186]",0.1,0.01,0.08,0.0,0.79,0.0,0.03,"[1097, 460, 47, 60]",0.23,0.0,0.35,0.0,0.13,0.19,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[523, 152, 151, 192]",0.01,0.0,0.03,0.01,0.81,0.0,0.13,"[1098, 460, 47, 55]",0.19,0.0,0.34,0.0,0.16,0.05,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[530, 170, 164, 195]",0.06,0.0,0.02,0.0,0.87,0.0,0.05,"[195, 587, 51, 61]",0.0,0.0,0.0,0.92,0.02,0.0,0.05,"[1098, 460, 47, 60]",0.41,0.0,0.17,0.02,0.19,0.03,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[207, 202, 112, 134]",0.34,0.0,0.01,0.0,0.07,0.0,0.58,"[266, 44, 111, 132]",0.41,0.0,0.05,0.01,0.21,0.0,0.32,"[959, 226, 102, 137]",0.08,0.0,0.26,0.0,0.55,0.01,0.09,"[589, 202, 98, 128]",0.35,0.0,0.02,0.0,0.46,0.0,0.16,"[741, 212, 94, 114]",0.03,0.0,0.02,0.45,0.08,0.0,0.42,"[142, -3, 86, 116]",0.51,0.01,0.01,0.01,0.37,0.0,0.09,"[850, 16, 84, 99]",0.04,0.0,0.03,0.23,0.44,0.01,0.26,"[196, 587, 50, 61]",0.01,0.0,0.0,0.94,0.01,0.0,0.04,"[1096, 466, 47, 60]",0.23,0.0,0.18,0.06,0.29,0.03,0.2
55,"[957, 81, 76, 101]",0.03,0.0,0.02,0.01,0.16,0.05,0.72,"[1174, 311, 72, 102]",0.17,0.0,0.05,0.08,0.6,0.02,0.07,"[206, 231, 70, 100]",0.42,0.0,0.08,0.02,0.34,0.01,0.14,"[746, 136, 70, 95]",0.16,0.0,0.02,0.01,0.31,0.02,0.48,"[990, 347, 66, 86]",0.36,0.0,0.13,0.16,0.19,0.01,0.15,"[441, 186, 55, 75]",0.19,0.01,0.15,0.04,0.57,0.01,0.03,"[194, 588, 51, 58]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[1095, 460, 45, 54]",0.2,0.0,0.08,0.01,0.25,0.0,0.46,,,,,,,,
56,"[537, 162, 161, 200]",0.05,0.0,0.12,0.0,0.79,0.01,0.03,"[195, 587, 50, 61]",0.01,0.0,0.0,0.91,0.02,0.0,0.06,"[1104, 462, 46, 57]",0.29,0.0,0.08,0.07,0.4,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[586, 165, 159, 195]",0.04,0.0,0.03,0.0,0.92,0.0,0.01,"[1103, 462, 51, 62]",0.33,0.0,0.04,0.06,0.21,0.0,0.37,"[194, 588, 49, 57]",0.0,0.0,0.0,0.91,0.01,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[581, 112, 165, 221]",0.07,0.0,0.05,0.01,0.49,0.03,0.36,"[194, 588, 52, 60]",0.0,0.0,0.0,0.95,0.01,0.0,0.04,"[1097, 457, 47, 59]",0.34,0.0,0.09,0.0,0.44,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[585, 124, 167, 228]",0.17,0.0,0.11,0.06,0.23,0.01,0.42,"[195, 587, 51, 61]",0.0,0.0,0.0,0.92,0.02,0.0,0.06,"[1097, 460, 47, 58]",0.22,0.0,0.1,0.0,0.18,0.04,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[576, 185, 155, 192]",0.12,0.0,0.09,0.0,0.78,0.0,0.0,"[1107, 466, 50, 62]",0.09,0.0,0.02,0.0,0.37,0.0,0.51,"[194, 588, 49, 58]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[588, 124, 162, 209]",0.16,0.0,0.22,0.0,0.27,0.0,0.34,"[193, 586, 52, 62]",0.0,0.0,0.0,0.92,0.01,0.01,0.06,"[1106, 454, 46, 54]",0.29,0.0,0.05,0.02,0.37,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[593, 118, 160, 213]",0.03,0.0,0.16,0.0,0.74,0.0,0.07,"[193, 587, 50, 59]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,"[1100, 459, 47, 61]",0.25,0.01,0.23,0.0,0.34,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[580, 120, 167, 222]",0.09,0.0,0.14,0.12,0.54,0.0,0.11,"[193, 586, 52, 62]",0.0,0.0,0.0,0.93,0.01,0.0,0.05,"[1103, 464, 46, 58]",0.16,0.0,0.01,0.01,0.34,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[571, 102, 165, 221]",0.03,0.0,0.08,0.02,0.52,0.0,0.35,"[194, 588, 49, 57]",0.0,0.0,0.0,0.92,0.01,0.0,0.07,"[1100, 458, 44, 60]",0.15,0.0,0.24,0.01,0.43,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[588, 111, 152, 200]",0.05,0.0,0.14,0.01,0.41,0.0,0.39,"[194, 588, 50, 59]",0.0,0.0,0.0,0.94,0.01,0.0,0.04,"[1100, 456, 48, 58]",0.35,0.02,0.07,0.0,0.26,0.05,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[583, 128, 156, 204]",0.12,0.0,0.32,0.0,0.41,0.0,0.14,"[1108, 463, 50, 63]",0.15,0.05,0.05,0.01,0.25,0.02,0.48,"[194, 587, 49, 59]",0.0,0.0,0.0,0.92,0.01,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[493, 120, 189, 246]",0.11,0.0,0.34,0.0,0.42,0.03,0.09,"[24, 81, 170, 213]",0.05,0.0,0.04,0.09,0.24,0.01,0.58,"[196, 589, 49, 58]",0.01,0.0,0.0,0.94,0.01,0.0,0.04,"[1107, 458, 48, 59]",0.11,0.02,0.07,0.26,0.32,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[482, 128, 181, 240]",0.07,0.01,0.33,0.0,0.48,0.02,0.1,"[56, 121, 165, 201]",0.01,0.0,0.01,0.09,0.07,0.0,0.82,"[1100, 454, 50, 60]",0.28,0.0,0.05,0.0,0.24,0.0,0.42,"[196, 588, 51, 59]",0.0,0.0,0.0,0.95,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[572, 106, 174, 229]",0.14,0.0,0.18,0.01,0.45,0.0,0.22,"[194, 587, 51, 59]",0.0,0.0,0.0,0.92,0.01,0.0,0.06,"[1099, 459, 47, 58]",0.25,0.0,0.09,0.01,0.23,0.1,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
