,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[208, 57, 116, 150]",0.03,0.0,0.02,0.01,0.13,0.0,0.81
1,"[218, 55, 112, 149]",0.07,0.0,0.01,0.01,0.08,0.0,0.83
2,"[214, 61, 120, 159]",0.01,0.0,0.01,0.01,0.03,0.0,0.93
3,"[221, 65, 115, 153]",0.07,0.0,0.05,0.0,0.26,0.0,0.61
4,"[210, 54, 115, 154]",0.03,0.0,0.05,0.04,0.09,0.0,0.79
5,"[218, 59, 115, 149]",0.09,0.0,0.01,0.0,0.08,0.0,0.82
6,"[213, 61, 120, 158]",0.06,0.0,0.02,0.02,0.1,0.0,0.8
7,"[214, 59, 119, 151]",0.03,0.0,0.0,0.01,0.02,0.0,0.94
8,"[219, 59, 113, 148]",0.03,0.0,0.01,0.01,0.05,0.0,0.89
9,"[189, 32, 223, 294]",0.11,0.0,0.03,0.25,0.12,0.01,0.48
10,"[209, 31, 216, 286]",0.16,0.0,0.01,0.51,0.13,0.01,0.17
11,"[220, 59, 116, 155]",0.01,0.0,0.0,0.03,0.02,0.0,0.92
12,"[221, 57, 114, 153]",0.04,0.0,0.07,0.02,0.07,0.0,0.8
13,"[190, 44, 223, 289]",0.13,0.0,0.06,0.13,0.24,0.01,0.44
14,"[219, 61, 115, 153]",0.04,0.0,0.0,0.0,0.05,0.0,0.9
15,"[218, 67, 118, 154]",0.05,0.0,0.07,0.0,0.11,0.0,0.77
16,"[223, 59, 115, 152]",0.03,0.0,0.01,0.0,0.03,0.0,0.93
17,"[218, 57, 116, 155]",0.03,0.0,0.0,0.0,0.01,0.0,0.95
18,"[179, 17, 220, 291]",0.11,0.0,0.03,0.29,0.1,0.01,0.46
19,"[183, 28, 219, 285]",0.21,0.0,0.03,0.13,0.14,0.01,0.47
20,"[179, 31, 221, 290]",0.19,0.0,0.07,0.24,0.21,0.01,0.28
21,"[185, 30, 226, 295]",0.34,0.0,0.09,0.08,0.3,0.01,0.18
22,"[222, 58, 117, 156]",0.02,0.0,0.01,0.01,0.03,0.0,0.94
23,"[153, 30, 219, 287]",0.16,0.0,0.04,0.46,0.13,0.01,0.22
24,"[161, 41, 219, 294]",0.1,0.0,0.07,0.26,0.19,0.01,0.37
25,"[218, 42, 118, 156]",0.15,0.0,0.04,0.02,0.05,0.0,0.73
26,"[224, 39, 116, 155]",0.04,0.0,0.02,0.05,0.02,0.0,0.87
27,"[222, 48, 118, 156]",0.03,0.0,0.02,0.02,0.09,0.0,0.83
28,"[223, 48, 115, 151]",0.03,0.0,0.01,0.01,0.06,0.0,0.89
29,"[158, 43, 213, 289]",0.22,0.0,0.04,0.15,0.31,0.0,0.27
30,"[223, 48, 117, 156]",0.08,0.0,0.07,0.02,0.05,0.02,0.76
31,"[223, 41, 120, 155]",0.1,0.0,0.0,0.01,0.03,0.0,0.85
32,"[221, 55, 120, 158]",0.05,0.0,0.04,0.01,0.05,0.0,0.85
33,"[170, 6, 253, 327]",0.21,0.0,0.09,0.22,0.24,0.01,0.23
34,"[222, 46, 121, 163]",0.02,0.0,0.01,0.01,0.01,0.0,0.94
35,"[221, 52, 118, 157]",0.08,0.0,0.16,0.02,0.06,0.0,0.68
36,"[221, 50, 122, 166]",0.07,0.0,0.03,0.0,0.04,0.01,0.85
37,"[223, 53, 122, 163]",0.08,0.0,0.02,0.0,0.03,0.0,0.87
38,"[222, 43, 121, 165]",0.13,0.0,0.05,0.01,0.06,0.01,0.74
39,"[223, 47, 121, 163]",0.07,0.0,0.08,0.01,0.05,0.02,0.77
40,"[179, 20, 242, 317]",0.12,0.0,0.03,0.17,0.18,0.06,0.45
41,"[224, 48, 118, 160]",0.04,0.0,0.02,0.01,0.03,0.0,0.9
42,"[227, 40, 116, 156]",0.11,0.0,0.01,0.02,0.02,0.01,0.83
43,"[225, 50, 117, 154]",0.04,0.0,0.02,0.03,0.02,0.01,0.89
44,"[180, 2, 234, 308]",0.15,0.0,0.04,0.29,0.06,0.01,0.45
45,"[208, 44, 117, 151]",0.04,0.0,0.01,0.02,0.02,0.0,0.91
46,"[205, 51, 120, 158]",0.01,0.0,0.0,0.04,0.01,0.0,0.94
47,"[171, 34, 239, 311]",0.21,0.0,0.14,0.36,0.16,0.02,0.11
48,"[221, 47, 118, 153]",0.05,0.0,0.02,0.03,0.03,0.0,0.87
49,"[215, 43, 119, 154]",0.09,0.0,0.01,0.01,0.04,0.0,0.85
50,"[211, 47, 117, 153]",0.03,0.0,0.02,0.04,0.06,0.0,0.84
51,"[209, 261, 31, 39]",0.04,0.0,0.17,0.49,0.05,0.0,0.25
