,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[577, 134, 131, 167]",0.18,0.0,0.04,0.02,0.33,0.0,0.43,,,,,,,,,,,,,,,,
1,"[566, 125, 143, 177]",0.33,0.0,0.08,0.01,0.32,0.0,0.27,"[1151, 484, 28, 38]",0.12,0.0,0.41,0.01,0.22,0.05,0.19,,,,,,,,
2,"[588, 129, 139, 171]",0.06,0.0,0.01,0.0,0.61,0.0,0.32,"[1149, 489, 28, 37]",0.2,0.0,0.18,0.01,0.24,0.01,0.35,,,,,,,,
3,"[570, 124, 139, 172]",0.21,0.0,0.05,0.46,0.13,0.01,0.13,"[1151, 485, 28, 37]",0.09,0.0,0.18,0.04,0.22,0.02,0.46,,,,,,,,
4,"[591, 123, 140, 177]",0.22,0.01,0.06,0.03,0.49,0.0,0.19,"[1150, 484, 28, 34]",0.08,0.0,0.11,0.05,0.23,0.02,0.51,,,,,,,,
5,"[576, 120, 144, 184]",0.06,0.0,0.14,0.01,0.69,0.01,0.1,"[1149, 483, 28, 35]",0.03,0.0,0.22,0.25,0.2,0.13,0.17,,,,,,,,
6,"[1151, 488, 29, 36]",0.13,0.0,0.2,0.02,0.25,0.04,0.37,"[571, 126, 142, 178]",0.13,0.0,0.05,0.45,0.22,0.01,0.14,,,,,,,,
7,"[1147, 487, 29, 39]",0.06,0.0,0.21,0.02,0.2,0.38,0.13,"[594, 132, 141, 176]",0.23,0.0,0.02,0.02,0.3,0.0,0.43,,,,,,,,
8,"[1149, 487, 28, 37]",0.08,0.0,0.07,0.03,0.59,0.02,0.21,,,,,,,,,,,,,,,,
9,"[1157, 488, 29, 37]",0.16,0.0,0.15,0.0,0.52,0.03,0.13,"[569, 127, 140, 179]",0.14,0.0,0.15,0.0,0.5,0.0,0.2,,,,,,,,
10,"[1150, 480, 29, 35]",0.05,0.0,0.04,0.68,0.16,0.0,0.07,"[590, 126, 141, 181]",0.08,0.0,0.03,0.01,0.78,0.0,0.11,,,,,,,,
11,"[1159, 485, 28, 38]",0.1,0.0,0.04,0.78,0.0,0.05,0.02,"[565, 121, 144, 175]",0.5,0.0,0.04,0.04,0.13,0.0,0.29,,,,,,,,
12,"[572, 118, 141, 176]",0.02,0.0,0.02,0.88,0.04,0.02,0.02,"[1153, 484, 29, 39]",0.03,0.0,0.38,0.08,0.14,0.32,0.05,,,,,,,,
13,"[1157, 488, 29, 37]",0.05,0.0,0.07,0.46,0.07,0.06,0.29,"[584, 119, 136, 171]",0.1,0.0,0.03,0.46,0.13,0.01,0.27,,,,,,,,
14,"[589, 121, 139, 175]",0.05,0.0,0.02,0.01,0.77,0.0,0.16,"[1149, 483, 28, 36]",0.12,0.0,0.03,0.06,0.38,0.01,0.41,,,,,,,,
15,"[1146, 488, 28, 37]",0.07,0.0,0.25,0.06,0.38,0.02,0.21,"[566, 128, 137, 171]",0.25,0.0,0.13,0.02,0.33,0.0,0.26,"[598, 483, 119, 151]",0.04,0.0,0.11,0.03,0.6,0.01,0.21
16,"[1148, 480, 29, 36]",0.02,0.0,0.01,0.86,0.03,0.0,0.07,"[572, 125, 138, 177]",0.21,0.0,0.07,0.01,0.39,0.0,0.32,,,,,,,,
17,"[553, 102, 138, 163]",0.04,0.0,0.01,0.4,0.06,0.01,0.49,"[1151, 484, 29, 39]",0.05,0.0,0.14,0.06,0.03,0.72,0.01,,,,,,,,
18,"[1150, 484, 28, 37]",0.06,0.0,0.4,0.03,0.06,0.42,0.04,"[574, 111, 135, 172]",0.16,0.0,0.16,0.07,0.45,0.0,0.16,,,,,,,,
19,"[1158, 487, 29, 38]",0.13,0.0,0.12,0.01,0.44,0.0,0.29,"[585, 121, 140, 175]",0.1,0.0,0.02,0.01,0.38,0.0,0.49,,,,,,,,
20,"[1151, 487, 28, 35]",0.05,0.0,0.2,0.19,0.04,0.48,0.03,"[610, 179, 28, 33]",0.0,0.0,0.02,0.01,0.01,0.93,0.02,,,,,,,,
21,"[1152, 484, 30, 39]",0.02,0.0,0.42,0.13,0.16,0.19,0.07,,,,,,,,,,,,,,,,
22,"[608, 121, 137, 166]",0.13,0.0,0.04,0.01,0.09,0.0,0.74,"[1152, 483, 28, 34]",0.06,0.0,0.21,0.1,0.3,0.03,0.3,,,,,,,,
23,"[1147, 487, 29, 38]",0.08,0.0,0.32,0.01,0.13,0.32,0.14,,,,,,,,,,,,,,,,
24,"[1149, 486, 29, 37]",0.11,0.0,0.45,0.04,0.13,0.22,0.06,,,,,,,,,,,,,,,,
25,"[1147, 485, 29, 36]",0.09,0.0,0.13,0.11,0.34,0.04,0.29,,,,,,,,,,,,,,,,
26,"[1157, 489, 27, 37]",0.13,0.0,0.09,0.01,0.49,0.01,0.27,,,,,,,,,,,,,,,,
27,"[1161, 486, 28, 39]",0.14,0.01,0.12,0.09,0.1,0.41,0.12,,,,,,,,,,,,,,,,
28,"[1154, 487, 28, 37]",0.2,0.0,0.08,0.01,0.43,0.0,0.28,"[583, 119, 141, 177]",0.07,0.0,0.02,0.04,0.16,0.0,0.7,,,,,,,,
29,"[1151, 486, 29, 39]",0.12,0.0,0.29,0.01,0.27,0.05,0.26,,,,,,,,,,,,,,,,
30,"[1155, 489, 28, 38]",0.05,0.0,0.25,0.33,0.21,0.04,0.12,"[586, 126, 139, 174]",0.06,0.0,0.01,0.01,0.12,0.0,0.8,,,,,,,,
31,"[1152, 486, 28, 39]",0.03,0.0,0.21,0.0,0.04,0.69,0.02,,,,,,,,,,,,,,,,
32,"[1152, 484, 27, 35]",0.2,0.0,0.04,0.46,0.06,0.04,0.2,"[575, 124, 137, 168]",0.17,0.0,0.11,0.14,0.48,0.01,0.09,,,,,,,,
33,"[597, 130, 136, 170]",0.09,0.0,0.01,0.01,0.6,0.0,0.28,"[1151, 487, 27, 38]",0.14,0.0,0.22,0.11,0.3,0.02,0.22,,,,,,,,
34,"[1154, 486, 28, 37]",0.06,0.0,0.26,0.01,0.41,0.04,0.22,"[561, 135, 136, 170]",0.04,0.0,0.02,0.88,0.02,0.01,0.03,,,,,,,,
35,"[609, 146, 134, 166]",0.29,0.0,0.13,0.08,0.46,0.0,0.04,"[1157, 487, 28, 38]",0.17,0.01,0.08,0.21,0.3,0.01,0.22,,,,,,,,
