,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
14,"[540, 147, 235, 298]",0.07,0.0,0.12,0.08,0.1,0.05,0.58,"[129, 238, 25, 32]",0.26,0.01,0.05,0.01,0.47,0.0,0.2,,,,,,,,,,,,,,,,
15,"[526, 143, 246, 307]",0.07,0.0,0.07,0.04,0.08,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,
16,"[524, 140, 247, 309]",0.11,0.0,0.14,0.06,0.11,0.01,0.57,"[1174, 456, 14, 17]",0.09,0.0,0.18,0.07,0.56,0.01,0.09,"[129, 238, 26, 32]",0.18,0.0,0.03,0.01,0.52,0.0,0.24,,,,,,,,
17,"[522, 121, 242, 320]",0.03,0.0,0.11,0.07,0.11,0.01,0.67,,,,,,,,,,,,,,,,,,,,,,,,
18,"[525, 135, 245, 303]",0.1,0.0,0.03,0.01,0.08,0.0,0.79,"[129, 238, 25, 32]",0.35,0.02,0.05,0.01,0.4,0.0,0.17,,,,,,,,,,,,,,,,
19,"[533, 139, 249, 322]",0.09,0.0,0.23,0.0,0.29,0.0,0.39,"[129, 237, 26, 33]",0.41,0.01,0.03,0.01,0.39,0.0,0.15,,,,,,,,,,,,,,,,
20,"[524, 126, 245, 315]",0.05,0.0,0.72,0.0,0.14,0.06,0.04,"[129, 238, 25, 32]",0.32,0.02,0.04,0.01,0.44,0.0,0.17,,,,,,,,,,,,,,,,
21,"[521, 140, 250, 314]",0.08,0.0,0.09,0.01,0.13,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
22,"[521, 129, 244, 326]",0.19,0.0,0.36,0.0,0.19,0.01,0.25,"[129, 238, 26, 32]",0.21,0.02,0.05,0.01,0.52,0.01,0.19,,,,,,,,,,,,,,,,
23,"[513, 147, 244, 308]",0.12,0.0,0.07,0.04,0.13,0.01,0.63,"[129, 238, 26, 32]",0.21,0.01,0.04,0.01,0.56,0.01,0.17,,,,,,,,,,,,,,,,
24,"[519, 134, 245, 314]",0.13,0.0,0.1,0.0,0.08,0.0,0.69,"[129, 238, 25, 32]",0.23,0.01,0.03,0.01,0.47,0.0,0.24,,,,,,,,,,,,,,,,
25,"[524, 135, 250, 313]",0.04,0.0,0.02,0.0,0.03,0.0,0.91,"[130, 238, 24, 32]",0.2,0.01,0.04,0.01,0.5,0.0,0.24,,,,,,,,,,,,,,,,
26,"[527, 135, 246, 326]",0.11,0.0,0.38,0.0,0.21,0.0,0.3,"[129, 237, 25, 33]",0.33,0.01,0.06,0.01,0.33,0.0,0.25,,,,,,,,,,,,,,,,
27,"[530, 133, 243, 326]",0.11,0.0,0.2,0.0,0.41,0.0,0.28,"[129, 237, 25, 32]",0.3,0.0,0.04,0.01,0.45,0.0,0.2,,,,,,,,,,,,,,,,
28,"[525, 144, 248, 310]",0.18,0.0,0.25,0.01,0.09,0.0,0.48,"[129, 237, 25, 34]",0.31,0.02,0.04,0.01,0.38,0.01,0.22,,,,,,,,,,,,,,,,
29,"[521, 134, 248, 325]",0.09,0.0,0.53,0.01,0.17,0.01,0.2,"[129, 238, 25, 31]",0.15,0.0,0.06,0.01,0.64,0.0,0.13,,,,,,,,,,,,,,,,
30,"[523, 131, 252, 312]",0.05,0.0,0.12,0.01,0.08,0.01,0.74,,,,,,,,,,,,,,,,,,,,,,,,
31,"[530, 146, 243, 320]",0.1,0.0,0.09,0.01,0.22,0.0,0.59,"[129, 237, 26, 33]",0.26,0.0,0.03,0.05,0.31,0.0,0.34,,,,,,,,,,,,,,,,
32,"[548, 144, 225, 305]",0.4,0.0,0.23,0.0,0.19,0.01,0.17,"[129, 237, 26, 33]",0.24,0.0,0.04,0.04,0.4,0.0,0.28,,,,,,,,,,,,,,,,
33,"[523, 142, 238, 294]",0.18,0.0,0.03,0.02,0.07,0.0,0.71,"[130, 237, 24, 32]",0.09,0.0,0.02,0.03,0.51,0.0,0.34,,,,,,,,,,,,,,,,
34,"[529, 135, 242, 304]",0.03,0.0,0.08,0.13,0.13,0.07,0.55,"[130, 237, 25, 33]",0.15,0.0,0.01,0.02,0.21,0.0,0.6,,,,,,,,,,,,,,,,
35,"[547, 155, 236, 304]",0.04,0.0,0.12,0.11,0.31,0.0,0.42,"[129, 237, 26, 33]",0.21,0.01,0.02,0.01,0.29,0.0,0.45,,,,,,,,,,,,,,,,
36,"[511, 145, 244, 309]",0.15,0.0,0.24,0.02,0.13,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,
37,"[484, 137, 253, 323]",0.2,0.0,0.2,0.01,0.34,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,
38,"[538, 143, 238, 306]",0.14,0.0,0.1,0.01,0.12,0.0,0.63,"[130, 238, 25, 32]",0.31,0.03,0.05,0.02,0.44,0.01,0.15,,,,,,,,,,,,,,,,
39,"[529, 142, 247, 313]",0.12,0.0,0.11,0.0,0.05,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,
40,"[530, 137, 237, 307]",0.07,0.0,0.01,0.01,0.07,0.0,0.84,"[129, 238, 25, 32]",0.2,0.01,0.02,0.01,0.5,0.0,0.25,,,,,,,,,,,,,,,,
41,"[530, 131, 240, 299]",0.08,0.0,0.03,0.0,0.02,0.04,0.82,"[129, 238, 26, 32]",0.25,0.01,0.03,0.01,0.38,0.0,0.32,,,,,,,,,,,,,,,,
42,"[523, 124, 244, 324]",0.04,0.0,0.13,0.02,0.2,0.01,0.6,"[129, 238, 26, 32]",0.29,0.01,0.03,0.02,0.37,0.01,0.28,"[173, 478, 29, 40]",0.07,0.0,0.16,0.09,0.59,0.01,0.09,,,,,,,,
43,"[523, 132, 245, 327]",0.1,0.0,0.29,0.03,0.21,0.01,0.36,"[129, 238, 25, 32]",0.26,0.02,0.03,0.02,0.41,0.01,0.25,,,,,,,,,,,,,,,,
44,"[511, 136, 252, 324]",0.01,0.0,0.44,0.02,0.46,0.01,0.05,"[797, 134, 19, 25]",0.2,0.15,0.05,0.09,0.29,0.05,0.16,,,,,,,,,,,,,,,,
45,"[525, 137, 241, 309]",0.34,0.0,0.05,0.0,0.13,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,
46,"[515, 143, 251, 320]",0.07,0.0,0.32,0.01,0.21,0.01,0.38,,,,,,,,,,,,,,,,,,,,,,,,
47,"[519, 118, 257, 329]",0.01,0.0,0.78,0.0,0.1,0.01,0.1,"[129, 238, 25, 32]",0.21,0.0,0.04,0.0,0.63,0.0,0.11,,,,,,,,,,,,,,,,
48,"[515, 137, 246, 318]",0.04,0.0,0.65,0.0,0.1,0.02,0.19,"[129, 238, 26, 32]",0.19,0.01,0.03,0.01,0.61,0.0,0.16,,,,,,,,,,,,,,,,
49,"[526, 134, 245, 317]",0.13,0.0,0.11,0.01,0.1,0.0,0.65,"[129, 238, 25, 32]",0.21,0.01,0.06,0.0,0.6,0.0,0.11,,,,,,,,,,,,,,,,
50,"[517, 148, 254, 323]",0.04,0.0,0.44,0.03,0.23,0.02,0.24,"[536, 483, 60, 90]",0.06,0.0,0.68,0.03,0.12,0.04,0.08,,,,,,,,,,,,,,,,
51,"[525, 132, 249, 310]",0.1,0.0,0.14,0.0,0.23,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,
52,"[519, 142, 253, 322]",0.18,0.0,0.14,0.0,0.33,0.0,0.34,"[130, 238, 25, 32]",0.22,0.03,0.09,0.03,0.34,0.02,0.27,,,,,,,,,,,,,,,,
53,"[507, 148, 252, 322]",0.14,0.0,0.09,0.0,0.16,0.0,0.6,"[542, 489, 55, 81]",0.1,0.0,0.63,0.02,0.11,0.07,0.07,,,,,,,,,,,,,,,,
54,"[541, 132, 245, 310]",0.13,0.0,0.64,0.0,0.12,0.03,0.08,,,,,,,,,,,,,,,,,,,,,,,,
55,"[518, 142, 239, 318]",0.07,0.0,0.07,0.03,0.2,0.01,0.63,"[130, 238, 24, 32]",0.15,0.01,0.04,0.01,0.65,0.0,0.14,,,,,,,,,,,,,,,,
56,"[507, 138, 254, 306]",0.17,0.0,0.22,0.01,0.09,0.01,0.5,"[129, 238, 25, 32]",0.13,0.01,0.04,0.0,0.71,0.0,0.11,,,,,,,,,,,,,,,,
57,"[514, 131, 250, 311]",0.04,0.0,0.19,0.1,0.11,0.08,0.48,"[130, 238, 25, 32]",0.24,0.02,0.04,0.08,0.29,0.04,0.28,,,,,,,,,,,,,,,,
58,"[496, 122, 258, 322]",0.06,0.0,0.14,0.0,0.07,0.0,0.73,"[129, 238, 26, 32]",0.24,0.01,0.04,0.02,0.44,0.01,0.25,,,,,,,,,,,,,,,,
59,"[503, 136, 253, 320]",0.03,0.0,0.49,0.01,0.27,0.01,0.2,"[129, 238, 25, 32]",0.35,0.01,0.03,0.01,0.39,0.01,0.21,,,,,,,,,,,,,,,,
60,"[517, 135, 241, 311]",0.04,0.0,0.63,0.01,0.06,0.02,0.25,"[533, 488, 61, 86]",0.08,0.0,0.44,0.02,0.08,0.29,0.07,,,,,,,,,,,,,,,,
61,"[512, 144, 246, 305]",0.05,0.0,0.01,0.02,0.02,0.0,0.9,"[129, 238, 25, 32]",0.38,0.0,0.03,0.01,0.42,0.01,0.15,,,,,,,,,,,,,,,,
62,"[504, 143, 250, 327]",0.03,0.0,0.84,0.0,0.04,0.05,0.05,"[130, 238, 24, 31]",0.43,0.0,0.04,0.02,0.29,0.01,0.21,,,,,,,,,,,,,,,,
63,"[517, 142, 250, 311]",0.06,0.0,0.07,0.01,0.04,0.01,0.81,"[129, 237, 26, 33]",0.27,0.01,0.05,0.03,0.34,0.01,0.3,,,,,,,,,,,,,,,,
64,"[529, 140, 244, 317]",0.08,0.0,0.13,0.0,0.32,0.0,0.46,"[129, 237, 26, 33]",0.46,0.01,0.02,0.02,0.25,0.0,0.24,,,,,,,,,,,,,,,,
65,"[526, 136, 256, 339]",0.03,0.0,0.29,0.0,0.64,0.0,0.03,"[129, 237, 26, 33]",0.51,0.01,0.02,0.01,0.24,0.0,0.2,,,,,,,,,,,,,,,,
66,"[532, 141, 243, 314]",0.07,0.0,0.3,0.0,0.17,0.01,0.45,"[129, 238, 25, 32]",0.24,0.01,0.04,0.0,0.57,0.01,0.12,,,,,,,,,,,,,,,,
67,"[511, 150, 239, 303]",0.12,0.0,0.51,0.02,0.14,0.03,0.19,,,,,,,,,,,,,,,,,,,,,,,,
68,"[529, 135, 248, 316]",0.09,0.0,0.13,0.01,0.16,0.0,0.61,"[129, 238, 25, 32]",0.25,0.01,0.07,0.02,0.43,0.02,0.22,,,,,,,,,,,,,,,,
69,"[537, 151, 241, 327]",0.08,0.0,0.18,0.0,0.49,0.0,0.25,"[130, 238, 25, 32]",0.25,0.01,0.11,0.05,0.28,0.05,0.24,,,,,,,,,,,,,,,,
70,"[527, 141, 245, 306]",0.14,0.0,0.19,0.0,0.19,0.0,0.47,"[128, 238, 27, 32]",0.11,0.01,0.03,0.02,0.54,0.01,0.28,,,,,,,,,,,,,,,,
71,"[537, 143, 248, 321]",0.07,0.0,0.12,0.0,0.42,0.0,0.39,"[129, 238, 26, 33]",0.11,0.01,0.04,0.07,0.44,0.04,0.28,,,,,,,,,,,,,,,,
72,"[533, 142, 242, 312]",0.06,0.0,0.15,0.01,0.1,0.01,0.68,"[130, 238, 25, 33]",0.27,0.01,0.04,0.05,0.27,0.05,0.3,,,,,,,,,,,,,,,,
73,"[524, 143, 235, 294]",0.04,0.0,0.28,0.01,0.02,0.03,0.63,"[128, 238, 27, 33]",0.23,0.01,0.06,0.02,0.42,0.04,0.23,,,,,,,,,,,,,,,,
74,"[517, 130, 252, 311]",0.07,0.0,0.26,0.0,0.27,0.01,0.38,"[129, 238, 26, 33]",0.24,0.01,0.04,0.07,0.3,0.04,0.29,,,,,,,,,,,,,,,,
75,"[513, 138, 248, 298]",0.1,0.0,0.48,0.01,0.12,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,
76,"[522, 127, 252, 321]",0.01,0.0,0.87,0.0,0.06,0.02,0.03,"[129, 237, 26, 33]",0.29,0.01,0.04,0.05,0.25,0.01,0.35,,,,,,,,,,,,,,,,
77,"[527, 143, 248, 312]",0.02,0.0,0.02,0.01,0.03,0.0,0.91,"[129, 237, 25, 32]",0.17,0.0,0.03,0.03,0.48,0.0,0.28,,,,,,,,,,,,,,,,
78,"[473, 137, 244, 292]",0.02,0.0,0.03,0.01,0.04,0.01,0.88,"[129, 238, 25, 32]",0.23,0.03,0.03,0.01,0.54,0.0,0.16,,,,,,,,,,,,,,,,
79,"[544, 141, 253, 329]",0.01,0.0,0.35,0.03,0.58,0.0,0.03,"[536, 493, 61, 90]",0.14,0.0,0.22,0.14,0.06,0.38,0.07,"[129, 238, 25, 32]",0.22,0.02,0.04,0.0,0.56,0.0,0.16,,,,,,,,
80,"[529, 152, 235, 306]",0.14,0.0,0.14,0.09,0.26,0.03,0.34,"[129, 238, 26, 32]",0.3,0.02,0.02,0.04,0.4,0.01,0.22,,,,,,,,,,,,,,,,
81,"[527, 147, 228, 295]",0.01,0.0,0.49,0.01,0.04,0.38,0.08,"[130, 238, 25, 32]",0.43,0.02,0.03,0.04,0.32,0.01,0.15,,,,,,,,,,,,,,,,
82,"[524, 137, 253, 328]",0.09,0.0,0.15,0.03,0.12,0.02,0.59,"[129, 237, 25, 33]",0.14,0.0,0.03,0.02,0.37,0.01,0.42,,,,,,,,,,,,,,,,
83,"[521, 136, 257, 325]",0.05,0.0,0.23,0.12,0.14,0.02,0.44,"[129, 238, 25, 33]",0.32,0.01,0.04,0.01,0.48,0.01,0.13,,,,,,,,,,,,,,,,
84,"[533, 130, 261, 352]",0.05,0.0,0.38,0.01,0.34,0.0,0.22,"[129, 238, 25, 31]",0.31,0.01,0.03,0.02,0.4,0.0,0.22,,,,,,,,,,,,,,,,
85,"[522, 138, 257, 337]",0.03,0.0,0.67,0.01,0.19,0.02,0.08,"[537, 494, 63, 87]",0.07,0.0,0.22,0.1,0.07,0.45,0.09,,,,,,,,,,,,,,,,
86,"[520, 151, 244, 304]",0.05,0.0,0.27,0.04,0.19,0.02,0.43,"[129, 238, 25, 32]",0.27,0.01,0.04,0.01,0.48,0.0,0.2,,,,,,,,,,,,,,,,
87,"[514, 138, 256, 309]",0.03,0.0,0.5,0.13,0.13,0.08,0.12,,,,,,,,,,,,,,,,,,,,,,,,
88,"[531, 145, 253, 327]",0.4,0.0,0.18,0.01,0.24,0.01,0.17,"[127, 236, 28, 34]",0.11,0.0,0.04,0.02,0.43,0.0,0.39,"[537, 496, 62, 88]",0.08,0.0,0.22,0.05,0.04,0.54,0.08,,,,,,,,
89,"[514, 133, 244, 292]",0.12,0.0,0.24,0.03,0.12,0.07,0.42,,,,,,,,,,,,,,,,,,,,,,,,
90,"[520, 134, 245, 324]",0.05,0.0,0.53,0.02,0.28,0.01,0.11,"[129, 237, 25, 32]",0.21,0.0,0.01,0.0,0.58,0.0,0.19,,,,,,,,,,,,,,,,
91,"[522, 140, 253, 307]",0.02,0.0,0.1,0.05,0.1,0.01,0.72,"[129, 238, 25, 32]",0.31,0.02,0.02,0.0,0.55,0.0,0.09,,,,,,,,,,,,,,,,
92,"[507, 140, 254, 329]",0.05,0.0,0.37,0.02,0.47,0.01,0.08,"[128, 238, 25, 32]",0.34,0.01,0.04,0.01,0.49,0.0,0.1,,,,,,,,,,,,,,,,
93,"[521, 147, 238, 302]",0.07,0.0,0.33,0.04,0.12,0.03,0.41,"[1173, 456, 14, 16]",0.07,0.0,0.19,0.04,0.58,0.0,0.12,"[538, 491, 63, 92]",0.26,0.0,0.28,0.05,0.08,0.26,0.07,"[130, 238, 25, 32]",0.3,0.02,0.06,0.05,0.31,0.03,0.22
94,"[494, 149, 257, 336]",0.03,0.0,0.02,0.8,0.12,0.0,0.03,"[533, 496, 64, 89]",0.12,0.0,0.28,0.04,0.04,0.44,0.09,,,,,,,,,,,,,,,,
95,"[512, 143, 246, 308]",0.06,0.0,0.01,0.2,0.04,0.0,0.68,"[129, 238, 25, 31]",0.16,0.0,0.04,0.05,0.36,0.0,0.39,,,,,,,,,,,,,,,,
96,"[491, 126, 241, 292]",0.06,0.0,0.42,0.01,0.33,0.05,0.14,"[129, 237, 25, 32]",0.09,0.0,0.02,0.02,0.47,0.0,0.39,,,,,,,,,,,,,,,,
97,"[512, 129, 236, 292]",0.03,0.0,0.44,0.14,0.07,0.03,0.29,"[508, 82, 29, 32]",0.23,0.0,0.04,0.63,0.07,0.01,0.02,"[129, 237, 25, 32]",0.06,0.0,0.02,0.03,0.56,0.0,0.32,,,,,,,,
