,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4
18,"[520, 124, 141, 181]",0.1,0.02,0.0,0.06,0.17,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"[517, 121, 46, 56]",0.05,0.0,0.01,0.76,0.03,0.01,0.14,"[1029, 148, 30, 38]",0.1,0.0,0.07,0.08,0.58,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,
20,"[581, 148, 41, 52]",0.13,0.0,0.02,0.64,0.1,0.03,0.09,"[1154, 174, 37, 48]",0.08,0.0,0.13,0.08,0.59,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,
21,"[543, 122, 135, 184]",0.03,0.0,0.01,0.26,0.1,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[522, 122, 139, 181]",0.02,0.0,0.0,0.63,0.13,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[515, 140, 144, 178]",0.01,0.0,0.01,0.8,0.04,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[555, 102, 132, 180]",0.07,0.01,0.01,0.6,0.12,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[562, 140, 137, 179]",0.01,0.0,0.0,0.8,0.02,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[553, 115, 140, 185]",0.06,0.06,0.01,0.15,0.25,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[563, 92, 134, 185]",0.23,0.02,0.01,0.07,0.11,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[544, 124, 138, 185]",0.3,0.03,0.03,0.02,0.21,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[548, 113, 140, 181]",0.12,0.01,0.01,0.07,0.17,0.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[560, 107, 136, 183]",0.13,0.01,0.02,0.02,0.34,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[551, 107, 136, 181]",0.18,0.02,0.01,0.04,0.63,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[537, 138, 130, 178]",0.44,0.0,0.04,0.02,0.18,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[568, 98, 137, 180]",0.1,0.0,0.0,0.09,0.07,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[545, 138, 135, 180]",0.07,0.01,0.01,0.01,0.62,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[546, 118, 138, 177]",0.13,0.0,0.01,0.03,0.21,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[555, 113, 133, 182]",0.25,0.01,0.04,0.01,0.22,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[554, 143, 138, 181]",0.01,0.0,0.0,0.04,0.06,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[558, 136, 136, 180]",0.05,0.01,0.01,0.34,0.42,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[536, 171, 137, 172]",0.03,0.0,0.03,0.2,0.49,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[551, 127, 135, 177]",0.16,0.02,0.01,0.52,0.05,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[542, 157, 133, 169]",0.03,0.0,0.02,0.02,0.76,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[520, 133, 137, 175]",0.09,0.13,0.02,0.05,0.29,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[519, 161, 137, 179]",0.05,0.0,0.01,0.7,0.1,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[1229, 129, 34, 39]",0.14,0.0,0.01,0.01,0.27,0.01,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[339, 131, 26, 32]",0.61,0.0,0.05,0.09,0.21,0.0,0.04,"[967, 499, 19, 22]",0.1,0.0,0.07,0.0,0.82,0.0,0.0,"[864, 140, 16, 18]",0.17,0.0,0.21,0.11,0.47,0.01,0.02,,,,,,,,,,,,,,,,
46,"[1046, 152, 80, 102]",0.14,0.0,0.09,0.3,0.37,0.02,0.08,"[215, 140, 36, 45]",0.58,0.0,0.04,0.03,0.28,0.02,0.04,"[611, 124, 34, 41]",0.01,0.0,0.05,0.0,0.86,0.0,0.06,"[302, 24, 31, 39]",0.36,0.0,0.08,0.12,0.33,0.07,0.04,,,,,,,,
47,"[621, 282, 39, 48]",0.23,0.0,0.11,0.28,0.19,0.03,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[627, 280, 37, 49]",0.29,0.0,0.03,0.42,0.12,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[543, 153, 136, 176]",0.02,0.01,0.01,0.01,0.92,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[543, 135, 139, 181]",0.15,0.0,0.0,0.07,0.17,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[555, 110, 140, 184]",0.21,0.01,0.01,0.01,0.24,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[524, 111, 141, 174]",0.37,0.01,0.03,0.3,0.06,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[560, 107, 138, 183]",0.07,0.0,0.0,0.36,0.11,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[552, 85, 140, 183]",0.21,0.0,0.01,0.1,0.17,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[529, 132, 136, 182]",0.07,0.01,0.01,0.01,0.41,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[531, 106, 141, 177]",0.24,0.0,0.01,0.13,0.11,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[564, 104, 137, 179]",0.2,0.0,0.02,0.12,0.09,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[546, 104, 140, 180]",0.12,0.0,0.02,0.03,0.25,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[515, 375, 40, 52]",0.53,0.0,0.06,0.04,0.24,0.07,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[598, 163, 29, 35]",0.49,0.0,0.01,0.05,0.4,0.0,0.06,"[247, 161, 23, 31]",0.1,0.0,0.27,0.11,0.49,0.01,0.02,"[1075, 171, 24, 30]",0.85,0.0,0.08,0.02,0.04,0.0,0.01,"[805, 172, 23, 26]",0.18,0.0,0.04,0.15,0.6,0.0,0.03,"[889, 178, 22, 26]",0.64,0.0,0.16,0.02,0.11,0.0,0.08
61,"[885, 175, 26, 31]",0.48,0.0,0.28,0.04,0.09,0.01,0.11,"[938, 165, 19, 23]",0.9,0.0,0.01,0.0,0.06,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
62,"[534, 121, 140, 178]",0.35,0.27,0.02,0.12,0.13,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[538, 118, 138, 182]",0.12,0.02,0.01,0.01,0.32,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[553, 118, 137, 176]",0.09,0.0,0.01,0.09,0.42,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[547, 140, 131, 177]",0.02,0.01,0.0,0.06,0.31,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[574, 120, 140, 182]",0.01,0.0,0.0,0.95,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[559, 149, 139, 183]",0.07,0.0,0.0,0.56,0.19,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[540, 118, 136, 183]",0.05,0.0,0.01,0.01,0.18,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[544, 100, 136, 173]",0.37,0.0,0.02,0.02,0.1,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[514, 117, 141, 179]",0.32,0.0,0.06,0.03,0.13,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[557, 107, 140, 184]",0.1,0.0,0.01,0.14,0.21,0.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[520, 141, 140, 174]",0.1,0.02,0.01,0.2,0.11,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[532, 142, 138, 177]",0.02,0.0,0.01,0.17,0.35,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[574, 144, 139, 179]",0.02,0.0,0.0,0.03,0.17,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[547, 133, 137, 182]",0.1,0.01,0.01,0.05,0.05,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[549, 116, 135, 180]",0.26,0.02,0.01,0.01,0.2,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[569, 117, 135, 182]",0.38,0.16,0.02,0.03,0.23,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[559, 118, 136, 179]",0.15,0.28,0.01,0.18,0.27,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[555, 131, 133, 177]",0.51,0.0,0.04,0.01,0.31,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[558, 143, 139, 181]",0.41,0.05,0.0,0.32,0.14,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[489, 113, 135, 177]",0.09,0.0,0.01,0.05,0.07,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[515, 131, 133, 177]",0.05,0.0,0.0,0.03,0.04,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[495, 102, 137, 178]",0.36,0.0,0.01,0.22,0.22,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[515, 131, 139, 177]",0.18,0.05,0.02,0.07,0.14,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[520, 131, 137, 177]",0.22,0.04,0.02,0.08,0.17,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[539, 109, 138, 180]",0.15,0.02,0.01,0.04,0.37,0.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[523, 166, 136, 173]",0.11,0.01,0.02,0.0,0.68,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[506, 106, 140, 183]",0.23,0.02,0.01,0.02,0.43,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[524, 110, 142, 187]",0.36,0.02,0.02,0.01,0.34,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[567, 111, 131, 180]",0.21,0.0,0.06,0.15,0.29,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[577, 129, 135, 185]",0.18,0.15,0.02,0.01,0.47,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[546, 112, 132, 175]",0.24,0.03,0.04,0.15,0.23,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[543, 92, 139, 181]",0.18,0.0,0.02,0.1,0.19,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[581, 97, 138, 182]",0.1,0.0,0.01,0.37,0.07,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[598, 132, 133, 171]",0.3,0.08,0.01,0.05,0.35,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[495, 83, 134, 172]",0.51,0.0,0.05,0.02,0.17,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[522, 111, 138, 186]",0.17,0.0,0.01,0.06,0.18,0.04,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[514, 127, 140, 178]",0.29,0.01,0.04,0.03,0.24,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[511, 132, 138, 174]",0.26,0.05,0.03,0.14,0.25,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[505, 141, 135, 177]",0.46,0.02,0.05,0.14,0.17,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[499, 131, 139, 177]",0.15,0.01,0.02,0.41,0.16,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[497, 118, 136, 183]",0.01,0.0,0.0,0.95,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[523, 114, 139, 181]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[524, 120, 139, 181]",0.32,0.06,0.01,0.18,0.16,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[506, 122, 135, 181]",0.53,0.03,0.03,0.06,0.27,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[497, 109, 143, 175]",0.17,0.02,0.01,0.24,0.07,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[550, 109, 141, 188]",0.21,0.02,0.05,0.01,0.53,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[509, 101, 139, 178]",0.36,0.01,0.03,0.01,0.21,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[441, 135, 83, 127]",0.74,0.0,0.02,0.06,0.05,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[419, 144, 86, 139]",0.86,0.0,0.05,0.04,0.04,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[571, 126, 131, 176]",0.21,0.03,0.03,0.27,0.14,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[561, 116, 133, 178]",0.3,0.11,0.03,0.11,0.32,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[547, 105, 140, 180]",0.05,0.01,0.0,0.84,0.02,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[561, 97, 134, 180]",0.33,0.0,0.02,0.03,0.1,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[535, 123, 139, 178]",0.01,0.0,0.0,0.67,0.01,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[561, 110, 135, 178]",0.23,0.0,0.0,0.15,0.24,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[564, 105, 143, 193]",0.13,0.01,0.01,0.28,0.15,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[559, 114, 134, 181]",0.39,0.0,0.03,0.03,0.16,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[561, 95, 139, 183]",0.12,0.0,0.0,0.26,0.04,0.01,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[562, 128, 140, 190]",0.13,0.04,0.01,0.32,0.26,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[567, 108, 141, 188]",0.03,0.0,0.0,0.74,0.17,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[547, 109, 136, 182]",0.16,0.0,0.07,0.0,0.09,0.01,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[563, 109, 137, 184]",0.1,0.1,0.01,0.36,0.11,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[570, 105, 136, 180]",0.04,0.0,0.01,0.26,0.04,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[503, 126, 144, 186]",0.29,0.01,0.01,0.02,0.38,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[545, 116, 134, 178]",0.09,0.0,0.02,0.03,0.08,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[525, 94, 144, 188]",0.17,0.0,0.04,0.08,0.49,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[538, 102, 138, 179]",0.18,0.0,0.01,0.03,0.13,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[499, 112, 142, 182]",0.08,0.01,0.0,0.8,0.02,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[515, 113, 139, 184]",0.15,0.01,0.03,0.1,0.19,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[536, 143, 132, 171]",0.31,0.04,0.02,0.31,0.27,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[529, 127, 136, 185]",0.58,0.01,0.01,0.02,0.35,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[497, 126, 138, 183]",0.24,0.0,0.02,0.05,0.51,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[523, 101, 138, 181]",0.69,0.01,0.03,0.08,0.13,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[620, 273, 37, 47]",0.47,0.0,0.02,0.15,0.11,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[619, 258, 37, 48]",0.43,0.0,0.07,0.01,0.08,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[618, 270, 39, 50]",0.62,0.01,0.06,0.0,0.16,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[433, 130, 82, 132]",0.32,0.0,0.03,0.18,0.19,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[495, 118, 91, 134]",0.78,0.0,0.05,0.04,0.07,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[515, 109, 135, 176]",0.12,0.01,0.04,0.03,0.63,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[557, 118, 135, 183]",0.35,0.03,0.03,0.01,0.22,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[562, 99, 133, 178]",0.38,0.0,0.06,0.01,0.05,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[564, 113, 133, 181]",0.07,0.0,0.02,0.04,0.2,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[555, 105, 133, 180]",0.15,0.0,0.03,0.34,0.18,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[559, 101, 140, 184]",0.12,0.0,0.01,0.1,0.04,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[570, 98, 135, 181]",0.02,0.0,0.0,0.52,0.01,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[580, 109, 133, 178]",0.34,0.0,0.03,0.18,0.06,0.02,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[583, 102, 136, 178]",0.24,0.09,0.01,0.08,0.28,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[547, 91, 137, 185]",0.08,0.0,0.01,0.06,0.03,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[521, 100, 135, 181]",0.07,0.01,0.01,0.18,0.04,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[551, 95, 141, 179]",0.2,0.04,0.03,0.0,0.25,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[561, 87, 136, 187]",0.25,0.02,0.01,0.09,0.09,0.01,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[482, 104, 137, 186]",0.43,0.0,0.06,0.0,0.12,0.07,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[601, 89, 128, 181]",0.35,0.01,0.02,0.07,0.12,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[558, 102, 138, 187]",0.1,0.01,0.0,0.07,0.08,0.01,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[552, 116, 129, 176]",0.39,0.0,0.03,0.07,0.1,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[538, 120, 145, 184]",0.38,0.0,0.04,0.06,0.09,0.01,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[543, 123, 139, 183]",0.36,0.02,0.02,0.05,0.15,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[569, 93, 136, 183]",0.21,0.0,0.03,0.01,0.26,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[558, 117, 136, 181]",0.14,0.02,0.02,0.04,0.15,0.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[574, 121, 138, 180]",0.13,0.01,0.0,0.01,0.47,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[557, 132, 132, 178]",0.48,0.18,0.02,0.0,0.25,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[545, 107, 136, 183]",0.31,0.01,0.03,0.01,0.18,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[554, 128, 130, 187]",0.41,0.0,0.07,0.0,0.41,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[547, 122, 137, 177]",0.18,0.73,0.01,0.03,0.04,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[551, 150, 99, 148]",0.14,0.0,0.04,0.0,0.41,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[529, 115, 147, 187]",0.07,0.01,0.01,0.62,0.04,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[533, 121, 136, 175]",0.12,0.02,0.02,0.18,0.14,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[563, 112, 138, 178]",0.25,0.0,0.01,0.12,0.25,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[528, 124, 139, 181]",0.06,0.0,0.02,0.62,0.13,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[534, 117, 134, 183]",0.07,0.0,0.01,0.45,0.03,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[548, 101, 134, 181]",0.4,0.0,0.02,0.04,0.05,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
