,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[384, 127, 142, 183]",0.03,0.0,0.01,0.29,0.06,0.0,0.61
1,"[377, 112, 161, 212]",0.07,0.0,0.01,0.31,0.06,0.0,0.55
2,"[387, 139, 158, 205]",0.3,0.0,0.04,0.04,0.09,0.0,0.53
3,"[376, 128, 160, 205]",0.05,0.0,0.02,0.24,0.07,0.0,0.62
4,"[368, 133, 153, 195]",0.51,0.02,0.09,0.05,0.18,0.01,0.15
5,"[370, 120, 154, 198]",0.21,0.0,0.07,0.03,0.21,0.0,0.48
6,"[383, 125, 161, 206]",0.06,0.0,0.01,0.04,0.05,0.0,0.84
7,"[376, 108, 160, 205]",0.26,0.0,0.04,0.05,0.14,0.0,0.51
8,"[373, 115, 159, 213]",0.13,0.0,0.03,0.08,0.07,0.0,0.7
9,"[376, 124, 162, 214]",0.11,0.0,0.06,0.04,0.17,0.0,0.63
10,"[373, 123, 162, 207]",0.22,0.0,0.04,0.1,0.11,0.0,0.53
11,"[384, 128, 158, 203]",0.1,0.0,0.03,0.02,0.17,0.0,0.68
12,"[376, 119, 161, 211]",0.08,0.0,0.04,0.44,0.09,0.02,0.33
13,"[390, 120, 160, 207]",0.09,0.0,0.03,0.01,0.11,0.0,0.75
14,"[376, 124, 163, 208]",0.21,0.0,0.02,0.01,0.16,0.0,0.6
15,"[399, 130, 150, 196]",0.02,0.0,0.01,0.12,0.03,0.0,0.83
16,"[420, 138, 150, 195]",0.0,0.0,0.0,0.98,0.0,0.0,0.01
17,"[411, 127, 155, 203]",0.0,0.0,0.0,0.99,0.0,0.0,0.0
18,"[408, 138, 145, 191]",0.07,0.0,0.04,0.55,0.11,0.02,0.21
19,"[410, 113, 153, 203]",0.04,0.0,0.03,0.2,0.16,0.01,0.56
20,"[411, 139, 151, 199]",0.19,0.0,0.05,0.01,0.25,0.0,0.5
21,"[400, 123, 146, 195]",0.08,0.0,0.02,0.15,0.04,0.0,0.71
22,"[390, 112, 152, 195]",0.2,0.0,0.11,0.07,0.12,0.02,0.47
23,"[378, 117, 159, 205]",0.07,0.0,0.01,0.05,0.05,0.0,0.82
24,"[379, 110, 157, 207]",0.16,0.0,0.04,0.17,0.18,0.01,0.44
25,"[373, 128, 154, 197]",0.32,0.0,0.07,0.01,0.08,0.05,0.48
26,"[374, 102, 160, 207]",0.21,0.0,0.04,0.02,0.11,0.01,0.61
27,"[379, 128, 153, 198]",0.16,0.0,0.04,0.06,0.16,0.0,0.58
28,"[397, 105, 156, 203]",0.15,0.0,0.08,0.05,0.1,0.04,0.58
29,"[382, 123, 147, 194]",0.07,0.0,0.02,0.1,0.13,0.0,0.68
30,"[371, 119, 163, 213]",0.05,0.0,0.01,0.1,0.06,0.0,0.77
31,"[373, 127, 161, 205]",0.08,0.0,0.01,0.07,0.07,0.0,0.76
32,"[380, 134, 153, 201]",0.21,0.0,0.05,0.03,0.1,0.01,0.6
33,"[378, 113, 159, 208]",0.04,0.0,0.03,0.29,0.06,0.0,0.58
