,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[551, 129, 211, 270]",0.18,0.0,0.05,0.06,0.21,0.03,0.47
1,"[545, 132, 212, 269]",0.05,0.0,0.1,0.01,0.3,0.0,0.54
2,"[546, 124, 219, 287]",0.13,0.0,0.11,0.01,0.58,0.01,0.16
3,"[520, 132, 223, 280]",0.06,0.0,0.14,0.08,0.38,0.08,0.26
4,"[522, 120, 226, 287]",0.13,0.0,0.12,0.18,0.21,0.06,0.29
5,"[521, 135, 222, 278]",0.1,0.0,0.14,0.11,0.4,0.03,0.22
6,"[513, 116, 226, 281]",0.05,0.0,0.14,0.12,0.38,0.02,0.3
7,"[552, 159, 213, 268]",0.08,0.0,0.05,0.04,0.43,0.01,0.38
8,"[540, 133, 220, 279]",0.16,0.0,0.24,0.02,0.42,0.05,0.1
9,"[531, 102, 219, 270]",0.2,0.0,0.19,0.03,0.38,0.01,0.2
10,"[527, 130, 224, 285]",0.07,0.0,0.2,0.07,0.29,0.05,0.32
11,"[539, 130, 227, 287]",0.06,0.0,0.12,0.05,0.32,0.06,0.39
12,"[531, 131, 221, 279]",0.06,0.0,0.12,0.05,0.57,0.02,0.19
13,"[537, 124, 215, 268]",0.18,0.0,0.19,0.0,0.35,0.0,0.27
14,"[531, 123, 215, 264]",0.04,0.0,0.05,0.06,0.39,0.01,0.46
15,"[535, 116, 212, 264]",0.07,0.0,0.13,0.27,0.15,0.04,0.35
16,"[537, 124, 221, 278]",0.07,0.0,0.26,0.12,0.25,0.06,0.24
17,"[528, 141, 224, 279]",0.02,0.0,0.12,0.11,0.33,0.01,0.41
18,"[532, 110, 217, 270]",0.07,0.0,0.09,0.04,0.25,0.01,0.53
19,"[539, 126, 220, 278]",0.07,0.0,0.17,0.03,0.24,0.02,0.48
20,"[523, 121, 222, 277]",0.1,0.0,0.16,0.11,0.22,0.06,0.37
21,"[541, 135, 223, 275]",0.02,0.0,0.03,0.22,0.09,0.01,0.63
22,"[551, 125, 227, 293]",0.04,0.0,0.12,0.12,0.23,0.04,0.47
23,"[536, 118, 218, 274]",0.06,0.0,0.14,0.02,0.41,0.01,0.35
24,"[515, 137, 226, 275]",0.01,0.0,0.03,0.29,0.14,0.0,0.53
25,"[545, 121, 218, 272]",0.13,0.0,0.21,0.05,0.36,0.01,0.24
26,"[545, 115, 219, 269]",0.03,0.0,0.04,0.04,0.15,0.0,0.74
27,"[546, 133, 226, 284]",0.05,0.0,0.15,0.07,0.23,0.06,0.44
28,"[538, 116, 207, 265]",0.14,0.0,0.21,0.11,0.29,0.02,0.23
29,"[511, 153, 216, 278]",0.15,0.0,0.03,0.16,0.25,0.02,0.4
30,"[500, 139, 214, 274]",0.03,0.0,0.07,0.18,0.18,0.01,0.53
31,"[500, 137, 228, 278]",0.03,0.0,0.05,0.04,0.14,0.01,0.72
32,"[534, 117, 227, 277]",0.0,0.0,0.01,0.34,0.05,0.01,0.59
33,"[547, 112, 217, 271]",0.07,0.0,0.08,0.12,0.47,0.0,0.25
34,"[526, 143, 213, 274]",0.03,0.0,0.01,0.35,0.11,0.0,0.49
35,"[522, 136, 208, 262]",0.01,0.0,0.01,0.48,0.08,0.0,0.41
36,"[520, 113, 226, 282]",0.03,0.0,0.08,0.06,0.18,0.01,0.64
37,"[528, 109, 219, 268]",0.17,0.0,0.18,0.06,0.31,0.02,0.25
