,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[198, 137, 87, 104]",0.05,0.0,0.07,0.02,0.11,0.06,0.69
1,"[313, 110, 104, 127]",0.05,0.01,0.01,0.22,0.11,0.0,0.6
2,"[310, 104, 106, 126]",0.09,0.0,0.01,0.2,0.37,0.0,0.33
3,"[266, 45, 106, 129]",0.06,0.0,0.25,0.08,0.26,0.01,0.34
4,"[317, 49, 111, 131]",0.02,0.0,0.02,0.68,0.09,0.03,0.15
5,"[305, 64, 113, 141]",0.02,0.0,0.0,0.84,0.0,0.0,0.13
6,"[346, 92, 63, 81]",0.58,0.0,0.08,0.02,0.15,0.03,0.14
7,"[308, 61, 91, 113]",0.09,0.0,0.14,0.03,0.02,0.61,0.11
8,"[316, 76, 88, 115]",0.25,0.0,0.12,0.04,0.2,0.01,0.37
9,"[297, 78, 86, 108]",0.16,0.02,0.14,0.01,0.28,0.01,0.37
10,"[320, 63, 88, 108]",0.12,0.0,0.05,0.31,0.06,0.01,0.45
11,"[328, 65, 92, 112]",0.22,0.0,0.05,0.1,0.09,0.02,0.52
12,"[324, 67, 85, 109]",0.2,0.0,0.17,0.11,0.14,0.04,0.35
13,"[319, 61, 87, 110]",0.15,0.01,0.13,0.17,0.15,0.02,0.38
14,"[333, 58, 83, 105]",0.11,0.0,0.16,0.05,0.11,0.02,0.55
15,"[334, 63, 89, 109]",0.06,0.0,0.04,0.08,0.07,0.0,0.74
16,"[326, 55, 84, 103]",0.42,0.0,0.08,0.02,0.11,0.01,0.35
17,"[289, 61, 88, 108]",0.23,0.01,0.29,0.08,0.1,0.02,0.27
18,"[300, 69, 87, 109]",0.19,0.01,0.06,0.59,0.01,0.02,0.12
19,"[302, 79, 94, 118]",0.14,0.0,0.08,0.19,0.07,0.04,0.49
20,"[308, 79, 88, 112]",0.12,0.01,0.1,0.05,0.12,0.03,0.59
21,"[304, 63, 87, 107]",0.04,0.0,0.04,0.11,0.06,0.01,0.73
22,"[313, 49, 88, 112]",0.12,0.0,0.09,0.07,0.06,0.02,0.64
23,"[302, 65, 88, 110]",0.09,0.0,0.02,0.16,0.09,0.01,0.63
24,"[311, 65, 86, 108]",0.18,0.0,0.03,0.02,0.05,0.03,0.69
25,"[280, 62, 91, 111]",0.08,0.0,0.01,0.85,0.01,0.0,0.05
26,"[291, 65, 85, 107]",0.27,0.0,0.04,0.02,0.09,0.0,0.56
