,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[524, 113, 138, 179]",0.04,0.03,0.0,0.51,0.12,0.0,0.3,,,,,,,,,,,,,,,,
1,"[515, 126, 138, 178]",0.03,0.03,0.01,0.19,0.13,0.0,0.6,,,,,,,,,,,,,,,,
2,"[542, 99, 136, 182]",0.36,0.0,0.01,0.15,0.2,0.0,0.28,,,,,,,,,,,,,,,,
3,"[536, 122, 136, 177]",0.16,0.01,0.01,0.03,0.36,0.0,0.43,,,,,,,,,,,,,,,,
4,"[534, 111, 138, 186]",0.04,0.0,0.01,0.14,0.09,0.0,0.72,,,,,,,,,,,,,,,,
5,"[543, 105, 139, 180]",0.12,0.0,0.01,0.06,0.22,0.0,0.59,,,,,,,,,,,,,,,,
6,"[533, 133, 140, 183]",0.2,0.02,0.01,0.11,0.22,0.0,0.44,,,,,,,,,,,,,,,,
7,"[556, 125, 137, 181]",0.31,0.01,0.01,0.03,0.58,0.0,0.06,,,,,,,,,,,,,,,,
8,"[539, 115, 138, 188]",0.08,0.0,0.0,0.18,0.09,0.0,0.63,,,,,,,,,,,,,,,,
9,"[554, 104, 139, 179]",0.14,0.0,0.01,0.21,0.08,0.0,0.56,,,,,,,,,,,,,,,,
10,"[503, 101, 134, 177]",0.06,0.01,0.0,0.19,0.04,0.0,0.69,,,,,,,,,,,,,,,,
11,"[525, 106, 136, 182]",0.17,0.01,0.01,0.25,0.1,0.0,0.46,,,,,,,,,,,,,,,,
12,"[529, 112, 137, 174]",0.23,0.01,0.02,0.07,0.11,0.0,0.55,,,,,,,,,,,,,,,,
13,"[554, 143, 136, 180]",0.08,0.02,0.0,0.68,0.06,0.0,0.15,,,,,,,,,,,,,,,,
14,"[529, 134, 141, 180]",0.2,0.02,0.01,0.02,0.25,0.0,0.49,,,,,,,,,,,,,,,,
15,"[537, 119, 138, 179]",0.07,0.01,0.0,0.1,0.08,0.0,0.73,,,,,,,,,,,,,,,,
16,"[530, 128, 136, 189]",0.04,0.0,0.0,0.08,0.02,0.0,0.85,,,,,,,,,,,,,,,,
17,"[540, 105, 138, 182]",0.14,0.0,0.02,0.02,0.14,0.0,0.68,,,,,,,,,,,,,,,,
18,"[503, 169, 137, 169]",0.58,0.01,0.01,0.17,0.22,0.0,0.01,,,,,,,,,,,,,,,,
19,"[553, 147, 135, 178]",0.07,0.0,0.01,0.47,0.37,0.01,0.07,,,,,,,,,,,,,,,,
20,"[551, 117, 139, 183]",0.02,0.0,0.0,0.87,0.01,0.0,0.1,,,,,,,,,,,,,,,,
21,"[534, 121, 133, 179]",0.01,0.01,0.0,0.89,0.02,0.0,0.07,,,,,,,,,,,,,,,,
22,"[528, 120, 138, 182]",0.08,0.02,0.0,0.08,0.1,0.0,0.71,,,,,,,,,,,,,,,,
23,"[634, 187, 57, 76]",0.12,0.0,0.02,0.26,0.45,0.0,0.14,"[612, 113, 55, 70]",0.23,0.0,0.03,0.07,0.56,0.0,0.11,,,,,,,,
24,"[1031, 126, 35, 45]",0.04,0.0,0.03,0.03,0.79,0.0,0.11,"[367, 215, 89, 108]",0.11,0.0,0.05,0.02,0.56,0.0,0.26,"[475, 97, 45, 54]",0.18,0.0,0.05,0.38,0.26,0.01,0.11
25,"[0, 182, 124, 172]",0.33,0.0,0.09,0.1,0.13,0.02,0.33,,,,,,,,,,,,,,,,
26,"[535, 115, 139, 175]",0.0,0.0,0.0,0.99,0.01,0.0,0.0,,,,,,,,,,,,,,,,
27,"[547, 116, 137, 182]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,,,,,,,,,,,,,,,,
28,"[534, 113, 138, 185]",0.12,0.01,0.01,0.35,0.08,0.0,0.44,,,,,,,,,,,,,,,,
29,"[524, 134, 137, 187]",0.11,0.01,0.02,0.03,0.18,0.0,0.65,,,,,,,,,,,,,,,,
30,"[521, 124, 140, 181]",0.1,0.03,0.0,0.05,0.16,0.0,0.66,,,,,,,,,,,,,,,,
31,"[518, 106, 41, 52]",0.05,0.0,0.01,0.34,0.12,0.09,0.38,"[1025, 132, 29, 37]",0.05,0.0,0.07,0.04,0.71,0.0,0.13,,,,,,,,
32,"[1131, 187, 58, 70]",0.14,0.0,0.01,0.68,0.08,0.0,0.09,"[1069, 170, 31, 39]",0.04,0.0,0.09,0.02,0.63,0.01,0.21,,,,,,,,
33,"[574, 147, 44, 50]",0.14,0.0,0.04,0.52,0.16,0.01,0.13,,,,,,,,,,,,,,,,
34,"[549, 121, 134, 183]",0.01,0.0,0.0,0.14,0.04,0.0,0.79,,,,,,,,,,,,,,,,
35,"[524, 122, 139, 185]",0.04,0.0,0.0,0.65,0.04,0.0,0.27,,,,,,,,,,,,,,,,
36,"[522, 122, 139, 181]",0.02,0.0,0.0,0.63,0.13,0.0,0.22,,,,,,,,,,,,,,,,
37,"[522, 123, 138, 184]",0.11,0.0,0.02,0.1,0.05,0.0,0.73,,,,,,,,,,,,,,,,
38,"[522, 112, 134, 180]",0.03,0.0,0.01,0.58,0.03,0.0,0.35,,,,,,,,,,,,,,,,
39,"[548, 99, 136, 182]",0.05,0.0,0.0,0.67,0.04,0.0,0.23,,,,,,,,,,,,,,,,
40,"[574, 141, 138, 185]",0.03,0.0,0.01,0.46,0.43,0.01,0.06,,,,,,,,,,,,,,,,
41,"[545, 121, 135, 184]",0.06,0.01,0.0,0.57,0.03,0.0,0.32,,,,,,,,,,,,,,,,
42,"[553, 115, 139, 185]",0.07,0.07,0.01,0.17,0.21,0.0,0.46,,,,,,,,,,,,,,,,
43,"[545, 109, 137, 184]",0.18,0.05,0.03,0.01,0.27,0.0,0.47,,,,,,,,,,,,,,,,
44,"[545, 102, 137, 185]",0.18,0.0,0.01,0.0,0.2,0.0,0.6,,,,,,,,,,,,,,,,
45,"[545, 124, 136, 185]",0.3,0.03,0.03,0.02,0.21,0.0,0.42,,,,,,,,,,,,,,,,
46,"[558, 108, 136, 177]",0.17,0.03,0.03,0.01,0.33,0.0,0.42,,,,,,,,,,,,,,,,
47,"[552, 109, 133, 183]",0.11,0.0,0.02,0.05,0.2,0.0,0.62,,,,,,,,,,,,,,,,
48,"[558, 106, 137, 181]",0.23,0.02,0.03,0.01,0.38,0.0,0.33,,,,,,,,,,,,,,,,
49,"[572, 109, 140, 187]",0.43,0.03,0.02,0.07,0.25,0.0,0.2,,,,,,,,,,,,,,,,
50,"[547, 127, 139, 182]",0.09,0.03,0.0,0.25,0.25,0.0,0.37,,,,,,,,,,,,,,,,
51,"[535, 136, 132, 179]",0.46,0.0,0.03,0.01,0.08,0.0,0.43,,,,,,,,,,,,,,,,
52,"[542, 120, 134, 174]",0.07,0.01,0.01,0.54,0.07,0.01,0.3,,,,,,,,,,,,,,,,
53,"[556, 119, 141, 183]",0.18,0.11,0.0,0.1,0.34,0.0,0.27,,,,,,,,,,,,,,,,
54,"[545, 138, 135, 176]",0.03,0.0,0.01,0.0,0.67,0.0,0.28,,,,,,,,,,,,,,,,
55,"[542, 151, 132, 170]",0.31,0.0,0.0,0.59,0.02,0.01,0.05,,,,,,,,,,,,,,,,
56,"[547, 118, 138, 180]",0.23,0.01,0.01,0.03,0.3,0.0,0.42,,,,,,,,,,,,,,,,
57,"[553, 111, 133, 184]",0.33,0.01,0.02,0.02,0.14,0.0,0.48,,,,,,,,,,,,,,,,
58,"[557, 137, 136, 179]",0.06,0.0,0.01,0.12,0.49,0.0,0.31,,,,,,,,,,,,,,,,
59,"[537, 126, 134, 183]",0.2,0.0,0.02,0.25,0.16,0.01,0.36,,,,,,,,,,,,,,,,
60,"[558, 135, 136, 182]",0.06,0.01,0.01,0.35,0.37,0.0,0.21,,,,,,,,,,,,,,,,
61,"[536, 142, 140, 183]",0.03,0.0,0.01,0.57,0.25,0.0,0.14,,,,,,,,,,,,,,,,
62,"[547, 153, 140, 179]",0.02,0.0,0.01,0.19,0.58,0.0,0.19,,,,,,,,,,,,,,,,
63,"[549, 125, 137, 181]",0.15,0.03,0.0,0.62,0.04,0.0,0.15,,,,,,,,,,,,,,,,
64,"[532, 156, 132, 169]",0.03,0.0,0.01,0.58,0.26,0.0,0.12,,,,,,,,,,,,,,,,
65,"[549, 147, 135, 173]",0.03,0.02,0.01,0.25,0.39,0.0,0.3,,,,,,,,,,,,,,,,
66,"[520, 131, 134, 179]",0.08,0.02,0.01,0.05,0.29,0.0,0.54,,,,,,,,,,,,,,,,
67,"[549, 144, 134, 183]",0.01,0.01,0.0,0.87,0.05,0.0,0.06,,,,,,,,,,,,,,,,
68,"[962, 103, 30, 35]",0.05,0.0,0.1,0.05,0.48,0.01,0.3,"[489, 79, 28, 30]",0.09,0.02,0.25,0.04,0.57,0.0,0.04,"[92, 84, 26, 30]",0.26,0.0,0.17,0.01,0.48,0.0,0.07
69,"[1230, 129, 32, 36]",0.38,0.0,0.05,0.01,0.41,0.0,0.15,"[1039, 112, 28, 34]",0.06,0.0,0.07,0.01,0.78,0.0,0.08,"[411, 99, 21, 25]",0.14,0.0,0.15,0.0,0.67,0.01,0.02
70,"[796, 171, 41, 47]",0.37,0.0,0.15,0.03,0.35,0.03,0.08,"[1066, 140, 23, 30]",0.39,0.0,0.13,0.01,0.4,0.0,0.05,"[343, 106, 33, 39]",0.04,0.0,0.02,0.03,0.89,0.0,0.02
71,"[622, 284, 37, 49]",0.19,0.0,0.16,0.08,0.32,0.03,0.22,,,,,,,,,,,,,,,,
72,"[621, 281, 39, 51]",0.07,0.0,0.04,0.58,0.09,0.01,0.23,,,,,,,,,,,,,,,,
73,"[626, 280, 38, 48]",0.15,0.0,0.02,0.59,0.1,0.01,0.13,,,,,,,,,,,,,,,,
74,"[624, 281, 38, 49]",0.13,0.0,0.01,0.56,0.05,0.01,0.24,,,,,,,,,,,,,,,,
75,"[530, 138, 131, 178]",0.06,0.01,0.01,0.1,0.1,0.0,0.72,,,,,,,,,,,,,,,,
76,"[542, 134, 140, 181]",0.22,0.02,0.01,0.04,0.26,0.0,0.45,,,,,,,,,,,,,,,,
77,"[533, 106, 140, 178]",0.61,0.01,0.04,0.01,0.18,0.0,0.15,,,,,,,,,,,,,,,,
78,"[544, 101, 139, 178]",0.04,0.0,0.0,0.03,0.03,0.0,0.9,,,,,,,,,,,,,,,,
79,"[524, 111, 140, 174]",0.3,0.01,0.02,0.35,0.06,0.0,0.25,,,,,,,,,,,,,,,,
80,"[563, 98, 138, 184]",0.12,0.0,0.01,0.03,0.22,0.0,0.63,,,,,,,,,,,,,,,,
81,"[504, 113, 133, 176]",0.3,0.03,0.01,0.18,0.38,0.0,0.1,,,,,,,,,,,,,,,,
82,"[552, 84, 139, 183]",0.09,0.0,0.01,0.23,0.06,0.0,0.6,,,,,,,,,,,,,,,,
83,"[527, 126, 138, 178]",0.04,0.01,0.01,0.04,0.07,0.01,0.82,,,,,,,,,,,,,,,,
84,"[549, 105, 138, 178]",0.22,0.0,0.01,0.2,0.38,0.0,0.19,,,,,,,,,,,,,,,,
