,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[538, 130, 220, 284]",0.05,0.0,0.04,0.1,0.28,0.0,0.52,,,,,,,,
1,"[545, 126, 216, 276]",0.1,0.0,0.06,0.1,0.13,0.04,0.57,,,,,,,,
2,"[544, 109, 226, 296]",0.13,0.0,0.16,0.11,0.07,0.22,0.3,,,,,,,,
3,"[530, 99, 220, 272]",0.08,0.0,0.19,0.24,0.2,0.06,0.23,,,,,,,,
4,"[535, 118, 221, 279]",0.06,0.0,0.07,0.05,0.3,0.0,0.52,,,,,,,,
5,"[546, 134, 216, 271]",0.1,0.0,0.03,0.05,0.14,0.01,0.66,,,,,,,,
6,"[545, 114, 206, 276]",0.03,0.0,0.06,0.51,0.01,0.09,0.3,,,,,,,,
7,"[538, 121, 219, 288]",0.03,0.0,0.12,0.22,0.05,0.19,0.38,,,,,,,,
8,"[548, 126, 221, 286]",0.05,0.0,0.08,0.18,0.1,0.03,0.57,,,,,,,,
9,"[544, 123, 214, 280]",0.07,0.0,0.39,0.04,0.34,0.04,0.13,,,,,,,,
10,"[528, 131, 214, 271]",0.03,0.0,0.16,0.2,0.14,0.05,0.42,,,,,,,,
11,"[529, 126, 217, 274]",0.08,0.0,0.15,0.05,0.32,0.06,0.34,,,,,,,,
12,"[521, 118, 220, 276]",0.05,0.0,0.11,0.06,0.33,0.01,0.44,,,,,,,,
13,"[521, 138, 219, 276]",0.14,0.0,0.09,0.11,0.26,0.03,0.37,,,,,,,,
14,"[522, 139, 219, 273]",0.09,0.0,0.12,0.03,0.56,0.06,0.14,,,,,,,,
15,"[535, 133, 226, 277]",0.05,0.0,0.02,0.09,0.08,0.0,0.77,,,,,,,,
16,"[523, 128, 215, 270]",0.09,0.0,0.08,0.14,0.35,0.05,0.3,,,,,,,,
17,"[517, 120, 205, 267]",0.02,0.0,0.03,0.06,0.03,0.04,0.83,,,,,,,,
18,"[522, 111, 223, 280]",0.06,0.0,0.14,0.08,0.3,0.04,0.38,,,,,,,,
19,"[524, 138, 218, 271]",0.05,0.0,0.14,0.06,0.5,0.02,0.23,,,,,,,,
20,"[522, 133, 219, 272]",0.09,0.0,0.08,0.11,0.52,0.02,0.18,,,,,,,,
21,"[517, 129, 219, 280]",0.06,0.0,0.12,0.09,0.46,0.07,0.2,,,,,,,,
22,"[529, 121, 215, 265]",0.03,0.0,0.08,0.05,0.17,0.01,0.67,,,,,,,,
23,"[515, 117, 224, 279]",0.05,0.0,0.11,0.13,0.34,0.04,0.34,,,,,,,,
24,"[517, 122, 226, 291]",0.05,0.0,0.1,0.2,0.21,0.04,0.41,,,,,,,,
25,"[517, 143, 215, 271]",0.04,0.0,0.08,0.22,0.18,0.05,0.42,,,,,,,,
26,"[530, 116, 227, 290]",0.11,0.0,0.37,0.01,0.43,0.03,0.05,,,,,,,,
27,"[555, 145, 211, 281]",0.08,0.0,0.03,0.03,0.13,0.0,0.72,,,,,,,,
28,"[545, 134, 219, 274]",0.11,0.0,0.11,0.01,0.51,0.01,0.25,,,,,,,,
29,"[539, 131, 221, 281]",0.2,0.0,0.2,0.02,0.4,0.07,0.1,,,,,,,,
30,"[540, 133, 221, 278]",0.16,0.0,0.28,0.03,0.33,0.07,0.13,,,,,,,,
31,"[539, 141, 216, 279]",0.02,0.0,0.04,0.18,0.07,0.09,0.59,,,,,,,,
32,"[543, 148, 214, 280]",0.09,0.0,0.12,0.21,0.09,0.38,0.12,,,,,,,,
33,"[535, 133, 221, 277]",0.04,0.0,0.03,0.13,0.06,0.06,0.67,,,,,,,,
34,"[533, 102, 215, 260]",0.12,0.0,0.11,0.02,0.3,0.02,0.42,,,,,,,,
35,"[538, 97, 214, 258]",0.06,0.0,0.08,0.19,0.25,0.03,0.38,,,,,,,,
36,"[532, 115, 222, 280]",0.08,0.0,0.21,0.03,0.52,0.01,0.14,,,,,,,,
37,"[534, 126, 215, 277]",0.07,0.0,0.39,0.03,0.36,0.05,0.1,,,,,,,,
38,"[541, 116, 220, 274]",0.02,0.0,0.1,0.03,0.25,0.0,0.59,,,,,,,,
39,"[545, 125, 217, 279]",0.08,0.0,0.13,0.01,0.37,0.01,0.4,,,,,,,,
40,"[541, 137, 222, 280]",0.02,0.0,0.07,0.16,0.06,0.15,0.53,,,,,,,,
41,"[541, 131, 224, 282]",0.04,0.0,0.19,0.16,0.16,0.07,0.38,,,,,,,,
42,"[530, 116, 214, 273]",0.1,0.0,0.12,0.07,0.28,0.05,0.39,,,,,,,,
43,"[519, 131, 225, 277]",0.02,0.0,0.02,0.21,0.13,0.0,0.61,,,,,,,,
44,"[527, 136, 222, 278]",0.05,0.0,0.04,0.07,0.32,0.02,0.5,,,,,,,,
45,"[524, 131, 223, 279]",0.07,0.0,0.16,0.08,0.42,0.05,0.23,,,,,,,,
46,"[524, 117, 221, 274]",0.09,0.0,0.16,0.03,0.48,0.02,0.22,,,,,,,,
47,"[537, 121, 214, 260]",0.24,0.0,0.15,0.02,0.29,0.01,0.29,,,,,,,,
48,"[537, 125, 214, 267]",0.19,0.0,0.13,0.0,0.39,0.0,0.29,,,,,,,,
49,"[528, 119, 223, 277]",0.04,0.0,0.05,0.14,0.33,0.01,0.43,,,,,,,,
50,"[528, 122, 222, 276]",0.04,0.0,0.07,0.04,0.37,0.01,0.47,,,,,,,,
51,"[523, 116, 214, 271]",0.05,0.0,0.05,0.28,0.58,0.0,0.04,,,,,,,,
52,"[530, 121, 223, 277]",0.03,0.0,0.04,0.04,0.22,0.0,0.66,,,,,,,,
53,"[538, 124, 220, 274]",0.03,0.0,0.19,0.27,0.17,0.08,0.26,,,,,,,,
54,"[562, 123, 211, 265]",0.04,0.0,0.02,0.05,0.08,0.0,0.82,,,,,,,,
55,"[535, 110, 210, 270]",0.05,0.0,0.11,0.26,0.08,0.06,0.44,,,,,,,,
56,"[535, 128, 220, 271]",0.05,0.0,0.18,0.03,0.5,0.01,0.24,,,,,,,,
57,"[543, 116, 222, 284]",0.15,0.0,0.32,0.02,0.28,0.03,0.2,,,,,,,,
58,"[539, 112, 220, 275]",0.04,0.0,0.07,0.04,0.22,0.0,0.63,,,,,,,,
59,"[540, 127, 219, 278]",0.07,0.0,0.17,0.01,0.65,0.01,0.08,,,,,,,,
60,"[547, 123, 218, 279]",0.12,0.0,0.2,0.07,0.2,0.11,0.31,,,,,,,,
61,"[541, 127, 222, 286]",0.12,0.0,0.2,0.01,0.59,0.01,0.08,,,,,,,,
62,"[529, 143, 224, 283]",0.03,0.0,0.09,0.19,0.22,0.02,0.45,,,,,,,,
63,"[524, 133, 227, 284]",0.04,0.0,0.12,0.07,0.38,0.02,0.39,,,,,,,,
64,"[532, 133, 220, 275]",0.07,0.0,0.16,0.01,0.5,0.0,0.25,,,,,,,,
65,"[528, 112, 225, 281]",0.04,0.0,0.1,0.04,0.29,0.01,0.53,,,,,,,,
66,"[523, 108, 226, 277]",0.06,0.0,0.1,0.11,0.09,0.02,0.62,,,,,,,,
67,"[537, 128, 226, 281]",0.1,0.0,0.12,0.03,0.44,0.03,0.27,,,,,,,,
68,"[540, 127, 220, 277]",0.11,0.0,0.16,0.07,0.46,0.02,0.19,,,,,,,,
69,"[540, 128, 219, 277]",0.08,0.0,0.11,0.02,0.39,0.01,0.4,,,,,,,,
70,"[540, 98, 218, 268]",0.06,0.0,0.09,0.04,0.17,0.04,0.59,,,,,,,,
71,"[532, 110, 216, 266]",0.01,0.0,0.09,0.73,0.09,0.0,0.07,,,,,,,,
72,"[522, 132, 224, 280]",0.04,0.0,0.11,0.03,0.47,0.01,0.33,,,,,,,,
73,"[520, 123, 223, 276]",0.03,0.0,0.11,0.14,0.24,0.03,0.45,,,,,,,,
74,"[534, 120, 227, 285]",0.07,0.0,0.16,0.1,0.15,0.06,0.46,,,,,,,,
75,"[543, 118, 221, 278]",0.05,0.0,0.14,0.09,0.49,0.02,0.2,,,,,,,,
76,"[540, 139, 220, 278]",0.03,0.0,0.08,0.2,0.07,0.04,0.57,,,,,,,,
77,"[557, 115, 219, 289]",0.09,0.0,0.4,0.01,0.45,0.03,0.03,,,,,,,,
78,"[536, 126, 216, 270]",0.03,0.0,0.01,0.05,0.06,0.0,0.85,,,,,,,,
79,"[536, 132, 215, 267]",0.07,0.0,0.11,0.18,0.33,0.03,0.28,,,,,,,,
80,"[559, 132, 222, 281]",0.04,0.0,0.08,0.13,0.13,0.01,0.6,,,,,,,,
81,"[568, 138, 220, 275]",0.06,0.0,0.31,0.02,0.5,0.02,0.1,,,,,,,,
82,"[561, 134, 219, 275]",0.06,0.0,0.24,0.01,0.42,0.02,0.24,,,,,,,,
83,"[534, 112, 220, 272]",0.04,0.0,0.11,0.27,0.1,0.03,0.45,,,,,,,,
84,"[533, 146, 216, 264]",0.03,0.0,0.06,0.07,0.38,0.0,0.46,,,,,,,,
85,"[520, 134, 228, 285]",0.08,0.0,0.08,0.08,0.63,0.03,0.1,,,,,,,,
86,"[516, 134, 220, 286]",0.1,0.0,0.17,0.34,0.28,0.02,0.08,,,,,,,,
87,"[507, 127, 231, 286]",0.09,0.0,0.21,0.06,0.47,0.03,0.14,,,,,,,,
88,"[527, 123, 223, 279]",0.11,0.0,0.19,0.02,0.53,0.01,0.13,,,,,,,,
89,"[539, 126, 217, 275]",0.09,0.0,0.13,0.01,0.74,0.01,0.03,,,,,,,,
90,"[544, 117, 213, 265]",0.06,0.0,0.12,0.06,0.25,0.02,0.5,,,,,,,,
91,"[536, 111, 224, 278]",0.13,0.0,0.33,0.03,0.22,0.02,0.27,,,,,,,,
92,"[535, 111, 227, 276]",0.13,0.0,0.06,0.03,0.22,0.01,0.56,,,,,,,,
93,"[538, 118, 223, 280]",0.09,0.0,0.37,0.01,0.5,0.0,0.03,,,,,,,,
94,"[541, 118, 215, 264]",0.02,0.0,0.03,0.03,0.21,0.0,0.71,,,,,,,,
95,"[547, 104, 221, 276]",0.11,0.0,0.19,0.03,0.19,0.02,0.46,,,,,,,,
96,"[540, 107, 222, 270]",0.12,0.0,0.07,0.15,0.19,0.01,0.46,,,,,,,,
97,"[538, 111, 217, 271]",0.21,0.0,0.21,0.01,0.41,0.0,0.15,,,,,,,,
98,"[545, 133, 226, 282]",0.06,0.0,0.15,0.06,0.3,0.04,0.38,,,,,,,,
99,"[548, 133, 225, 283]",0.07,0.0,0.11,0.06,0.33,0.06,0.37,,,,,,,,
100,"[553, 135, 217, 277]",0.05,0.0,0.2,0.03,0.48,0.01,0.24,,,,,,,,
101,"[543, 130, 221, 278]",0.04,0.0,0.11,0.09,0.12,0.01,0.63,,,,,,,,
102,"[537, 114, 211, 268]",0.07,0.0,0.53,0.05,0.26,0.06,0.04,,,,,,,,
103,"[547, 118, 218, 270]",0.08,0.0,0.23,0.07,0.19,0.05,0.38,,,,,,,,
104,"[543, 129, 218, 275]",0.04,0.0,0.03,0.08,0.16,0.0,0.69,,,,,,,,
105,"[511, 152, 215, 267]",0.06,0.0,0.07,0.05,0.51,0.01,0.32,,,,,,,,
106,"[512, 161, 216, 269]",0.03,0.0,0.03,0.35,0.2,0.01,0.39,,,,,,,,
107,"[512, 137, 209, 266]",0.02,0.0,0.02,0.34,0.02,0.0,0.6,,,,,,,,
108,"[487, 176, 218, 273]",0.0,0.0,0.0,0.9,0.02,0.03,0.05,,,,,,,,
109,"[509, 132, 223, 281]",0.09,0.0,0.19,0.26,0.2,0.03,0.24,,,,,,,,
110,"[526, 135, 203, 265]",0.03,0.0,0.01,0.18,0.06,0.0,0.73,,,,,,,,
111,"[505, 172, 213, 271]",0.08,0.0,0.03,0.13,0.16,0.0,0.6,,,,,,,,
112,"[499, 146, 223, 279]",0.05,0.0,0.07,0.11,0.49,0.02,0.24,,,,,,,,
113,"[535, 126, 217, 266]",0.03,0.0,0.06,0.19,0.08,0.02,0.62,,,,,,,,
114,"[539, 123, 224, 283]",0.07,0.0,0.11,0.03,0.43,0.0,0.35,,,,,,,,
115,"[531, 121, 203, 274]",0.04,0.0,0.06,0.78,0.02,0.02,0.08,,,,,,,,
116,"[529, 116, 229, 290]",0.02,0.0,0.03,0.26,0.23,0.04,0.42,,,,,,,,
117,"[538, 123, 233, 292]",0.07,0.0,0.13,0.08,0.43,0.02,0.27,,,,,,,,
118,"[532, 117, 233, 299]",0.14,0.0,0.24,0.05,0.36,0.05,0.16,,,,,,,,
119,"[542, 110, 223, 277]",0.06,0.0,0.05,0.06,0.16,0.0,0.68,,,,,,,,
120,"[532, 115, 227, 282]",0.08,0.0,0.2,0.01,0.61,0.01,0.1,,,,,,,,
121,"[537, 138, 221, 275]",0.04,0.0,0.06,0.05,0.18,0.01,0.66,,,,,,,,
122,"[541, 131, 221, 275]",0.11,0.0,0.12,0.03,0.54,0.01,0.2,,,,,,,,
123,"[524, 142, 216, 275]",0.03,0.0,0.01,0.31,0.14,0.0,0.5,,,,,,,,
124,"[525, 129, 216, 270]",0.05,0.0,0.06,0.14,0.31,0.01,0.43,,,,,,,,
125,"[523, 129, 217, 268]",0.02,0.0,0.04,0.3,0.07,0.0,0.56,,,,,,,,
126,"[530, 137, 209, 266]",0.01,0.0,0.0,0.46,0.05,0.0,0.48,,,,,,,,
