,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[628, 186, 201, 248]",0.38,0.0,0.21,0.01,0.36,0.0,0.05
1,"[675, 77, 197, 275]",0.13,0.0,0.1,0.01,0.14,0.01,0.61
2,"[611, 155, 192, 252]",0.09,0.0,0.11,0.15,0.31,0.0,0.35
3,"[598, 73, 197, 265]",0.06,0.0,0.01,0.01,0.05,0.0,0.86
4,"[654, 86, 214, 287]",0.06,0.0,0.01,0.0,0.09,0.0,0.84
5,"[612, 86, 216, 278]",0.04,0.0,0.35,0.0,0.51,0.0,0.1
6,"[609, 172, 189, 252]",0.12,0.0,0.2,0.01,0.47,0.0,0.2
7,"[610, 81, 198, 265]",0.71,0.0,0.05,0.01,0.1,0.0,0.14
8,"[601, 167, 230, 277]",0.14,0.0,0.23,0.04,0.27,0.0,0.31
9,"[677, 138, 210, 280]",0.04,0.0,0.13,0.02,0.43,0.01,0.37
10,"[541, 158, 184, 250]",0.14,0.0,0.11,0.08,0.09,0.0,0.57
11,"[694, 184, 206, 249]",0.09,0.0,0.2,0.1,0.46,0.0,0.15
12,"[626, 160, 197, 275]",0.12,0.0,0.24,0.29,0.15,0.0,0.19
13,"[590, 143, 192, 268]",0.08,0.0,0.14,0.13,0.16,0.0,0.49
14,"[758, 54, 198, 267]",0.15,0.0,0.62,0.01,0.14,0.04,0.03
15,"[677, 154, 207, 266]",0.06,0.0,0.22,0.02,0.51,0.0,0.18
16,"[725, 75, 212, 280]",0.03,0.0,0.03,0.0,0.12,0.0,0.82
17,"[667, 185, 209, 260]",0.25,0.0,0.17,0.01,0.42,0.0,0.15
18,"[623, 167, 199, 266]",0.22,0.0,0.33,0.01,0.34,0.0,0.1
19,"[642, 89, 218, 279]",0.3,0.0,0.29,0.0,0.22,0.02,0.17
20,"[607, 101, 206, 266]",0.16,0.0,0.16,0.03,0.41,0.01,0.23
21,"[518, 129, 203, 283]",0.02,0.0,0.09,0.01,0.17,0.0,0.7
22,"[671, 103, 214, 275]",0.03,0.0,0.02,0.12,0.43,0.0,0.4
23,"[586, 216, 198, 241]",0.16,0.0,0.14,0.45,0.18,0.0,0.08
24,"[729, 73, 208, 267]",0.07,0.0,0.06,0.01,0.14,0.0,0.72
25,"[708, 77, 204, 271]",0.15,0.0,0.08,0.01,0.13,0.01,0.63
26,"[635, 129, 203, 276]",0.11,0.0,0.42,0.08,0.11,0.03,0.25
27,"[588, 89, 198, 269]",0.27,0.0,0.06,0.03,0.06,0.0,0.58
28,"[599, 188, 198, 261]",0.66,0.0,0.16,0.0,0.13,0.0,0.04
29,"[605, 207, 191, 253]",0.27,0.0,0.24,0.01,0.35,0.0,0.13
30,"[604, 193, 201, 265]",0.12,0.0,0.41,0.01,0.24,0.0,0.22
31,"[670, 80, 193, 277]",0.15,0.0,0.58,0.0,0.09,0.1,0.08
32,"[657, 104, 211, 268]",0.12,0.01,0.21,0.0,0.63,0.0,0.03
33,"[669, 94, 211, 270]",0.1,0.0,0.22,0.0,0.27,0.0,0.41
34,"[552, 132, 199, 273]",0.23,0.0,0.44,0.01,0.09,0.03,0.21
