,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[301, 90, 197, 257]",0.02,0.0,0.03,0.54,0.01,0.01,0.39,,,,,,,,,,,,,,,,
1,"[331, 90, 193, 257]",0.17,0.0,0.08,0.04,0.03,0.02,0.66,"[422, 405, 37, 52]",0.31,0.0,0.19,0.03,0.34,0.03,0.1,,,,,,,,
2,"[323, 74, 194, 253]",0.2,0.01,0.16,0.09,0.05,0.04,0.45,,,,,,,,,,,,,,,,
3,"[325, 74, 194, 254]",0.12,0.0,0.08,0.06,0.04,0.02,0.68,,,,,,,,,,,,,,,,
4,"[482, 164, 36, 43]",0.1,0.0,0.09,0.27,0.03,0.15,0.36,,,,,,,,,,,,,,,,
5,"[296, 74, 194, 246]",0.02,0.0,0.04,0.06,0.02,0.02,0.84,,,,,,,,,,,,,,,,
6,"[337, 55, 195, 252]",0.29,0.0,0.06,0.05,0.04,0.02,0.53,,,,,,,,,,,,,,,,
7,"[297, 72, 199, 252]",0.01,0.0,0.02,0.05,0.01,0.02,0.89,,,,,,,,,,,,,,,,
8,"[347, 65, 193, 266]",0.22,0.0,0.24,0.23,0.15,0.03,0.13,,,,,,,,,,,,,,,,
9,"[346, 67, 197, 262]",0.07,0.0,0.04,0.05,0.02,0.01,0.81,,,,,,,,,,,,,,,,
10,"[481, 182, 39, 49]",0.02,0.0,0.08,0.22,0.02,0.29,0.37,,,,,,,,,,,,,,,,
11,"[326, 71, 184, 242]",0.1,0.0,0.21,0.09,0.12,0.03,0.45,,,,,,,,,,,,,,,,
12,"[294, 74, 197, 251]",0.02,0.0,0.04,0.12,0.02,0.02,0.78,,,,,,,,,,,,,,,,
13,"[416, 401, 39, 54]",0.3,0.0,0.15,0.03,0.37,0.05,0.11,,,,,,,,,,,,,,,,
14,"[314, 67, 201, 265]",0.23,0.0,0.17,0.1,0.09,0.05,0.36,,,,,,,,,,,,,,,,
15,"[342, 96, 172, 247]",0.21,0.0,0.24,0.02,0.12,0.03,0.39,"[416, 405, 37, 53]",0.33,0.0,0.21,0.03,0.31,0.06,0.07,,,,,,,,
16,"[294, 73, 200, 260]",0.04,0.0,0.06,0.08,0.02,0.04,0.75,,,,,,,,,,,,,,,,
17,"[299, 72, 200, 256]",0.04,0.0,0.06,0.08,0.03,0.06,0.74,,,,,,,,,,,,,,,,
18,"[407, 168, 110, 146]",0.17,0.02,0.28,0.32,0.15,0.0,0.05,,,,,,,,,,,,,,,,
19,"[314, 80, 194, 244]",0.04,0.0,0.07,0.04,0.02,0.03,0.8,,,,,,,,,,,,,,,,
20,"[339, 81, 191, 255]",0.06,0.0,0.06,0.11,0.05,0.01,0.71,,,,,,,,,,,,,,,,
21,"[339, 74, 189, 262]",0.14,0.0,0.11,0.01,0.05,0.07,0.62,,,,,,,,,,,,,,,,
22,"[311, 92, 196, 261]",0.22,0.0,0.13,0.21,0.02,0.02,0.4,,,,,,,,,,,,,,,,
23,"[350, 141, 73, 86]",0.59,0.01,0.1,0.09,0.04,0.13,0.04,,,,,,,,,,,,,,,,
24,"[429, 130, 38, 48]",0.2,0.0,0.19,0.14,0.08,0.14,0.25,,,,,,,,,,,,,,,,
25,"[311, 72, 194, 252]",0.07,0.0,0.15,0.04,0.04,0.02,0.67,,,,,,,,,,,,,,,,
26,"[343, 72, 198, 260]",0.14,0.0,0.15,0.02,0.05,0.03,0.6,,,,,,,,,,,,,,,,
27,"[324, 79, 199, 256]",0.02,0.0,0.11,0.04,0.02,0.05,0.75,,,,,,,,,,,,,,,,
28,"[309, 75, 198, 263]",0.06,0.0,0.21,0.07,0.01,0.13,0.5,,,,,,,,,,,,,,,,
29,"[307, 87, 204, 264]",0.04,0.0,0.06,0.02,0.01,0.03,0.84,,,,,,,,,,,,,,,,
30,"[314, 67, 196, 254]",0.07,0.0,0.12,0.04,0.03,0.06,0.67,,,,,,,,,,,,,,,,
31,"[315, 70, 194, 250]",0.1,0.01,0.3,0.03,0.02,0.11,0.43,"[415, 398, 39, 54]",0.29,0.0,0.22,0.04,0.3,0.07,0.08,,,,,,,,
32,"[317, 83, 192, 252]",0.1,0.0,0.07,0.02,0.02,0.03,0.76,,,,,,,,,,,,,,,,
33,"[337, 98, 176, 224]",0.12,0.0,0.2,0.04,0.08,0.06,0.5,,,,,,,,,,,,,,,,
34,"[346, 81, 189, 256]",0.17,0.0,0.1,0.02,0.06,0.04,0.62,"[427, 409, 37, 52]",0.19,0.0,0.25,0.02,0.41,0.08,0.05,,,,,,,,
35,"[312, 64, 201, 265]",0.17,0.01,0.11,0.02,0.05,0.02,0.63,,,,,,,,,,,,,,,,
36,"[311, 85, 196, 255]",0.07,0.0,0.09,0.07,0.03,0.06,0.68,,,,,,,,,,,,,,,,
37,"[320, 60, 200, 264]",0.15,0.01,0.47,0.08,0.05,0.11,0.13,,,,,,,,,,,,,,,,
38,"[312, 78, 198, 254]",0.1,0.0,0.15,0.08,0.04,0.07,0.56,"[1196, 517, 73, 88]",0.41,0.0,0.44,0.02,0.05,0.02,0.06,"[418, 406, 37, 52]",0.32,0.0,0.18,0.02,0.28,0.05,0.15
39,"[374, 155, 55, 62]",0.34,0.0,0.11,0.06,0.04,0.31,0.14,,,,,,,,,,,,,,,,
40,"[319, 72, 199, 259]",0.11,0.0,0.22,0.05,0.04,0.07,0.51,,,,,,,,,,,,,,,,
41,"[324, 73, 190, 253]",0.03,0.0,0.21,0.07,0.03,0.06,0.6,"[421, 395, 42, 57]",0.18,0.0,0.24,0.02,0.41,0.05,0.11,,,,,,,,
42,"[318, 85, 193, 245]",0.04,0.0,0.07,0.12,0.01,0.05,0.69,,,,,,,,,,,,,,,,
43,"[324, 85, 192, 253]",0.14,0.0,0.2,0.08,0.03,0.07,0.47,"[417, 406, 41, 56]",0.11,0.0,0.18,0.02,0.48,0.09,0.12,,,,,,,,
44,"[330, 75, 188, 254]",0.32,0.0,0.14,0.03,0.03,0.05,0.42,"[415, 398, 41, 57]",0.1,0.0,0.2,0.03,0.56,0.05,0.07,,,,,,,,
45,"[323, 81, 198, 249]",0.12,0.0,0.08,0.08,0.04,0.02,0.66,,,,,,,,,,,,,,,,
