,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5
156,"[118, 122, 57, 81]",0.24,0.01,0.08,0.29,0.29,0.04,0.05,"[576, 191, 56, 84]",0.21,0.0,0.14,0.09,0.38,0.02,0.15,"[1166, 287, 71, 89]",0.26,0.02,0.06,0.51,0.09,0.03,0.02,"[110, 312, 153, 196]",0.18,0.0,0.17,0.19,0.19,0.01,0.25,"[276, 203, 81, 99]",0.17,0.0,0.07,0.11,0.52,0.0,0.12,"[704, 274, 113, 145]",0.15,0.0,0.21,0.21,0.25,0.03,0.14
157,"[294, 211, 75, 94]",0.26,0.0,0.12,0.32,0.11,0.01,0.18,"[125, 313, 147, 207]",0.25,0.0,0.26,0.13,0.18,0.02,0.15,"[120, 125, 55, 78]",0.31,0.0,0.13,0.19,0.26,0.03,0.07,"[576, 194, 53, 79]",0.42,0.0,0.09,0.11,0.25,0.02,0.11,"[1176, 297, 62, 78]",0.2,0.02,0.03,0.67,0.04,0.02,0.02,,,,,,,,
158,"[656, 86, 124, 162]",0.13,0.0,0.26,0.03,0.13,0.09,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[658, 75, 132, 172]",0.16,0.0,0.24,0.09,0.12,0.02,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[666, 83, 123, 166]",0.17,0.0,0.32,0.16,0.07,0.03,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[662, 81, 120, 166]",0.24,0.0,0.12,0.05,0.11,0.02,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[663, 83, 122, 165]",0.22,0.0,0.26,0.05,0.1,0.05,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[670, 87, 123, 165]",0.24,0.0,0.14,0.03,0.14,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[657, 85, 125, 169]",0.34,0.0,0.31,0.04,0.04,0.1,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[660, 87, 124, 168]",0.3,0.0,0.31,0.05,0.05,0.08,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[661, 89, 116, 154]",0.16,0.0,0.28,0.11,0.07,0.08,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[662, 82, 125, 160]",0.21,0.0,0.21,0.14,0.08,0.02,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[674, 78, 128, 171]",0.07,0.0,0.04,0.06,0.05,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[665, 81, 131, 170]",0.1,0.0,0.36,0.11,0.1,0.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[635, 77, 138, 177]",0.11,0.0,0.47,0.11,0.08,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[635, 70, 136, 188]",0.28,0.0,0.26,0.08,0.04,0.03,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[663, 79, 123, 166]",0.17,0.0,0.26,0.1,0.07,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[677, 72, 139, 189]",0.11,0.0,0.13,0.2,0.03,0.1,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[675, 78, 116, 167]",0.13,0.0,0.26,0.07,0.1,0.13,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[658, 83, 123, 165]",0.23,0.0,0.22,0.06,0.08,0.05,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[657, 73, 133, 188]",0.14,0.0,0.12,0.21,0.05,0.03,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"[635, 77, 133, 177]",0.13,0.0,0.24,0.33,0.09,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[610, 82, 136, 171]",0.35,0.0,0.28,0.12,0.04,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[597, 55, 142, 196]",0.4,0.0,0.27,0.05,0.06,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[582, 76, 136, 177]",0.33,0.0,0.2,0.34,0.02,0.04,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[595, 64, 139, 191]",0.29,0.0,0.18,0.06,0.04,0.06,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[665, 73, 139, 177]",0.09,0.0,0.26,0.14,0.04,0.07,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[662, 79, 125, 169]",0.1,0.0,0.15,0.06,0.04,0.02,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[665, 77, 126, 175]",0.14,0.0,0.09,0.17,0.07,0.02,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[667, 77, 127, 168]",0.25,0.0,0.22,0.12,0.06,0.02,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[667, 78, 124, 171]",0.16,0.0,0.26,0.08,0.06,0.02,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"[664, 84, 123, 163]",0.15,0.0,0.22,0.18,0.1,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"[661, 73, 125, 173]",0.13,0.0,0.1,0.09,0.15,0.06,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"[670, 78, 124, 170]",0.22,0.0,0.17,0.05,0.09,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"[669, 80, 127, 172]",0.15,0.0,0.26,0.05,0.06,0.04,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"[674, 81, 132, 168]",0.14,0.0,0.22,0.06,0.11,0.01,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"[663, 80, 124, 169]",0.15,0.0,0.18,0.07,0.13,0.18,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"[668, 83, 124, 168]",0.24,0.0,0.37,0.05,0.06,0.04,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"[673, 80, 117, 165]",0.11,0.0,0.15,0.11,0.14,0.03,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"[660, 81, 128, 170]",0.1,0.0,0.13,0.09,0.06,0.01,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"[662, 79, 124, 173]",0.11,0.0,0.16,0.07,0.07,0.02,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"[661, 77, 124, 173]",0.14,0.0,0.27,0.11,0.07,0.05,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"[662, 78, 133, 179]",0.16,0.0,0.14,0.08,0.07,0.02,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"[666, 75, 124, 167]",0.17,0.0,0.11,0.07,0.11,0.03,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"[663, 80, 123, 169]",0.22,0.0,0.35,0.03,0.07,0.03,0.3,"[501, 603, 23, 30]",0.55,0.03,0.13,0.09,0.18,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"[663, 90, 114, 151]",0.14,0.0,0.34,0.06,0.09,0.02,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"[646, 83, 133, 175]",0.2,0.0,0.25,0.01,0.11,0.04,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"[646, 79, 131, 177]",0.15,0.0,0.29,0.03,0.1,0.02,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"[646, 75, 137, 179]",0.15,0.0,0.26,0.03,0.08,0.09,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"[652, 79, 132, 173]",0.19,0.0,0.23,0.02,0.17,0.03,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"[655, 79, 127, 177]",0.15,0.0,0.35,0.02,0.09,0.05,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"[886, 148, 155, 208]",0.65,0.04,0.03,0.01,0.1,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"[886, 147, 157, 210]",0.53,0.05,0.05,0.01,0.14,0.01,0.21,"[1070, 425, 50, 68]",0.27,0.0,0.13,0.2,0.19,0.02,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"[885, 147, 159, 213]",0.54,0.02,0.03,0.01,0.1,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"[887, 147, 158, 213]",0.45,0.01,0.05,0.01,0.12,0.01,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"[885, 147, 159, 215]",0.41,0.02,0.06,0.03,0.15,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"[650, 82, 128, 166]",0.16,0.0,0.19,0.15,0.14,0.08,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"[644, 76, 132, 181]",0.11,0.0,0.32,0.04,0.07,0.15,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"[642, 80, 133, 172]",0.11,0.0,0.45,0.02,0.09,0.05,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"[646, 79, 135, 175]",0.09,0.0,0.16,0.15,0.06,0.05,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"[661, 85, 122, 161]",0.17,0.0,0.08,0.05,0.14,0.01,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"[648, 85, 129, 165]",0.14,0.0,0.25,0.03,0.11,0.03,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"[636, 80, 144, 178]",0.17,0.0,0.35,0.03,0.13,0.04,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"[654, 85, 127, 163]",0.25,0.0,0.3,0.04,0.09,0.04,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"[662, 81, 124, 165]",0.3,0.0,0.19,0.04,0.15,0.08,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"[660, 80, 124, 170]",0.3,0.0,0.2,0.03,0.1,0.02,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"[643, 80, 129, 173]",0.21,0.0,0.2,0.01,0.16,0.02,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"[637, 81, 132, 177]",0.08,0.0,0.61,0.01,0.06,0.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"[656, 92, 119, 161]",0.09,0.0,0.19,0.03,0.13,0.02,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"[659, 83, 131, 180]",0.15,0.0,0.4,0.02,0.09,0.09,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"[649, 82, 127, 172]",0.13,0.0,0.36,0.03,0.13,0.04,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"[657, 83, 125, 168]",0.08,0.0,0.19,0.23,0.07,0.02,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"[658, 84, 127, 169]",0.15,0.0,0.21,0.07,0.05,0.03,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"[648, 82, 130, 173]",0.25,0.0,0.21,0.09,0.03,0.07,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"[644, 79, 131, 182]",0.16,0.0,0.51,0.02,0.05,0.11,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"[640, 81, 139, 178]",0.09,0.0,0.46,0.06,0.11,0.08,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"[657, 88, 125, 161]",0.19,0.0,0.32,0.02,0.12,0.03,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"[649, 83, 132, 169]",0.23,0.0,0.35,0.04,0.07,0.13,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"[654, 83, 124, 162]",0.11,0.0,0.13,0.05,0.14,0.05,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"[662, 86, 121, 167]",0.2,0.0,0.32,0.02,0.06,0.06,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"[658, 83, 119, 160]",0.13,0.0,0.12,0.09,0.13,0.01,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"[661, 90, 115, 157]",0.13,0.0,0.41,0.01,0.12,0.08,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"[661, 86, 124, 169]",0.2,0.0,0.21,0.02,0.08,0.07,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"[660, 88, 121, 164]",0.17,0.0,0.2,0.05,0.11,0.12,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"[664, 84, 126, 170]",0.19,0.0,0.29,0.03,0.1,0.03,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"[667, 84, 122, 163]",0.27,0.0,0.21,0.04,0.18,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"[662, 79, 136, 180]",0.21,0.0,0.34,0.07,0.08,0.03,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"[667, 81, 130, 173]",0.18,0.01,0.17,0.42,0.07,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"[651, 74, 132, 187]",0.27,0.0,0.23,0.04,0.04,0.15,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"[657, 83, 123, 170]",0.16,0.0,0.28,0.04,0.07,0.03,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"[660, 86, 123, 160]",0.13,0.0,0.2,0.19,0.12,0.03,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"[658, 80, 129, 164]",0.15,0.0,0.28,0.18,0.1,0.03,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"[655, 89, 124, 159]",0.13,0.0,0.27,0.07,0.13,0.04,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"[655, 89, 125, 163]",0.17,0.0,0.38,0.06,0.1,0.05,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"[660, 84, 124, 160]",0.11,0.0,0.21,0.13,0.14,0.04,0.37,"[343, 421, 119, 167]",0.1,0.0,0.08,0.09,0.42,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"[657, 88, 119, 161]",0.18,0.0,0.32,0.01,0.14,0.08,0.27,"[343, 438, 116, 152]",0.03,0.0,0.09,0.41,0.14,0.08,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"[344, 433, 107, 138]",0.06,0.0,0.03,0.66,0.06,0.02,0.16,"[663, 81, 127, 177]",0.18,0.0,0.24,0.02,0.1,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"[651, 82, 121, 159]",0.21,0.0,0.15,0.05,0.21,0.01,0.37,"[331, 433, 116, 156]",0.11,0.0,0.16,0.15,0.27,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"[625, 68, 142, 185]",0.24,0.0,0.23,0.36,0.05,0.0,0.12,"[331, 430, 113, 155]",0.11,0.0,0.28,0.06,0.33,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"[622, 79, 124, 164]",0.07,0.0,0.08,0.23,0.16,0.0,0.45,"[331, 435, 113, 159]",0.06,0.0,0.39,0.07,0.22,0.02,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"[618, 71, 143, 186]",0.22,0.0,0.29,0.29,0.07,0.0,0.13,"[334, 442, 110, 155]",0.07,0.0,0.18,0.07,0.18,0.01,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"[643, 82, 117, 162]",0.12,0.0,0.46,0.02,0.08,0.03,0.28,"[333, 438, 113, 158]",0.05,0.0,0.17,0.09,0.14,0.02,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"[643, 79, 131, 173]",0.14,0.0,0.38,0.03,0.07,0.05,0.32,"[330, 444, 113, 154]",0.06,0.0,0.15,0.22,0.14,0.02,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"[662, 84, 112, 151]",0.13,0.0,0.27,0.05,0.16,0.03,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"[670, 82, 120, 166]",0.24,0.0,0.23,0.05,0.15,0.03,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"[665, 79, 124, 171]",0.17,0.0,0.41,0.03,0.11,0.03,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"[663, 81, 128, 176]",0.15,0.0,0.3,0.03,0.06,0.14,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"[652, 80, 129, 176]",0.15,0.0,0.32,0.03,0.04,0.12,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"[651, 80, 128, 179]",0.12,0.0,0.47,0.02,0.04,0.14,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"[660, 79, 130, 175]",0.12,0.0,0.28,0.09,0.05,0.05,0.41,"[331, 445, 112, 157]",0.12,0.0,0.26,0.26,0.12,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"[658, 91, 126, 165]",0.34,0.0,0.22,0.08,0.05,0.13,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"[656, 91, 125, 162]",0.13,0.0,0.11,0.1,0.06,0.03,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"[662, 81, 125, 165]",0.24,0.0,0.2,0.18,0.09,0.02,0.26,"[330, 440, 116, 163]",0.06,0.0,0.29,0.1,0.28,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"[660, 86, 130, 170]",0.34,0.0,0.35,0.05,0.03,0.16,0.07,"[331, 448, 108, 146]",0.09,0.0,0.18,0.09,0.21,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"[662, 85, 131, 175]",0.22,0.0,0.49,0.03,0.03,0.14,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"[664, 90, 125, 164]",0.26,0.0,0.41,0.05,0.05,0.12,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"[667, 85, 125, 165]",0.27,0.0,0.32,0.1,0.04,0.05,0.22,"[356, 442, 108, 147]",0.08,0.0,0.06,0.02,0.25,0.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"[668, 86, 126, 166]",0.06,0.0,0.62,0.04,0.11,0.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"[684, 73, 128, 181]",0.12,0.0,0.17,0.15,0.05,0.13,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"[668, 77, 139, 179]",0.11,0.0,0.17,0.15,0.06,0.11,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"[661, 85, 123, 164]",0.13,0.0,0.35,0.1,0.1,0.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"[658, 81, 129, 174]",0.13,0.0,0.26,0.28,0.06,0.04,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"[669, 82, 123, 163]",0.2,0.0,0.25,0.16,0.06,0.03,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"[643, 76, 138, 184]",0.09,0.0,0.18,0.11,0.14,0.14,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"[661, 85, 124, 171]",0.23,0.0,0.41,0.03,0.08,0.08,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"[656, 86, 136, 178]",0.18,0.0,0.33,0.05,0.12,0.05,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"[648, 84, 134, 173]",0.19,0.0,0.28,0.01,0.08,0.07,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"[662, 84, 125, 171]",0.11,0.0,0.25,0.06,0.13,0.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"[661, 89, 124, 169]",0.2,0.0,0.15,0.07,0.11,0.09,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"[628, 85, 130, 174]",0.13,0.0,0.58,0.01,0.11,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"[625, 74, 139, 182]",0.21,0.0,0.24,0.14,0.08,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"[618, 81, 134, 171]",0.22,0.0,0.12,0.15,0.1,0.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"[613, 79, 136, 172]",0.11,0.0,0.06,0.45,0.04,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"[609, 72, 139, 186]",0.16,0.0,0.1,0.67,0.02,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"[628, 88, 117, 152]",0.21,0.0,0.2,0.01,0.1,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"[640, 77, 132, 174]",0.09,0.0,0.47,0.03,0.14,0.05,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"[639, 85, 124, 164]",0.22,0.0,0.34,0.02,0.12,0.02,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
