,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[475, 119, 407, 545]",0.04,0.0,0.08,0.02,0.36,0.05,0.45,,,,,,,,
1,"[490, 85, 384, 502]",0.03,0.0,0.2,0.01,0.08,0.3,0.39,"[1020, 121, 150, 183]",0.35,0.01,0.19,0.02,0.42,0.01,0.01
2,"[489, 110, 362, 456]",0.03,0.0,0.13,0.0,0.07,0.13,0.64,,,,,,,,
3,"[491, 112, 350, 447]",0.02,0.0,0.13,0.01,0.04,0.22,0.57,"[1040, 265, 37, 50]",0.24,0.02,0.1,0.19,0.36,0.02,0.06
4,"[506, 125, 328, 426]",0.03,0.0,0.04,0.0,0.13,0.05,0.74,"[1018, 264, 43, 59]",0.16,0.04,0.11,0.22,0.36,0.08,0.04
5,"[521, 135, 326, 422]",0.01,0.0,0.03,0.0,0.05,0.04,0.86,,,,,,,,
6,"[602, 136, 284, 368]",0.0,0.0,0.01,0.0,0.01,0.0,0.98,,,,,,,,
7,"[776, 238, 71, 77]",0.1,0.0,0.27,0.02,0.15,0.02,0.45,,,,,,,,
8,"[692, 236, 74, 84]",0.13,0.02,0.16,0.03,0.3,0.01,0.35,,,,,,,,
9,"[535, 147, 277, 359]",0.01,0.0,0.0,0.0,0.08,0.0,0.91,,,,,,,,
10,"[506, 149, 284, 357]",0.12,0.0,0.08,0.0,0.35,0.05,0.4,"[394, 141, 267, 365]",0.36,0.0,0.09,0.05,0.28,0.02,0.22
11,"[439, 96, 319, 393]",0.03,0.0,0.01,0.0,0.31,0.0,0.64,,,,,,,,
12,"[405, 125, 324, 398]",0.04,0.0,0.0,0.0,0.51,0.0,0.45,,,,,,,,
13,"[385, 79, 343, 425]",0.04,0.0,0.03,0.0,0.22,0.06,0.64,,,,,,,,
14,"[405, 100, 335, 408]",0.05,0.0,0.06,0.0,0.26,0.03,0.61,,,,,,,,
15,"[400, 135, 318, 396]",0.11,0.0,0.01,0.0,0.68,0.0,0.19,,,,,,,,
16,"[392, 113, 322, 395]",0.03,0.0,0.01,0.0,0.92,0.0,0.04,,,,,,,,
17,"[392, 106, 310, 394]",0.03,0.0,0.01,0.0,0.82,0.0,0.15,,,,,,,,
18,"[410, 107, 330, 412]",0.19,0.0,0.03,0.01,0.61,0.04,0.12,,,,,,,,
19,"[607, 134, 302, 392]",0.05,0.0,0.01,0.0,0.53,0.0,0.4,,,,,,,,
20,"[583, 137, 300, 389]",0.02,0.0,0.04,0.01,0.04,0.01,0.88,,,,,,,,
