,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[468, 107, 360, 389]",0.01,0.0,0.31,0.01,0.56,0.06,0.05,,,,,,,,
1,"[507, 101, 123, 167]",0.2,0.0,0.55,0.03,0.01,0.18,0.03,,,,,,,,
2,"[510, 101, 118, 158]",0.64,0.0,0.09,0.01,0.04,0.02,0.2,,,,,,,,
3,"[518, 107, 119, 158]",0.16,0.0,0.04,0.03,0.19,0.0,0.58,,,,,,,,
4,"[519, 102, 116, 163]",0.23,0.0,0.06,0.02,0.07,0.01,0.62,,,,,,,,
5,"[506, 98, 118, 156]",0.51,0.01,0.17,0.02,0.09,0.06,0.14,,,,,,,,
6,"[516, 102, 121, 162]",0.2,0.0,0.1,0.06,0.09,0.05,0.5,,,,,,,,
7,"[508, 100, 117, 155]",0.21,0.0,0.26,0.03,0.08,0.02,0.39,,,,,,,,
8,"[507, 94, 123, 165]",0.08,0.0,0.07,0.13,0.07,0.02,0.62,,,,,,,,
9,"[530, 131, 111, 158]",0.13,0.0,0.02,0.05,0.45,0.0,0.34,,,,,,,,
10,"[529, 131, 115, 158]",0.14,0.0,0.09,0.14,0.46,0.03,0.16,,,,,,,,
11,"[528, 132, 115, 157]",0.06,0.0,0.04,0.02,0.25,0.0,0.63,,,,,,,,
12,"[528, 128, 118, 161]",0.16,0.0,0.15,0.1,0.31,0.02,0.25,,,,,,,,
13,"[512, 102, 122, 158]",0.12,0.0,0.04,0.03,0.06,0.01,0.75,,,,,,,,
14,"[517, 104, 113, 157]",0.06,0.0,0.04,0.18,0.22,0.01,0.49,,,,,,,,
15,"[532, 106, 117, 165]",0.64,0.0,0.09,0.04,0.05,0.05,0.13,,,,,,,,
16,"[525, 102, 122, 166]",0.3,0.0,0.19,0.03,0.1,0.16,0.22,,,,,,,,
17,"[517, 99, 119, 163]",0.09,0.0,0.11,0.41,0.12,0.06,0.22,,,,,,,,
18,"[497, 89, 124, 163]",0.04,0.0,0.03,0.56,0.01,0.01,0.34,,,,,,,,
19,"[519, 102, 120, 163]",0.24,0.0,0.23,0.09,0.03,0.22,0.19,,,,,,,,
20,"[547, 107, 111, 162]",0.74,0.0,0.1,0.01,0.03,0.07,0.05,,,,,,,,
21,"[523, 95, 122, 160]",0.19,0.0,0.13,0.02,0.16,0.05,0.45,,,,,,,,
22,"[523, 99, 125, 171]",0.09,0.0,0.08,0.59,0.01,0.05,0.18,,,,,,,,
23,"[515, 98, 119, 159]",0.07,0.0,0.09,0.25,0.02,0.03,0.54,,,,,,,,
24,"[508, 99, 114, 158]",0.08,0.0,0.12,0.41,0.01,0.02,0.36,,,,,,,,
25,"[503, 95, 123, 175]",0.05,0.0,0.39,0.46,0.01,0.09,0.01,,,,,,,,
26,"[530, 106, 115, 167]",0.49,0.0,0.08,0.03,0.03,0.15,0.21,,,,,,,,
27,"[645, 167, 110, 154]",0.3,0.02,0.23,0.01,0.31,0.11,0.02,"[613, 189, 28, 38]",0.18,0.01,0.12,0.42,0.19,0.01,0.07
28,"[609, 163, 110, 147]",0.2,0.0,0.13,0.03,0.46,0.0,0.19,,,,,,,,
29,"[545, 145, 119, 151]",0.36,0.0,0.08,0.02,0.23,0.0,0.32,,,,,,,,
30,"[518, 122, 122, 161]",0.24,0.0,0.17,0.04,0.48,0.0,0.07,,,,,,,,
31,"[547, 104, 143, 185]",0.57,0.0,0.2,0.02,0.14,0.01,0.07,,,,,,,,
32,"[569, 99, 130, 167]",0.16,0.0,0.06,0.04,0.12,0.01,0.6,,,,,,,,
33,"[501, 99, 128, 160]",0.12,0.0,0.07,0.06,0.09,0.01,0.64,,,,,,,,
34,"[526, 130, 114, 161]",0.13,0.0,0.04,0.09,0.27,0.0,0.47,"[490, 167, 28, 39]",0.12,0.06,0.16,0.18,0.38,0.02,0.09
35,"[534, 128, 117, 167]",0.15,0.0,0.14,0.01,0.5,0.01,0.19,,,,,,,,
