,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[580, 193, 96, 126]",0.22,0.0,0.34,0.02,0.25,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,
1,"[933, 675, 43, 45]",0.0,0.0,0.0,0.0,0.04,0.03,0.93,,,,,,,,,,,,,,,,,,,,,,,,
2,"[588, 195, 107, 138]",0.13,0.0,0.19,0.0,0.23,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,
3,"[594, 210, 101, 133]",0.58,0.0,0.02,0.0,0.16,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,
4,"[615, 200, 101, 130]",0.08,0.0,0.02,0.0,0.12,0.0,0.78,"[933, 676, 43, 42]",0.0,0.0,0.0,0.01,0.04,0.02,0.92,,,,,,,,,,,,,,,,
5,"[589, 188, 109, 136]",0.29,0.0,0.19,0.0,0.19,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,
6,"[591, 197, 102, 130]",0.23,0.0,0.02,0.0,0.3,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,
7,"[599, 206, 102, 131]",0.05,0.0,0.04,0.0,0.65,0.0,0.26,"[933, 675, 40, 42]",0.0,0.0,0.01,0.04,0.03,0.14,0.78,,,,,,,,,,,,,,,,
8,"[573, 188, 101, 132]",0.12,0.0,0.65,0.0,0.13,0.1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
9,"[565, 207, 106, 128]",0.11,0.0,0.13,0.0,0.42,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,
10,"[586, 208, 107, 132]",0.39,0.0,0.04,0.0,0.12,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,
11,"[581, 187, 101, 121]",0.13,0.0,0.06,0.01,0.11,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,
12,"[551, 192, 108, 127]",0.08,0.0,0.02,0.0,0.08,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
13,"[612, 200, 107, 140]",0.21,0.01,0.19,0.0,0.27,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,
14,"[605, 207, 102, 128]",0.15,0.0,0.06,0.01,0.25,0.01,0.52,,,,,,,,,,,,,,,,,,,,,,,,
15,"[605, 219, 104, 128]",0.18,0.0,0.28,0.01,0.24,0.02,0.27,"[936, 679, 39, 40]",0.0,0.0,0.0,0.02,0.01,0.02,0.94,,,,,,,,,,,,,,,,
16,"[582, 190, 107, 133]",0.15,0.0,0.03,0.0,0.48,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,
17,"[595, 197, 107, 133]",0.39,0.0,0.07,0.03,0.19,0.04,0.28,,,,,,,,,,,,,,,,,,,,,,,,
18,"[612, 223, 106, 130]",0.17,0.01,0.03,0.0,0.2,0.0,0.58,"[933, 673, 44, 46]",0.0,0.0,0.0,0.01,0.04,0.11,0.84,,,,,,,,,,,,,,,,
19,"[593, 183, 103, 131]",0.33,0.0,0.23,0.01,0.21,0.12,0.1,,,,,,,,,,,,,,,,,,,,,,,,
20,"[583, 202, 106, 130]",0.03,0.0,0.03,0.3,0.08,0.01,0.56,,,,,,,,,,,,,,,,,,,,,,,,
21,"[600, 196, 104, 133]",0.3,0.01,0.01,0.0,0.25,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,
22,"[550, 179, 97, 120]",0.15,0.0,0.01,0.03,0.22,0.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,
23,"[613, 192, 106, 132]",0.05,0.0,0.03,0.09,0.52,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,
24,"[640, 205, 106, 138]",0.29,0.0,0.05,0.0,0.53,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,
25,"[626, 224, 95, 118]",0.18,0.02,0.04,0.01,0.57,0.0,0.18,"[947, 630, 28, 32]",0.26,0.0,0.39,0.15,0.09,0.07,0.04,,,,,,,,,,,,,,,,
26,"[579, 186, 100, 125]",0.24,0.0,0.07,0.0,0.09,0.07,0.52,,,,,,,,,,,,,,,,,,,,,,,,
27,"[620, 202, 104, 135]",0.09,0.0,0.04,0.0,0.05,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
28,"[634, 213, 109, 134]",0.1,0.0,0.03,0.01,0.14,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,
