,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
10,"[290, 98, 62, 76]",0.14,0.0,0.05,0.21,0.25,0.02,0.33,"[540, 227, 51, 63]",0.3,0.0,0.02,0.05,0.21,0.0,0.42,,,,,,,,,,,,,,,,
11,"[297, 90, 63, 79]",0.08,0.0,0.23,0.2,0.15,0.11,0.24,"[540, 228, 51, 63]",0.4,0.0,0.03,0.03,0.24,0.01,0.3,,,,,,,,,,,,,,,,
12,"[295, 98, 65, 80]",0.05,0.0,0.23,0.07,0.21,0.03,0.4,"[538, 226, 52, 64]",0.43,0.0,0.04,0.02,0.34,0.0,0.18,,,,,,,,,,,,,,,,
13,"[276, 88, 67, 82]",0.03,0.0,0.05,0.07,0.21,0.01,0.64,"[537, 226, 51, 64]",0.58,0.0,0.03,0.01,0.31,0.0,0.08,,,,,,,,,,,,,,,,
14,"[277, 95, 64, 80]",0.05,0.0,0.05,0.04,0.27,0.01,0.57,"[537, 227, 51, 63]",0.38,0.0,0.04,0.01,0.4,0.0,0.16,,,,,,,,,,,,,,,,
15,"[275, 88, 66, 83]",0.08,0.0,0.02,0.67,0.08,0.01,0.14,"[539, 227, 50, 63]",0.39,0.0,0.03,0.01,0.4,0.0,0.17,,,,,,,,,,,,,,,,
16,"[261, 91, 66, 85]",0.03,0.0,0.01,0.08,0.37,0.0,0.5,"[538, 228, 52, 63]",0.26,0.0,0.05,0.03,0.36,0.0,0.3,,,,,,,,,,,,,,,,
17,"[538, 228, 51, 63]",0.46,0.0,0.03,0.01,0.27,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,
18,"[537, 228, 50, 63]",0.39,0.0,0.02,0.05,0.16,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,
19,"[538, 228, 50, 63]",0.28,0.0,0.02,0.02,0.15,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,
20,"[262, 104, 65, 80]",0.03,0.0,0.01,0.21,0.55,0.0,0.21,"[539, 230, 50, 61]",0.32,0.0,0.03,0.03,0.24,0.01,0.37,,,,,,,,,,,,,,,,
21,"[264, 105, 63, 81]",0.07,0.0,0.02,0.17,0.4,0.01,0.33,"[539, 230, 50, 61]",0.35,0.0,0.04,0.02,0.18,0.0,0.4,,,,,,,,,,,,,,,,
22,"[265, 108, 67, 81]",0.03,0.0,0.02,0.05,0.42,0.0,0.47,"[538, 228, 50, 63]",0.41,0.0,0.03,0.02,0.18,0.0,0.36,,,,,,,,,,,,,,,,
23,"[540, 229, 50, 62]",0.56,0.0,0.03,0.01,0.16,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,
24,"[269, 105, 68, 83]",0.05,0.0,0.05,0.12,0.39,0.01,0.38,"[539, 229, 51, 62]",0.39,0.0,0.04,0.01,0.22,0.0,0.34,,,,,,,,,,,,,,,,
25,"[278, 90, 62, 76]",0.22,0.0,0.06,0.13,0.4,0.01,0.19,"[541, 231, 52, 64]",0.38,0.0,0.05,0.01,0.28,0.0,0.27,,,,,,,,,,,,,,,,
26,"[281, 67, 65, 82]",0.22,0.0,0.02,0.01,0.33,0.0,0.42,"[541, 231, 52, 63]",0.34,0.0,0.05,0.03,0.23,0.0,0.33,,,,,,,,,,,,,,,,
27,"[284, 51, 71, 90]",0.3,0.0,0.04,0.43,0.05,0.01,0.17,"[541, 230, 51, 62]",0.41,0.0,0.05,0.01,0.21,0.0,0.32,,,,,,,,,,,,,,,,
28,"[266, 43, 68, 87]",0.45,0.0,0.04,0.02,0.17,0.03,0.29,"[541, 230, 51, 61]",0.41,0.0,0.05,0.01,0.19,0.0,0.34,,,,,,,,,,,,,,,,
29,"[260, 45, 66, 79]",0.49,0.0,0.07,0.1,0.18,0.01,0.14,"[537, 230, 53, 64]",0.57,0.0,0.08,0.0,0.22,0.0,0.13,,,,,,,,,,,,,,,,
30,"[259, 46, 66, 82]",0.72,0.0,0.03,0.02,0.19,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,
31,"[243, 47, 73, 88]",0.53,0.0,0.03,0.31,0.07,0.01,0.06,"[539, 230, 50, 61]",0.3,0.0,0.08,0.01,0.31,0.01,0.29,,,,,,,,,,,,,,,,
32,"[243, 49, 72, 87]",0.36,0.0,0.07,0.18,0.2,0.0,0.18,"[539, 229, 49, 62]",0.38,0.0,0.07,0.02,0.26,0.01,0.27,,,,,,,,,,,,,,,,
33,"[262, 53, 74, 90]",0.4,0.0,0.04,0.04,0.24,0.0,0.27,"[539, 229, 50, 62]",0.3,0.0,0.06,0.01,0.24,0.0,0.38,,,,,,,,,,,,,,,,
34,"[264, 52, 74, 91]",0.52,0.0,0.02,0.01,0.17,0.0,0.28,"[539, 229, 50, 62]",0.59,0.0,0.04,0.0,0.22,0.0,0.15,,,,,,,,,,,,,,,,
35,"[251, 57, 74, 90]",0.15,0.0,0.29,0.12,0.22,0.08,0.15,"[538, 228, 48, 61]",0.49,0.0,0.05,0.0,0.18,0.0,0.28,,,,,,,,,,,,,,,,
36,"[254, 57, 70, 85]",0.16,0.0,0.05,0.08,0.41,0.0,0.3,"[538, 229, 51, 63]",0.37,0.0,0.07,0.0,0.25,0.0,0.29,,,,,,,,,,,,,,,,
37,"[252, 53, 74, 90]",0.27,0.0,0.05,0.1,0.29,0.0,0.28,"[539, 229, 50, 62]",0.27,0.0,0.03,0.0,0.15,0.0,0.54,,,,,,,,,,,,,,,,
38,"[277, 43, 59, 75]",0.5,0.0,0.04,0.22,0.06,0.04,0.13,"[538, 229, 50, 62]",0.19,0.0,0.06,0.0,0.18,0.0,0.56,,,,,,,,,,,,,,,,
39,"[274, 49, 73, 92]",0.25,0.0,0.13,0.28,0.12,0.02,0.21,"[538, 229, 51, 62]",0.31,0.0,0.05,0.0,0.19,0.0,0.44,,,,,,,,,,,,,,,,
40,"[267, 46, 69, 88]",0.29,0.0,0.01,0.06,0.14,0.0,0.5,"[538, 230, 50, 61]",0.39,0.0,0.07,0.0,0.26,0.0,0.27,,,,,,,,,,,,,,,,
41,"[252, 53, 75, 90]",0.14,0.0,0.06,0.01,0.15,0.0,0.63,"[539, 228, 50, 64]",0.52,0.0,0.05,0.0,0.15,0.0,0.26,,,,,,,,,,,,,,,,
42,"[248, 53, 80, 96]",0.07,0.0,0.07,0.01,0.31,0.0,0.54,"[538, 227, 51, 63]",0.52,0.0,0.06,0.0,0.21,0.0,0.2,,,,,,,,,,,,,,,,
43,"[248, 51, 73, 86]",0.02,0.0,0.01,0.0,0.05,0.0,0.92,"[536, 228, 50, 62]",0.6,0.0,0.03,0.0,0.17,0.0,0.2,,,,,,,,,,,,,,,,
44,"[263, 51, 71, 86]",0.28,0.0,0.0,0.01,0.14,0.0,0.56,"[534, 224, 51, 63]",0.61,0.0,0.04,0.0,0.16,0.0,0.19,,,,,,,,,,,,,,,,
45,"[284, 50, 72, 88]",0.36,0.0,0.02,0.0,0.33,0.0,0.28,"[535, 225, 50, 62]",0.62,0.0,0.02,0.0,0.13,0.0,0.23,"[161, 230, 34, 43]",0.14,0.0,0.12,0.16,0.42,0.03,0.14,,,,,,,,
46,"[279, 46, 72, 85]",0.35,0.0,0.01,0.0,0.25,0.0,0.39,"[537, 226, 51, 62]",0.55,0.0,0.04,0.0,0.2,0.0,0.2,,,,,,,,,,,,,,,,
47,"[244, 51, 71, 86]",0.24,0.0,0.01,0.0,0.33,0.0,0.42,"[535, 227, 51, 63]",0.64,0.0,0.03,0.0,0.18,0.0,0.14,,,,,,,,,,,,,,,,
48,"[263, 64, 71, 88]",0.4,0.0,0.01,0.03,0.19,0.0,0.38,"[537, 227, 51, 63]",0.62,0.0,0.03,0.0,0.25,0.0,0.1,,,,,,,,,,,,,,,,
49,"[249, 51, 70, 85]",0.06,0.0,0.02,0.0,0.34,0.0,0.58,"[540, 227, 51, 62]",0.27,0.0,0.02,0.23,0.24,0.01,0.24,,,,,,,,,,,,,,,,
50,"[260, 47, 75, 92]",0.16,0.0,0.01,0.0,0.34,0.0,0.49,"[544, 227, 51, 64]",0.02,0.0,0.0,0.94,0.01,0.0,0.03,,,,,,,,,,,,,,,,
51,"[295, 54, 69, 85]",0.03,0.0,0.0,0.54,0.02,0.0,0.41,"[543, 227, 52, 64]",0.02,0.0,0.0,0.96,0.01,0.0,0.01,,,,,,,,,,,,,,,,
52,"[302, 57, 68, 82]",0.01,0.0,0.0,0.9,0.01,0.0,0.07,"[541, 227, 47, 60]",0.01,0.0,0.0,0.98,0.0,0.0,0.0,,,,,,,,,,,,,,,,
53,"[261, 78, 68, 83]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[544, 229, 50, 63]",0.03,0.0,0.0,0.91,0.03,0.0,0.02,,,,,,,,,,,,,,,,
54,"[543, 228, 50, 63]",0.01,0.0,0.0,0.98,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
55,"[211, 70, 67, 81]",0.0,0.0,0.0,0.92,0.01,0.0,0.06,"[544, 230, 51, 63]",0.01,0.0,0.0,0.98,0.01,0.0,0.01,,,,,,,,,,,,,,,,
56,"[242, 54, 68, 84]",0.14,0.0,0.02,0.3,0.08,0.0,0.45,"[545, 233, 51, 63]",0.04,0.0,0.0,0.93,0.02,0.0,0.01,,,,,,,,,,,,,,,,
57,"[261, 54, 70, 84]",0.11,0.0,0.07,0.04,0.18,0.01,0.6,"[543, 231, 50, 63]",0.27,0.0,0.02,0.3,0.22,0.0,0.19,,,,,,,,,,,,,,,,
58,"[272, 56, 70, 84]",0.01,0.0,0.0,0.83,0.02,0.0,0.13,"[541, 228, 50, 63]",0.34,0.0,0.06,0.29,0.22,0.01,0.09,,,,,,,,,,,,,,,,
59,"[246, 54, 69, 86]",0.09,0.0,0.08,0.51,0.07,0.04,0.21,"[555, 234, 48, 63]",0.17,0.0,0.03,0.07,0.44,0.0,0.28,,,,,,,,,,,,,,,,
60,"[240, 43, 70, 90]",0.69,0.0,0.09,0.14,0.06,0.01,0.0,"[573, 237, 47, 62]",0.06,0.0,0.02,0.6,0.09,0.0,0.23,,,,,,,,,,,,,,,,
61,"[240, 80, 67, 84]",0.11,0.0,0.4,0.02,0.37,0.0,0.1,"[571, 240, 47, 62]",0.02,0.0,0.01,0.5,0.04,0.0,0.43,,,,,,,,,,,,,,,,
62,"[229, 66, 72, 93]",0.1,0.0,0.04,0.15,0.41,0.0,0.3,"[573, 240, 47, 61]",0.02,0.0,0.01,0.6,0.05,0.0,0.32,"[413, 226, 38, 50]",0.23,0.0,0.03,0.33,0.17,0.01,0.23,,,,,,,,
63,"[215, 80, 68, 85]",0.03,0.0,0.08,0.06,0.66,0.0,0.18,"[569, 237, 47, 63]",0.03,0.0,0.03,0.45,0.1,0.0,0.39,"[412, 225, 37, 49]",0.23,0.0,0.02,0.42,0.15,0.01,0.17,,,,,,,,
64,"[255, 109, 61, 71]",0.07,0.0,0.07,0.12,0.56,0.0,0.18,"[569, 239, 47, 62]",0.07,0.0,0.13,0.13,0.37,0.0,0.3,,,,,,,,,,,,,,,,
65,"[267, 107, 63, 72]",0.03,0.0,0.02,0.8,0.09,0.0,0.05,"[569, 240, 45, 63]",0.1,0.0,0.09,0.51,0.15,0.0,0.14,,,,,,,,,,,,,,,,
66,"[279, 100, 64, 77]",0.08,0.0,0.06,0.28,0.5,0.0,0.09,"[560, 238, 49, 63]",0.11,0.0,0.09,0.2,0.49,0.0,0.1,,,,,,,,,,,,,,,,
67,"[274, 102, 64, 76]",0.01,0.0,0.01,0.84,0.04,0.0,0.09,"[564, 237, 46, 62]",0.14,0.0,0.11,0.15,0.33,0.01,0.26,,,,,,,,,,,,,,,,
68,"[276, 104, 63, 77]",0.02,0.0,0.02,0.68,0.06,0.01,0.22,"[563, 239, 44, 61]",0.05,0.0,0.04,0.5,0.16,0.0,0.24,,,,,,,,,,,,,,,,
69,"[286, 105, 66, 81]",0.02,0.0,0.03,0.63,0.23,0.0,0.09,"[564, 239, 43, 62]",0.04,0.0,0.08,0.27,0.23,0.0,0.37,,,,,,,,,,,,,,,,
70,"[279, 100, 66, 81]",0.02,0.0,0.01,0.72,0.07,0.0,0.17,"[560, 239, 50, 64]",0.03,0.0,0.04,0.25,0.22,0.0,0.46,,,,,,,,,,,,,,,,
71,"[268, 83, 67, 85]",0.13,0.0,0.14,0.01,0.24,0.06,0.41,"[564, 239, 46, 61]",0.09,0.0,0.11,0.04,0.65,0.0,0.11,,,,,,,,,,,,,,,,
72,"[255, 86, 66, 82]",0.08,0.0,0.03,0.56,0.19,0.0,0.13,"[559, 239, 50, 62]",0.03,0.0,0.03,0.22,0.52,0.0,0.2,,,,,,,,,,,,,,,,
73,"[246, 85, 67, 85]",0.11,0.0,0.41,0.02,0.14,0.05,0.27,"[565, 242, 46, 61]",0.03,0.0,0.03,0.12,0.69,0.0,0.13,,,,,,,,,,,,,,,,
74,"[254, 85, 69, 83]",0.07,0.0,0.11,0.25,0.17,0.0,0.4,"[560, 239, 50, 65]",0.05,0.0,0.06,0.3,0.32,0.0,0.27,,,,,,,,,,,,,,,,
75,"[254, 79, 67, 87]",0.27,0.0,0.36,0.1,0.19,0.01,0.07,"[564, 242, 46, 62]",0.04,0.0,0.05,0.34,0.37,0.01,0.2,,,,,,,,,,,,,,,,
76,"[258, 93, 64, 84]",0.24,0.0,0.3,0.2,0.21,0.04,0.01,"[560, 239, 47, 61]",0.03,0.0,0.06,0.1,0.36,0.0,0.45,,,,,,,,,,,,,,,,
77,"[254, 90, 63, 81]",0.16,0.0,0.06,0.12,0.22,0.02,0.43,"[560, 239, 46, 63]",0.03,0.0,0.05,0.08,0.3,0.0,0.54,,,,,,,,,,,,,,,,
78,"[245, 88, 65, 80]",0.03,0.0,0.06,0.05,0.16,0.03,0.67,"[557, 239, 47, 61]",0.05,0.0,0.05,0.12,0.35,0.0,0.43,,,,,,,,,,,,,,,,
79,"[270, 88, 67, 79]",0.04,0.0,0.07,0.42,0.24,0.01,0.23,"[553, 236, 52, 65]",0.03,0.0,0.05,0.23,0.48,0.0,0.2,,,,,,,,,,,,,,,,
80,"[287, 90, 66, 82]",0.17,0.0,0.04,0.29,0.23,0.0,0.27,"[544, 231, 51, 65]",0.27,0.0,0.09,0.11,0.45,0.01,0.08,,,,,,,,,,,,,,,,
81,"[287, 92, 61, 78]",0.29,0.0,0.07,0.07,0.17,0.03,0.37,"[544, 231, 51, 62]",0.38,0.0,0.05,0.11,0.29,0.01,0.17,,,,,,,,,,,,,,,,
82,"[269, 87, 65, 80]",0.03,0.0,0.06,0.21,0.13,0.01,0.56,"[546, 230, 50, 63]",0.39,0.0,0.05,0.04,0.34,0.0,0.18,,,,,,,,,,,,,,,,
83,"[264, 91, 66, 86]",0.09,0.0,0.03,0.47,0.28,0.0,0.13,"[552, 232, 49, 62]",0.07,0.0,0.02,0.15,0.54,0.0,0.23,,,,,,,,,,,,,,,,
84,"[279, 96, 64, 78]",0.02,0.0,0.0,0.56,0.07,0.0,0.35,"[561, 237, 46, 61]",0.14,0.0,0.07,0.06,0.54,0.0,0.19,,,,,,,,,,,,,,,,
85,"[560, 241, 45, 60]",0.06,0.0,0.03,0.05,0.69,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,
86,"[282, 90, 64, 78]",0.08,0.0,0.03,0.55,0.19,0.0,0.14,"[561, 242, 46, 60]",0.05,0.0,0.04,0.06,0.68,0.0,0.17,,,,,,,,,,,,,,,,
87,"[282, 94, 65, 81]",0.11,0.0,0.03,0.68,0.05,0.03,0.1,"[565, 244, 43, 57]",0.06,0.0,0.07,0.06,0.64,0.0,0.16,,,,,,,,,,,,,,,,
88,"[279, 99, 64, 77]",0.05,0.0,0.02,0.46,0.08,0.0,0.39,"[565, 244, 43, 58]",0.06,0.0,0.07,0.05,0.66,0.0,0.16,,,,,,,,,,,,,,,,
89,"[278, 76, 71, 86]",0.04,0.0,0.01,0.29,0.08,0.0,0.58,"[556, 238, 48, 60]",0.05,0.0,0.12,0.03,0.57,0.0,0.22,,,,,,,,,,,,,,,,
90,"[280, 60, 72, 87]",0.05,0.0,0.0,0.0,0.05,0.0,0.89,"[545, 232, 50, 65]",0.12,0.0,0.08,0.05,0.59,0.01,0.16,,,,,,,,,,,,,,,,
91,"[257, 59, 69, 83]",0.18,0.0,0.03,0.04,0.07,0.04,0.63,"[541, 226, 53, 67]",0.18,0.0,0.02,0.48,0.2,0.02,0.11,,,,,,,,,,,,,,,,
92,"[244, 59, 78, 94]",0.16,0.0,0.08,0.0,0.43,0.0,0.32,"[539, 227, 52, 64]",0.22,0.0,0.02,0.37,0.11,0.02,0.27,,,,,,,,,,,,,,,,
93,"[232, 62, 72, 89]",0.37,0.0,0.05,0.02,0.24,0.01,0.32,"[543, 230, 49, 59]",0.14,0.0,0.01,0.25,0.1,0.0,0.5,,,,,,,,,,,,,,,,
94,"[257, 51, 74, 90]",0.14,0.0,0.27,0.04,0.12,0.12,0.32,"[542, 230, 48, 60]",0.28,0.0,0.02,0.18,0.21,0.0,0.31,,,,,,,,,,,,,,,,
95,"[283, 51, 70, 90]",0.1,0.0,0.05,0.0,0.2,0.01,0.64,"[540, 230, 49, 61]",0.21,0.0,0.05,0.13,0.16,0.01,0.44,,,,,,,,,,,,,,,,
96,"[312, 58, 71, 87]",0.12,0.0,0.03,0.01,0.06,0.0,0.78,"[541, 230, 49, 60]",0.2,0.0,0.03,0.08,0.17,0.0,0.52,,,,,,,,,,,,,,,,
97,"[263, 47, 69, 86]",0.32,0.0,0.07,0.49,0.06,0.01,0.05,"[540, 228, 49, 62]",0.26,0.0,0.04,0.03,0.17,0.0,0.5,,,,,,,,,,,,,,,,
98,"[229, 44, 75, 92]",0.29,0.0,0.04,0.02,0.36,0.0,0.29,"[540, 229, 51, 63]",0.19,0.0,0.02,0.07,0.16,0.0,0.56,,,,,,,,,,,,,,,,
99,"[213, 52, 74, 96]",0.07,0.0,0.17,0.01,0.66,0.0,0.09,"[541, 229, 48, 60]",0.28,0.0,0.05,0.04,0.25,0.0,0.37,"[410, 242, 37, 49]",0.51,0.0,0.04,0.17,0.25,0.0,0.02,,,,,,,,
100,"[209, 55, 69, 89]",0.12,0.0,0.25,0.03,0.36,0.01,0.23,"[542, 232, 48, 59]",0.24,0.0,0.03,0.1,0.12,0.0,0.52,"[411, 242, 38, 49]",0.38,0.0,0.05,0.14,0.4,0.01,0.02,,,,,,,,
101,"[228, 49, 72, 87]",0.44,0.0,0.01,0.16,0.07,0.0,0.32,"[541, 231, 51, 62]",0.28,0.0,0.02,0.06,0.12,0.0,0.53,,,,,,,,,,,,,,,,
102,"[248, 56, 69, 88]",0.07,0.0,0.05,0.05,0.21,0.01,0.61,"[541, 230, 50, 61]",0.14,0.0,0.02,0.07,0.17,0.01,0.58,,,,,,,,,,,,,,,,
103,"[277, 58, 70, 84]",0.07,0.0,0.04,0.02,0.22,0.01,0.64,"[541, 234, 50, 59]",0.22,0.0,0.01,0.05,0.11,0.0,0.6,,,,,,,,,,,,,,,,
104,"[269, 59, 72, 90]",0.39,0.0,0.09,0.15,0.13,0.03,0.21,"[541, 234, 50, 60]",0.14,0.0,0.02,0.05,0.13,0.0,0.65,,,,,,,,,,,,,,,,
105,"[250, 50, 70, 89]",0.25,0.0,0.05,0.01,0.35,0.0,0.34,"[541, 230, 51, 63]",0.25,0.0,0.02,0.11,0.1,0.0,0.51,,,,,,,,,,,,,,,,
106,"[251, 55, 72, 90]",0.3,0.0,0.05,0.09,0.37,0.0,0.18,"[540, 228, 52, 63]",0.25,0.0,0.02,0.05,0.21,0.0,0.47,,,,,,,,,,,,,,,,
107,"[241, 59, 74, 94]",0.32,0.0,0.09,0.05,0.24,0.0,0.3,"[540, 229, 51, 62]",0.39,0.0,0.02,0.08,0.14,0.0,0.36,,,,,,,,,,,,,,,,
108,"[235, 55, 74, 93]",0.27,0.0,0.02,0.17,0.11,0.01,0.42,"[542, 229, 48, 61]",0.33,0.0,0.05,0.05,0.16,0.0,0.41,,,,,,,,,,,,,,,,
109,"[261, 58, 71, 87]",0.27,0.0,0.16,0.11,0.23,0.01,0.22,"[540, 232, 52, 62]",0.29,0.0,0.05,0.07,0.26,0.0,0.33,,,,,,,,,,,,,,,,
110,"[282, 60, 70, 87]",0.04,0.0,0.03,0.01,0.11,0.0,0.81,"[542, 231, 51, 61]",0.29,0.0,0.02,0.03,0.19,0.0,0.46,,,,,,,,,,,,,,,,
111,"[276, 60, 66, 84]",0.07,0.0,0.01,0.01,0.11,0.0,0.8,"[542, 230, 51, 63]",0.23,0.0,0.03,0.06,0.16,0.0,0.51,,,,,,,,,,,,,,,,
112,"[268, 56, 70, 88]",0.44,0.0,0.06,0.23,0.13,0.01,0.13,"[541, 231, 51, 63]",0.42,0.0,0.03,0.05,0.15,0.0,0.35,,,,,,,,,,,,,,,,
113,"[272, 62, 73, 87]",0.17,0.0,0.07,0.07,0.29,0.0,0.39,"[542, 230, 51, 63]",0.21,0.0,0.02,0.03,0.22,0.0,0.52,,,,,,,,,,,,,,,,
114,"[268, 58, 69, 88]",0.09,0.0,0.02,0.8,0.02,0.01,0.06,"[542, 230, 51, 63]",0.26,0.0,0.02,0.04,0.16,0.0,0.53,,,,,,,,,,,,,,,,
115,"[276, 70, 69, 84]",0.04,0.0,0.07,0.08,0.13,0.01,0.67,"[543, 230, 51, 62]",0.16,0.0,0.03,0.02,0.29,0.0,0.49,,,,,,,,,,,,,,,,
116,"[284, 65, 67, 83]",0.07,0.0,0.02,0.04,0.08,0.0,0.79,"[540, 229, 50, 61]",0.34,0.0,0.06,0.01,0.24,0.0,0.35,,,,,,,,,,,,,,,,
117,"[284, 65, 66, 86]",0.06,0.0,0.01,0.15,0.05,0.0,0.73,"[540, 231, 52, 62]",0.35,0.0,0.04,0.1,0.18,0.01,0.31,,,,,,,,,,,,,,,,
118,"[285, 68, 66, 81]",0.06,0.0,0.01,0.01,0.05,0.0,0.87,"[540, 228, 50, 63]",0.34,0.0,0.03,0.05,0.13,0.0,0.46,,,,,,,,,,,,,,,,
119,"[271, 78, 68, 81]",0.03,0.0,0.02,0.53,0.07,0.02,0.32,"[542, 228, 49, 62]",0.45,0.0,0.04,0.03,0.18,0.0,0.3,,,,,,,,,,,,,,,,
120,"[281, 65, 72, 88]",0.09,0.0,0.02,0.17,0.09,0.01,0.63,"[540, 228, 51, 63]",0.29,0.0,0.06,0.05,0.24,0.01,0.35,,,,,,,,,,,,,,,,
121,"[287, 62, 71, 89]",0.21,0.0,0.03,0.16,0.12,0.02,0.45,"[540, 229, 51, 62]",0.55,0.0,0.03,0.04,0.12,0.0,0.26,,,,,,,,,,,,,,,,
122,"[259, 58, 74, 89]",0.06,0.0,0.06,0.02,0.16,0.01,0.69,"[541, 230, 51, 61]",0.38,0.0,0.03,0.05,0.13,0.0,0.4,,,,,,,,,,,,,,,,
123,"[254, 63, 70, 85]",0.18,0.0,0.03,0.0,0.23,0.0,0.57,"[542, 229, 49, 62]",0.35,0.0,0.04,0.04,0.13,0.0,0.43,,,,,,,,,,,,,,,,
124,"[262, 58, 66, 81]",0.25,0.0,0.26,0.11,0.18,0.05,0.16,"[542, 230, 50, 61]",0.32,0.0,0.05,0.04,0.18,0.01,0.42,,,,,,,,,,,,,,,,
125,"[255, 87, 65, 80]",0.11,0.0,0.09,0.12,0.43,0.01,0.24,"[542, 230, 50, 61]",0.3,0.0,0.07,0.02,0.23,0.0,0.37,,,,,,,,,,,,,,,,
126,"[240, 64, 70, 87]",0.13,0.0,0.13,0.01,0.27,0.01,0.46,"[542, 231, 52, 63]",0.29,0.0,0.07,0.03,0.24,0.0,0.37,,,,,,,,,,,,,,,,
127,"[236, 63, 74, 90]",0.11,0.0,0.04,0.05,0.31,0.01,0.49,"[542, 232, 51, 62]",0.31,0.0,0.06,0.02,0.32,0.0,0.29,,,,,,,,,,,,,,,,
128,"[241, 61, 73, 93]",0.06,0.0,0.05,0.08,0.42,0.0,0.38,"[542, 231, 51, 62]",0.2,0.0,0.02,0.02,0.23,0.0,0.53,,,,,,,,,,,,,,,,
129,"[252, 84, 65, 79]",0.06,0.0,0.07,0.1,0.06,0.01,0.7,"[542, 231, 51, 62]",0.27,0.0,0.03,0.02,0.18,0.0,0.49,,,,,,,,,,,,,,,,
130,"[244, 57, 72, 91]",0.27,0.0,0.0,0.02,0.07,0.0,0.64,"[542, 231, 50, 60]",0.44,0.0,0.05,0.01,0.17,0.0,0.33,,,,,,,,,,,,,,,,
131,"[239, 58, 73, 90]",0.24,0.0,0.02,0.04,0.21,0.0,0.49,"[540, 231, 51, 63]",0.21,0.0,0.04,0.02,0.19,0.01,0.52,,,,,,,,,,,,,,,,
132,"[233, 92, 62, 76]",0.11,0.0,0.07,0.02,0.26,0.01,0.53,"[542, 230, 50, 62]",0.35,0.0,0.06,0.01,0.14,0.0,0.44,,,,,,,,,,,,,,,,
133,"[251, 94, 64, 79]",0.04,0.0,0.01,0.43,0.33,0.0,0.19,"[542, 231, 50, 61]",0.38,0.0,0.05,0.02,0.16,0.01,0.39,,,,,,,,,,,,,,,,
134,"[262, 85, 66, 78]",0.03,0.0,0.01,0.08,0.17,0.0,0.7,"[542, 231, 50, 62]",0.36,0.0,0.03,0.01,0.13,0.0,0.48,,,,,,,,,,,,,,,,
