,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[326, 65, 99, 123]",0.27,0.0,0.0,0.58,0.01,0.01,0.12,"[159, 144, 67, 78]",0.72,0.0,0.08,0.0,0.14,0.0,0.05,,,,,,,,
1,"[318, 69, 108, 133]",0.53,0.0,0.01,0.1,0.06,0.0,0.29,"[201, 157, 65, 76]",0.69,0.0,0.09,0.0,0.18,0.0,0.04,,,,,,,,
2,"[321, 88, 102, 129]",0.62,0.0,0.04,0.01,0.19,0.0,0.14,"[212, 167, 66, 77]",0.68,0.0,0.14,0.0,0.11,0.0,0.06,,,,,,,,
3,"[309, 83, 106, 130]",0.74,0.01,0.01,0.16,0.03,0.01,0.04,"[220, 167, 66, 78]",0.74,0.0,0.12,0.0,0.1,0.0,0.04,,,,,,,,
4,"[310, 93, 104, 127]",0.51,0.0,0.02,0.31,0.05,0.02,0.09,"[221, 167, 65, 78]",0.62,0.0,0.12,0.0,0.17,0.0,0.09,,,,,,,,
5,"[319, 89, 105, 130]",0.58,0.0,0.02,0.23,0.07,0.02,0.09,"[223, 169, 66, 75]",0.7,0.0,0.14,0.0,0.14,0.0,0.02,,,,,,,,
6,"[304, 93, 109, 131]",0.4,0.0,0.02,0.51,0.02,0.01,0.04,"[225, 163, 66, 79]",0.67,0.0,0.11,0.0,0.17,0.0,0.06,,,,,,,,
7,"[315, 86, 106, 132]",0.56,0.0,0.01,0.26,0.07,0.01,0.09,"[222, 166, 64, 77]",0.63,0.0,0.15,0.0,0.16,0.0,0.05,,,,,,,,
8,"[311, 87, 101, 128]",0.44,0.0,0.02,0.27,0.08,0.01,0.17,"[220, 166, 63, 77]",0.72,0.0,0.17,0.0,0.08,0.0,0.03,,,,,,,,
9,"[316, 87, 109, 133]",0.88,0.01,0.05,0.01,0.03,0.0,0.03,"[221, 164, 66, 80]",0.63,0.0,0.1,0.0,0.18,0.0,0.08,,,,,,,,
10,"[298, 83, 121, 148]",0.51,0.0,0.01,0.39,0.03,0.0,0.05,"[215, 166, 63, 78]",0.71,0.0,0.08,0.0,0.12,0.0,0.08,,,,,,,,
11,"[321, 82, 101, 125]",0.92,0.02,0.02,0.02,0.01,0.0,0.01,"[217, 157, 65, 78]",0.58,0.0,0.12,0.0,0.2,0.0,0.1,,,,,,,,
12,"[309, 67, 107, 135]",0.31,0.0,0.01,0.39,0.08,0.0,0.2,"[213, 147, 66, 80]",0.71,0.0,0.09,0.0,0.15,0.0,0.06,,,,,,,,
13,"[319, 59, 113, 135]",0.73,0.0,0.02,0.12,0.04,0.01,0.08,"[214, 142, 67, 78]",0.68,0.0,0.14,0.0,0.15,0.0,0.03,,,,,,,,
14,"[315, 66, 109, 133]",0.83,0.0,0.04,0.0,0.07,0.0,0.05,"[216, 142, 67, 80]",0.67,0.0,0.14,0.0,0.13,0.0,0.06,,,,,,,,
15,"[303, 65, 108, 133]",0.62,0.0,0.03,0.02,0.13,0.0,0.19,"[217, 142, 68, 81]",0.71,0.0,0.12,0.0,0.11,0.0,0.06,,,,,,,,
16,"[326, 64, 104, 129]",0.88,0.0,0.02,0.0,0.08,0.0,0.01,"[216, 143, 66, 80]",0.79,0.0,0.09,0.0,0.08,0.0,0.04,,,,,,,,
17,"[320, 68, 101, 128]",0.6,0.0,0.01,0.24,0.08,0.01,0.05,"[218, 139, 66, 79]",0.79,0.0,0.06,0.0,0.13,0.0,0.01,,,,,,,,
18,"[309, 66, 104, 127]",0.42,0.0,0.01,0.44,0.06,0.01,0.07,"[213, 142, 68, 82]",0.78,0.0,0.09,0.0,0.07,0.0,0.06,,,,,,,,
19,"[314, 69, 105, 127]",0.71,0.0,0.02,0.04,0.19,0.01,0.02,"[220, 142, 66, 81]",0.7,0.0,0.14,0.0,0.12,0.0,0.04,,,,,,,,
20,"[317, 75, 97, 121]",0.61,0.01,0.03,0.08,0.21,0.01,0.06,"[218, 143, 67, 79]",0.58,0.0,0.2,0.0,0.17,0.0,0.05,,,,,,,,
21,"[326, 67, 100, 126]",0.78,0.0,0.03,0.04,0.12,0.01,0.03,"[217, 144, 67, 80]",0.63,0.0,0.19,0.0,0.14,0.0,0.05,,,,,,,,
22,"[314, 65, 105, 130]",0.76,0.0,0.03,0.04,0.06,0.0,0.11,"[218, 142, 69, 82]",0.72,0.0,0.14,0.0,0.09,0.0,0.05,,,,,,,,
23,"[310, 71, 106, 127]",0.65,0.0,0.01,0.07,0.1,0.01,0.15,"[217, 138, 68, 82]",0.74,0.0,0.12,0.0,0.13,0.0,0.02,,,,,,,,
24,"[320, 63, 102, 128]",0.82,0.0,0.02,0.04,0.07,0.01,0.04,"[215, 139, 68, 81]",0.59,0.0,0.17,0.0,0.2,0.0,0.03,"[339, 165, 168, 204]",0.12,0.0,0.12,0.04,0.25,0.01,0.47
25,"[346, 71, 97, 125]",0.16,0.03,0.04,0.02,0.36,0.0,0.39,"[216, 145, 66, 79]",0.78,0.0,0.1,0.0,0.05,0.0,0.07,,,,,,,,
26,"[342, 61, 109, 132]",0.74,0.0,0.04,0.04,0.03,0.01,0.15,"[204, 141, 70, 83]",0.78,0.0,0.11,0.0,0.08,0.0,0.04,,,,,,,,
27,"[336, 74, 103, 124]",0.74,0.01,0.02,0.01,0.15,0.01,0.07,"[193, 140, 68, 82]",0.63,0.0,0.08,0.0,0.26,0.0,0.03,,,,,,,,
28,"[192, 137, 70, 84]",0.78,0.0,0.04,0.0,0.14,0.0,0.04,"[349, 69, 105, 128]",0.75,0.0,0.02,0.0,0.1,0.0,0.12,,,,,,,,
29,"[345, 72, 106, 125]",0.51,0.0,0.04,0.0,0.37,0.01,0.06,"[196, 140, 68, 80]",0.59,0.0,0.13,0.0,0.26,0.0,0.02,,,,,,,,
30,"[314, 65, 107, 128]",0.73,0.0,0.02,0.03,0.1,0.01,0.11,"[196, 140, 66, 81]",0.61,0.0,0.14,0.0,0.22,0.0,0.03,,,,,,,,
31,"[329, 68, 103, 126]",0.7,0.0,0.03,0.06,0.1,0.0,0.11,"[203, 144, 67, 77]",0.85,0.0,0.08,0.0,0.05,0.0,0.02,,,,,,,,
32,"[343, 71, 107, 134]",0.43,0.0,0.04,0.0,0.3,0.02,0.21,"[208, 142, 67, 79]",0.75,0.0,0.09,0.0,0.12,0.0,0.03,,,,,,,,
33,"[328, 79, 105, 124]",0.57,0.0,0.09,0.0,0.32,0.01,0.01,"[207, 141, 68, 80]",0.64,0.0,0.17,0.0,0.17,0.0,0.03,,,,,,,,
34,"[354, 71, 103, 128]",0.35,0.0,0.05,0.0,0.17,0.01,0.43,"[198, 140, 69, 81]",0.57,0.0,0.16,0.0,0.21,0.0,0.06,,,,,,,,
35,"[308, 65, 105, 126]",0.9,0.0,0.02,0.01,0.03,0.0,0.04,"[206, 140, 69, 81]",0.82,0.0,0.07,0.0,0.07,0.0,0.04,,,,,,,,
36,"[344, 70, 105, 126]",0.71,0.0,0.05,0.0,0.06,0.01,0.18,"[212, 142, 66, 77]",0.4,0.0,0.16,0.0,0.37,0.0,0.07,,,,,,,,
37,"[335, 71, 106, 130]",0.7,0.0,0.04,0.0,0.2,0.01,0.05,"[212, 142, 66, 76]",0.46,0.0,0.16,0.0,0.33,0.0,0.06,,,,,,,,
38,"[340, 78, 108, 138]",0.31,0.0,0.12,0.0,0.47,0.02,0.07,"[217, 139, 65, 77]",0.59,0.0,0.13,0.0,0.24,0.0,0.05,,,,,,,,
