,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[295, 106, 77, 88]",0.29,0.0,0.04,0.38,0.1,0.0,0.19
1,"[280, 52, 97, 123]",0.11,0.0,0.18,0.23,0.06,0.13,0.29
2,"[296, 81, 92, 120]",0.43,0.0,0.11,0.02,0.06,0.22,0.16
3,"[231, 118, 89, 102]",0.51,0.0,0.02,0.01,0.32,0.0,0.14
4,"[293, 58, 97, 119]",0.13,0.0,0.08,0.0,0.3,0.01,0.47
5,"[314, 69, 93, 118]",0.17,0.0,0.13,0.0,0.04,0.02,0.64
6,"[306, 68, 103, 123]",0.11,0.01,0.11,0.22,0.05,0.05,0.46
7,"[304, 51, 91, 114]",0.14,0.04,0.29,0.01,0.23,0.09,0.2
8,"[283, 56, 95, 125]",0.3,0.0,0.21,0.01,0.1,0.28,0.11
9,"[279, 77, 96, 115]",0.04,0.0,0.51,0.16,0.06,0.03,0.2
10,"[263, 72, 94, 117]",0.1,0.0,0.34,0.03,0.07,0.08,0.37
11,"[243, 71, 96, 121]",0.13,0.0,0.22,0.01,0.12,0.18,0.34
12,"[251, 79, 93, 116]",0.32,0.0,0.29,0.02,0.15,0.09,0.14
13,"[260, 85, 93, 115]",0.27,0.0,0.12,0.02,0.22,0.01,0.36
14,"[260, 85, 91, 117]",0.16,0.0,0.17,0.01,0.3,0.02,0.34
15,"[240, 69, 94, 117]",0.3,0.03,0.18,0.02,0.15,0.07,0.27
16,"[226, 66, 104, 129]",0.13,0.02,0.1,0.49,0.04,0.15,0.08
17,"[248, 60, 101, 127]",0.27,0.0,0.22,0.03,0.04,0.34,0.1
18,"[257, 64, 90, 116]",0.06,0.0,0.11,0.02,0.04,0.12,0.64
19,"[226, 65, 96, 119]",0.33,0.0,0.09,0.01,0.27,0.05,0.25
20,"[234, 66, 99, 125]",0.19,0.0,0.25,0.02,0.14,0.14,0.26
21,"[242, 69, 110, 133]",0.42,0.0,0.12,0.05,0.09,0.1,0.22
22,"[257, 64, 96, 126]",0.16,0.0,0.16,0.01,0.13,0.05,0.5
23,"[244, 68, 98, 122]",0.15,0.0,0.18,0.0,0.18,0.05,0.43
24,"[260, 77, 98, 119]",0.09,0.0,0.52,0.01,0.13,0.1,0.16
25,"[261, 54, 93, 117]",0.14,0.01,0.26,0.04,0.07,0.09,0.39
26,"[254, 55, 96, 123]",0.11,0.02,0.33,0.01,0.08,0.11,0.35
27,"[263, 63, 96, 122]",0.32,0.01,0.22,0.0,0.21,0.02,0.21
28,"[270, 64, 91, 121]",0.31,0.0,0.27,0.0,0.14,0.08,0.2
29,"[274, 74, 101, 126]",0.11,0.0,0.25,0.04,0.09,0.06,0.43
30,"[253, 68, 97, 122]",0.13,0.0,0.31,0.02,0.07,0.21,0.26
31,"[268, 72, 97, 124]",0.16,0.0,0.11,0.01,0.07,0.03,0.62
32,"[250, 63, 101, 128]",0.19,0.0,0.16,0.02,0.05,0.21,0.37
33,"[239, 59, 93, 118]",0.19,0.0,0.21,0.01,0.18,0.14,0.26
34,"[250, 48, 98, 129]",0.21,0.0,0.21,0.01,0.26,0.09,0.22
35,"[282, 86, 93, 119]",0.16,0.0,0.22,0.03,0.09,0.12,0.37
36,"[276, 80, 100, 124]",0.21,0.0,0.39,0.0,0.06,0.03,0.32
37,"[233, 78, 91, 111]",0.04,0.0,0.07,0.02,0.28,0.07,0.51
38,"[222, 56, 90, 112]",0.07,0.0,0.03,0.0,0.17,0.0,0.73
39,"[255, 54, 98, 124]",0.19,0.01,0.25,0.02,0.08,0.28,0.18
40,"[260, 62, 91, 124]",0.19,0.0,0.16,0.01,0.1,0.14,0.39
41,"[257, 62, 95, 123]",0.23,0.0,0.09,0.01,0.12,0.06,0.49
42,"[255, 63, 96, 123]",0.12,0.0,0.31,0.06,0.04,0.31,0.17
43,"[246, 67, 90, 115]",0.26,0.0,0.38,0.01,0.18,0.08,0.09
44,"[243, 69, 92, 117]",0.26,0.0,0.23,0.01,0.24,0.14,0.13
45,"[259, 74, 94, 115]",0.32,0.0,0.07,0.01,0.17,0.01,0.41
46,"[272, 78, 100, 123]",0.07,0.0,0.13,0.08,0.06,0.15,0.5
47,"[258, 63, 98, 122]",0.13,0.0,0.39,0.02,0.05,0.19,0.22
48,"[261, 76, 105, 126]",0.08,0.0,0.28,0.2,0.06,0.23,0.14
49,"[254, 53, 96, 124]",0.12,0.0,0.31,0.02,0.13,0.09,0.33
