,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[712, 85, 202, 265]",0.37,0.0,0.19,0.02,0.32,0.01,0.1,,,,,,,,,,,,,,,,
1,"[711, 86, 205, 265]",0.23,0.0,0.22,0.01,0.42,0.0,0.13,,,,,,,,,,,,,,,,
2,"[715, 86, 203, 268]",0.35,0.0,0.13,0.0,0.38,0.0,0.13,,,,,,,,,,,,,,,,
3,"[720, 91, 197, 251]",0.18,0.0,0.22,0.0,0.5,0.01,0.09,,,,,,,,,,,,,,,,
4,"[709, 96, 201, 252]",0.35,0.0,0.33,0.04,0.2,0.01,0.08,"[523, 7, 23, 28]",0.03,0.0,0.0,0.89,0.04,0.0,0.02,,,,,,,,
5,"[686, 65, 208, 271]",0.26,0.0,0.52,0.0,0.13,0.02,0.06,"[523, 7, 23, 27]",0.01,0.0,0.0,0.96,0.02,0.0,0.01,,,,,,,,
6,"[674, 76, 211, 274]",0.2,0.0,0.5,0.01,0.23,0.01,0.05,,,,,,,,,,,,,,,,
7,"[716, 77, 207, 266]",0.21,0.0,0.47,0.01,0.26,0.01,0.05,,,,,,,,,,,,,,,,
8,"[714, 82, 208, 263]",0.48,0.0,0.16,0.01,0.31,0.0,0.04,,,,,,,,,,,,,,,,
9,"[708, 89, 199, 253]",0.59,0.0,0.07,0.0,0.25,0.0,0.08,,,,,,,,,,,,,,,,
10,"[708, 89, 197, 254]",0.35,0.0,0.05,0.0,0.52,0.0,0.07,,,,,,,,,,,,,,,,
11,"[744, 60, 192, 255]",0.5,0.0,0.39,0.0,0.08,0.01,0.02,,,,,,,,,,,,,,,,
12,"[731, 71, 197, 255]",0.38,0.0,0.11,0.16,0.24,0.02,0.09,,,,,,,,,,,,,,,,
13,"[730, 80, 197, 249]",0.4,0.0,0.17,0.01,0.37,0.0,0.05,"[523, 7, 23, 27]",0.01,0.0,0.0,0.92,0.03,0.0,0.03,,,,,,,,
14,"[725, 77, 196, 252]",0.49,0.0,0.11,0.0,0.33,0.0,0.06,,,,,,,,,,,,,,,,
15,"[716, 85, 192, 245]",0.34,0.0,0.23,0.04,0.36,0.01,0.01,,,,,,,,,,,,,,,,
16,"[708, 76, 203, 267]",0.12,0.0,0.33,0.01,0.45,0.03,0.05,,,,,,,,,,,,,,,,
17,"[713, 82, 197, 259]",0.23,0.0,0.4,0.03,0.27,0.03,0.03,,,,,,,,,,,,,,,,
18,"[728, 88, 199, 260]",0.2,0.0,0.36,0.01,0.22,0.14,0.07,,,,,,,,,,,,,,,,
19,"[766, 99, 201, 260]",0.27,0.0,0.15,0.01,0.33,0.03,0.21,,,,,,,,,,,,,,,,
20,"[758, 87, 197, 254]",0.35,0.0,0.31,0.02,0.22,0.03,0.07,,,,,,,,,,,,,,,,
21,"[696, 91, 199, 262]",0.32,0.0,0.39,0.01,0.2,0.03,0.06,,,,,,,,,,,,,,,,
22,"[730, 85, 197, 257]",0.29,0.0,0.09,0.0,0.45,0.02,0.14,,,,,,,,,,,,,,,,
23,"[798, 100, 195, 254]",0.27,0.0,0.41,0.0,0.15,0.07,0.11,,,,,,,,,,,,,,,,
24,"[764, 92, 198, 258]",0.33,0.0,0.3,0.0,0.27,0.03,0.07,,,,,,,,,,,,,,,,
25,"[712, 93, 203, 264]",0.19,0.0,0.13,0.1,0.1,0.07,0.41,,,,,,,,,,,,,,,,
26,"[749, 91, 196, 256]",0.32,0.0,0.38,0.01,0.14,0.07,0.08,,,,,,,,,,,,,,,,
27,"[759, 88, 200, 260]",0.37,0.0,0.18,0.02,0.21,0.04,0.18,,,,,,,,,,,,,,,,
28,"[756, 82, 205, 264]",0.49,0.0,0.12,0.04,0.2,0.04,0.11,,,,,,,,,,,,,,,,
29,"[753, 84, 200, 258]",0.64,0.0,0.11,0.01,0.11,0.01,0.11,,,,,,,,,,,,,,,,
30,"[755, 88, 198, 258]",0.58,0.0,0.14,0.02,0.13,0.02,0.11,,,,,,,,,,,,,,,,
31,"[749, 94, 198, 258]",0.4,0.0,0.12,0.02,0.28,0.03,0.14,,,,,,,,,,,,,,,,
32,"[766, 99, 195, 257]",0.47,0.0,0.07,0.0,0.14,0.0,0.31,,,,,,,,,,,,,,,,
33,"[762, 97, 196, 249]",0.47,0.0,0.14,0.01,0.11,0.03,0.24,,,,,,,,,,,,,,,,
34,"[756, 83, 208, 269]",0.55,0.0,0.05,0.09,0.16,0.03,0.12,,,,,,,,,,,,,,,,
35,"[769, 92, 192, 247]",0.54,0.0,0.05,0.02,0.31,0.01,0.06,,,,,,,,,,,,,,,,
36,"[762, 82, 205, 265]",0.64,0.0,0.06,0.05,0.13,0.02,0.1,,,,,,,,,,,,,,,,
37,"[755, 88, 200, 255]",0.43,0.0,0.07,0.0,0.29,0.0,0.21,,,,,,,,,,,,,,,,
38,"[731, 89, 199, 265]",0.35,0.0,0.06,0.01,0.25,0.02,0.31,,,,,,,,,,,,,,,,
39,"[730, 82, 201, 266]",0.71,0.0,0.11,0.0,0.14,0.0,0.03,,,,,,,,,,,,,,,,
40,"[732, 86, 198, 250]",0.82,0.0,0.03,0.0,0.11,0.0,0.04,,,,,,,,,,,,,,,,
41,"[724, 90, 200, 266]",0.38,0.0,0.09,0.0,0.33,0.0,0.2,,,,,,,,,,,,,,,,
42,"[731, 86, 202, 260]",0.65,0.0,0.02,0.01,0.14,0.0,0.17,,,,,,,,,,,,,,,,
43,"[756, 78, 196, 248]",0.64,0.0,0.04,0.07,0.16,0.0,0.08,,,,,,,,,,,,,,,,
44,"[749, 87, 203, 256]",0.54,0.0,0.09,0.01,0.29,0.0,0.07,,,,,,,,,,,,,,,,
45,"[758, 68, 193, 249]",0.34,0.0,0.05,0.3,0.2,0.05,0.06,,,,,,,,,,,,,,,,
46,"[757, 80, 203, 266]",0.47,0.0,0.04,0.07,0.13,0.03,0.25,,,,,,,,,,,,,,,,
47,"[762, 87, 189, 248]",0.45,0.0,0.02,0.03,0.13,0.02,0.34,,,,,,,,,,,,,,,,
48,"[754, 87, 200, 260]",0.53,0.0,0.04,0.05,0.25,0.01,0.13,"[554, 42, 33, 43]",0.15,0.0,0.34,0.01,0.27,0.01,0.22,,,,,,,,
49,"[762, 89, 195, 246]",0.02,0.0,0.0,0.95,0.01,0.0,0.01,,,,,,,,,,,,,,,,
50,"[759, 78, 196, 257]",0.0,0.0,0.0,0.99,0.0,0.01,0.0,,,,,,,,,,,,,,,,
51,"[748, 88, 201, 255]",0.38,0.0,0.05,0.0,0.26,0.0,0.31,,,,,,,,,,,,,,,,
52,"[757, 91, 199, 248]",0.36,0.0,0.06,0.01,0.42,0.0,0.15,,,,,,,,,,,,,,,,
53,"[761, 91, 201, 259]",0.44,0.0,0.19,0.01,0.23,0.01,0.12,,,,,,,,,,,,,,,,
54,"[782, 89, 199, 247]",0.22,0.0,0.24,0.0,0.47,0.01,0.06,"[751, 94, 23, 27]",0.36,0.0,0.15,0.15,0.29,0.02,0.04,,,,,,,,
55,"[768, 96, 192, 247]",0.22,0.0,0.12,0.1,0.1,0.32,0.15,,,,,,,,,,,,,,,,
56,"[758, 93, 202, 261]",0.34,0.0,0.17,0.05,0.11,0.16,0.17,,,,,,,,,,,,,,,,
57,"[754, 92, 201, 256]",0.42,0.0,0.35,0.02,0.08,0.09,0.04,,,,,,,,,,,,,,,,
58,"[745, 92, 199, 256]",0.35,0.0,0.09,0.02,0.22,0.05,0.27,,,,,,,,,,,,,,,,
59,"[756, 100, 194, 249]",0.35,0.0,0.11,0.0,0.3,0.01,0.22,,,,,,,,,,,,,,,,
60,"[753, 95, 200, 258]",0.36,0.0,0.12,0.0,0.31,0.01,0.19,,,,,,,,,,,,,,,,
61,"[733, 106, 195, 261]",0.18,0.0,0.25,0.12,0.14,0.23,0.08,,,,,,,,,,,,,,,,
62,"[732, 96, 198, 265]",0.18,0.0,0.55,0.0,0.14,0.06,0.07,,,,,,,,,,,,,,,,
63,"[728, 83, 202, 264]",0.27,0.0,0.67,0.0,0.03,0.02,0.0,,,,,,,,,,,,,,,,
64,"[707, 96, 205, 268]",0.36,0.0,0.36,0.01,0.22,0.02,0.04,,,,,,,,,,,,,,,,
65,"[722, 104, 203, 264]",0.2,0.0,0.38,0.0,0.23,0.01,0.18,,,,,,,,,,,,,,,,
66,"[685, 96, 211, 283]",0.09,0.0,0.41,0.01,0.3,0.03,0.16,,,,,,,,,,,,,,,,
67,"[706, 83, 207, 260]",0.16,0.0,0.62,0.02,0.13,0.04,0.03,,,,,,,,,,,,,,,,
68,"[709, 90, 203, 261]",0.25,0.0,0.33,0.0,0.23,0.01,0.17,,,,,,,,,,,,,,,,
69,"[695, 101, 198, 256]",0.1,0.0,0.45,0.03,0.35,0.04,0.03,,,,,,,,,,,,,,,,
70,"[688, 94, 200, 262]",0.23,0.0,0.18,0.0,0.51,0.01,0.06,,,,,,,,,,,,,,,,
71,"[686, 103, 200, 254]",0.1,0.0,0.49,0.05,0.29,0.06,0.01,,,,,,,,,,,,,,,,
72,"[763, 100, 199, 252]",0.37,0.0,0.31,0.06,0.15,0.07,0.05,,,,,,,,,,,,,,,,
73,"[791, 85, 199, 250]",0.22,0.0,0.16,0.05,0.17,0.36,0.04,,,,,,,,,,,,,,,,
74,"[738, 77, 202, 260]",0.37,0.0,0.36,0.05,0.09,0.13,0.01,,,,,,,,,,,,,,,,
75,"[719, 114, 196, 253]",0.39,0.0,0.23,0.03,0.17,0.11,0.06,,,,,,,,,,,,,,,,
76,"[764, 87, 196, 255]",0.48,0.0,0.24,0.0,0.12,0.08,0.07,,,,,,,,,,,,,,,,
77,"[763, 88, 200, 261]",0.24,0.0,0.43,0.02,0.1,0.16,0.05,,,,,,,,,,,,,,,,
78,"[783, 94, 197, 253]",0.22,0.0,0.42,0.01,0.19,0.15,0.03,,,,,,,,,,,,,,,,
79,"[766, 106, 197, 249]",0.17,0.0,0.35,0.06,0.2,0.17,0.05,,,,,,,,,,,,,,,,
80,"[763, 106, 201, 266]",0.23,0.0,0.34,0.05,0.19,0.04,0.15,,,,,,,,,,,,,,,,
81,"[745, 90, 204, 266]",0.29,0.0,0.39,0.05,0.08,0.17,0.02,,,,,,,,,,,,,,,,
82,"[745, 90, 198, 257]",0.56,0.0,0.17,0.05,0.14,0.04,0.04,,,,,,,,,,,,,,,,
83,"[718, 106, 196, 254]",0.43,0.0,0.17,0.04,0.16,0.03,0.18,,,,,,,,,,,,,,,,
84,"[704, 91, 204, 260]",0.24,0.0,0.17,0.07,0.27,0.0,0.23,,,,,,,,,,,,,,,,
85,"[706, 91, 207, 262]",0.15,0.0,0.41,0.02,0.27,0.01,0.14,,,,,,,,,,,,,,,,
86,"[694, 101, 198, 250]",0.22,0.0,0.32,0.01,0.38,0.03,0.05,,,,,,,,,,,,,,,,
87,"[665, 99, 214, 262]",0.25,0.0,0.15,0.01,0.32,0.0,0.27,,,,,,,,,,,,,,,,
