,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[797, 286, 75, 93]",0.07,0.0,0.06,0.3,0.06,0.01,0.5,"[66, 454, 62, 70]",0.05,0.01,0.07,0.11,0.7,0.01,0.05,,,,,,,,,,,,,,,,
1,"[779, 168, 108, 140]",0.01,0.0,0.01,0.96,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2,"[760, 85, 116, 146]",0.02,0.0,0.01,0.89,0.01,0.01,0.06,"[1059, 76, 26, 34]",0.09,0.0,0.13,0.21,0.36,0.02,0.2,,,,,,,,,,,,,,,,
3,"[666, 68, 118, 144]",0.03,0.0,0.0,0.94,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
4,"[676, 64, 119, 143]",0.11,0.0,0.38,0.19,0.23,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,
5,"[685, 64, 106, 137]",0.04,0.0,0.11,0.01,0.81,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
6,"[569, 23, 112, 151]",0.17,0.0,0.09,0.54,0.08,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,
7,"[552, 34, 138, 176]",0.1,0.0,0.08,0.06,0.22,0.14,0.41,,,,,,,,,,,,,,,,,,,,,,,,
8,"[632, 48, 141, 175]",0.19,0.0,0.09,0.08,0.4,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,
9,"[374, 60, 155, 206]",0.2,0.0,0.11,0.05,0.32,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,
10,"[424, 68, 149, 188]",0.18,0.01,0.08,0.13,0.3,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,
11,"[582, 50, 140, 178]",0.18,0.0,0.09,0.05,0.24,0.02,0.42,,,,,,,,,,,,,,,,,,,,,,,,
12,"[613, 73, 142, 184]",0.25,0.0,0.25,0.08,0.24,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,
13,"[604, 95, 143, 197]",0.39,0.0,0.19,0.04,0.35,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
14,"[607, 91, 144, 191]",0.2,0.0,0.15,0.02,0.58,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,
15,"[594, 70, 144, 188]",0.58,0.01,0.31,0.0,0.06,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16,"[549, 72, 148, 188]",0.69,0.0,0.2,0.0,0.08,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
17,"[511, 89, 150, 190]",0.23,0.0,0.15,0.02,0.36,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,
18,"[511, 91, 150, 188]",0.16,0.0,0.07,0.21,0.3,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,
19,"[583, 66, 150, 198]",0.49,0.0,0.15,0.14,0.12,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,
