,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
24,"[487, 179, 225, 292]",0.03,0.0,0.02,0.09,0.18,0.01,0.66,,,,,,,,,,,,,,,,,,,,,,,,
25,"[488, 155, 238, 305]",0.14,0.0,0.03,0.03,0.47,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,
26,"[495, 161, 233, 300]",0.08,0.0,0.05,0.01,0.58,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,
27,"[507, 144, 228, 287]",0.13,0.0,0.01,0.01,0.31,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,
28,"[531, 183, 226, 287]",0.01,0.0,0.0,0.0,0.03,0.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,
29,"[563, 154, 234, 291]",0.15,0.0,0.02,0.0,0.22,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,
30,"[560, 146, 235, 295]",0.15,0.0,0.03,0.01,0.33,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,
31,"[581, 167, 224, 287]",0.05,0.0,0.0,0.01,0.11,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
32,"[515, 142, 230, 304]",0.2,0.0,0.04,0.01,0.59,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,
33,"[524, 163, 226, 285]",0.31,0.0,0.04,0.04,0.2,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,
34,"[517, 164, 221, 284]",0.18,0.0,0.06,0.02,0.41,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,
35,"[513, 148, 236, 291]",0.22,0.0,0.01,0.0,0.26,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,
36,"[530, 160, 230, 293]",0.27,0.0,0.04,0.0,0.52,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,
37,"[556, 148, 227, 294]",0.25,0.0,0.03,0.0,0.36,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,
38,"[549, 178, 220, 278]",0.12,0.0,0.01,0.01,0.16,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
39,"[545, 151, 224, 277]",0.05,0.0,0.0,0.03,0.05,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,
40,"[507, 168, 231, 292]",0.15,0.0,0.01,0.03,0.44,0.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,
41,"[487, 171, 220, 276]",0.05,0.0,0.01,0.13,0.02,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,
42,"[534, 154, 221, 292]",0.16,0.0,0.03,0.01,0.13,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
43,"[518, 165, 221, 290]",0.15,0.0,0.04,0.17,0.42,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
44,"[519, 137, 219, 294]",0.07,0.0,0.02,0.44,0.07,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,
45,"[515, 166, 225, 302]",0.21,0.0,0.06,0.08,0.31,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,
46,"[468, 157, 228, 278]",0.17,0.0,0.01,0.0,0.14,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,
47,"[504, 139, 233, 297]",0.13,0.0,0.06,0.0,0.33,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,
48,"[479, 178, 233, 282]",0.01,0.0,0.0,0.03,0.04,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,
49,"[498, 173, 230, 294]",0.02,0.0,0.0,0.04,0.05,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,
50,"[539, 167, 227, 294]",0.27,0.0,0.05,0.01,0.23,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,
51,"[546, 163, 221, 283]",0.14,0.0,0.03,0.0,0.3,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,
52,"[547, 150, 235, 298]",0.2,0.0,0.01,0.0,0.7,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,
53,"[528, 145, 231, 287]",0.22,0.0,0.02,0.0,0.44,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,
54,"[475, 200, 227, 281]",0.21,0.0,0.03,0.0,0.23,0.03,0.49,,,,,,,,,,,,,,,,,,,,,,,,
55,"[513, 149, 219, 291]",0.29,0.0,0.03,0.03,0.32,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,
56,"[506, 144, 234, 312]",0.25,0.0,0.07,0.05,0.26,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,
57,"[544, 158, 219, 287]",0.14,0.0,0.12,0.0,0.59,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,
58,"[540, 149, 220, 284]",0.12,0.0,0.05,0.0,0.78,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
59,"[497, 169, 226, 282]",0.19,0.0,0.02,0.0,0.27,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,
60,"[494, 183, 226, 283]",0.15,0.0,0.01,0.01,0.34,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,
61,"[472, 165, 226, 302]",0.4,0.0,0.08,0.01,0.2,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,
62,"[501, 130, 223, 291]",0.1,0.0,0.04,0.14,0.27,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,
63,"[534, 146, 226, 296]",0.22,0.0,0.08,0.0,0.35,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,
64,"[579, 187, 217, 278]",0.26,0.0,0.08,0.0,0.61,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,
65,"[513, 153, 238, 297]",0.07,0.0,0.02,0.01,0.34,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,
66,"[440, 154, 229, 294]",0.57,0.0,0.06,0.01,0.24,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,
67,"[455, 145, 205, 263]",0.18,0.0,0.02,0.01,0.26,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,
68,"[468, 100, 208, 264]",0.52,0.0,0.02,0.01,0.21,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,
69,"[534, 121, 200, 263]",0.26,0.0,0.09,0.01,0.53,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,
70,"[532, 142, 195, 257]",0.1,0.0,0.02,0.03,0.28,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,
71,"[535, 143, 196, 259]",0.16,0.0,0.06,0.04,0.47,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,
72,"[553, 132, 206, 263]",0.1,0.0,0.02,0.01,0.4,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,
73,"[559, 134, 210, 264]",0.17,0.0,0.02,0.01,0.25,0.01,0.55,,,,,,,,,,,,,,,,,,,,,,,,
74,"[453, 130, 208, 259]",0.15,0.0,0.0,0.0,0.1,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,
75,"[434, 131, 202, 268]",0.72,0.0,0.05,0.0,0.18,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,
76,"[455, 128, 195, 255]",0.46,0.0,0.07,0.01,0.32,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,
77,"[470, 151, 200, 264]",0.21,0.0,0.08,0.01,0.31,0.04,0.34,,,,,,,,,,,,,,,,,,,,,,,,
78,"[472, 143, 195, 267]",0.42,0.0,0.07,0.01,0.4,0.02,0.09,,,,,,,,,,,,,,,,,,,,,,,,
79,"[487, 134, 210, 261]",0.06,0.0,0.01,0.0,0.23,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
80,"[504, 164, 205, 255]",0.03,0.0,0.0,0.0,0.04,0.0,0.93,,,,,,,,,,,,,,,,,,,,,,,,
81,"[519, 168, 203, 256]",0.09,0.0,0.02,0.0,0.23,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,
82,"[539, 149, 205, 254]",0.09,0.0,0.01,0.0,0.22,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,
83,"[549, 147, 206, 263]",0.22,0.0,0.05,0.01,0.25,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,
84,"[537, 159, 205, 263]",0.23,0.0,0.06,0.02,0.38,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,
85,"[496, 156, 214, 275]",0.16,0.0,0.25,0.0,0.38,0.03,0.19,,,,,,,,,,,,,,,,,,,,,,,,
86,"[576, 154, 205, 259]",0.1,0.0,0.01,0.0,0.29,0.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,
87,"[481, 145, 206, 256]",0.07,0.0,0.01,0.03,0.23,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
88,"[516, 146, 209, 261]",0.2,0.0,0.02,0.01,0.33,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,
89,"[514, 149, 206, 265]",0.09,0.0,0.02,0.0,0.13,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
90,"[543, 144, 197, 258]",0.29,0.0,0.07,0.02,0.47,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,
91,"[533, 162, 196, 258]",0.16,0.0,0.05,0.02,0.35,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,
92,"[545, 142, 193, 260]",0.24,0.0,0.08,0.06,0.26,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,
93,"[507, 130, 200, 254]",0.15,0.0,0.02,0.02,0.54,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,
94,"[467, 129, 203, 260]",0.31,0.0,0.08,0.0,0.44,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,
95,"[505, 166, 205, 264]",0.38,0.0,0.08,0.01,0.28,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
96,"[516, 139, 201, 269]",0.3,0.0,0.02,0.05,0.45,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,
97,"[548, 154, 201, 263]",0.3,0.01,0.08,0.01,0.51,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,
98,"[559, 154, 208, 263]",0.13,0.0,0.01,0.0,0.3,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,
99,"[595, 151, 206, 254]",0.13,0.0,0.02,0.0,0.4,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,
100,"[482, 160, 205, 257]",0.12,0.0,0.02,0.0,0.18,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,
101,"[519, 132, 207, 268]",0.3,0.0,0.05,0.0,0.2,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,
102,"[514, 176, 205, 258]",0.12,0.0,0.03,0.0,0.18,0.01,0.66,,,,,,,,,,,,,,,,,,,,,,,,
103,"[485, 151, 206, 264]",0.03,0.0,0.01,0.0,0.06,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,
104,"[516, 141, 201, 272]",0.16,0.0,0.13,0.0,0.32,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,
105,"[557, 180, 201, 255]",0.07,0.0,0.07,0.04,0.22,0.01,0.59,,,,,,,,,,,,,,,,,,,,,,,,
106,"[485, 118, 205, 267]",0.36,0.0,0.07,0.04,0.38,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,
107,"[485, 136, 205, 269]",0.18,0.0,0.03,0.0,0.35,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,
108,"[497, 155, 203, 263]",0.12,0.0,0.11,0.06,0.3,0.03,0.38,,,,,,,,,,,,,,,,,,,,,,,,
109,"[516, 165, 202, 254]",0.19,0.0,0.02,0.0,0.3,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,
110,"[530, 174, 209, 257]",0.1,0.0,0.01,0.02,0.15,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,
111,"[502, 151, 202, 260]",0.3,0.0,0.03,0.0,0.46,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
112,"[474, 158, 203, 264]",0.24,0.0,0.03,0.0,0.55,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,
113,"[479, 173, 200, 261]",0.08,0.0,0.04,0.01,0.44,0.02,0.42,,,,,,,,,,,,,,,,,,,,,,,,
114,"[477, 163, 209, 265]",0.08,0.0,0.02,0.01,0.31,0.01,0.56,,,,,,,,,,,,,,,,,,,,,,,,
115,"[504, 150, 205, 254]",0.14,0.0,0.03,0.0,0.67,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,
116,"[508, 172, 205, 253]",0.14,0.0,0.02,0.01,0.15,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,
117,"[520, 189, 204, 258]",0.1,0.0,0.01,0.0,0.14,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,
118,"[595, 121, 193, 261]",0.14,0.0,0.16,0.01,0.46,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
119,"[468, 136, 199, 263]",0.35,0.0,0.07,0.01,0.33,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,
120,"[516, 145, 190, 254]",0.43,0.0,0.11,0.02,0.17,0.18,0.1,,,,,,,,,,,,,,,,,,,,,,,,
121,"[488, 146, 202, 265]",0.16,0.0,0.03,0.0,0.29,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,
122,"[490, 132, 199, 256]",0.19,0.0,0.04,0.0,0.54,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,
123,"[507, 156, 207, 260]",0.09,0.0,0.01,0.0,0.18,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,
124,"[568, 138, 195, 246]",0.27,0.0,0.02,0.0,0.35,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,
125,"[555, 164, 206, 255]",0.09,0.0,0.01,0.0,0.16,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,
126,"[540, 159, 203, 259]",0.35,0.0,0.07,0.04,0.37,0.04,0.13,,,,,,,,,,,,,,,,,,,,,,,,
127,"[488, 134, 207, 272]",0.25,0.0,0.04,0.01,0.55,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,
128,"[515, 160, 200, 262]",0.36,0.0,0.12,0.01,0.29,0.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,
129,"[521, 162, 206, 266]",0.14,0.0,0.05,0.03,0.31,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,
130,"[482, 107, 205, 262]",0.04,0.0,0.01,0.01,0.06,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,
131,"[517, 174, 202, 258]",0.18,0.0,0.03,0.0,0.36,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,
132,"[546, 171, 204, 262]",0.22,0.0,0.02,0.0,0.24,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,
133,"[493, 146, 207, 277]",0.17,0.0,0.02,0.01,0.31,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,
134,"[502, 152, 199, 264]",0.08,0.0,0.04,0.01,0.08,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,
135,"[514, 161, 199, 245]",0.27,0.0,0.02,0.01,0.39,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,
136,"[517, 150, 205, 256]",0.18,0.0,0.03,0.01,0.34,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,
137,"[524, 136, 200, 254]",0.18,0.0,0.03,0.01,0.54,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,
138,"[477, 190, 195, 252]",0.1,0.0,0.03,0.02,0.16,0.02,0.67,,,,,,,,,,,,,,,,,,,,,,,,
139,"[452, 150, 202, 263]",0.11,0.0,0.02,0.01,0.52,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,
140,"[520, 119, 197, 258]",0.16,0.0,0.13,0.0,0.6,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,
141,"[495, 155, 199, 262]",0.24,0.0,0.06,0.01,0.28,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,
142,"[508, 157, 208, 270]",0.05,0.0,0.02,0.2,0.08,0.01,0.65,,,,,,,,,,,,,,,,,,,,,,,,
143,"[524, 143, 212, 267]",0.04,0.0,0.01,0.0,0.14,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,
144,"[550, 163, 210, 263]",0.15,0.0,0.02,0.0,0.43,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,
145,"[573, 181, 203, 255]",0.12,0.0,0.01,0.01,0.14,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,
146,"[586, 134, 204, 267]",0.14,0.0,0.09,0.0,0.39,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,
147,"[586, 161, 208, 271]",0.11,0.0,0.02,0.03,0.31,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,
148,"[574, 161, 204, 264]",0.18,0.0,0.04,0.07,0.25,0.01,0.46,,,,,,,,,,,,,,,,,,,,,,,,
149,"[538, 134, 206, 268]",0.28,0.0,0.05,0.03,0.41,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,
150,"[483, 170, 206, 262]",0.45,0.0,0.05,0.08,0.19,0.02,0.21,,,,,,,,,,,,,,,,,,,,,,,,
151,"[495, 135, 207, 260]",0.34,0.0,0.03,0.0,0.22,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,
152,"[491, 146, 210, 264]",0.09,0.0,0.01,0.0,0.15,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,
153,"[454, 164, 207, 260]",0.03,0.0,0.01,0.01,0.14,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,
154,"[618, 136, 202, 266]",0.09,0.0,0.02,0.34,0.24,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,
155,"[471, 166, 207, 259]",0.28,0.0,0.08,0.02,0.16,0.02,0.45,,,,,,,,,,,,,,,,,,,,,,,,
156,"[518, 131, 202, 257]",0.27,0.0,0.05,0.0,0.57,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,
157,"[527, 141, 211, 273]",0.43,0.0,0.08,0.0,0.36,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,
158,"[522, 164, 203, 267]",0.26,0.0,0.02,0.01,0.17,0.01,0.53,,,,,,,,,,,,,,,,,,,,,,,,
159,"[510, 131, 204, 265]",0.27,0.0,0.05,0.0,0.37,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,
160,"[509, 156, 204, 257]",0.21,0.0,0.02,0.0,0.17,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,
161,"[524, 137, 206, 265]",0.25,0.0,0.03,0.02,0.31,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,
162,"[529, 129, 198, 269]",0.29,0.0,0.09,0.03,0.37,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,
163,"[478, 158, 205, 262]",0.13,0.0,0.05,0.03,0.31,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,
164,"[467, 164, 208, 262]",0.2,0.0,0.06,0.03,0.3,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,
165,"[519, 131, 199, 258]",0.16,0.0,0.05,0.0,0.55,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
166,"[564, 170, 210, 267]",0.29,0.0,0.04,0.01,0.38,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,
167,"[530, 132, 207, 264]",0.1,0.0,0.02,0.01,0.37,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,
168,"[522, 147, 202, 270]",0.23,0.0,0.07,0.01,0.66,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
169,"[515, 161, 198, 269]",0.19,0.0,0.06,0.01,0.45,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,
170,"[536, 145, 205, 259]",0.29,0.0,0.06,0.04,0.36,0.02,0.23,,,,,,,,,,,,,,,,,,,,,,,,
171,"[421, 140, 205, 254]",0.12,0.0,0.01,0.0,0.42,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,
172,"[457, 153, 212, 263]",0.03,0.0,0.0,0.0,0.03,0.0,0.94,,,,,,,,,,,,,,,,,,,,,,,,
173,"[510, 183, 203, 254]",0.51,0.0,0.05,0.01,0.17,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,
174,"[511, 139, 201, 257]",0.17,0.0,0.04,0.0,0.31,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,
175,"[494, 155, 209, 277]",0.03,0.0,0.04,0.01,0.4,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,
176,"[565, 159, 194, 258]",0.2,0.0,0.15,0.0,0.38,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,
177,"[564, 169, 199, 256]",0.1,0.0,0.06,0.01,0.26,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,
178,"[531, 125, 195, 254]",0.04,0.0,0.03,0.02,0.61,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,
179,"[416, 149, 205, 259]",0.34,0.0,0.01,0.0,0.29,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,
180,"[483, 123, 201, 268]",0.18,0.0,0.09,0.0,0.66,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,
181,"[570, 151, 207, 261]",0.46,0.0,0.09,0.01,0.37,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,
182,"[553, 152, 203, 258]",0.19,0.0,0.02,0.0,0.41,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,
183,"[589, 143, 203, 267]",0.13,0.0,0.03,0.03,0.07,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,
184,"[567, 158, 206, 261]",0.17,0.0,0.03,0.03,0.66,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,
185,"[581, 144, 211, 268]",0.18,0.0,0.01,0.0,0.7,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,
186,"[598, 133, 198, 251]",0.14,0.0,0.02,0.0,0.62,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,
187,"[469, 116, 208, 261]",0.85,0.0,0.02,0.0,0.11,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
188,"[549, 164, 205, 266]",0.28,0.0,0.05,0.0,0.3,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,
189,"[557, 141, 201, 259]",0.14,0.0,0.04,0.0,0.15,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
190,"[563, 151, 203, 265]",0.24,0.0,0.09,0.02,0.39,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,
191,"[558, 131, 203, 268]",0.23,0.01,0.09,0.0,0.56,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,
192,"[526, 148, 209, 268]",0.28,0.0,0.03,0.01,0.32,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,
193,"[513, 152, 209, 260]",0.31,0.0,0.03,0.0,0.28,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,
194,"[564, 129, 205, 270]",0.21,0.0,0.07,0.0,0.51,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,
195,"[586, 143, 208, 268]",0.11,0.0,0.01,0.0,0.2,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,
