,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[1072, 186, 93, 113]",0.01,0.0,0.01,0.0,0.13,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,
1,"[1069, 185, 94, 117]",0.03,0.0,0.01,0.0,0.2,0.0,0.76,"[549, 125, 103, 135]",0.08,0.0,0.03,0.03,0.09,0.01,0.77,,,,,,,,,,,,,,,,
2,"[1077, 186, 93, 112]",0.03,0.0,0.02,0.0,0.09,0.0,0.86,"[552, 116, 109, 136]",0.29,0.0,0.04,0.09,0.12,0.01,0.46,,,,,,,,,,,,,,,,
3,"[1072, 184, 97, 118]",0.05,0.0,0.02,0.0,0.16,0.0,0.78,"[541, 118, 107, 136]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,,,,,,,,,,,,,,,,
4,"[1072, 186, 96, 117]",0.04,0.0,0.01,0.0,0.26,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
5,"[1071, 187, 95, 116]",0.03,0.0,0.01,0.0,0.25,0.0,0.71,"[550, 114, 108, 140]",0.06,0.0,0.01,0.85,0.01,0.01,0.07,"[614, 284, 30, 35]",0.07,0.0,0.63,0.03,0.12,0.08,0.07,,,,,,,,
6,"[1071, 187, 94, 115]",0.04,0.0,0.02,0.0,0.46,0.0,0.48,"[537, 125, 103, 131]",0.05,0.0,0.01,0.55,0.01,0.0,0.37,,,,,,,,,,,,,,,,
7,"[1071, 187, 96, 116]",0.03,0.0,0.02,0.0,0.38,0.0,0.56,"[595, 284, 31, 37]",0.32,0.0,0.49,0.01,0.08,0.02,0.08,,,,,,,,,,,,,,,,
8,"[1071, 186, 96, 115]",0.02,0.0,0.01,0.0,0.08,0.0,0.89,"[524, 119, 103, 126]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,,,,,,,,,,,,,,,,
9,"[1070, 187, 97, 116]",0.02,0.0,0.01,0.0,0.39,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,
10,"[1071, 188, 96, 115]",0.03,0.0,0.0,0.0,0.11,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,
11,"[555, 109, 110, 135]",0.04,0.0,0.0,0.88,0.0,0.01,0.07,"[1072, 186, 96, 114]",0.04,0.0,0.02,0.0,0.19,0.0,0.75,,,,,,,,,,,,,,,,
12,"[1072, 186, 97, 115]",0.1,0.0,0.04,0.0,0.26,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,
13,"[562, 116, 102, 134]",0.02,0.0,0.0,0.96,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
14,"[599, 283, 37, 43]",0.1,0.0,0.52,0.12,0.13,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,
15,"[533, 120, 106, 139]",0.1,0.0,0.01,0.77,0.01,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,
16,"[547, 121, 103, 140]",0.52,0.0,0.02,0.16,0.06,0.02,0.22,,,,,,,,,,,,,,,,,,,,,,,,
17,"[559, 117, 106, 141]",0.89,0.0,0.01,0.03,0.01,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,
18,"[560, 290, 33, 39]",0.33,0.0,0.33,0.03,0.26,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,
19,"[539, 121, 101, 128]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
20,"[550, 122, 98, 128]",0.51,0.0,0.08,0.03,0.09,0.02,0.27,,,,,,,,,,,,,,,,,,,,,,,,
21,"[561, 120, 102, 135]",0.21,0.0,0.0,0.68,0.01,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,
