,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[33, 396, 36, 41]",0.41,0.0,0.1,0.01,0.47,0.0,0.02
1,"[509, 123, 163, 212]",0.56,0.0,0.08,0.01,0.09,0.02,0.23
2,"[473, 69, 173, 223]",0.09,0.0,0.39,0.01,0.02,0.12,0.37
3,"[453, 73, 169, 222]",0.09,0.0,0.06,0.06,0.0,0.14,0.64
4,"[436, 81, 179, 224]",0.03,0.0,0.03,0.12,0.0,0.1,0.72
5,"[453, 126, 172, 220]",0.03,0.0,0.0,0.84,0.0,0.0,0.12
6,"[417, 90, 164, 225]",0.11,0.0,0.05,0.35,0.01,0.18,0.3
7,"[426, 91, 171, 227]",0.04,0.0,0.06,0.69,0.0,0.07,0.14
8,"[399, 76, 166, 217]",0.19,0.0,0.13,0.24,0.04,0.34,0.05
9,"[462, 69, 177, 220]",0.01,0.0,0.52,0.02,0.0,0.07,0.39
10,"[415, 142, 165, 208]",0.15,0.0,0.08,0.15,0.13,0.03,0.46
11,"[522, 107, 168, 215]",0.08,0.0,0.12,0.01,0.02,0.01,0.76
12,"[557, 98, 163, 206]",0.05,0.0,0.24,0.0,0.02,0.03,0.66
13,"[460, 98, 158, 210]",0.01,0.0,0.06,0.01,0.01,0.26,0.66
14,"[466, 61, 164, 213]",0.02,0.0,0.16,0.0,0.04,0.06,0.72
15,"[474, 81, 168, 202]",0.04,0.0,0.21,0.0,0.05,0.01,0.69
16,"[448, 76, 171, 221]",0.08,0.0,0.03,0.01,0.03,0.03,0.82
17,"[448, 140, 191, 244]",0.48,0.0,0.02,0.25,0.11,0.01,0.12
18,"[469, 91, 174, 214]",0.07,0.0,0.11,0.47,0.01,0.05,0.29
19,"[458, 76, 162, 214]",0.01,0.0,0.38,0.02,0.02,0.28,0.29
20,"[474, 95, 166, 219]",0.25,0.0,0.21,0.16,0.0,0.08,0.31
21,"[477, 103, 166, 215]",0.06,0.0,0.05,0.32,0.0,0.01,0.56
22,"[477, 77, 168, 212]",0.01,0.0,0.26,0.0,0.0,0.65,0.08
23,"[472, 102, 170, 222]",0.03,0.0,0.02,0.41,0.01,0.01,0.54
24,"[490, 109, 173, 218]",0.13,0.0,0.02,0.01,0.04,0.0,0.8
25,"[435, 89, 163, 220]",0.01,0.0,0.05,0.01,0.01,0.05,0.87
26,"[476, 149, 166, 218]",0.42,0.0,0.09,0.28,0.04,0.01,0.16
27,"[500, 90, 173, 224]",0.06,0.0,0.21,0.22,0.01,0.1,0.41
28,"[425, 79, 173, 229]",0.12,0.0,0.09,0.12,0.05,0.03,0.58
29,"[438, 94, 174, 233]",0.39,0.0,0.01,0.01,0.01,0.01,0.57
30,"[430, 95, 157, 215]",0.06,0.0,0.14,0.05,0.01,0.1,0.64
31,"[421, 83, 171, 227]",0.12,0.0,0.02,0.0,0.01,0.04,0.8
32,"[473, 146, 164, 215]",0.1,0.0,0.03,0.73,0.02,0.01,0.12
33,"[461, 138, 160, 208]",0.58,0.0,0.04,0.03,0.05,0.01,0.29
34,"[396, 72, 162, 215]",0.0,0.0,0.02,0.95,0.0,0.01,0.01
35,"[443, 113, 162, 216]",0.6,0.0,0.07,0.0,0.02,0.0,0.32
36,"[453, 95, 170, 212]",0.05,0.0,0.15,0.0,0.01,0.1,0.69
37,"[423, 77, 160, 214]",0.04,0.0,0.16,0.08,0.01,0.31,0.4
38,"[462, 80, 167, 209]",0.03,0.0,0.07,0.0,0.01,0.06,0.82
39,"[442, 84, 156, 191]",0.04,0.0,0.24,0.17,0.02,0.21,0.31
40,"[431, 84, 172, 215]",0.04,0.0,0.2,0.21,0.01,0.09,0.46
41,"[413, 92, 156, 215]",0.14,0.0,0.26,0.09,0.03,0.31,0.16
42,"[435, 100, 163, 221]",0.24,0.0,0.06,0.05,0.02,0.13,0.5
43,"[450, 163, 172, 215]",0.63,0.03,0.06,0.12,0.05,0.05,0.05
44,"[470, 89, 164, 214]",0.08,0.0,0.14,0.36,0.02,0.23,0.17
45,"[462, 148, 172, 220]",0.19,0.0,0.06,0.49,0.02,0.03,0.21
46,"[462, 99, 170, 215]",0.06,0.0,0.07,0.0,0.0,0.04,0.83
47,"[444, 83, 168, 228]",0.12,0.0,0.07,0.45,0.02,0.27,0.06
48,"[470, 99, 170, 215]",0.14,0.0,0.11,0.0,0.03,0.03,0.68
49,"[483, 92, 173, 214]",0.04,0.0,0.12,0.58,0.01,0.03,0.22
50,"[425, 89, 164, 225]",0.06,0.0,0.09,0.4,0.02,0.27,0.16
51,"[490, 74, 164, 207]",0.02,0.0,0.28,0.0,0.02,0.18,0.5
52,"[449, 91, 167, 222]",0.6,0.0,0.03,0.19,0.0,0.09,0.09
53,"[485, 101, 164, 213]",0.1,0.0,0.06,0.0,0.01,0.0,0.82
54,"[483, 78, 166, 208]",0.02,0.0,0.5,0.01,0.01,0.3,0.16
