,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[256, 79, 100, 120]",0.04,0.0,0.01,0.01,0.04,0.0,0.9
1,"[266, 71, 97, 118]",0.17,0.0,0.03,0.0,0.1,0.0,0.71
2,"[269, 67, 96, 117]",0.09,0.0,0.11,0.01,0.09,0.42,0.28
3,"[262, 68, 100, 119]",0.04,0.0,0.02,0.13,0.07,0.0,0.73
4,"[266, 64, 94, 118]",0.08,0.0,0.02,0.0,0.09,0.0,0.81
5,"[268, 65, 96, 121]",0.07,0.0,0.03,0.02,0.08,0.01,0.81
6,"[263, 65, 101, 115]",0.04,0.0,0.09,0.13,0.17,0.11,0.46
7,"[261, 70, 103, 121]",0.1,0.0,0.01,0.01,0.07,0.05,0.76
8,"[267, 67, 94, 120]",0.28,0.0,0.1,0.0,0.14,0.1,0.37
9,"[263, 69, 101, 122]",0.3,0.0,0.01,0.0,0.19,0.0,0.5
10,"[257, 64, 100, 117]",0.23,0.0,0.04,0.03,0.12,0.0,0.57
11,"[260, 67, 100, 118]",0.38,0.0,0.01,0.0,0.13,0.0,0.49
12,"[258, 72, 95, 112]",0.14,0.0,0.01,0.01,0.08,0.0,0.76
13,"[263, 65, 95, 117]",0.21,0.0,0.02,0.0,0.06,0.01,0.69
14,"[272, 68, 92, 118]",0.25,0.0,0.04,0.0,0.25,0.01,0.45
15,"[272, 66, 94, 119]",0.36,0.0,0.02,0.0,0.18,0.01,0.43
16,"[266, 68, 94, 114]",0.34,0.0,0.08,0.0,0.13,0.0,0.45
17,"[266, 67, 93, 117]",0.04,0.0,0.09,0.53,0.15,0.02,0.18
18,"[258, 71, 93, 114]",0.06,0.0,0.0,0.03,0.11,0.0,0.78
19,"[264, 70, 98, 120]",0.04,0.0,0.01,0.56,0.03,0.0,0.36
20,"[263, 67, 93, 118]",0.22,0.0,0.01,0.0,0.08,0.0,0.69
21,"[267, 67, 90, 114]",0.14,0.0,0.01,0.0,0.07,0.0,0.77
22,"[267, 64, 93, 119]",0.07,0.0,0.14,0.17,0.34,0.02,0.25
23,"[255, 69, 100, 120]",0.09,0.0,0.02,0.1,0.11,0.0,0.68
24,"[264, 70, 95, 118]",0.03,0.0,0.0,0.0,0.05,0.0,0.91
25,"[256, 65, 102, 118]",0.02,0.0,0.01,0.03,0.03,0.01,0.9
26,"[262, 62, 99, 126]",0.13,0.0,0.24,0.01,0.03,0.53,0.06
27,"[266, 71, 99, 119]",0.11,0.0,0.01,0.01,0.11,0.0,0.76
28,"[282, 71, 92, 122]",0.83,0.0,0.01,0.0,0.04,0.01,0.11
29,"[270, 69, 96, 118]",0.06,0.0,0.11,0.2,0.13,0.01,0.5
30,"[277, 68, 94, 120]",0.36,0.0,0.01,0.01,0.23,0.0,0.38
31,"[248, 73, 93, 121]",0.34,0.0,0.02,0.01,0.24,0.0,0.39
32,"[282, 80, 93, 121]",0.42,0.0,0.01,0.0,0.05,0.0,0.51
33,"[275, 78, 99, 120]",0.21,0.0,0.0,0.0,0.09,0.0,0.69
34,"[268, 73, 101, 127]",0.29,0.0,0.03,0.0,0.08,0.0,0.59
35,"[272, 73, 92, 116]",0.06,0.0,0.03,0.03,0.07,0.0,0.81
36,"[264, 75, 100, 122]",0.17,0.0,0.01,0.01,0.11,0.0,0.7
37,"[272, 85, 100, 121]",0.04,0.0,0.01,0.02,0.07,0.02,0.84
38,"[266, 65, 100, 118]",0.04,0.0,0.01,0.01,0.08,0.0,0.85
39,"[272, 66, 94, 119]",0.48,0.0,0.01,0.0,0.23,0.0,0.28
40,"[272, 69, 93, 117]",0.31,0.0,0.01,0.01,0.09,0.0,0.56
41,"[271, 68, 95, 115]",0.03,0.0,0.0,0.0,0.07,0.0,0.89
42,"[271, 68, 93, 112]",0.22,0.0,0.04,0.0,0.09,0.01,0.64
43,"[261, 72, 97, 114]",0.14,0.0,0.02,0.03,0.14,0.0,0.67
44,"[261, 63, 103, 120]",0.05,0.0,0.47,0.0,0.04,0.38,0.07
45,"[278, 62, 107, 129]",0.05,0.0,0.05,0.0,0.06,0.05,0.79
46,"[272, 62, 97, 121]",0.09,0.0,0.28,0.0,0.08,0.23,0.32
47,"[276, 67, 92, 117]",0.03,0.0,0.02,0.0,0.03,0.03,0.87
48,"[265, 63, 101, 121]",0.05,0.0,0.36,0.05,0.1,0.36,0.09
49,"[268, 61, 93, 115]",0.17,0.0,0.04,0.0,0.05,0.03,0.72
50,"[264, 65, 97, 115]",0.15,0.0,0.09,0.0,0.19,0.01,0.56
51,"[263, 71, 99, 125]",0.47,0.0,0.06,0.0,0.13,0.0,0.33
52,"[265, 66, 103, 121]",0.05,0.0,0.11,0.05,0.1,0.04,0.64
53,"[276, 64, 96, 122]",0.31,0.0,0.13,0.0,0.42,0.03,0.12
54,"[270, 64, 97, 115]",0.07,0.0,0.02,0.0,0.06,0.0,0.85
55,"[268, 65, 97, 115]",0.1,0.0,0.04,0.01,0.07,0.02,0.76
56,"[280, 67, 98, 121]",0.08,0.0,0.04,0.02,0.08,0.01,0.78
57,"[271, 68, 99, 123]",0.76,0.0,0.04,0.0,0.13,0.0,0.07
58,"[266, 76, 104, 125]",0.25,0.0,0.02,0.0,0.12,0.0,0.61
59,"[267, 69, 96, 116]",0.12,0.0,0.12,0.05,0.14,0.0,0.57
60,"[276, 67, 92, 115]",0.15,0.0,0.01,0.0,0.03,0.0,0.81
61,"[269, 67, 98, 120]",0.15,0.0,0.03,0.0,0.1,0.0,0.72
62,"[279, 67, 93, 118]",0.35,0.0,0.05,0.0,0.1,0.02,0.48
63,"[255, 71, 101, 123]",0.3,0.0,0.03,0.01,0.13,0.0,0.53
64,"[266, 69, 98, 115]",0.19,0.0,0.05,0.05,0.13,0.0,0.59
65,"[271, 67, 95, 120]",0.41,0.0,0.02,0.0,0.12,0.01,0.44
66,"[278, 71, 95, 117]",0.28,0.0,0.02,0.0,0.24,0.0,0.46
67,"[272, 68, 93, 113]",0.25,0.0,0.01,0.0,0.23,0.0,0.5
68,"[271, 74, 98, 121]",0.16,0.0,0.02,0.1,0.13,0.0,0.58
69,"[265, 72, 95, 118]",0.28,0.0,0.02,0.0,0.07,0.0,0.64
70,"[270, 67, 96, 117]",0.09,0.0,0.01,0.03,0.18,0.01,0.68
71,"[267, 67, 96, 119]",0.18,0.0,0.04,0.01,0.3,0.01,0.46
72,"[272, 66, 93, 117]",0.28,0.0,0.04,0.01,0.16,0.03,0.49
73,"[266, 70, 96, 118]",0.11,0.0,0.02,0.07,0.08,0.0,0.71
74,"[264, 70, 96, 115]",0.11,0.0,0.05,0.11,0.17,0.0,0.56
75,"[266, 70, 95, 115]",0.17,0.0,0.03,0.02,0.09,0.0,0.68
76,"[266, 68, 96, 120]",0.19,0.0,0.01,0.0,0.06,0.0,0.73
77,"[272, 68, 94, 119]",0.12,0.0,0.03,0.0,0.13,0.02,0.68
78,"[258, 70, 95, 118]",0.09,0.0,0.02,0.01,0.15,0.0,0.73
79,"[242, 68, 100, 126]",0.13,0.0,0.05,0.01,0.15,0.01,0.66
80,"[299, 79, 93, 121]",0.11,0.0,0.04,0.0,0.11,0.01,0.72
81,"[267, 72, 96, 116]",0.3,0.0,0.01,0.0,0.13,0.0,0.54
82,"[272, 73, 93, 123]",0.26,0.0,0.03,0.18,0.12,0.0,0.4
83,"[264, 72, 100, 118]",0.36,0.0,0.03,0.01,0.29,0.0,0.31
84,"[276, 78, 92, 114]",0.19,0.0,0.02,0.0,0.1,0.0,0.69
85,"[256, 72, 100, 117]",0.15,0.0,0.01,0.01,0.07,0.0,0.77
86,"[265, 81, 98, 118]",0.14,0.0,0.02,0.02,0.08,0.01,0.74
87,"[262, 65, 96, 115]",0.19,0.0,0.03,0.0,0.14,0.0,0.63
88,"[259, 68, 99, 118]",0.2,0.0,0.01,0.0,0.08,0.0,0.7
89,"[264, 74, 95, 114]",0.06,0.0,0.04,0.16,0.13,0.0,0.61
90,"[269, 68, 92, 121]",0.11,0.0,0.03,0.13,0.18,0.02,0.53
91,"[265, 72, 99, 119]",0.02,0.0,0.14,0.55,0.12,0.05,0.12
92,"[268, 76, 95, 117]",0.13,0.0,0.01,0.0,0.07,0.01,0.77
93,"[277, 67, 93, 115]",0.25,0.0,0.1,0.0,0.2,0.03,0.41
94,"[265, 70, 102, 121]",0.14,0.0,0.05,0.06,0.1,0.01,0.65
95,"[272, 68, 92, 113]",0.15,0.0,0.01,0.0,0.06,0.0,0.77
96,"[247, 71, 100, 120]",0.1,0.0,0.01,0.0,0.06,0.0,0.84
97,"[262, 70, 98, 118]",0.26,0.0,0.08,0.09,0.19,0.01,0.37
98,"[259, 72, 98, 116]",0.03,0.0,0.04,0.62,0.07,0.02,0.22
99,"[254, 67, 98, 117]",0.09,0.0,0.03,0.02,0.15,0.0,0.71
100,"[264, 74, 95, 121]",0.08,0.0,0.0,0.0,0.03,0.0,0.88
101,"[269, 70, 98, 117]",0.01,0.0,0.02,0.54,0.05,0.03,0.34
102,"[273, 74, 94, 115]",0.06,0.0,0.02,0.01,0.07,0.0,0.83
103,"[257, 71, 99, 118]",0.27,0.0,0.02,0.0,0.13,0.0,0.58
104,"[265, 76, 95, 117]",0.06,0.0,0.02,0.01,0.06,0.0,0.86
105,"[260, 71, 101, 117]",0.14,0.0,0.05,0.15,0.12,0.0,0.54
106,"[255, 69, 100, 119]",0.23,0.0,0.02,0.0,0.16,0.0,0.58
107,"[251, 71, 101, 120]",0.1,0.0,0.02,0.01,0.05,0.02,0.8
108,"[250, 69, 101, 124]",0.11,0.0,0.01,0.02,0.07,0.01,0.78
109,"[249, 78, 98, 118]",0.06,0.0,0.03,0.46,0.14,0.0,0.31
110,"[262, 74, 100, 122]",0.02,0.0,0.04,0.73,0.02,0.02,0.17
111,"[267, 76, 96, 120]",0.14,0.0,0.02,0.01,0.07,0.0,0.76
112,"[266, 71, 94, 119]",0.16,0.0,0.03,0.01,0.1,0.0,0.7
113,"[264, 76, 102, 128]",0.03,0.0,0.01,0.02,0.04,0.0,0.9
114,"[295, 77, 93, 117]",0.7,0.0,0.05,0.0,0.14,0.0,0.11
115,"[303, 69, 96, 117]",0.28,0.0,0.4,0.04,0.17,0.01,0.1
116,"[294, 73, 91, 117]",0.73,0.0,0.06,0.01,0.09,0.0,0.1
117,"[270, 72, 94, 118]",0.15,0.0,0.01,0.07,0.05,0.0,0.72
118,"[269, 72, 95, 121]",0.13,0.0,0.01,0.13,0.05,0.0,0.68
119,"[264, 64, 97, 113]",0.06,0.0,0.02,0.01,0.14,0.0,0.77
120,"[273, 64, 97, 117]",0.14,0.0,0.03,0.03,0.19,0.0,0.61
121,"[259, 74, 97, 121]",0.09,0.0,0.01,0.06,0.07,0.0,0.77
122,"[268, 67, 92, 112]",0.14,0.0,0.01,0.01,0.03,0.0,0.81
123,"[262, 72, 99, 121]",0.15,0.0,0.01,0.01,0.1,0.0,0.72
124,"[261, 70, 98, 119]",0.22,0.0,0.03,0.0,0.07,0.03,0.65
125,"[264, 67, 96, 118]",0.18,0.0,0.08,0.05,0.15,0.0,0.54
126,"[271, 68, 94, 119]",0.0,0.0,0.01,0.85,0.01,0.0,0.13
127,"[261, 74, 94, 114]",0.21,0.0,0.02,0.05,0.13,0.0,0.58
128,"[264, 73, 96, 119]",0.06,0.0,0.01,0.11,0.07,0.0,0.76
