,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[263, 63, 87, 112]",0.57,0.0,0.01,0.0,0.22,0.0,0.2
1,"[263, 62, 86, 112]",0.54,0.0,0.01,0.0,0.25,0.0,0.2
2,"[263, 63, 85, 112]",0.41,0.0,0.03,0.0,0.36,0.0,0.19
3,"[266, 65, 81, 108]",0.58,0.0,0.02,0.0,0.18,0.0,0.22
4,"[264, 65, 83, 108]",0.42,0.0,0.01,0.0,0.18,0.0,0.39
5,"[264, 66, 83, 110]",0.41,0.0,0.02,0.0,0.19,0.0,0.38
6,"[264, 65, 82, 105]",0.37,0.0,0.02,0.0,0.19,0.0,0.41
7,"[262, 62, 84, 110]",0.38,0.0,0.03,0.0,0.33,0.0,0.26
8,"[264, 64, 82, 107]",0.47,0.0,0.04,0.0,0.22,0.0,0.26
9,"[263, 63, 87, 112]",0.4,0.0,0.03,0.0,0.28,0.0,0.28
10,"[265, 65, 82, 108]",0.31,0.0,0.01,0.0,0.21,0.0,0.46
11,"[265, 67, 80, 104]",0.59,0.0,0.01,0.0,0.18,0.0,0.22
12,"[265, 67, 81, 106]",0.41,0.0,0.01,0.0,0.19,0.0,0.39
13,"[266, 67, 81, 107]",0.44,0.0,0.01,0.0,0.26,0.0,0.29
14,"[267, 63, 81, 108]",0.67,0.0,0.01,0.0,0.11,0.0,0.21
15,"[263, 62, 88, 113]",0.79,0.0,0.01,0.0,0.11,0.0,0.09
16,"[262, 63, 88, 110]",0.53,0.0,0.04,0.0,0.28,0.0,0.14
17,"[266, 64, 81, 105]",0.41,0.0,0.01,0.0,0.27,0.0,0.31
18,"[265, 64, 82, 108]",0.41,0.0,0.01,0.0,0.18,0.0,0.39
19,"[266, 68, 79, 104]",0.63,0.01,0.01,0.0,0.18,0.0,0.18
20,"[263, 61, 85, 112]",0.38,0.0,0.0,0.0,0.23,0.0,0.37
21,"[264, 64, 86, 112]",0.39,0.0,0.02,0.0,0.26,0.0,0.32
