,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[294, 80, 83, 109]",0.38,0.18,0.03,0.02,0.11,0.01,0.27
1,"[311, 65, 86, 115]",0.19,0.0,0.09,0.22,0.08,0.01,0.41
2,"[313, 78, 84, 111]",0.2,0.0,0.06,0.26,0.15,0.01,0.33
3,"[314, 75, 81, 106]",0.01,0.0,0.0,0.55,0.01,0.0,0.42
4,"[331, 70, 86, 114]",0.18,0.0,0.14,0.39,0.11,0.03,0.15
5,"[318, 72, 83, 110]",0.18,0.0,0.08,0.44,0.06,0.08,0.16
6,"[316, 74, 86, 113]",0.29,0.0,0.13,0.2,0.15,0.04,0.2
7,"[326, 81, 87, 108]",0.44,0.0,0.05,0.02,0.12,0.06,0.31
8,"[301, 74, 92, 121]",0.27,0.0,0.06,0.04,0.09,0.01,0.52
9,"[283, 61, 87, 119]",0.16,0.0,0.03,0.21,0.08,0.1,0.43
10,"[314, 56, 90, 118]",0.44,0.0,0.07,0.02,0.13,0.02,0.32
11,"[312, 63, 91, 118]",0.15,0.0,0.21,0.01,0.15,0.06,0.43
12,"[322, 72, 89, 118]",0.48,0.0,0.04,0.09,0.09,0.02,0.28
13,"[324, 66, 91, 119]",0.37,0.0,0.05,0.05,0.07,0.01,0.44
14,"[324, 74, 91, 118]",0.27,0.0,0.08,0.15,0.11,0.04,0.34
15,"[319, 58, 93, 124]",0.2,0.0,0.16,0.11,0.23,0.03,0.27
16,"[314, 63, 87, 116]",0.28,0.01,0.13,0.27,0.06,0.11,0.15
17,"[276, 73, 89, 116]",0.12,0.0,0.06,0.06,0.22,0.0,0.53
18,"[317, 56, 91, 114]",0.11,0.0,0.4,0.01,0.11,0.04,0.33
19,"[318, 67, 89, 115]",0.34,0.0,0.07,0.1,0.17,0.02,0.31
20,"[317, 71, 88, 114]",0.25,0.0,0.13,0.15,0.1,0.12,0.26
21,"[275, 66, 90, 116]",0.12,0.0,0.22,0.08,0.22,0.02,0.34
22,"[282, 73, 86, 110]",0.23,0.01,0.12,0.15,0.27,0.01,0.21
23,"[311, 59, 89, 114]",0.22,0.0,0.12,0.08,0.25,0.02,0.32
24,"[328, 59, 90, 120]",0.32,0.0,0.11,0.05,0.35,0.01,0.16
25,"[327, 71, 94, 123]",0.24,0.0,0.02,0.32,0.11,0.0,0.3
26,"[315, 53, 96, 127]",0.18,0.0,0.26,0.14,0.18,0.01,0.23
27,"[324, 75, 88, 113]",0.15,0.0,0.02,0.22,0.05,0.01,0.54
28,"[300, 54, 94, 124]",0.19,0.0,0.28,0.01,0.16,0.05,0.31
29,"[280, 71, 98, 119]",0.27,0.01,0.1,0.16,0.25,0.01,0.21
30,"[293, 54, 94, 120]",0.2,0.0,0.3,0.06,0.11,0.09,0.24
31,"[335, 68, 89, 119]",0.2,0.0,0.23,0.05,0.08,0.16,0.28
32,"[328, 73, 89, 117]",0.31,0.0,0.21,0.1,0.09,0.04,0.24
33,"[320, 52, 93, 126]",0.18,0.0,0.1,0.09,0.43,0.02,0.18
34,"[339, 71, 88, 116]",0.29,0.0,0.12,0.08,0.1,0.03,0.37
35,"[325, 77, 89, 113]",0.21,0.0,0.25,0.05,0.19,0.08,0.21
36,"[317, 83, 92, 117]",0.33,0.0,0.22,0.03,0.17,0.04,0.2
37,"[322, 71, 94, 123]",0.09,0.0,0.02,0.67,0.01,0.03,0.17
38,"[331, 78, 89, 117]",0.22,0.0,0.09,0.22,0.05,0.03,0.39
39,"[318, 58, 92, 116]",0.28,0.0,0.14,0.11,0.14,0.06,0.27
40,"[310, 62, 96, 122]",0.4,0.0,0.28,0.02,0.11,0.12,0.07
41,"[270, 71, 93, 118]",0.12,0.0,0.52,0.05,0.13,0.01,0.18
42,"[308, 66, 92, 115]",0.34,0.0,0.31,0.04,0.13,0.03,0.15
43,"[302, 61, 89, 114]",0.14,0.0,0.43,0.02,0.15,0.02,0.24
44,"[293, 67, 97, 118]",0.16,0.0,0.05,0.31,0.13,0.0,0.34
45,"[299, 62, 91, 116]",0.1,0.0,0.14,0.36,0.13,0.06,0.21
46,"[347, 71, 88, 114]",0.06,0.0,0.02,0.15,0.08,0.01,0.69
47,"[322, 62, 88, 119]",0.04,0.0,0.01,0.74,0.01,0.02,0.18
48,"[329, 73, 90, 118]",0.03,0.0,0.0,0.94,0.0,0.0,0.02
49,"[327, 71, 92, 121]",0.1,0.0,0.01,0.67,0.02,0.02,0.18
50,"[313, 72, 91, 114]",0.02,0.0,0.0,0.81,0.02,0.0,0.15
51,"[304, 73, 95, 117]",0.27,0.0,0.09,0.4,0.07,0.01,0.16
