,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[566, 107, 52, 61]",0.31,0.0,0.11,0.01,0.37,0.0,0.19,"[270, 46, 69, 90]",0.19,0.02,0.25,0.01,0.17,0.07,0.28,"[86, 62, 59, 73]",0.02,0.0,0.07,0.0,0.49,0.0,0.41
1,"[281, 44, 78, 101]",0.58,0.0,0.06,0.0,0.1,0.03,0.22,"[46, 56, 70, 90]",0.05,0.0,0.08,0.01,0.44,0.0,0.42,,,,,,,,
2,"[270, 26, 92, 122]",0.27,0.0,0.26,0.02,0.13,0.05,0.28,"[9, 52, 84, 106]",0.02,0.0,0.02,0.01,0.13,0.0,0.81,,,,,,,,
3,"[278, 50, 93, 115]",0.38,0.0,0.12,0.0,0.27,0.11,0.11,"[6, 56, 86, 112]",0.02,0.0,0.03,0.01,0.14,0.0,0.79,,,,,,,,
4,"[269, 51, 90, 115]",0.52,0.01,0.04,0.0,0.2,0.0,0.22,"[9, 56, 85, 109]",0.01,0.0,0.02,0.01,0.08,0.0,0.89,,,,,,,,
5,"[269, 36, 93, 119]",0.09,0.0,0.63,0.01,0.08,0.11,0.08,"[11, 63, 80, 102]",0.01,0.0,0.02,0.01,0.07,0.0,0.89,,,,,,,,
6,"[270, 47, 98, 119]",0.44,0.0,0.02,0.02,0.1,0.02,0.39,"[11, 60, 81, 104]",0.01,0.0,0.02,0.0,0.07,0.0,0.9,,,,,,,,
7,"[265, 53, 95, 116]",0.21,0.0,0.08,0.0,0.48,0.02,0.2,"[7, 59, 85, 107]",0.01,0.0,0.01,0.01,0.09,0.0,0.88,,,,,,,,
8,"[263, 41, 96, 115]",0.21,0.0,0.19,0.0,0.15,0.02,0.44,"[7, 57, 83, 109]",0.01,0.0,0.02,0.01,0.09,0.0,0.87,,,,,,,,
9,"[276, 40, 96, 120]",0.54,0.0,0.07,0.0,0.18,0.0,0.21,"[8, 60, 81, 106]",0.01,0.0,0.03,0.0,0.05,0.0,0.91,,,,,,,,
10,"[315, 44, 96, 122]",0.62,0.0,0.03,0.0,0.19,0.0,0.16,"[9, 59, 82, 107]",0.05,0.0,0.03,0.01,0.39,0.0,0.52,,,,,,,,
11,"[336, 35, 100, 127]",0.15,0.0,0.17,0.0,0.31,0.0,0.36,"[7, 64, 82, 102]",0.07,0.0,0.03,0.01,0.45,0.0,0.45,,,,,,,,
12,"[324, 42, 97, 123]",0.14,0.0,0.34,0.0,0.14,0.06,0.31,"[5, 62, 81, 105]",0.06,0.0,0.02,0.03,0.22,0.0,0.67,,,,,,,,
13,"[311, 52, 96, 122]",0.3,0.01,0.22,0.01,0.19,0.03,0.23,"[3, 57, 86, 108]",0.04,0.0,0.03,0.0,0.35,0.0,0.57,,,,,,,,
14,"[298, 47, 95, 113]",0.44,0.01,0.13,0.0,0.32,0.01,0.09,"[5, 54, 86, 109]",0.09,0.0,0.02,0.02,0.45,0.0,0.42,,,,,,,,
15,"[311, 49, 88, 111]",0.65,0.02,0.08,0.01,0.07,0.07,0.1,"[5, 54, 83, 107]",0.04,0.0,0.01,0.03,0.25,0.0,0.67,,,,,,,,
16,"[276, 25, 95, 119]",0.47,0.0,0.18,0.0,0.1,0.01,0.24,"[4, 53, 85, 108]",0.04,0.0,0.01,0.02,0.2,0.0,0.74,,,,,,,,
17,"[7, 58, 82, 104]",0.06,0.0,0.02,0.11,0.16,0.0,0.66,"[284, 35, 96, 121]",0.15,0.0,0.53,0.06,0.1,0.05,0.11,,,,,,,,
18,"[272, 39, 94, 121]",0.41,0.0,0.08,0.02,0.01,0.39,0.09,"[1, 53, 80, 106]",0.04,0.0,0.02,0.11,0.18,0.0,0.64,,,,,,,,
19,"[273, 46, 96, 120]",0.44,0.0,0.18,0.01,0.16,0.04,0.17,"[1, 63, 84, 107]",0.04,0.0,0.02,0.02,0.2,0.0,0.71,,,,,,,,
20,"[281, 46, 92, 123]",0.65,0.0,0.04,0.0,0.04,0.0,0.26,"[6, 66, 82, 105]",0.06,0.0,0.02,0.01,0.29,0.0,0.61,,,,,,,,
21,"[326, 56, 99, 125]",0.65,0.0,0.04,0.0,0.19,0.0,0.12,"[3, 66, 83, 104]",0.03,0.0,0.01,0.01,0.17,0.0,0.78,,,,,,,,
22,"[176, 61, 90, 114]",0.59,0.0,0.05,0.0,0.21,0.01,0.14,"[3, 65, 81, 106]",0.04,0.0,0.01,0.02,0.28,0.0,0.65,,,,,,,,
23,"[279, 44, 96, 118]",0.25,0.0,0.28,0.0,0.19,0.04,0.22,"[1, 64, 85, 109]",0.08,0.0,0.01,0.1,0.33,0.0,0.47,,,,,,,,
