,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[578, 140, 113, 147]",0.02,0.0,0.18,0.0,0.6,0.0,0.19
1,"[636, 126, 119, 152]",0.01,0.0,0.33,0.0,0.57,0.0,0.08
2,"[573, 141, 121, 156]",0.01,0.01,0.23,0.0,0.71,0.0,0.04
3,"[568, 137, 122, 159]",0.02,0.0,0.18,0.01,0.76,0.0,0.03
4,"[565, 140, 124, 159]",0.01,0.01,0.22,0.01,0.67,0.0,0.09
5,"[570, 150, 123, 159]",0.02,0.01,0.15,0.01,0.74,0.0,0.08
6,"[576, 136, 120, 152]",0.02,0.02,0.21,0.02,0.6,0.0,0.13
7,"[567, 152, 119, 156]",0.04,0.03,0.21,0.0,0.68,0.0,0.04
8,"[540, 132, 125, 164]",0.03,0.0,0.46,0.01,0.22,0.01,0.28
9,"[551, 140, 117, 154]",0.01,0.0,0.58,0.01,0.26,0.0,0.14
10,"[550, 143, 117, 150]",0.04,0.0,0.18,0.01,0.23,0.0,0.53
11,"[547, 131, 119, 157]",0.01,0.0,0.46,0.02,0.15,0.0,0.35
12,"[550, 139, 117, 153]",0.02,0.0,0.4,0.0,0.34,0.0,0.24
13,"[593, 100, 123, 164]",0.03,0.0,0.4,0.06,0.02,0.05,0.44
14,"[572, 134, 116, 151]",0.03,0.0,0.31,0.0,0.62,0.0,0.03
15,"[538, 111, 127, 154]",0.16,0.0,0.46,0.02,0.21,0.0,0.15
16,"[551, 120, 125, 162]",0.04,0.0,0.48,0.01,0.18,0.01,0.27
17,"[541, 145, 116, 150]",0.01,0.0,0.49,0.01,0.22,0.0,0.27
18,"[579, 146, 113, 150]",0.03,0.02,0.25,0.0,0.59,0.03,0.09
19,"[550, 131, 117, 157]",0.02,0.01,0.23,0.0,0.56,0.0,0.18
20,"[525, 150, 116, 151]",0.03,0.01,0.41,0.0,0.51,0.0,0.04
21,"[541, 91, 125, 162]",0.04,0.0,0.61,0.02,0.06,0.02,0.25
22,"[582, 118, 120, 156]",0.01,0.0,0.54,0.0,0.37,0.0,0.08
23,"[546, 105, 132, 161]",0.08,0.0,0.27,0.05,0.08,0.07,0.46
24,"[540, 146, 120, 155]",0.01,0.0,0.42,0.0,0.15,0.0,0.42
25,"[548, 163, 117, 146]",0.03,0.0,0.12,0.01,0.49,0.0,0.35
26,"[581, 114, 114, 151]",0.04,0.0,0.35,0.02,0.13,0.0,0.47
27,"[525, 96, 125, 160]",0.05,0.0,0.48,0.06,0.08,0.03,0.3
28,"[552, 116, 119, 154]",0.01,0.0,0.25,0.03,0.46,0.0,0.25
29,"[541, 113, 123, 155]",0.02,0.0,0.63,0.01,0.26,0.0,0.09
30,"[552, 118, 119, 153]",0.0,0.0,0.23,0.06,0.22,0.0,0.49
31,"[568, 139, 120, 149]",0.02,0.05,0.25,0.01,0.45,0.0,0.21
32,"[561, 117, 119, 153]",0.02,0.0,0.6,0.0,0.27,0.01,0.1
33,"[561, 119, 119, 149]",0.01,0.0,0.49,0.01,0.22,0.0,0.28
34,"[539, 137, 116, 148]",0.02,0.0,0.38,0.0,0.47,0.01,0.12
35,"[527, 141, 120, 155]",0.02,0.01,0.24,0.01,0.52,0.0,0.21
36,"[571, 112, 133, 167]",0.04,0.0,0.04,0.11,0.11,0.0,0.69
37,"[545, 95, 129, 159]",0.05,0.0,0.1,0.05,0.06,0.01,0.73
