,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[193, 64, 84, 110]",0.05,0.0,0.01,0.04,0.04,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,
1,"[223, 80, 79, 110]",0.14,0.0,0.02,0.27,0.05,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,
2,"[206, 111, 54, 74]",0.27,0.0,0.03,0.44,0.02,0.02,0.22,,,,,,,,,,,,,,,,,,,,,,,,
3,"[136, 130, 38, 50]",0.56,0.0,0.07,0.06,0.16,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,
4,"[122, 135, 28, 39]",0.28,0.0,0.04,0.02,0.13,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,
5,"[109, 135, 29, 39]",0.44,0.0,0.03,0.03,0.11,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,
6,"[98, 135, 29, 38]",0.48,0.0,0.09,0.2,0.1,0.0,0.13,"[440, 280, 39, 53]",0.27,0.0,0.22,0.06,0.26,0.1,0.09,,,,,,,,,,,,,,,,
7,"[88, 131, 30, 41]",0.28,0.0,0.02,0.07,0.09,0.0,0.54,"[434, 281, 36, 51]",0.17,0.01,0.21,0.02,0.45,0.02,0.12,,,,,,,,,,,,,,,,
8,"[91, 133, 28, 38]",0.41,0.0,0.14,0.1,0.11,0.01,0.23,"[433, 283, 36, 49]",0.16,0.0,0.22,0.02,0.45,0.02,0.12,,,,,,,,,,,,,,,,
9,"[76, 127, 28, 40]",0.49,0.0,0.08,0.07,0.09,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,
10,"[88, 112, 27, 38]",0.5,0.0,0.09,0.22,0.09,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,
11,"[99, 100, 27, 37]",0.54,0.0,0.1,0.15,0.1,0.0,0.11,"[442, 250, 35, 47]",0.37,0.02,0.15,0.06,0.26,0.04,0.1,,,,,,,,,,,,,,,,
12,"[97, 94, 28, 38]",0.43,0.0,0.12,0.04,0.12,0.0,0.29,"[438, 243, 37, 49]",0.27,0.0,0.15,0.05,0.3,0.07,0.17,,,,,,,,,,,,,,,,
13,"[95, 95, 28, 39]",0.59,0.0,0.05,0.07,0.16,0.0,0.12,"[437, 244, 36, 49]",0.22,0.0,0.2,0.04,0.41,0.03,0.09,,,,,,,,,,,,,,,,
14,"[103, 91, 28, 39]",0.16,0.0,0.05,0.01,0.29,0.01,0.48,,,,,,,,,,,,,,,,,,,,,,,,
15,"[188, 51, 49, 69]",0.14,0.0,0.16,0.0,0.21,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,
16,"[221, 67, 61, 78]",0.14,0.0,0.07,0.0,0.15,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,
17,"[196, 48, 79, 108]",0.21,0.0,0.04,0.01,0.07,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
18,"[195, 54, 89, 119]",0.13,0.0,0.03,0.01,0.12,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,
19,"[211, 79, 83, 110]",0.05,0.0,0.02,0.01,0.1,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
20,"[194, 75, 98, 132]",0.03,0.0,0.01,0.01,0.07,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,
21,"[190, 69, 102, 133]",0.11,0.0,0.04,0.01,0.16,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
22,"[190, 77, 102, 137]",0.08,0.0,0.02,0.0,0.14,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,
23,"[180, 65, 104, 141]",0.17,0.0,0.06,0.01,0.29,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,
24,"[180, 72, 100, 136]",0.07,0.0,0.03,0.01,0.26,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,
25,"[192, 73, 100, 136]",0.14,0.0,0.04,0.01,0.23,0.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,
26,"[193, 73, 98, 131]",0.04,0.0,0.01,0.01,0.06,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,
27,"[181, 70, 103, 134]",0.15,0.0,0.04,0.01,0.37,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,
28,"[172, 74, 101, 132]",0.07,0.0,0.02,0.02,0.16,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,
29,"[179, 74, 103, 137]",0.08,0.0,0.02,0.0,0.15,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
30,"[182, 82, 97, 126]",0.18,0.0,0.01,0.01,0.15,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,
31,"[185, 77, 104, 140]",0.07,0.0,0.02,0.01,0.06,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,
32,"[183, 77, 103, 136]",0.1,0.0,0.09,0.02,0.12,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,
33,"[187, 74, 102, 137]",0.07,0.0,0.02,0.04,0.05,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
34,"[191, 75, 101, 135]",0.1,0.0,0.03,0.0,0.27,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,
