,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[507, 159, 176, 244]",0.13,0.0,0.02,0.03,0.38,0.0,0.43,,,,,,,,
1,"[478, 173, 172, 234]",0.31,0.0,0.07,0.16,0.27,0.07,0.11,,,,,,,,
2,"[540, 150, 161, 239]",0.41,0.0,0.05,0.04,0.19,0.02,0.29,,,,,,,,
3,"[491, 148, 175, 251]",0.61,0.0,0.13,0.04,0.07,0.04,0.1,,,,,,,,
4,"[567, 140, 199, 275]",0.16,0.0,0.02,0.05,0.33,0.0,0.44,,,,,,,,
5,"[530, 142, 210, 283]",0.15,0.0,0.08,0.01,0.58,0.0,0.18,,,,,,,,
6,"[454, 152, 207, 297]",0.32,0.0,0.1,0.03,0.25,0.03,0.26,,,,,,,,
7,"[441, 156, 204, 290]",0.19,0.0,0.02,0.01,0.32,0.0,0.46,,,,,,,,
8,"[416, 134, 221, 312]",0.41,0.0,0.07,0.13,0.13,0.06,0.21,,,,,,,,
9,"[525, 167, 212, 280]",0.08,0.0,0.01,0.02,0.24,0.0,0.65,,,,,,,,
10,"[522, 129, 207, 279]",0.23,0.0,0.03,0.01,0.46,0.0,0.27,,,,,,,,
11,"[477, 110, 197, 294]",0.22,0.0,0.03,0.03,0.29,0.01,0.42,,,,,,,,
12,"[475, 117, 212, 285]",0.2,0.0,0.01,0.03,0.43,0.0,0.32,,,,,,,,
13,"[528, 123, 202, 282]",0.19,0.0,0.03,0.01,0.36,0.0,0.41,,,,,,,,
14,"[416, 162, 216, 281]",0.05,0.0,0.04,0.06,0.22,0.0,0.63,,,,,,,,
15,"[522, 207, 211, 270]",0.02,0.0,0.01,0.03,0.65,0.0,0.28,,,,,,,,
16,"[543, 165, 212, 278]",0.1,0.0,0.01,0.03,0.21,0.0,0.64,,,,,,,,
17,"[508, 173, 209, 282]",0.07,0.0,0.01,0.02,0.4,0.0,0.5,,,,,,,,
18,"[415, 148, 221, 305]",0.33,0.0,0.12,0.01,0.19,0.14,0.2,,,,,,,,
19,"[590, 192, 210, 282]",0.1,0.0,0.01,0.08,0.22,0.0,0.59,,,,,,,,
20,"[466, 131, 214, 271]",0.08,0.0,0.0,0.02,0.14,0.0,0.75,,,,,,,,
21,"[664, 144, 216, 280]",0.06,0.0,0.0,0.16,0.18,0.0,0.59,,,,,,,,
22,"[589, 189, 193, 270]",0.06,0.0,0.02,0.62,0.13,0.0,0.17,,,,,,,,
23,"[586, 184, 205, 274]",0.17,0.0,0.06,0.16,0.3,0.04,0.28,,,,,,,,
24,"[503, 225, 208, 262]",0.14,0.0,0.01,0.12,0.34,0.01,0.38,,,,,,,,
25,"[472, 158, 214, 287]",0.11,0.0,0.03,0.03,0.43,0.0,0.41,,,,,,,,
26,"[539, 148, 199, 308]",0.43,0.0,0.06,0.06,0.18,0.01,0.26,,,,,,,,
27,"[364, 175, 203, 273]",0.15,0.0,0.01,0.01,0.52,0.0,0.31,,,,,,,,
28,"[477, 194, 204, 281]",0.15,0.0,0.03,0.0,0.42,0.0,0.4,,,,,,,,
29,"[602, 174, 194, 281]",0.24,0.0,0.1,0.03,0.44,0.02,0.18,,,,,,,,
30,"[542, 166, 208, 279]",0.31,0.0,0.09,0.01,0.47,0.01,0.12,,,,,,,,
31,"[462, 219, 208, 269]",0.13,0.0,0.01,0.02,0.44,0.0,0.39,,,,,,,,
32,"[489, 149, 208, 277]",0.01,0.0,0.0,0.58,0.01,0.0,0.41,,,,,,,,
33,"[451, 201, 206, 251]",0.01,0.0,0.0,0.41,0.06,0.0,0.52,,,,,,,,
34,"[400, 161, 206, 278]",0.15,0.0,0.02,0.01,0.54,0.0,0.28,,,,,,,,
35,"[439, 180, 214, 289]",0.34,0.0,0.03,0.01,0.43,0.0,0.19,,,,,,,,
36,"[609, 176, 216, 287]",0.11,0.0,0.02,0.12,0.4,0.01,0.35,,,,,,,,
37,"[527, 208, 217, 284]",0.01,0.0,0.0,0.44,0.09,0.0,0.46,,,,,,,,
38,"[522, 202, 213, 267]",0.05,0.0,0.0,0.17,0.12,0.0,0.65,,,,,,,,
39,"[472, 195, 215, 283]",0.1,0.0,0.03,0.01,0.43,0.0,0.42,,,,,,,,
40,"[562, 197, 208, 278]",0.1,0.0,0.02,0.08,0.36,0.01,0.43,,,,,,,,
41,"[496, 178, 212, 272]",0.01,0.0,0.0,0.92,0.03,0.0,0.04,,,,,,,,
42,"[410, 145, 201, 275]",0.41,0.0,0.03,0.04,0.34,0.01,0.17,,,,,,,,
43,"[442, 134, 206, 275]",0.17,0.0,0.03,0.01,0.29,0.01,0.49,,,,,,,,
44,"[572, 167, 192, 273]",0.4,0.0,0.19,0.04,0.17,0.02,0.18,,,,,,,,
45,"[526, 118, 196, 298]",0.15,0.0,0.02,0.01,0.17,0.0,0.64,,,,,,,,
46,"[447, 143, 205, 286]",0.3,0.0,0.03,0.04,0.36,0.01,0.25,,,,,,,,
47,"[489, 141, 212, 293]",0.15,0.0,0.02,0.01,0.26,0.0,0.55,,,,,,,,
48,"[425, 161, 210, 275]",0.09,0.0,0.05,0.02,0.72,0.0,0.12,,,,,,,,
49,"[587, 183, 187, 256]",0.24,0.01,0.03,0.5,0.1,0.03,0.09,,,,,,,,
50,"[518, 135, 203, 274]",0.2,0.0,0.02,0.03,0.35,0.01,0.4,,,,,,,,
51,"[463, 142, 213, 279]",0.33,0.0,0.04,0.0,0.43,0.01,0.19,,,,,,,,
52,"[513, 129, 213, 272]",0.18,0.0,0.01,0.02,0.44,0.0,0.35,,,,,,,,
53,"[436, 99, 221, 283]",0.11,0.0,0.0,0.19,0.2,0.0,0.5,,,,,,,,
54,"[554, 146, 199, 283]",0.29,0.0,0.02,0.01,0.25,0.0,0.43,,,,,,,,
55,"[539, 117, 201, 304]",0.44,0.0,0.12,0.14,0.15,0.03,0.13,,,,,,,,
56,"[627, 151, 200, 285]",0.17,0.0,0.06,0.15,0.24,0.0,0.38,,,,,,,,
57,"[466, 161, 204, 270]",0.14,0.0,0.01,0.0,0.35,0.0,0.49,,,,,,,,
58,"[490, 146, 195, 277]",0.25,0.0,0.02,0.02,0.34,0.0,0.37,,,,,,,,
59,"[502, 137, 204, 297]",0.28,0.01,0.21,0.02,0.19,0.04,0.26,,,,,,,,
60,"[519, 158, 211, 277]",0.05,0.0,0.01,0.01,0.33,0.0,0.6,,,,,,,,
61,"[461, 129, 207, 277]",0.03,0.0,0.0,0.06,0.03,0.0,0.89,,,,,,,,
62,"[521, 141, 213, 287]",0.03,0.0,0.01,0.03,0.29,0.0,0.65,,,,,,,,
63,"[572, 178, 198, 276]",0.11,0.0,0.02,0.0,0.24,0.0,0.62,,,,,,,,
64,"[613, 156, 202, 283]",0.2,0.0,0.06,0.01,0.29,0.02,0.42,,,,,,,,
65,"[526, 213, 218, 289]",0.11,0.0,0.03,0.21,0.27,0.0,0.39,,,,,,,,
66,"[505, 152, 210, 289]",0.29,0.0,0.04,0.01,0.46,0.01,0.19,,,,,,,,
67,"[518, 174, 212, 267]",0.17,0.0,0.01,0.02,0.29,0.0,0.51,,,,,,,,
68,"[595, 117, 201, 289]",0.3,0.0,0.15,0.02,0.29,0.01,0.23,,,,,,,,
69,"[554, 153, 205, 274]",0.08,0.0,0.04,0.01,0.44,0.0,0.43,,,,,,,,
70,"[515, 253, 190, 237]",0.05,0.0,0.02,0.01,0.84,0.0,0.08,,,,,,,,
71,"[513, 131, 199, 279]",0.29,0.0,0.02,0.01,0.16,0.0,0.51,,,,,,,,
72,"[532, 152, 210, 292]",0.14,0.0,0.09,0.01,0.63,0.01,0.12,,,,,,,,
73,"[564, 146, 211, 284]",0.1,0.0,0.05,0.02,0.33,0.0,0.5,,,,,,,,
74,"[595, 156, 206, 282]",0.15,0.0,0.03,0.23,0.06,0.0,0.54,,,,,,,,
75,"[480, 117, 211, 286]",0.06,0.0,0.01,0.01,0.32,0.0,0.6,,,,,,,,
76,"[426, 158, 191, 279]",0.38,0.0,0.03,0.01,0.35,0.0,0.23,,,,,,,,
77,"[508, 149, 205, 274]",0.09,0.0,0.02,0.0,0.53,0.0,0.35,,,,,,,,
78,"[528, 137, 220, 294]",0.13,0.0,0.01,0.07,0.33,0.0,0.45,,,,,,,,
79,"[546, 142, 201, 283]",0.19,0.0,0.02,0.01,0.39,0.0,0.38,,,,,,,,
80,"[616, 121, 200, 293]",0.46,0.0,0.05,0.02,0.22,0.0,0.24,,,,,,,,
81,"[520, 177, 193, 263]",0.13,0.0,0.02,0.03,0.15,0.0,0.66,,,,,,,,
82,"[489, 190, 197, 270]",0.28,0.0,0.03,0.05,0.31,0.02,0.3,,,,,,,,
83,"[497, 178, 206, 264]",0.22,0.0,0.03,0.02,0.52,0.0,0.21,,,,,,,,
84,"[621, 152, 161, 231]",0.23,0.0,0.08,0.09,0.36,0.04,0.19,"[670, 454, 26, 27]",0.36,0.0,0.05,0.07,0.38,0.0,0.14
85,"[552, 145, 164, 221]",0.19,0.0,0.05,0.04,0.36,0.02,0.35,,,,,,,,
86,"[545, 160, 160, 210]",0.08,0.0,0.02,0.0,0.52,0.0,0.38,,,,,,,,
87,"[560, 184, 163, 212]",0.31,0.0,0.03,0.01,0.29,0.01,0.35,,,,,,,,
88,"[536, 152, 157, 219]",0.14,0.0,0.1,0.0,0.51,0.02,0.23,,,,,,,,
89,"[455, 166, 162, 222]",0.32,0.0,0.02,0.05,0.35,0.01,0.24,,,,,,,,
90,"[512, 172, 154, 214]",0.27,0.0,0.02,0.0,0.41,0.0,0.3,,,,,,,,
91,"[553, 155, 159, 217]",0.2,0.0,0.05,0.0,0.31,0.01,0.43,,,,,,,,
92,"[565, 146, 165, 225]",0.27,0.0,0.01,0.08,0.33,0.0,0.31,,,,,,,,
93,"[596, 118, 159, 232]",0.46,0.0,0.18,0.04,0.22,0.02,0.09,,,,,,,,
94,"[528, 171, 162, 220]",0.07,0.0,0.05,0.05,0.7,0.0,0.13,,,,,,,,
95,"[543, 160, 168, 214]",0.02,0.0,0.01,0.0,0.64,0.0,0.33,,,,,,,,
96,"[565, 118, 153, 213]",0.13,0.0,0.04,0.0,0.57,0.0,0.25,"[615, 414, 22, 23]",0.1,0.0,0.45,0.1,0.32,0.0,0.02
97,"[594, 156, 155, 219]",0.12,0.0,0.05,0.03,0.48,0.0,0.32,"[627, 314, 140, 176]",0.21,0.0,0.21,0.12,0.22,0.12,0.12
98,"[536, 129, 156, 222]",0.18,0.0,0.02,0.0,0.64,0.0,0.16,,,,,,,,
99,"[484, 165, 164, 218]",0.25,0.0,0.02,0.01,0.25,0.0,0.47,,,,,,,,
100,"[488, 186, 157, 207]",0.17,0.0,0.08,0.01,0.41,0.02,0.31,,,,,,,,
101,"[476, 128, 159, 219]",0.14,0.0,0.02,0.0,0.31,0.0,0.53,,,,,,,,
102,"[539, 128, 165, 227]",0.2,0.0,0.06,0.01,0.5,0.01,0.23,,,,,,,,
103,"[506, 142, 146, 224]",0.14,0.0,0.03,0.02,0.2,0.02,0.59,,,,,,,,
104,"[541, 160, 168, 212]",0.04,0.0,0.01,0.02,0.57,0.0,0.36,,,,,,,,
105,"[494, 181, 152, 202]",0.5,0.0,0.02,0.02,0.3,0.0,0.16,,,,,,,,
106,"[581, 151, 160, 219]",0.08,0.0,0.04,0.02,0.27,0.01,0.58,,,,,,,,
107,"[496, 153, 169, 214]",0.05,0.0,0.01,0.0,0.91,0.0,0.03,,,,,,,,
108,"[584, 151, 154, 217]",0.08,0.0,0.08,0.1,0.32,0.01,0.41,"[652, 434, 25, 27]",0.66,0.0,0.04,0.09,0.14,0.0,0.07
109,"[531, 157, 156, 207]",0.12,0.0,0.03,0.03,0.41,0.0,0.42,,,,,,,,
110,"[515, 156, 150, 213]",0.12,0.0,0.03,0.0,0.21,0.01,0.62,,,,,,,,
111,"[561, 190, 160, 212]",0.11,0.0,0.02,0.05,0.39,0.0,0.43,,,,,,,,
112,"[575, 134, 149, 229]",0.2,0.0,0.14,0.01,0.31,0.01,0.33,"[637, 422, 24, 26]",0.35,0.0,0.05,0.13,0.26,0.01,0.2
113,"[489, 131, 170, 228]",0.16,0.0,0.04,0.01,0.38,0.0,0.39,,,,,,,,
114,"[518, 165, 155, 210]",0.15,0.0,0.04,0.02,0.51,0.0,0.27,,,,,,,,
115,"[442, 163, 155, 214]",0.14,0.0,0.03,0.01,0.37,0.01,0.44,,,,,,,,
116,"[474, 186, 173, 229]",0.24,0.0,0.3,0.0,0.25,0.09,0.12,,,,,,,,
117,"[594, 178, 211, 267]",0.03,0.0,0.01,0.02,0.25,0.0,0.7,,,,,,,,
118,"[492, 155, 221, 294]",0.09,0.0,0.03,0.02,0.24,0.0,0.62,,,,,,,,
119,"[476, 163, 203, 291]",0.08,0.0,0.02,0.01,0.3,0.0,0.6,,,,,,,,
120,"[548, 146, 218, 302]",0.14,0.0,0.17,0.15,0.31,0.03,0.2,"[669, 513, 35, 36]",0.83,0.0,0.03,0.03,0.03,0.0,0.07
121,"[456, 164, 203, 278]",0.14,0.0,0.01,0.01,0.58,0.0,0.26,,,,,,,,
122,"[519, 139, 214, 299]",0.15,0.0,0.03,0.01,0.25,0.01,0.56,,,,,,,,
123,"[568, 154, 213, 289]",0.06,0.0,0.03,0.01,0.73,0.0,0.17,"[654, 513, 34, 36]",0.44,0.0,0.1,0.33,0.05,0.02,0.06
124,"[501, 173, 212, 277]",0.02,0.0,0.01,0.02,0.38,0.0,0.58,"[573, 515, 34, 36]",0.13,0.0,0.32,0.28,0.23,0.01,0.04
125,"[555, 176, 222, 279]",0.11,0.0,0.01,0.0,0.28,0.0,0.6,,,,,,,,
126,"[465, 175, 214, 297]",0.16,0.0,0.03,0.02,0.4,0.01,0.39,,,,,,,,
127,"[455, 161, 214, 284]",0.04,0.0,0.03,0.0,0.63,0.0,0.3,,,,,,,,
128,"[519, 176, 215, 291]",0.06,0.0,0.05,0.04,0.64,0.01,0.21,,,,,,,,
129,"[435, 173, 213, 287]",0.42,0.0,0.08,0.02,0.33,0.01,0.14,,,,,,,,
130,"[345, 181, 222, 288]",0.05,0.0,0.06,0.02,0.31,0.0,0.56,,,,,,,,
131,"[452, 166, 207, 286]",0.31,0.0,0.04,0.0,0.39,0.01,0.24,,,,,,,,
132,"[447, 232, 217, 281]",0.02,0.0,0.0,0.0,0.57,0.0,0.41,,,,,,,,
133,"[339, 195, 222, 290]",0.04,0.0,0.04,0.0,0.18,0.0,0.74,,,,,,,,
134,"[420, 167, 218, 297]",0.08,0.0,0.01,0.0,0.3,0.0,0.61,,,,,,,,
135,"[500, 229, 194, 263]",0.21,0.0,0.05,0.03,0.34,0.05,0.31,,,,,,,,
136,"[578, 163, 208, 284]",0.07,0.0,0.02,0.03,0.17,0.0,0.7,"[647, 528, 27, 29]",0.57,0.01,0.03,0.09,0.13,0.03,0.15
137,"[501, 156, 210, 294]",0.34,0.0,0.11,0.02,0.14,0.11,0.28,,,,,,,,
138,"[545, 173, 212, 291]",0.19,0.0,0.01,0.03,0.37,0.0,0.4,,,,,,,,
139,"[531, 177, 206, 276]",0.24,0.0,0.06,0.02,0.43,0.01,0.23,,,,,,,,
140,"[492, 145, 210, 293]",0.06,0.0,0.02,0.0,0.56,0.0,0.35,,,,,,,,
141,"[465, 189, 216, 300]",0.08,0.0,0.01,0.05,0.27,0.0,0.58,,,,,,,,
142,"[457, 154, 201, 271]",0.19,0.0,0.04,0.01,0.56,0.0,0.2,,,,,,,,
143,"[452, 147, 224, 289]",0.04,0.0,0.01,0.01,0.38,0.0,0.57,,,,,,,,
144,"[480, 149, 208, 289]",0.07,0.0,0.03,0.03,0.38,0.01,0.5,"[557, 478, 31, 32]",0.67,0.03,0.05,0.03,0.07,0.05,0.1
145,"[500, 147, 175, 222]",0.05,0.0,0.01,0.05,0.54,0.0,0.35,,,,,,,,
146,"[517, 124, 170, 235]",0.48,0.0,0.04,0.01,0.3,0.01,0.16,,,,,,,,
147,"[543, 167, 177, 226]",0.03,0.0,0.01,0.0,0.23,0.0,0.73,,,,,,,,
148,"[620, 175, 166, 227]",0.04,0.0,0.01,0.02,0.3,0.0,0.63,,,,,,,,
149,"[544, 117, 156, 231]",0.16,0.0,0.04,0.02,0.52,0.0,0.26,,,,,,,,
150,"[445, 160, 155, 207]",0.13,0.0,0.02,0.0,0.43,0.01,0.4,,,,,,,,
151,"[499, 162, 152, 207]",0.15,0.0,0.12,0.02,0.33,0.0,0.38,"[564, 420, 28, 31]",0.45,0.0,0.11,0.01,0.32,0.01,0.11
152,"[479, 132, 158, 226]",0.27,0.0,0.09,0.02,0.42,0.03,0.17,,,,,,,,
153,"[574, 139, 157, 213]",0.18,0.0,0.07,0.0,0.16,0.0,0.6,"[656, 420, 26, 28]",0.37,0.0,0.08,0.37,0.1,0.0,0.09
154,"[561, 145, 173, 220]",0.02,0.0,0.01,0.0,0.81,0.0,0.15,,,,,,,,
155,"[497, 104, 166, 238]",0.15,0.0,0.03,0.0,0.67,0.0,0.14,,,,,,,,
156,"[523, 141, 170, 241]",0.23,0.0,0.1,0.09,0.28,0.04,0.25,,,,,,,,
157,"[526, 142, 153, 217]",0.25,0.0,0.13,0.05,0.24,0.03,0.3,,,,,,,,
158,"[455, 125, 166, 230]",0.1,0.0,0.02,0.01,0.47,0.0,0.39,,,,,,,,
159,"[565, 151, 168, 231]",0.08,0.0,0.02,0.01,0.21,0.0,0.68,,,,,,,,
160,"[495, 107, 158, 219]",0.13,0.0,0.03,0.01,0.53,0.0,0.31,,,,,,,,
161,"[527, 121, 159, 219]",0.08,0.0,0.02,0.01,0.22,0.0,0.68,,,,,,,,
162,"[567, 116, 158, 247]",0.34,0.0,0.09,0.14,0.21,0.15,0.07,"[628, 416, 24, 26]",0.47,0.0,0.21,0.12,0.14,0.01,0.06
163,"[553, 192, 160, 205]",0.01,0.0,0.0,0.04,0.65,0.0,0.3,,,,,,,,
164,"[570, 137, 156, 215]",0.11,0.0,0.02,0.01,0.18,0.0,0.68,,,,,,,,
165,"[672, 196, 140, 187]",0.24,0.03,0.09,0.07,0.41,0.0,0.16,,,,,,,,
166,"[583, 131, 172, 225]",0.05,0.0,0.0,0.06,0.21,0.0,0.67,,,,,,,,
