,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11
85,"[668, 120, 143, 181]",0.05,0.0,0.07,0.0,0.2,0.01,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[673, 115, 148, 187]",0.05,0.0,0.08,0.0,0.28,0.01,0.57,"[735, 345, 21, 27]",0.04,0.0,0.2,0.07,0.67,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[651, 126, 142, 179]",0.1,0.0,0.15,0.0,0.06,0.02,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[642, 124, 142, 179]",0.45,0.0,0.14,0.0,0.08,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[649, 126, 145, 177]",0.07,0.0,0.09,0.0,0.15,0.02,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[656, 125, 144, 181]",0.09,0.0,0.13,0.0,0.13,0.06,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[413, 212, 37, 48]",0.12,0.0,0.03,0.01,0.06,0.0,0.78,"[835, 130, 36, 47]",0.59,0.0,0.05,0.02,0.07,0.01,0.25,"[734, 171, 32, 40]",0.06,0.0,0.18,0.02,0.65,0.0,0.09,"[225, 363, 39, 50]",0.56,0.0,0.1,0.0,0.26,0.0,0.07,"[1132, 267, 36, 46]",0.41,0.0,0.02,0.09,0.19,0.0,0.29,"[942, 297, 37, 50]",0.35,0.0,0.04,0.09,0.23,0.0,0.29,"[1098, 175, 30, 36]",0.51,0.0,0.26,0.04,0.18,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[409, 216, 37, 47]",0.36,0.0,0.01,0.01,0.08,0.0,0.53,"[226, 364, 39, 50]",0.71,0.0,0.09,0.01,0.14,0.0,0.06,"[835, 131, 37, 47]",0.67,0.0,0.06,0.04,0.09,0.01,0.14,"[735, 171, 32, 40]",0.03,0.0,0.13,0.01,0.71,0.0,0.12,"[1130, 266, 39, 48]",0.52,0.0,0.02,0.03,0.25,0.0,0.17,"[940, 295, 37, 49]",0.47,0.0,0.08,0.06,0.29,0.0,0.09,"[1097, 174, 32, 37]",0.55,0.0,0.25,0.04,0.15,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[408, 219, 38, 45]",0.22,0.0,0.02,0.02,0.05,0.0,0.69,"[836, 131, 36, 47]",0.83,0.0,0.02,0.01,0.05,0.01,0.09,"[735, 171, 32, 40]",0.03,0.0,0.1,0.01,0.74,0.0,0.12,"[226, 364, 38, 50]",0.72,0.0,0.08,0.01,0.13,0.0,0.06,"[1133, 268, 36, 45]",0.34,0.0,0.02,0.04,0.35,0.0,0.26,"[940, 295, 38, 49]",0.41,0.0,0.08,0.11,0.27,0.0,0.13,"[1097, 174, 31, 36]",0.53,0.0,0.21,0.04,0.2,0.0,0.02,"[872, 272, 27, 29]",0.16,0.0,0.01,0.02,0.15,0.01,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[735, 171, 32, 40]",0.04,0.0,0.09,0.0,0.76,0.0,0.11,"[226, 364, 39, 50]",0.64,0.0,0.09,0.01,0.18,0.0,0.08,"[422, 215, 37, 51]",0.11,0.0,0.02,0.03,0.06,0.01,0.78,"[835, 132, 37, 48]",0.82,0.0,0.04,0.01,0.04,0.01,0.07,"[1132, 268, 36, 46]",0.5,0.0,0.01,0.04,0.27,0.0,0.17,"[1097, 175, 30, 34]",0.51,0.0,0.1,0.24,0.12,0.0,0.02,"[940, 294, 38, 50]",0.38,0.0,0.06,0.09,0.34,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[419, 212, 36, 48]",0.07,0.0,0.03,0.01,0.04,0.01,0.83,"[734, 172, 33, 39]",0.13,0.0,0.05,0.0,0.7,0.0,0.11,"[226, 364, 39, 51]",0.65,0.0,0.1,0.03,0.15,0.0,0.08,"[835, 132, 36, 48]",0.6,0.0,0.1,0.13,0.04,0.03,0.1,"[1132, 268, 36, 45]",0.44,0.0,0.02,0.05,0.29,0.0,0.2,"[1097, 174, 32, 37]",0.6,0.0,0.15,0.04,0.19,0.0,0.01,"[941, 295, 37, 49]",0.38,0.0,0.07,0.09,0.29,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[419, 216, 37, 50]",0.11,0.0,0.05,0.01,0.05,0.0,0.78,"[1097, 173, 33, 38]",0.4,0.0,0.25,0.09,0.24,0.0,0.01,"[735, 171, 32, 40]",0.06,0.0,0.1,0.01,0.63,0.0,0.19,"[833, 134, 36, 46]",0.94,0.0,0.02,0.01,0.01,0.0,0.02,"[1133, 268, 36, 45]",0.47,0.0,0.02,0.04,0.3,0.0,0.17,"[941, 297, 37, 47]",0.37,0.0,0.07,0.03,0.34,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[417, 212, 37, 49]",0.06,0.0,0.03,0.01,0.11,0.03,0.76,"[735, 172, 32, 39]",0.12,0.0,0.06,0.01,0.6,0.0,0.21,"[227, 365, 38, 49]",0.56,0.0,0.11,0.02,0.19,0.0,0.12,"[1090, 155, 32, 44]",0.25,0.01,0.08,0.07,0.45,0.01,0.13,"[833, 134, 38, 49]",0.65,0.0,0.05,0.05,0.16,0.01,0.09,"[1133, 269, 35, 44]",0.32,0.0,0.03,0.1,0.23,0.0,0.32,"[941, 295, 37, 49]",0.37,0.0,0.08,0.03,0.32,0.0,0.19,"[873, 271, 28, 31]",0.05,0.0,0.0,0.02,0.18,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[412, 214, 39, 48]",0.2,0.0,0.06,0.09,0.15,0.0,0.5,"[226, 364, 39, 51]",0.7,0.0,0.11,0.02,0.11,0.0,0.06,"[734, 171, 33, 40]",0.08,0.0,0.08,0.02,0.64,0.0,0.17,"[1083, 146, 31, 44]",0.13,0.0,0.25,0.01,0.42,0.04,0.14,"[832, 135, 37, 47]",0.88,0.0,0.01,0.02,0.03,0.0,0.05,"[1133, 269, 35, 45]",0.38,0.0,0.02,0.05,0.36,0.0,0.2,"[941, 296, 37, 48]",0.38,0.0,0.07,0.03,0.36,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[414, 215, 36, 49]",0.39,0.0,0.03,0.06,0.09,0.0,0.43,"[1077, 159, 31, 42]",0.08,0.0,0.04,0.05,0.23,0.0,0.61,"[226, 365, 38, 50]",0.57,0.0,0.2,0.03,0.09,0.0,0.12,"[735, 172, 32, 39]",0.09,0.0,0.05,0.01,0.63,0.0,0.21,"[834, 137, 36, 45]",0.88,0.0,0.02,0.01,0.04,0.0,0.04,"[1133, 269, 35, 45]",0.34,0.0,0.01,0.05,0.37,0.0,0.23,"[941, 296, 37, 48]",0.31,0.0,0.07,0.07,0.36,0.0,0.19,"[873, 274, 29, 30]",0.09,0.0,0.03,0.02,0.33,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[421, 214, 36, 51]",0.04,0.0,0.03,0.01,0.03,0.01,0.89,"[735, 172, 32, 39]",0.09,0.0,0.05,0.01,0.63,0.0,0.22,"[1083, 161, 30, 41]",0.08,0.0,0.01,0.09,0.19,0.0,0.61,"[227, 365, 38, 50]",0.61,0.0,0.16,0.04,0.1,0.0,0.08,"[1132, 268, 36, 45]",0.48,0.0,0.01,0.04,0.29,0.0,0.18,"[941, 295, 38, 49]",0.4,0.0,0.06,0.07,0.3,0.0,0.16,"[873, 271, 27, 31]",0.08,0.0,0.01,0.04,0.33,0.01,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[654, 121, 144, 180]",0.08,0.0,0.07,0.0,0.09,0.03,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[644, 125, 139, 175]",0.11,0.0,0.05,0.0,0.06,0.02,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[643, 124, 140, 177]",0.11,0.0,0.03,0.0,0.07,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[640, 122, 140, 182]",0.35,0.0,0.12,0.0,0.07,0.01,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[636, 120, 138, 174]",0.37,0.0,0.08,0.0,0.12,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[637, 124, 140, 180]",0.23,0.0,0.21,0.0,0.17,0.02,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[644, 128, 137, 171]",0.06,0.0,0.07,0.0,0.09,0.0,0.78,"[10, 647, 36, 40]",0.07,0.0,0.11,0.37,0.28,0.05,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[657, 121, 140, 179]",0.07,0.0,0.08,0.0,0.19,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[642, 128, 146, 185]",0.14,0.0,0.05,0.01,0.06,0.01,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[649, 138, 139, 173]",0.05,0.0,0.13,0.0,0.15,0.01,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[564, 120, 144, 176]",0.05,0.0,0.02,0.01,0.07,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[546, 117, 140, 174]",0.1,0.0,0.06,0.0,0.05,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[617, 119, 141, 184]",0.04,0.0,0.04,0.0,0.09,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[631, 130, 144, 186]",0.12,0.0,0.06,0.02,0.08,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[641, 116, 143, 185]",0.19,0.0,0.08,0.0,0.17,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[595, 130, 145, 182]",0.22,0.0,0.06,0.0,0.09,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[591, 147, 140, 175]",0.54,0.0,0.1,0.01,0.18,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[587, 131, 136, 177]",0.44,0.0,0.18,0.02,0.11,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[636, 129, 143, 181]",0.02,0.0,0.05,0.0,0.14,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[625, 128, 144, 181]",0.09,0.0,0.05,0.0,0.12,0.01,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[592, 140, 143, 180]",0.39,0.0,0.05,0.01,0.13,0.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[590, 130, 145, 186]",0.06,0.0,0.06,0.0,0.14,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[625, 132, 142, 183]",0.04,0.0,0.05,0.0,0.15,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[623, 134, 142, 180]",0.06,0.01,0.07,0.0,0.21,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[620, 134, 143, 183]",0.07,0.01,0.05,0.0,0.26,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[617, 132, 143, 184]",0.05,0.0,0.04,0.0,0.21,0.0,0.7,"[11, 653, 39, 42]",0.21,0.0,0.18,0.33,0.12,0.03,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[614, 133, 144, 177]",0.13,0.01,0.08,0.0,0.2,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[621, 126, 145, 180]",0.06,0.0,0.04,0.0,0.15,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[609, 127, 145, 180]",0.11,0.0,0.05,0.0,0.06,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[604, 139, 144, 176]",0.13,0.0,0.06,0.0,0.08,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[609, 148, 143, 179]",0.24,0.0,0.04,0.0,0.14,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[651, 127, 146, 179]",0.08,0.0,0.07,0.0,0.2,0.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[655, 122, 146, 183]",0.05,0.0,0.1,0.0,0.26,0.01,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[610, 133, 144, 185]",0.05,0.0,0.02,0.0,0.04,0.01,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[621, 145, 141, 178]",0.22,0.0,0.07,0.0,0.19,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[602, 237, 126, 141]",0.28,0.0,0.57,0.0,0.15,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[607, 254, 128, 137]",0.2,0.0,0.42,0.0,0.38,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[603, 253, 127, 140]",0.22,0.0,0.56,0.0,0.22,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[588, 246, 133, 145]",0.25,0.0,0.5,0.0,0.26,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[573, 235, 124, 139]",0.19,0.0,0.67,0.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[573, 229, 125, 140]",0.31,0.0,0.51,0.0,0.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[579, 226, 125, 135]",0.2,0.0,0.48,0.0,0.32,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[567, 172, 147, 172]",0.18,0.01,0.05,0.0,0.2,0.01,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[604, 107, 142, 178]",0.06,0.0,0.08,0.0,0.09,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[636, 95, 143, 178]",0.13,0.0,0.16,0.0,0.08,0.02,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[602, 128, 139, 168]",0.04,0.0,0.07,0.0,0.11,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[591, 111, 144, 175]",0.05,0.0,0.03,0.0,0.1,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[594, 105, 143, 183]",0.13,0.0,0.12,0.0,0.07,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[617, 97, 140, 179]",0.02,0.0,0.12,0.0,0.13,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[593, 132, 144, 174]",0.06,0.0,0.05,0.0,0.17,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[590, 111, 144, 186]",0.09,0.0,0.03,0.0,0.14,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[594, 117, 144, 178]",0.13,0.0,0.06,0.0,0.15,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[585, 118, 146, 180]",0.11,0.0,0.06,0.0,0.07,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[574, 121, 144, 174]",0.12,0.0,0.08,0.0,0.08,0.01,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[576, 120, 144, 180]",0.09,0.0,0.04,0.0,0.05,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[579, 113, 144, 180]",0.24,0.0,0.07,0.02,0.1,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[611, 97, 145, 182]",0.05,0.0,0.05,0.0,0.07,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[622, 108, 136, 167]",0.13,0.0,0.05,0.0,0.09,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[609, 105, 140, 175]",0.2,0.0,0.1,0.0,0.18,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[576, 123, 145, 178]",0.28,0.0,0.13,0.0,0.12,0.01,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[583, 115, 144, 181]",0.33,0.0,0.15,0.0,0.07,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[590, 117, 142, 176]",0.36,0.0,0.16,0.0,0.07,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[593, 111, 140, 176]",0.17,0.0,0.07,0.0,0.09,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[621, 84, 142, 179]",0.11,0.0,0.06,0.0,0.09,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[627, 104, 144, 175]",0.12,0.0,0.13,0.0,0.11,0.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[590, 81, 134, 179]",0.19,0.0,0.07,0.02,0.17,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[597, 105, 137, 177]",0.19,0.0,0.17,0.04,0.11,0.0,0.49,"[692, 282, 86, 108]",0.14,0.01,0.35,0.08,0.22,0.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[606, 99, 142, 183]",0.03,0.0,0.07,0.0,0.07,0.01,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[603, 95, 140, 180]",0.15,0.0,0.03,0.0,0.11,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
