,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11
10,"[573, 120, 144, 178]",0.08,0.0,0.05,0.0,0.15,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"[582, 154, 143, 177]",0.24,0.0,0.11,0.0,0.18,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"[590, 144, 141, 177]",0.25,0.0,0.04,0.0,0.08,0.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"[613, 130, 145, 182]",0.06,0.0,0.05,0.0,0.09,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"[600, 143, 145, 178]",0.1,0.0,0.04,0.0,0.13,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"[609, 145, 145, 178]",0.12,0.0,0.05,0.0,0.13,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"[588, 145, 141, 181]",0.61,0.0,0.06,0.02,0.04,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"[580, 150, 133, 174]",0.49,0.0,0.12,0.0,0.14,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"[594, 134, 137, 177]",0.29,0.0,0.09,0.0,0.09,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"[654, 131, 142, 177]",0.11,0.0,0.1,0.0,0.18,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"[667, 116, 144, 174]",0.01,0.0,0.03,0.0,0.03,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[722, 121, 139, 173]",0.12,0.0,0.12,0.0,0.15,0.02,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[731, 111, 145, 177]",0.07,0.0,0.11,0.0,0.15,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[688, 128, 143, 188]",0.04,0.0,0.04,0.0,0.09,0.01,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[675, 128, 137, 178]",0.11,0.0,0.09,0.0,0.09,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[586, 545, 33, 38]",0.11,0.0,0.4,0.06,0.33,0.01,0.09,"[351, 496, 34, 38]",0.21,0.0,0.09,0.0,0.54,0.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[1167, 489, 21, 24]",0.14,0.0,0.01,0.01,0.59,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[51, 633, 48, 47]",0.14,0.0,0.14,0.01,0.09,0.09,0.53,"[978, 543, 21, 25]",0.28,0.0,0.3,0.08,0.27,0.0,0.07,"[93, 229, 41, 55]",0.45,0.0,0.05,0.25,0.11,0.06,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[1178, 493, 21, 21]",0.41,0.0,0.01,0.15,0.26,0.0,0.17,"[249, 458, 40, 51]",0.33,0.0,0.06,0.27,0.18,0.06,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[160, 354, 28, 36]",0.31,0.0,0.02,0.4,0.06,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[373, 215, 21, 22]",0.5,0.0,0.06,0.09,0.26,0.03,0.06,"[1190, 497, 23, 23]",0.2,0.0,0.01,0.03,0.61,0.0,0.15,"[1254, 233, 26, 34]",0.27,0.0,0.44,0.01,0.15,0.07,0.06,"[400, 174, 36, 47]",0.05,0.0,0.02,0.1,0.2,0.01,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[1194, 497, 23, 25]",0.14,0.0,0.02,0.01,0.68,0.0,0.16,"[894, 200, 30, 36]",0.04,0.0,0.03,0.29,0.45,0.01,0.19,"[990, 548, 23, 29]",0.08,0.0,0.03,0.28,0.37,0.0,0.24,"[74, 432, 23, 26]",0.06,0.0,0.09,0.64,0.16,0.0,0.05,"[687, 358, 23, 24]",0.06,0.0,0.1,0.07,0.74,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[1198, 500, 22, 23]",0.14,0.0,0.01,0.0,0.73,0.0,0.11,"[736, 655, 41, 44]",0.03,0.0,0.01,0.01,0.12,0.06,0.77,"[1025, 482, 23, 23]",0.03,0.0,0.01,0.93,0.01,0.0,0.01,"[343, 503, 46, 44]",0.1,0.0,0.18,0.0,0.61,0.03,0.07,"[1176, 404, 25, 25]",0.04,0.0,0.22,0.64,0.04,0.01,0.05,"[59, 272, 18, 22]",0.05,0.02,0.1,0.63,0.12,0.0,0.08,"[724, 292, 26, 34]",0.21,0.0,0.05,0.32,0.34,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[332, 595, 52, 59]",0.13,0.0,0.15,0.07,0.39,0.06,0.2,"[1204, 501, 24, 24]",0.09,0.0,0.01,0.0,0.76,0.0,0.13,"[994, 551, 27, 34]",0.05,0.0,0.05,0.6,0.1,0.02,0.18,"[151, 355, 25, 33]",0.1,0.0,0.02,0.7,0.06,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[1248, 111, 24, 30]",0.3,0.0,0.02,0.51,0.06,0.01,0.1,"[905, 363, 49, 60]",0.21,0.0,0.14,0.14,0.22,0.07,0.23,"[72, 221, 45, 60]",0.42,0.0,0.07,0.24,0.11,0.06,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[1000, 556, 28, 35]",0.04,0.0,0.07,0.44,0.12,0.0,0.32,"[430, 396, 38, 40]",0.02,0.0,0.01,0.23,0.16,0.05,0.52,"[1223, 505, 21, 23]",0.15,0.0,0.02,0.02,0.59,0.0,0.21,"[67, 218, 48, 64]",0.46,0.0,0.06,0.24,0.1,0.03,0.11,"[896, 107, 28, 35]",0.16,0.0,0.07,0.06,0.13,0.02,0.57,"[824, 97, 24, 29]",0.11,0.0,0.03,0.19,0.2,0.02,0.45,"[1042, 424, 24, 27]",0.09,0.0,0.04,0.71,0.1,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[1226, 503, 27, 28]",0.18,0.0,0.02,0.01,0.54,0.0,0.26,"[52, 318, 30, 37]",0.23,0.0,0.02,0.65,0.02,0.01,0.07,"[1080, 609, 25, 33]",0.22,0.0,0.2,0.12,0.28,0.01,0.17,"[143, 353, 26, 35]",0.05,0.0,0.01,0.87,0.02,0.01,0.04,"[1099, 532, 25, 30]",0.03,0.0,0.01,0.87,0.02,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[61, 215, 49, 63]",0.2,0.0,0.08,0.23,0.21,0.14,0.14,"[1144, 248, 33, 41]",0.39,0.0,0.05,0.27,0.1,0.06,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[381, 156, 50, 62]",0.02,0.0,0.0,0.97,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[42, 430, 27, 30]",0.03,0.0,0.05,0.81,0.07,0.0,0.03,"[1250, 512, 24, 25]",0.11,0.0,0.01,0.02,0.64,0.0,0.23,"[779, 424, 25, 27]",0.31,0.0,0.24,0.03,0.36,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[667, 139, 137, 174]",0.2,0.0,0.1,0.0,0.1,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[654, 136, 136, 175]",0.3,0.01,0.23,0.0,0.13,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[647, 211, 137, 149]",0.25,0.0,0.37,0.0,0.37,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[632, 230, 133, 143]",0.24,0.0,0.45,0.0,0.29,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[636, 222, 133, 150]",0.27,0.0,0.29,0.0,0.43,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[641, 220, 131, 146]",0.24,0.0,0.43,0.0,0.3,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[635, 234, 125, 143]",0.31,0.0,0.41,0.0,0.26,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[641, 223, 132, 148]",0.23,0.0,0.47,0.0,0.29,0.0,0.01,"[0, 581, 110, 162]",0.24,0.0,0.14,0.01,0.42,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[636, 226, 129, 143]",0.2,0.0,0.41,0.0,0.37,0.0,0.01,"[0, 575, 117, 159]",0.36,0.0,0.03,0.0,0.58,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[636, 227, 131, 143]",0.21,0.0,0.51,0.0,0.27,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[635, 220, 130, 147]",0.26,0.0,0.39,0.0,0.33,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[646, 211, 137, 151]",0.16,0.0,0.49,0.0,0.32,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[667, 122, 145, 182]",0.03,0.0,0.08,0.0,0.09,0.01,0.79,"[0, 597, 113, 153]",0.53,0.0,0.07,0.04,0.29,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[705, 114, 143, 178]",0.04,0.0,0.12,0.0,0.13,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[673, 125, 144, 176]",0.05,0.0,0.14,0.0,0.29,0.0,0.52,"[0, 580, 115, 171]",0.23,0.0,0.09,0.04,0.56,0.0,0.08,"[757, 300, 79, 103]",0.08,0.0,0.25,0.09,0.45,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[639, 125, 142, 176]",0.05,0.0,0.07,0.0,0.1,0.0,0.78,"[0, 592, 111, 147]",0.59,0.0,0.04,0.01,0.34,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[638, 124, 143, 183]",0.04,0.0,0.05,0.0,0.16,0.0,0.75,"[0, 591, 111, 151]",0.3,0.0,0.08,0.12,0.26,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[657, 136, 142, 181]",0.05,0.0,0.04,0.0,0.21,0.0,0.69,"[0, 594, 108, 150]",0.32,0.0,0.11,0.13,0.34,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[651, 125, 140, 178]",0.33,0.0,0.12,0.01,0.05,0.0,0.49,"[0, 591, 111, 155]",0.13,0.0,0.08,0.37,0.22,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[640, 118, 143, 188]",0.15,0.0,0.05,0.05,0.06,0.01,0.69,"[0, 598, 112, 148]",0.24,0.0,0.1,0.23,0.28,0.01,0.13,"[746, 323, 54, 65]",0.07,0.0,0.06,0.24,0.29,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[642, 125, 136, 178]",0.22,0.0,0.16,0.06,0.07,0.0,0.5,"[0, 597, 111, 150]",0.24,0.0,0.11,0.25,0.27,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[667, 123, 146, 183]",0.03,0.0,0.05,0.0,0.07,0.0,0.85,"[0, 597, 112, 150]",0.21,0.0,0.11,0.31,0.26,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[662, 130, 143, 174]",0.05,0.0,0.06,0.0,0.15,0.0,0.74,"[0, 596, 111, 156]",0.23,0.0,0.19,0.15,0.32,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[661, 127, 142, 181]",0.05,0.0,0.05,0.0,0.18,0.0,0.72,"[0, 597, 111, 153]",0.41,0.0,0.16,0.07,0.25,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[633, 135, 130, 170]",0.24,0.0,0.06,0.0,0.13,0.0,0.56,"[51, 647, 39, 43]",0.12,0.0,0.1,0.37,0.14,0.04,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[616, 131, 140, 181]",0.23,0.0,0.16,0.02,0.34,0.0,0.25,"[0, 596, 111, 153]",0.4,0.0,0.07,0.1,0.29,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[661, 109, 145, 189]",0.1,0.0,0.06,0.0,0.06,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[682, 122, 141, 180]",0.08,0.0,0.06,0.0,0.09,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[682, 105, 143, 185]",0.16,0.0,0.14,0.0,0.07,0.01,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[702, 115, 145, 184]",0.03,0.0,0.07,0.0,0.06,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[669, 119, 139, 172]",0.08,0.0,0.04,0.0,0.09,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[666, 125, 138, 177]",0.06,0.0,0.09,0.0,0.07,0.02,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[641, 122, 141, 183]",0.22,0.0,0.06,0.0,0.11,0.0,0.6,"[740, 308, 76, 87]",0.11,0.02,0.11,0.04,0.34,0.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[653, 137, 143, 180]",0.17,0.0,0.18,0.0,0.07,0.07,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[682, 115, 146, 182]",0.06,0.0,0.15,0.0,0.12,0.01,0.66,"[0, 578, 100, 158]",0.08,0.0,0.27,0.0,0.57,0.01,0.06,"[762, 295, 90, 113]",0.03,0.0,0.18,0.08,0.46,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[661, 123, 141, 178]",0.29,0.0,0.11,0.0,0.22,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[645, 132, 144, 176]",0.16,0.0,0.19,0.0,0.12,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[648, 129, 142, 174]",0.06,0.0,0.06,0.0,0.13,0.0,0.75,"[11, 646, 37, 41]",0.1,0.0,0.23,0.28,0.19,0.06,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[627, 134, 134, 173]",0.39,0.0,0.17,0.0,0.15,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[650, 118, 143, 183]",0.21,0.0,0.12,0.0,0.12,0.02,0.53,"[739, 315, 54, 65]",0.2,0.0,0.07,0.19,0.27,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[660, 123, 137, 174]",0.1,0.0,0.07,0.0,0.07,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[647, 123, 138, 174]",0.09,0.0,0.02,0.0,0.1,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[662, 125, 147, 182]",0.05,0.0,0.08,0.0,0.14,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[639, 126, 138, 179]",0.35,0.0,0.11,0.01,0.11,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[631, 120, 140, 186]",0.29,0.0,0.04,0.01,0.1,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
