,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7
127,"[524, 144, 158, 213]",0.18,0.0,0.08,0.35,0.08,0.02,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[533, 170, 152, 205]",0.12,0.0,0.04,0.48,0.29,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[551, 97, 165, 215]",0.3,0.0,0.07,0.13,0.16,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[543, 196, 158, 210]",0.51,0.0,0.03,0.21,0.15,0.03,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[555, 136, 161, 213]",0.59,0.0,0.06,0.0,0.07,0.12,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[523, 120, 167, 214]",0.11,0.0,0.25,0.01,0.09,0.12,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[521, 125, 149, 203]",0.11,0.0,0.02,0.4,0.07,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[523, 128, 167, 214]",0.51,0.0,0.05,0.02,0.06,0.17,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[478, 170, 155, 198]",0.12,0.0,0.06,0.58,0.19,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[528, 174, 149, 191]",0.24,0.0,0.05,0.04,0.33,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[591, 113, 153, 218]",0.15,0.0,0.03,0.15,0.06,0.01,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[662, 142, 162, 213]",0.02,0.0,0.01,0.88,0.0,0.08,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[636, 195, 151, 196]",0.59,0.07,0.05,0.04,0.2,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[623, 149, 161, 203]",0.25,0.0,0.07,0.04,0.1,0.11,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[595, 145, 156, 206]",0.34,0.0,0.11,0.02,0.19,0.09,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[569, 196, 143, 177]",0.11,0.01,0.09,0.05,0.42,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[565, 218, 153, 196]",0.01,0.0,0.0,0.96,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[592, 152, 164, 212]",0.22,0.0,0.06,0.34,0.16,0.04,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[590, 171, 151, 199]",0.54,0.01,0.05,0.03,0.2,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[550, 222, 150, 181]",0.16,0.0,0.03,0.43,0.3,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[631, 144, 152, 209]",0.12,0.0,0.04,0.65,0.07,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[593, 145, 159, 221]",0.03,0.0,0.01,0.95,0.0,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[601, 129, 163, 225]",0.13,0.0,0.02,0.33,0.08,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[623, 142, 160, 204]",0.14,0.0,0.01,0.01,0.03,0.01,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[572, 142, 172, 241]",0.38,0.0,0.23,0.05,0.08,0.04,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[606, 196, 145, 196]",0.16,0.0,0.07,0.63,0.09,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[598, 191, 149, 199]",0.29,0.0,0.14,0.03,0.2,0.03,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[520, 118, 161, 207]",0.08,0.0,0.01,0.01,0.01,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[502, 150, 160, 207]",0.47,0.0,0.24,0.01,0.17,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[534, 105, 167, 211]",0.25,0.0,0.4,0.0,0.12,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[532, 137, 163, 207]",0.13,0.0,0.06,0.28,0.12,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[535, 155, 154, 204]",0.08,0.0,0.01,0.42,0.03,0.02,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[604, 231, 145, 187]",0.24,0.01,0.03,0.55,0.09,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[697, 145, 159, 223]",0.08,0.0,0.12,0.32,0.43,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[618, 222, 144, 194]",0.34,0.01,0.03,0.32,0.25,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[587, 197, 149, 190]",0.1,0.0,0.01,0.19,0.24,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[611, 193, 150, 194]",0.2,0.0,0.04,0.62,0.07,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[616, 205, 147, 187]",0.15,0.0,0.04,0.48,0.22,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[610, 171, 152, 199]",0.45,0.0,0.06,0.04,0.26,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[607, 215, 146, 187]",0.24,0.02,0.11,0.19,0.33,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[549, 149, 162, 209]",0.49,0.0,0.09,0.06,0.07,0.16,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[556, 180, 148, 194]",0.15,0.0,0.11,0.05,0.46,0.03,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[592, 156, 154, 213]",0.53,0.0,0.17,0.08,0.09,0.11,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[581, 182, 150, 197]",0.59,0.0,0.15,0.0,0.09,0.09,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[577, 206, 148, 188]",0.24,0.0,0.05,0.1,0.36,0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[548, 145, 163, 216]",0.25,0.0,0.03,0.21,0.08,0.03,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[560, 166, 160, 210]",0.38,0.0,0.05,0.18,0.08,0.12,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[515, 189, 152, 200]",0.29,0.0,0.04,0.08,0.42,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[535, 175, 152, 201]",0.32,0.0,0.05,0.25,0.21,0.03,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[541, 239, 139, 179]",0.21,0.0,0.08,0.14,0.28,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"[532, 116, 161, 202]",0.13,0.0,0.05,0.0,0.07,0.06,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[524, 132, 162, 214]",0.26,0.0,0.2,0.07,0.08,0.29,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[523, 124, 159, 213]",0.5,0.0,0.24,0.03,0.07,0.13,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[547, 129, 161, 219]",0.1,0.0,0.05,0.46,0.06,0.05,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[548, 197, 148, 196]",0.07,0.0,0.02,0.75,0.12,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[493, 133, 156, 224]",0.15,0.0,0.02,0.5,0.06,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[526, 199, 147, 192]",0.09,0.01,0.05,0.74,0.09,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[517, 105, 161, 225]",0.16,0.0,0.04,0.03,0.07,0.11,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[525, 142, 160, 212]",0.06,0.0,0.02,0.5,0.06,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[567, 229, 139, 185]",0.27,0.0,0.06,0.55,0.07,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"[591, 159, 156, 217]",0.59,0.02,0.13,0.04,0.13,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"[541, 145, 155, 216]",0.49,0.0,0.11,0.26,0.06,0.06,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"[532, 121, 159, 218]",0.45,0.0,0.42,0.01,0.08,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"[521, 188, 150, 192]",0.24,0.0,0.11,0.16,0.39,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"[545, 139, 160, 209]",0.29,0.0,0.39,0.01,0.16,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"[528, 205, 150, 196]",0.41,0.0,0.07,0.06,0.33,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"[479, 122, 154, 213]",0.71,0.0,0.2,0.01,0.01,0.04,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"[541, 131, 155, 210]",0.36,0.0,0.15,0.0,0.03,0.39,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"[594, 170, 152, 203]",0.48,0.0,0.09,0.07,0.23,0.05,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"[608, 174, 155, 207]",0.52,0.0,0.03,0.22,0.17,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"[583, 152, 163, 215]",0.37,0.0,0.11,0.03,0.17,0.05,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"[579, 181, 160, 203]",0.3,0.0,0.04,0.03,0.38,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"[531, 153, 157, 228]",0.13,0.0,0.03,0.34,0.05,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"[524, 190, 148, 197]",0.34,0.0,0.06,0.27,0.22,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"[553, 136, 157, 207]",0.14,0.0,0.05,0.05,0.13,0.01,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"[493, 127, 159, 217]",0.21,0.0,0.14,0.39,0.06,0.04,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"[530, 199, 150, 202]",0.32,0.0,0.06,0.33,0.26,0.0,0.04,"[877, 502, 142, 171]",0.25,0.0,0.06,0.22,0.29,0.02,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"[526, 143, 152, 209]",0.24,0.0,0.02,0.03,0.23,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"[576, 174, 150, 200]",0.11,0.0,0.04,0.48,0.2,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"[570, 207, 146, 194]",0.34,0.0,0.08,0.09,0.43,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"[549, 151, 159, 205]",0.24,0.0,0.1,0.14,0.19,0.02,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"[536, 150, 156, 205]",0.36,0.0,0.25,0.0,0.33,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"[563, 125, 149, 201]",0.34,0.0,0.05,0.05,0.26,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"[554, 135, 155, 219]",0.21,0.0,0.04,0.02,0.1,0.02,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"[618, 162, 159, 213]",0.6,0.0,0.23,0.0,0.04,0.11,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"[595, 248, 133, 168]",0.2,0.08,0.33,0.04,0.29,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"[599, 228, 134, 170]",0.55,0.02,0.08,0.05,0.17,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"[589, 177, 152, 209]",0.34,0.0,0.05,0.42,0.16,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"[552, 142, 156, 205]",0.39,0.0,0.14,0.02,0.06,0.3,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"[555, 131, 159, 212]",0.32,0.0,0.09,0.06,0.32,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"[515, 129, 158, 208]",0.3,0.0,0.39,0.06,0.18,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"[567, 203, 144, 184]",0.3,0.01,0.1,0.21,0.28,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"[503, 116, 160, 215]",0.17,0.0,0.24,0.03,0.13,0.37,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"[607, 117, 163, 209]",0.13,0.0,0.33,0.03,0.12,0.07,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"[558, 130, 156, 204]",0.24,0.0,0.2,0.07,0.35,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"[606, 231, 136, 170]",0.18,0.01,0.06,0.51,0.16,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"[627, 137, 160, 217]",0.27,0.0,0.07,0.3,0.22,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"[615, 227, 133, 167]",0.11,0.0,0.04,0.44,0.23,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"[630, 170, 152, 201]",0.52,0.0,0.03,0.06,0.33,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"[607, 129, 162, 201]",0.3,0.0,0.2,0.11,0.27,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"[590, 133, 160, 210]",0.53,0.0,0.14,0.0,0.13,0.03,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"[633, 136, 162, 227]",0.02,0.0,0.01,0.93,0.02,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"[595, 114, 156, 209]",0.2,0.0,0.43,0.0,0.23,0.06,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"[594, 119, 161, 219]",0.27,0.0,0.2,0.28,0.08,0.15,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"[605, 116, 163, 213]",0.37,0.0,0.06,0.08,0.17,0.06,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"[609, 193, 147, 190]",0.67,0.01,0.06,0.06,0.14,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"[592, 140, 164, 214]",0.5,0.0,0.31,0.0,0.11,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"[582, 132, 159, 197]",0.12,0.0,0.07,0.05,0.14,0.01,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"[597, 127, 154, 203]",0.09,0.0,0.08,0.09,0.08,0.06,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"[640, 147, 161, 216]",0.02,0.0,0.01,0.9,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"[595, 150, 161, 214]",0.49,0.0,0.21,0.0,0.24,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"[608, 117, 164, 214]",0.3,0.0,0.18,0.01,0.18,0.21,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"[593, 119, 157, 204]",0.11,0.0,0.07,0.02,0.09,0.03,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"[596, 136, 154, 204]",0.46,0.0,0.19,0.01,0.07,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"[580, 180, 152, 196]",0.6,0.0,0.08,0.03,0.19,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"[591, 177, 147, 198]",0.54,0.0,0.06,0.0,0.3,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"[586, 140, 153, 201]",0.06,0.0,0.02,0.17,0.06,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"[595, 194, 149, 193]",0.35,0.0,0.05,0.25,0.28,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"[596, 124, 160, 212]",0.26,0.0,0.2,0.06,0.31,0.06,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"[569, 123, 159, 215]",0.23,0.0,0.36,0.01,0.04,0.3,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"[575, 144, 158, 204]",0.26,0.0,0.05,0.02,0.14,0.01,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"[560, 147, 161, 202]",0.16,0.0,0.05,0.13,0.13,0.05,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"[540, 151, 156, 196]",0.13,0.0,0.07,0.04,0.11,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"[531, 137, 160, 213]",0.17,0.0,0.12,0.33,0.21,0.04,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"[525, 135, 158, 225]",0.41,0.0,0.06,0.36,0.05,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"[550, 179, 154, 207]",0.59,0.0,0.08,0.0,0.19,0.12,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"[532, 160, 159, 208]",0.39,0.0,0.1,0.07,0.08,0.16,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"[561, 213, 151, 194]",0.16,0.0,0.06,0.02,0.41,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"[619, 208, 157, 202]",0.07,0.0,0.0,0.9,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"[613, 205, 150, 196]",0.46,0.0,0.04,0.31,0.15,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"[544, 153, 151, 197]",0.33,0.0,0.32,0.02,0.06,0.12,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"[627, 220, 149, 190]",0.21,0.0,0.06,0.24,0.35,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"[603, 159, 159, 209]",0.37,0.0,0.25,0.0,0.23,0.06,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"[628, 196, 150, 195]",0.24,0.0,0.04,0.61,0.06,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"[620, 239, 141, 188]",0.09,0.0,0.01,0.81,0.05,0.02,0.01,"[618, 629, 27, 36]",0.69,0.0,0.02,0.12,0.03,0.06,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"[608, 167, 154, 206]",0.09,0.0,0.03,0.59,0.05,0.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
