,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[589, 209, 89, 115]",0.13,0.0,0.1,0.0,0.5,0.01,0.26,"[447, 369, 15, 22]",0.22,0.0,0.44,0.01,0.2,0.03,0.11,,,,,,,,
1,"[576, 206, 91, 115]",0.17,0.0,0.04,0.02,0.3,0.01,0.46,"[447, 370, 16, 20]",0.18,0.0,0.33,0.02,0.26,0.06,0.15,,,,,,,,
2,"[611, 213, 88, 114]",0.25,0.0,0.07,0.04,0.04,0.01,0.59,"[448, 369, 14, 21]",0.16,0.0,0.34,0.06,0.21,0.05,0.19,,,,,,,,
3,"[585, 221, 89, 110]",0.06,0.0,0.0,0.02,0.02,0.0,0.9,"[447, 369, 15, 20]",0.16,0.0,0.35,0.02,0.22,0.15,0.1,,,,,,,,
4,"[591, 217, 90, 113]",0.22,0.0,0.02,0.01,0.04,0.0,0.7,"[445, 369, 15, 21]",0.21,0.0,0.37,0.01,0.3,0.03,0.09,,,,,,,,
5,"[574, 218, 94, 120]",0.49,0.01,0.02,0.02,0.06,0.0,0.4,"[438, 367, 17, 22]",0.09,0.0,0.37,0.03,0.21,0.03,0.27,,,,,,,,
6,"[597, 212, 99, 129]",0.39,0.0,0.11,0.01,0.04,0.02,0.43,"[431, 365, 16, 22]",0.17,0.0,0.37,0.02,0.26,0.05,0.14,,,,,,,,
7,"[565, 196, 99, 128]",0.29,0.0,0.04,0.03,0.1,0.0,0.53,"[422, 363, 18, 24]",0.13,0.0,0.37,0.02,0.27,0.05,0.16,,,,,,,,
8,"[583, 174, 108, 134]",0.17,0.0,0.02,0.02,0.11,0.0,0.68,"[412, 359, 18, 25]",0.12,0.0,0.31,0.04,0.26,0.1,0.18,,,,,,,,
9,"[580, 171, 109, 137]",0.21,0.0,0.02,0.01,0.07,0.0,0.69,"[402, 354, 18, 25]",0.17,0.0,0.41,0.02,0.16,0.12,0.11,,,,,,,,
10,"[568, 146, 120, 159]",0.28,0.0,0.05,0.33,0.07,0.03,0.24,"[390, 345, 19, 25]",0.19,0.0,0.29,0.03,0.13,0.16,0.19,,,,,,,,
11,"[570, 138, 122, 157]",0.14,0.0,0.06,0.03,0.08,0.01,0.68,"[378, 335, 20, 27]",0.14,0.0,0.33,0.03,0.16,0.16,0.18,,,,,,,,
12,"[578, 133, 124, 156]",0.16,0.0,0.02,0.32,0.03,0.03,0.44,"[368, 327, 22, 29]",0.2,0.0,0.29,0.03,0.15,0.1,0.23,,,,,,,,
13,"[566, 104, 132, 172]",0.24,0.0,0.06,0.04,0.04,0.02,0.61,"[367, 327, 21, 28]",0.22,0.0,0.18,0.03,0.2,0.13,0.24,,,,,,,,
14,"[567, 105, 126, 156]",0.16,0.0,0.1,0.0,0.26,0.01,0.46,"[367, 327, 21, 28]",0.22,0.0,0.17,0.03,0.2,0.1,0.27,,,,,,,,
15,"[560, 146, 126, 159]",0.18,0.0,0.01,0.04,0.05,0.0,0.71,"[367, 327, 21, 28]",0.21,0.0,0.18,0.03,0.2,0.1,0.28,,,,,,,,
16,"[550, 108, 125, 161]",0.04,0.0,0.0,0.0,0.02,0.0,0.93,"[366, 327, 22, 30]",0.4,0.0,0.15,0.01,0.12,0.14,0.18,,,,,,,,
