,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[274, 84, 109, 135]",0.29,0.0,0.13,0.01,0.31,0.0,0.25
1,"[272, 89, 99, 129]",0.18,0.0,0.11,0.0,0.24,0.0,0.47
2,"[282, 88, 113, 138]",0.26,0.0,0.04,0.01,0.51,0.0,0.18
3,"[283, 154, 111, 136]",0.03,0.0,0.0,0.03,0.02,0.0,0.93
4,"[278, 172, 110, 137]",0.02,0.0,0.01,0.0,0.02,0.0,0.95
5,"[220, 123, 133, 169]",0.39,0.01,0.47,0.05,0.04,0.0,0.04
6,"[220, 155, 127, 168]",0.16,0.0,0.52,0.11,0.15,0.01,0.06
7,"[263, 151, 139, 177]",0.11,0.0,0.19,0.04,0.27,0.0,0.38
8,"[186, 164, 129, 166]",0.05,0.0,0.62,0.02,0.08,0.01,0.22
9,"[240, 114, 134, 164]",0.22,0.01,0.15,0.03,0.17,0.01,0.42
10,"[169, 79, 136, 171]",0.33,0.0,0.08,0.01,0.13,0.0,0.44
11,"[212, 98, 144, 179]",0.17,0.0,0.45,0.02,0.22,0.01,0.14
12,"[320, 76, 137, 178]",0.11,0.01,0.79,0.01,0.03,0.01,0.04
13,"[258, 67, 139, 181]",0.07,0.0,0.83,0.0,0.03,0.05,0.02
14,"[216, 75, 137, 172]",0.34,0.0,0.21,0.03,0.09,0.03,0.29
15,"[236, 84, 156, 194]",0.08,0.0,0.21,0.07,0.4,0.02,0.22
16,"[108, 101, 141, 179]",0.52,0.01,0.13,0.04,0.22,0.01,0.08
17,"[211, 103, 145, 175]",0.26,0.01,0.22,0.04,0.14,0.01,0.33
18,"[241, 104, 135, 176]",0.75,0.0,0.09,0.0,0.11,0.0,0.04
19,"[286, 81, 147, 200]",0.15,0.0,0.23,0.02,0.23,0.0,0.37
20,"[203, 102, 145, 184]",0.31,0.0,0.13,0.14,0.07,0.0,0.35
21,"[215, 84, 147, 187]",0.36,0.0,0.12,0.0,0.22,0.01,0.29
22,"[188, 101, 147, 185]",0.2,0.0,0.03,0.02,0.12,0.0,0.63
23,"[223, 73, 142, 169]",0.42,0.0,0.2,0.01,0.09,0.11,0.17
24,"[211, 89, 145, 179]",0.04,0.0,0.06,0.02,0.35,0.01,0.52
25,"[214, 109, 143, 183]",0.42,0.0,0.11,0.01,0.2,0.0,0.25
26,"[258, 112, 139, 173]",0.22,0.0,0.19,0.24,0.12,0.0,0.22
27,"[149, 93, 150, 184]",0.37,0.0,0.25,0.01,0.11,0.0,0.26
28,"[237, 87, 150, 191]",0.1,0.0,0.09,0.04,0.22,0.0,0.55
29,"[323, 73, 151, 196]",0.11,0.0,0.08,0.02,0.17,0.0,0.61
30,"[324, 73, 146, 190]",0.06,0.0,0.04,0.03,0.09,0.0,0.78
31,"[319, 52, 147, 180]",0.07,0.0,0.05,0.0,0.03,0.01,0.83
32,"[246, 80, 138, 181]",0.16,0.0,0.15,0.24,0.13,0.01,0.31
33,"[288, 86, 138, 177]",0.05,0.0,0.7,0.07,0.16,0.01,0.02
34,"[323, 80, 143, 176]",0.21,0.0,0.14,0.25,0.17,0.07,0.16
35,"[304, 51, 135, 167]",0.44,0.02,0.27,0.0,0.11,0.01,0.15
36,"[317, 86, 142, 179]",0.44,0.01,0.18,0.0,0.17,0.0,0.19
37,"[222, 75, 154, 180]",0.18,0.0,0.37,0.03,0.2,0.02,0.21
38,"[291, 61, 136, 175]",0.03,0.0,0.73,0.04,0.04,0.06,0.1
39,"[273, 70, 144, 178]",0.6,0.03,0.16,0.01,0.15,0.0,0.04
40,"[232, 73, 142, 175]",0.19,0.0,0.62,0.0,0.07,0.0,0.11
41,"[276, 78, 138, 170]",0.12,0.01,0.38,0.03,0.26,0.02,0.19
42,"[277, 70, 139, 173]",0.25,0.0,0.51,0.01,0.11,0.04,0.08
43,"[260, 59, 142, 179]",0.03,0.0,0.73,0.03,0.09,0.0,0.1
44,"[264, 55, 141, 175]",0.33,0.0,0.55,0.0,0.04,0.05,0.03
45,"[225, 58, 141, 181]",0.38,0.0,0.4,0.0,0.1,0.05,0.07
46,"[305, 56, 141, 179]",0.07,0.0,0.38,0.01,0.07,0.02,0.44
47,"[254, 63, 137, 179]",0.19,0.01,0.66,0.01,0.04,0.0,0.09
48,"[256, 79, 142, 172]",0.16,0.0,0.52,0.08,0.07,0.03,0.13
49,"[272, 68, 141, 183]",0.57,0.0,0.29,0.01,0.06,0.0,0.06
50,"[225, 77, 142, 162]",0.32,0.0,0.43,0.01,0.02,0.02,0.2
51,"[206, 69, 138, 171]",0.16,0.0,0.61,0.05,0.12,0.02,0.04
52,"[201, 62, 149, 186]",0.24,0.0,0.52,0.0,0.09,0.01,0.13
53,"[226, 67, 148, 171]",0.69,0.0,0.06,0.0,0.02,0.01,0.23
54,"[233, 77, 144, 176]",0.33,0.0,0.34,0.02,0.07,0.02,0.22
55,"[213, 46, 72, 91]",0.07,0.0,0.21,0.17,0.44,0.01,0.09
56,"[223, 65, 143, 177]",0.36,0.0,0.38,0.0,0.08,0.0,0.17
57,"[205, 88, 138, 172]",0.43,0.0,0.43,0.0,0.09,0.01,0.05
58,"[255, 77, 144, 178]",0.07,0.0,0.69,0.0,0.14,0.02,0.08
59,"[234, 69, 144, 181]",0.1,0.0,0.86,0.01,0.03,0.0,0.0
60,"[317, 22, 79, 96]",0.03,0.0,0.06,0.59,0.18,0.0,0.14
61,"[272, 83, 133, 174]",0.11,0.0,0.35,0.02,0.09,0.01,0.42
62,"[198, 86, 135, 168]",0.32,0.01,0.22,0.01,0.22,0.01,0.2
63,"[258, 60, 147, 187]",0.11,0.01,0.81,0.03,0.01,0.03,0.01
64,"[313, 59, 134, 181]",0.05,0.0,0.83,0.05,0.04,0.02,0.01
65,"[231, 68, 146, 185]",0.13,0.0,0.74,0.01,0.08,0.02,0.02
66,"[303, 76, 145, 185]",0.02,0.03,0.85,0.01,0.04,0.01,0.03
67,"[286, 48, 150, 185]",0.49,0.0,0.12,0.0,0.23,0.0,0.15
68,"[225, 76, 141, 184]",0.01,0.0,0.94,0.0,0.03,0.0,0.01
69,"[246, 73, 141, 178]",0.08,0.0,0.69,0.03,0.04,0.01,0.14
70,"[250, 90, 150, 187]",0.26,0.0,0.04,0.0,0.18,0.0,0.52
71,"[188, 70, 139, 171]",0.06,0.0,0.48,0.01,0.29,0.01,0.16
72,"[248, 73, 144, 201]",0.13,0.0,0.5,0.02,0.05,0.01,0.3
73,"[188, 74, 135, 173]",0.27,0.03,0.3,0.01,0.18,0.01,0.19
74,"[261, 73, 142, 190]",0.15,0.05,0.68,0.02,0.04,0.02,0.04
75,"[340, 94, 128, 167]",0.02,0.0,0.93,0.0,0.02,0.01,0.02
76,"[346, 99, 131, 172]",0.03,0.0,0.88,0.01,0.02,0.01,0.04
77,"[176, 70, 149, 186]",0.07,0.0,0.8,0.0,0.05,0.01,0.08
78,"[348, 91, 136, 178]",0.16,0.0,0.77,0.0,0.04,0.0,0.03
79,"[175, 97, 140, 174]",0.04,0.0,0.86,0.0,0.07,0.0,0.03
80,"[266, 68, 150, 181]",0.07,0.0,0.65,0.01,0.11,0.0,0.16
81,"[243, 79, 147, 173]",0.17,0.01,0.55,0.02,0.15,0.02,0.08
82,"[277, 77, 145, 188]",0.01,0.01,0.8,0.01,0.06,0.08,0.03
83,"[194, 75, 143, 169]",0.03,0.0,0.85,0.01,0.04,0.04,0.04
84,"[283, 59, 138, 181]",0.13,0.0,0.77,0.01,0.05,0.01,0.02
85,"[271, 63, 145, 190]",0.23,0.04,0.61,0.05,0.02,0.02,0.03
86,"[311, 75, 144, 185]",0.09,0.0,0.71,0.0,0.12,0.05,0.04
87,"[315, 75, 145, 174]",0.17,0.01,0.72,0.0,0.06,0.0,0.04
88,"[185, 86, 140, 176]",0.01,0.0,0.91,0.02,0.04,0.02,0.01
89,"[229, 76, 142, 184]",0.16,0.0,0.6,0.01,0.04,0.05,0.14
90,"[249, 74, 135, 171]",0.62,0.01,0.25,0.0,0.08,0.0,0.04
91,"[251, 76, 143, 182]",0.16,0.02,0.51,0.19,0.08,0.01,0.02
92,"[210, 82, 142, 176]",0.26,0.0,0.13,0.0,0.01,0.0,0.6
93,"[186, 81, 143, 187]",0.08,0.0,0.63,0.09,0.1,0.0,0.09
94,"[86, 91, 143, 181]",0.04,0.0,0.87,0.0,0.05,0.01,0.04
95,"[293, 98, 134, 170]",0.42,0.01,0.4,0.05,0.07,0.01,0.03
96,"[340, 95, 135, 167]",0.12,0.0,0.75,0.0,0.06,0.01,0.05
97,"[180, 87, 145, 177]",0.02,0.0,0.82,0.02,0.04,0.01,0.08
98,"[202, 67, 136, 166]",0.29,0.0,0.18,0.02,0.33,0.01,0.17
