,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[210, 62, 88, 119]",0.17,0.0,0.02,0.01,0.28,0.01,0.51,"[856, 129, 87, 110]",0.36,0.0,0.14,0.01,0.08,0.0,0.42
1,"[166, 64, 91, 123]",0.25,0.0,0.03,0.0,0.41,0.02,0.29,,,,,,,,
2,"[746, 129, 101, 126]",0.14,0.0,0.11,0.0,0.12,0.01,0.62,,,,,,,,
3,"[730, 126, 103, 129]",0.13,0.0,0.17,0.0,0.19,0.01,0.49,,,,,,,,
4,"[724, 180, 97, 122]",0.09,0.01,0.1,0.0,0.76,0.0,0.04,,,,,,,,
5,"[710, 180, 104, 134]",0.22,0.0,0.07,0.01,0.67,0.0,0.03,,,,,,,,
6,"[692, 176, 110, 137]",0.07,0.0,0.05,0.01,0.84,0.0,0.03,,,,,,,,
7,"[673, 172, 112, 140]",0.09,0.0,0.08,0.0,0.79,0.0,0.04,"[709, 303, 35, 43]",0.15,0.01,0.24,0.01,0.55,0.0,0.06
8,"[625, 96, 115, 156]",0.11,0.0,0.1,0.02,0.45,0.01,0.32,,,,,,,,
9,"[617, 96, 116, 157]",0.26,0.0,0.12,0.04,0.26,0.0,0.32,,,,,,,,
10,"[569, 73, 135, 174]",0.05,0.0,0.03,0.02,0.06,0.0,0.84,,,,,,,,
11,"[582, 64, 150, 183]",0.05,0.0,0.05,0.0,0.13,0.0,0.77,,,,,,,,
12,"[578, 66, 157, 192]",0.1,0.01,0.27,0.0,0.22,0.01,0.39,,,,,,,,
13,"[570, 64, 163, 204]",0.51,0.01,0.22,0.0,0.21,0.0,0.05,,,,,,,,
14,"[572, 68, 155, 195]",0.06,0.0,0.08,0.0,0.1,0.0,0.76,,,,,,,,
15,"[584, 77, 154, 196]",0.09,0.0,0.11,0.0,0.07,0.01,0.71,,,,,,,,
16,"[611, 65, 158, 205]",0.29,0.0,0.05,0.01,0.11,0.0,0.52,,,,,,,,
17,"[593, 67, 158, 207]",0.38,0.0,0.06,0.01,0.34,0.0,0.21,,,,,,,,
18,"[567, 106, 152, 194]",0.4,0.0,0.05,0.0,0.49,0.0,0.05,,,,,,,,
19,"[549, 77, 151, 202]",0.32,0.0,0.03,0.0,0.08,0.0,0.57,,,,,,,,
20,"[536, 64, 155, 197]",0.48,0.0,0.07,0.0,0.04,0.0,0.4,,,,,,,,
