,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[795, 244, 154, 181]",0.07,0.0,0.05,0.02,0.74,0.0,0.12,,,,,,,,,,,,,,,,
1,"[584, 211, 144, 191]",0.45,0.0,0.02,0.0,0.07,0.04,0.42,,,,,,,,,,,,,,,,
2,"[596, 162, 157, 200]",0.35,0.0,0.53,0.0,0.06,0.01,0.04,,,,,,,,,,,,,,,,
3,"[449, 154, 190, 239]",0.37,0.0,0.02,0.0,0.04,0.01,0.55,,,,,,,,,,,,,,,,
4,"[511, 153, 199, 247]",0.67,0.0,0.01,0.0,0.02,0.0,0.31,,,,,,,,,,,,,,,,
5,"[534, 141, 199, 250]",0.66,0.0,0.21,0.0,0.04,0.02,0.06,,,,,,,,,,,,,,,,
6,"[522, 141, 193, 243]",0.07,0.0,0.06,0.0,0.02,0.05,0.8,,,,,,,,,,,,,,,,
7,"[497, 136, 197, 238]",0.24,0.0,0.01,0.0,0.02,0.0,0.74,,,,,,,,,,,,,,,,
8,"[498, 125, 194, 237]",0.37,0.0,0.04,0.0,0.04,0.01,0.55,,,,,,,,,,,,,,,,
9,"[521, 110, 195, 231]",0.36,0.0,0.06,0.0,0.03,0.01,0.54,,,,,,,,,,,,,,,,
10,"[541, 111, 192, 232]",0.67,0.0,0.05,0.0,0.05,0.01,0.23,,,,,,,,,,,,,,,,
11,"[515, 106, 195, 238]",0.87,0.0,0.01,0.0,0.08,0.0,0.04,,,,,,,,,,,,,,,,
12,"[496, 126, 198, 232]",0.4,0.0,0.01,0.0,0.03,0.0,0.55,,,,,,,,,,,,,,,,
13,"[496, 124, 196, 240]",0.62,0.0,0.2,0.0,0.13,0.01,0.05,,,,,,,,,,,,,,,,
14,"[569, 119, 189, 237]",0.65,0.0,0.25,0.0,0.08,0.0,0.01,,,,,,,,,,,,,,,,
15,"[554, 118, 186, 228]",0.67,0.0,0.08,0.0,0.08,0.0,0.17,,,,,,,,,,,,,,,,
16,"[535, 112, 189, 238]",0.57,0.0,0.07,0.0,0.06,0.01,0.31,,,,,,,,,,,,,,,,
17,"[553, 110, 189, 235]",0.74,0.0,0.15,0.0,0.06,0.01,0.04,,,,,,,,,,,,,,,,
18,"[538, 112, 188, 228]",0.45,0.0,0.43,0.0,0.06,0.02,0.04,,,,,,,,,,,,,,,,
19,"[488, 118, 207, 245]",0.25,0.0,0.04,0.0,0.02,0.01,0.68,,,,,,,,,,,,,,,,
20,"[544, 127, 184, 228]",0.52,0.0,0.11,0.0,0.08,0.01,0.28,,,,,,,,,,,,,,,,
21,"[563, 124, 195, 237]",0.29,0.0,0.04,0.0,0.04,0.01,0.61,,,,,,,,,,,,,,,,
22,"[501, 139, 188, 233]",0.37,0.0,0.22,0.01,0.23,0.01,0.16,,,,,,,,,,,,,,,,
23,"[581, 133, 189, 236]",0.41,0.0,0.03,0.0,0.03,0.01,0.52,,,,,,,,,,,,,,,,
24,"[554, 128, 187, 234]",0.13,0.0,0.02,0.0,0.01,0.02,0.81,,,,,,,,,,,,,,,,
