,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[1081, 423, 46, 61]",0.16,0.01,0.24,0.04,0.1,0.09,0.37,,,,,,,,,,,,,,,,
1,"[1066, 424, 49, 61]",0.37,0.0,0.19,0.01,0.13,0.01,0.27,,,,,,,,,,,,,,,,
2,"[1064, 421, 48, 63]",0.08,0.0,0.09,0.03,0.05,0.02,0.73,,,,,,,,,,,,,,,,
3,"[514, 100, 186, 252]",0.65,0.01,0.14,0.02,0.1,0.01,0.08,,,,,,,,,,,,,,,,
4,"[1084, 420, 48, 65]",0.1,0.01,0.46,0.04,0.13,0.07,0.19,,,,,,,,,,,,,,,,
5,"[512, 103, 189, 256]",0.36,0.0,0.22,0.1,0.09,0.03,0.21,"[1071, 421, 48, 63]",0.12,0.0,0.21,0.03,0.17,0.1,0.37,,,,,,,,
6,"[504, 112, 180, 250]",0.28,0.0,0.15,0.11,0.13,0.02,0.3,"[1069, 421, 49, 66]",0.08,0.0,0.35,0.13,0.09,0.09,0.26,,,,,,,,
7,"[496, 112, 184, 248]",0.45,0.01,0.05,0.04,0.1,0.02,0.32,"[1085, 431, 49, 64]",0.25,0.0,0.15,0.06,0.37,0.01,0.16,,,,,,,,
8,"[509, 116, 181, 243]",0.25,0.0,0.1,0.19,0.19,0.01,0.26,"[1091, 434, 49, 62]",0.23,0.01,0.14,0.11,0.23,0.01,0.27,,,,,,,,
9,"[501, 110, 175, 236]",0.12,0.0,0.03,0.02,0.09,0.0,0.75,"[1072, 428, 50, 66]",0.12,0.0,0.13,0.04,0.2,0.02,0.48,,,,,,,,
10,"[491, 100, 185, 247]",0.07,0.0,0.15,0.02,0.11,0.0,0.64,"[1071, 428, 49, 66]",0.25,0.0,0.12,0.05,0.14,0.02,0.43,,,,,,,,
11,"[1073, 429, 48, 63]",0.23,0.0,0.23,0.06,0.26,0.02,0.2,"[456, 86, 193, 248]",0.12,0.0,0.09,0.03,0.04,0.01,0.72,,,,,,,,
12,"[1089, 438, 46, 60]",0.13,0.01,0.06,0.23,0.33,0.0,0.24,,,,,,,,,,,,,,,,
13,"[436, 80, 194, 254]",0.03,0.0,0.09,0.04,0.03,0.01,0.81,,,,,,,,,,,,,,,,
14,"[496, 103, 182, 250]",0.02,0.0,0.09,0.0,0.14,0.01,0.74,,,,,,,,,,,,,,,,
15,"[500, 102, 188, 252]",0.05,0.0,0.13,0.01,0.13,0.01,0.67,"[1065, 421, 49, 62]",0.21,0.0,0.15,0.03,0.19,0.08,0.33,"[570, 353, 37, 45]",0.3,0.0,0.06,0.03,0.39,0.0,0.21
16,"[449, 104, 190, 250]",0.24,0.0,0.22,0.03,0.25,0.07,0.18,"[1075, 419, 43, 55]",0.32,0.0,0.2,0.02,0.19,0.01,0.26,,,,,,,,
17,"[1074, 422, 50, 64]",0.1,0.01,0.23,0.02,0.13,0.02,0.5,,,,,,,,,,,,,,,,
18,"[1080, 426, 48, 62]",0.1,0.02,0.21,0.07,0.12,0.05,0.43,"[389, 86, 189, 261]",0.54,0.0,0.06,0.06,0.24,0.02,0.08,,,,,,,,
19,"[1076, 422, 47, 60]",0.2,0.0,0.32,0.01,0.18,0.02,0.26,"[377, 100, 187, 256]",0.22,0.0,0.1,0.43,0.08,0.03,0.13,,,,,,,,
20,"[380, 114, 185, 237]",0.04,0.0,0.02,0.01,0.05,0.0,0.88,"[1061, 425, 49, 63]",0.09,0.01,0.34,0.03,0.2,0.11,0.22,,,,,,,,
21,"[476, 91, 191, 247]",0.03,0.0,0.01,0.05,0.02,0.0,0.89,"[1046, 424, 48, 61]",0.31,0.0,0.26,0.04,0.21,0.02,0.16,,,,,,,,
22,"[1058, 418, 51, 65]",0.11,0.0,0.14,0.02,0.13,0.02,0.57,"[496, 89, 163, 251]",0.13,0.0,0.12,0.08,0.04,0.01,0.62,,,,,,,,
23,"[1083, 423, 47, 63]",0.15,0.0,0.25,0.08,0.15,0.07,0.3,,,,,,,,,,,,,,,,
24,"[1066, 426, 48, 60]",0.11,0.0,0.07,0.09,0.16,0.0,0.58,,,,,,,,,,,,,,,,
