,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[560, 161, 45, 56]",0.01,0.0,0.0,0.83,0.0,0.0,0.16,,,,,,,,
1,"[535, 123, 57, 72]",0.01,0.0,0.0,0.88,0.01,0.0,0.1,,,,,,,,
2,"[495, 103, 74, 94]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,,,,,,,,
3,"[524, 22, 103, 127]",0.0,0.0,0.0,0.92,0.01,0.0,0.06,,,,,,,,
4,"[496, 97, 135, 172]",0.17,0.0,0.1,0.33,0.03,0.01,0.36,,,,,,,,
5,"[493, 59, 140, 175]",0.05,0.0,0.05,0.22,0.16,0.0,0.52,,,,,,,,
6,"[480, 62, 137, 169]",0.11,0.0,0.24,0.01,0.41,0.0,0.23,,,,,,,,
7,"[504, 73, 131, 172]",0.04,0.0,0.01,0.65,0.02,0.0,0.28,,,,,,,,
8,"[500, 76, 134, 167]",0.02,0.0,0.01,0.53,0.01,0.0,0.43,,,,,,,,
9,"[496, 73, 132, 168]",0.08,0.0,0.06,0.19,0.03,0.01,0.63,,,,,,,,
10,"[500, 66, 136, 169]",0.02,0.0,0.02,0.12,0.14,0.0,0.7,,,,,,,,
11,"[501, 70, 132, 167]",0.03,0.0,0.01,0.12,0.03,0.0,0.8,,,,,,,,
12,"[499, 61, 137, 167]",0.07,0.0,0.04,0.05,0.13,0.0,0.71,,,,,,,,
13,"[517, 74, 134, 171]",0.14,0.0,0.05,0.48,0.03,0.0,0.3,,,,,,,,
14,"[513, 76, 123, 164]",0.01,0.0,0.01,0.73,0.02,0.0,0.22,,,,,,,,
15,"[505, 74, 133, 167]",0.01,0.0,0.0,0.8,0.01,0.0,0.18,,,,,,,,
16,"[501, 78, 128, 163]",0.01,0.0,0.0,0.92,0.0,0.0,0.06,,,,,,,,
17,"[505, 67, 132, 169]",0.02,0.0,0.03,0.22,0.06,0.0,0.67,,,,,,,,
18,"[514, 75, 132, 170]",0.0,0.0,0.0,0.89,0.0,0.0,0.1,,,,,,,,
19,"[492, 70, 133, 169]",0.02,0.0,0.0,0.6,0.01,0.0,0.37,,,,,,,,
20,"[499, 67, 133, 161]",0.02,0.0,0.0,0.86,0.02,0.0,0.1,,,,,,,,
21,"[496, 69, 133, 163]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,,,,,,,,
22,"[500, 74, 131, 165]",0.0,0.0,0.0,0.87,0.0,0.0,0.12,,,,,,,,
23,"[509, 56, 135, 169]",0.05,0.0,0.01,0.68,0.05,0.0,0.21,,,,,,,,
24,"[508, 49, 137, 170]",0.02,0.0,0.0,0.59,0.02,0.0,0.37,,,,,,,,
25,"[509, 50, 133, 171]",0.05,0.0,0.01,0.62,0.07,0.0,0.24,,,,,,,,
26,"[512, 75, 123, 159]",0.02,0.0,0.01,0.54,0.08,0.0,0.35,,,,,,,,
27,"[511, 67, 126, 160]",0.03,0.0,0.02,0.35,0.06,0.0,0.54,,,,,,,,
28,"[528, 83, 120, 153]",0.21,0.0,0.01,0.72,0.02,0.0,0.04,,,,,,,,
29,"[512, 77, 125, 152]",0.01,0.0,0.0,0.89,0.02,0.0,0.07,,,,,,,,
30,"[523, 74, 125, 156]",0.04,0.0,0.01,0.8,0.03,0.0,0.13,,,,,,,,
31,"[528, 69, 123, 158]",0.01,0.0,0.01,0.69,0.02,0.0,0.27,,,,,,,,
32,"[542, 73, 122, 153]",0.01,0.0,0.0,0.8,0.03,0.0,0.16,,,,,,,,
33,"[536, 71, 125, 155]",0.03,0.0,0.01,0.41,0.03,0.0,0.51,,,,,,,,
34,"[511, 60, 125, 160]",0.05,0.0,0.09,0.04,0.69,0.0,0.13,,,,,,,,
35,"[516, 68, 127, 156]",0.04,0.0,0.01,0.41,0.06,0.0,0.48,,,,,,,,
36,"[518, 74, 126, 156]",0.04,0.0,0.0,0.45,0.02,0.0,0.48,,,,,,,,
37,"[523, 67, 120, 149]",0.01,0.0,0.0,0.91,0.01,0.0,0.07,,,,,,,,
38,"[520, 73, 123, 154]",0.02,0.0,0.01,0.75,0.02,0.0,0.2,,,,,,,,
39,"[515, 78, 120, 154]",0.09,0.0,0.02,0.54,0.01,0.0,0.33,"[605, 381, 15, 18]",0.1,0.0,0.19,0.22,0.34,0.02,0.13
40,"[528, 76, 124, 153]",0.07,0.0,0.01,0.39,0.04,0.0,0.49,,,,,,,,
