,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[1104, 530, 43, 59]",0.31,0.0,0.22,0.03,0.26,0.1,0.09,,,,,,,,,,,,,,,,
1,"[1118, 530, 45, 55]",0.37,0.0,0.11,0.01,0.31,0.0,0.19,,,,,,,,,,,,,,,,
2,"[1096, 529, 45, 60]",0.47,0.0,0.18,0.11,0.03,0.13,0.08,,,,,,,,,,,,,,,,
3,"[1081, 535, 45, 56]",0.54,0.0,0.12,0.19,0.11,0.01,0.03,,,,,,,,,,,,,,,,
4,"[1098, 533, 46, 56]",0.57,0.0,0.04,0.0,0.23,0.0,0.16,,,,,,,,,,,,,,,,
5,"[479, 183, 141, 169]",0.23,0.0,0.17,0.0,0.49,0.0,0.11,"[1088, 531, 40, 49]",0.11,0.0,0.11,0.18,0.21,0.01,0.39,,,,,,,,
6,"[1108, 529, 46, 59]",0.32,0.0,0.28,0.03,0.15,0.05,0.17,"[733, 156, 150, 180]",0.4,0.01,0.02,0.06,0.43,0.0,0.1,,,,,,,,
7,"[1115, 540, 45, 54]",0.27,0.0,0.12,0.03,0.18,0.24,0.16,,,,,,,,,,,,,,,,
8,"[1094, 529, 44, 57]",0.23,0.01,0.29,0.01,0.31,0.12,0.03,"[699, 124, 156, 192]",0.11,0.0,0.04,0.0,0.54,0.0,0.3,,,,,,,,
9,"[1116, 532, 43, 54]",0.35,0.0,0.07,0.14,0.14,0.0,0.3,,,,,,,,,,,,,,,,
10,"[1101, 531, 44, 55]",0.23,0.0,0.08,0.08,0.47,0.01,0.14,,,,,,,,,,,,,,,,
11,"[1091, 530, 44, 57]",0.18,0.0,0.15,0.07,0.28,0.01,0.32,,,,,,,,,,,,,,,,
12,"[1094, 545, 44, 52]",0.43,0.0,0.07,0.02,0.27,0.01,0.2,,,,,,,,,,,,,,,,
13,"[1116, 528, 45, 57]",0.16,0.0,0.01,0.81,0.01,0.0,0.01,,,,,,,,,,,,,,,,
14,"[1095, 526, 43, 54]",0.41,0.0,0.1,0.26,0.12,0.07,0.04,,,,,,,,,,,,,,,,
15,"[1136, 533, 46, 56]",0.29,0.0,0.12,0.14,0.33,0.01,0.1,,,,,,,,,,,,,,,,
16,"[1074, 534, 47, 59]",0.2,0.0,0.12,0.02,0.05,0.59,0.02,,,,,,,,,,,,,,,,
17,"[1097, 539, 47, 60]",0.08,0.0,0.23,0.01,0.34,0.11,0.22,,,,,,,,,,,,,,,,
18,"[1124, 526, 46, 56]",0.32,0.0,0.1,0.01,0.35,0.0,0.22,,,,,,,,,,,,,,,,
19,"[1107, 534, 44, 56]",0.08,0.0,0.12,0.28,0.29,0.12,0.11,"[680, 230, 141, 177]",0.06,0.05,0.02,0.0,0.5,0.0,0.37,,,,,,,,
20,"[1103, 533, 46, 59]",0.0,0.0,0.06,0.0,0.0,0.92,0.0,,,,,,,,,,,,,,,,
21,"[495, 184, 148, 183]",0.34,0.0,0.05,0.01,0.3,0.0,0.3,"[1109, 529, 45, 58]",0.28,0.0,0.22,0.11,0.04,0.28,0.07,,,,,,,,
22,"[1085, 531, 43, 53]",0.64,0.0,0.03,0.04,0.13,0.01,0.15,"[550, 182, 145, 181]",0.47,0.02,0.12,0.0,0.26,0.0,0.11,,,,,,,,
23,"[1118, 533, 45, 53]",0.12,0.0,0.1,0.22,0.45,0.01,0.1,"[578, 158, 157, 204]",0.33,0.01,0.02,0.08,0.34,0.01,0.21,,,,,,,,
