,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[529, 108, 183, 242]",0.03,0.0,0.16,0.0,0.12,0.0,0.69,,,,,,,,
1,"[536, 125, 169, 222]",0.0,0.0,0.01,0.0,0.04,0.0,0.94,,,,,,,,
2,"[535, 120, 173, 228]",0.01,0.0,0.02,0.0,0.07,0.0,0.91,,,,,,,,
3,"[534, 120, 172, 229]",0.02,0.0,0.07,0.0,0.24,0.01,0.65,,,,,,,,
4,"[540, 117, 171, 226]",0.01,0.0,0.03,0.0,0.11,0.0,0.85,,,,,,,,
5,"[535, 117, 177, 232]",0.02,0.0,0.02,0.01,0.08,0.0,0.87,,,,,,,,
6,"[541, 117, 170, 225]",0.01,0.0,0.04,0.0,0.2,0.0,0.75,,,,,,,,
7,"[541, 129, 164, 218]",0.04,0.0,0.1,0.02,0.67,0.01,0.17,,,,,,,,
8,"[552, 129, 168, 220]",0.01,0.0,0.03,0.0,0.16,0.0,0.8,,,,,,,,
9,"[543, 122, 168, 223]",0.05,0.0,0.12,0.0,0.27,0.0,0.56,,,,,,,,
10,"[547, 126, 171, 224]",0.01,0.0,0.04,0.0,0.07,0.0,0.88,,,,,,,,
11,"[544, 117, 169, 219]",0.01,0.0,0.01,0.0,0.09,0.0,0.89,,,,,,,,
12,"[534, 120, 175, 232]",0.02,0.0,0.04,0.0,0.09,0.0,0.85,,,,,,,,
13,"[543, 136, 168, 225]",0.01,0.0,0.02,0.01,0.52,0.0,0.43,,,,,,,,
14,"[535, 116, 181, 238]",0.06,0.0,0.19,0.02,0.39,0.01,0.32,,,,,,,,
15,"[556, 134, 158, 196]",0.01,0.0,0.2,0.0,0.15,0.06,0.58,,,,,,,,
16,"[536, 111, 179, 238]",0.05,0.0,0.12,0.01,0.43,0.06,0.33,,,,,,,,
17,"[535, 117, 177, 230]",0.03,0.0,0.05,0.0,0.86,0.0,0.05,,,,,,,,
18,"[541, 113, 176, 230]",0.05,0.0,0.17,0.0,0.2,0.0,0.58,,,,,,,,
19,"[539, 118, 167, 221]",0.0,0.0,0.01,0.0,0.03,0.0,0.96,,,,,,,,
20,"[539, 113, 177, 238]",0.06,0.0,0.14,0.01,0.3,0.0,0.49,,,,,,,,
21,"[533, 113, 180, 236]",0.03,0.0,0.07,0.0,0.22,0.0,0.68,,,,,,,,
22,"[540, 114, 176, 227]",0.11,0.0,0.17,0.0,0.21,0.01,0.49,,,,,,,,
23,"[522, 124, 174, 224]",0.01,0.0,0.02,0.0,0.1,0.0,0.87,,,,,,,,
24,"[525, 112, 182, 241]",0.02,0.0,0.04,0.01,0.16,0.01,0.76,,,,,,,,
25,"[532, 118, 171, 225]",0.01,0.0,0.02,0.0,0.14,0.0,0.84,,,,,,,,
26,"[529, 110, 180, 239]",0.05,0.0,0.04,0.0,0.18,0.0,0.72,,,,,,,,
27,"[525, 117, 181, 242]",0.03,0.0,0.03,0.02,0.12,0.01,0.79,,,,,,,,
28,"[540, 118, 170, 226]",0.05,0.0,0.1,0.0,0.2,0.0,0.65,,,,,,,,
29,"[537, 121, 170, 222]",0.01,0.0,0.04,0.0,0.11,0.0,0.84,,,,,,,,
30,"[535, 121, 166, 219]",0.09,0.0,0.04,0.02,0.55,0.0,0.3,,,,,,,,
31,"[538, 121, 167, 219]",0.02,0.0,0.04,0.0,0.11,0.01,0.81,,,,,,,,
32,"[534, 120, 168, 222]",0.02,0.0,0.15,0.0,0.14,0.05,0.64,,,,,,,,
33,"[531, 120, 173, 229]",0.01,0.0,0.02,0.0,0.03,0.01,0.93,,,,,,,,
34,"[531, 114, 176, 232]",0.01,0.0,0.02,0.0,0.04,0.0,0.92,,,,,,,,
35,"[537, 121, 166, 217]",0.0,0.0,0.01,0.0,0.05,0.0,0.93,"[565, 15, 30, 39]",0.07,0.0,0.18,0.02,0.36,0.03,0.35
36,"[536, 120, 167, 216]",0.01,0.0,0.19,0.0,0.02,0.63,0.15,,,,,,,,
37,"[532, 120, 168, 218]",0.01,0.0,0.02,0.0,0.06,0.0,0.91,,,,,,,,
38,"[526, 108, 185, 243]",0.08,0.0,0.1,0.01,0.23,0.0,0.58,,,,,,,,
39,"[533, 119, 169, 221]",0.01,0.0,0.01,0.0,0.06,0.0,0.91,,,,,,,,
40,"[530, 116, 178, 233]",0.04,0.0,0.07,0.0,0.08,0.01,0.8,,,,,,,,
41,"[531, 120, 170, 220]",0.02,0.0,0.02,0.01,0.13,0.0,0.83,,,,,,,,
42,"[540, 119, 168, 221]",0.01,0.0,0.04,0.0,0.16,0.0,0.79,,,,,,,,
43,"[537, 119, 173, 226]",0.02,0.0,0.04,0.01,0.15,0.0,0.77,,,,,,,,
44,"[534, 115, 174, 233]",0.0,0.0,0.0,0.0,0.04,0.0,0.96,,,,,,,,
45,"[534, 115, 173, 230]",0.0,0.0,0.02,0.0,0.1,0.0,0.88,,,,,,,,
46,"[535, 118, 171, 223]",0.01,0.0,0.01,0.0,0.1,0.0,0.89,,,,,,,,
47,"[537, 112, 184, 243]",0.01,0.0,0.04,0.01,0.15,0.01,0.79,,,,,,,,
48,"[535, 117, 175, 229]",0.01,0.0,0.08,0.0,0.1,0.04,0.77,,,,,,,,
49,"[539, 121, 171, 224]",0.01,0.0,0.01,0.0,0.07,0.0,0.92,,,,,,,,
50,"[535, 117, 175, 236]",0.01,0.0,0.03,0.0,0.06,0.01,0.89,,,,,,,,
51,"[534, 116, 182, 243]",0.11,0.0,0.24,0.0,0.23,0.03,0.38,,,,,,,,
52,"[541, 116, 177, 236]",0.02,0.0,0.03,0.01,0.12,0.0,0.82,,,,,,,,
53,"[537, 112, 178, 234]",0.03,0.0,0.04,0.05,0.26,0.0,0.62,,,,,,,,
54,"[543, 122, 165, 213]",0.01,0.0,0.06,0.0,0.1,0.0,0.82,,,,,,,,
55,"[535, 116, 170, 223]",0.02,0.0,0.07,0.0,0.13,0.01,0.76,,,,,,,,
56,"[539, 128, 172, 228]",0.01,0.0,0.02,0.01,0.13,0.0,0.84,,,,,,,,
57,"[535, 111, 182, 241]",0.08,0.0,0.11,0.01,0.19,0.01,0.6,,,,,,,,
58,"[545, 117, 177, 236]",0.05,0.0,0.06,0.01,0.16,0.0,0.72,,,,,,,,
59,"[543, 111, 174, 233]",0.06,0.0,0.05,0.01,0.81,0.0,0.07,,,,,,,,
