,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[576, 109, 125, 155]",0.02,0.0,0.04,0.0,0.09,0.0,0.84,"[1157, 488, 32, 42]",0.05,0.0,0.35,0.04,0.04,0.44,0.08,,,,,,,,
1,"[1150, 491, 30, 41]",0.0,0.0,0.01,0.73,0.0,0.26,0.0,"[572, 107, 130, 161]",0.03,0.0,0.03,0.0,0.14,0.0,0.79,,,,,,,,
2,"[1151, 490, 32, 42]",0.19,0.0,0.54,0.07,0.02,0.17,0.02,"[573, 98, 132, 168]",0.04,0.0,0.09,0.01,0.79,0.0,0.07,,,,,,,,
3,"[590, 105, 127, 152]",0.15,0.0,0.06,0.02,0.58,0.0,0.19,"[1149, 490, 32, 41]",0.34,0.0,0.08,0.03,0.17,0.02,0.36,,,,,,,,
4,"[566, 110, 132, 158]",0.22,0.0,0.05,0.08,0.25,0.0,0.39,"[1161, 487, 32, 39]",0.27,0.0,0.14,0.11,0.24,0.01,0.23,,,,,,,,
5,"[570, 111, 126, 149]",0.05,0.0,0.04,0.0,0.26,0.0,0.64,"[1158, 488, 31, 38]",0.24,0.0,0.05,0.04,0.09,0.01,0.57,,,,,,,,
6,"[1150, 487, 33, 42]",0.03,0.0,0.19,0.73,0.02,0.02,0.01,"[584, 108, 126, 155]",0.04,0.0,0.04,0.0,0.11,0.0,0.81,,,,,,,,
7,"[1149, 489, 31, 39]",0.57,0.0,0.14,0.02,0.15,0.01,0.11,,,,,,,,,,,,,,,,
8,"[581, 123, 132, 164]",0.04,0.0,0.01,0.02,0.06,0.0,0.87,"[1150, 487, 33, 38]",0.12,0.0,0.23,0.36,0.08,0.04,0.17,,,,,,,,
9,"[1156, 487, 32, 39]",0.36,0.0,0.14,0.01,0.29,0.1,0.1,"[570, 104, 132, 164]",0.01,0.0,0.0,0.0,0.07,0.0,0.91,,,,,,,,
10,"[1152, 487, 31, 40]",0.16,0.0,0.17,0.08,0.31,0.05,0.23,,,,,,,,,,,,,,,,
11,"[583, 108, 128, 158]",0.11,0.0,0.07,0.0,0.35,0.0,0.47,"[1156, 492, 31, 41]",0.16,0.0,0.05,0.21,0.09,0.01,0.48,,,,,,,,
12,"[1149, 490, 33, 43]",0.41,0.0,0.17,0.08,0.07,0.25,0.02,"[598, 99, 129, 159]",0.15,0.0,0.11,0.06,0.54,0.02,0.11,,,,,,,,
13,"[564, 110, 127, 159]",0.14,0.0,0.25,0.15,0.39,0.01,0.07,"[1149, 491, 32, 40]",0.06,0.0,0.1,0.24,0.12,0.05,0.43,,,,,,,,
14,"[474, 106, 129, 157]",0.11,0.0,0.01,0.01,0.1,0.0,0.77,"[1142, 487, 33, 40]",0.02,0.0,0.24,0.08,0.01,0.58,0.07,,,,,,,,
15,"[616, 107, 132, 159]",0.12,0.0,0.12,0.01,0.32,0.01,0.43,"[1151, 489, 32, 39]",0.02,0.0,0.08,0.43,0.03,0.4,0.03,,,,,,,,
16,"[1145, 493, 32, 40]",0.05,0.0,0.02,0.4,0.08,0.01,0.45,"[580, 106, 132, 159]",0.09,0.0,0.16,0.02,0.3,0.0,0.43,,,,,,,,
17,"[1151, 488, 33, 40]",0.04,0.0,0.11,0.6,0.06,0.02,0.17,"[617, 106, 126, 159]",0.16,0.0,0.24,0.01,0.48,0.02,0.09,,,,,,,,
18,"[578, 108, 131, 158]",0.07,0.0,0.13,0.01,0.68,0.0,0.11,"[1150, 487, 34, 43]",0.15,0.0,0.13,0.42,0.01,0.28,0.01,,,,,,,,
19,"[574, 111, 128, 165]",0.22,0.0,0.04,0.3,0.32,0.01,0.12,"[1158, 489, 31, 38]",0.27,0.0,0.02,0.29,0.18,0.01,0.22,,,,,,,,
20,"[1154, 487, 33, 42]",0.03,0.0,0.04,0.76,0.05,0.06,0.05,,,,,,,,,,,,,,,,
21,"[1161, 489, 31, 38]",0.08,0.0,0.04,0.75,0.03,0.04,0.05,"[588, 108, 127, 155]",0.02,0.0,0.02,0.01,0.05,0.0,0.9,,,,,,,,
22,"[1156, 494, 33, 40]",0.06,0.0,0.07,0.1,0.1,0.16,0.51,,,,,,,,,,,,,,,,
23,"[1153, 490, 29, 38]",0.25,0.0,0.06,0.13,0.07,0.04,0.46,"[555, 95, 129, 161]",0.03,0.0,0.06,0.06,0.38,0.01,0.45,,,,,,,,
24,"[597, 97, 129, 156]",0.03,0.0,0.02,0.0,0.3,0.0,0.65,"[1154, 491, 31, 40]",0.17,0.0,0.09,0.05,0.21,0.03,0.44,,,,,,,,
25,"[1154, 489, 30, 40]",0.2,0.0,0.2,0.01,0.38,0.1,0.1,"[614, 104, 125, 154]",0.2,0.0,0.05,0.0,0.16,0.0,0.58,,,,,,,,
26,"[1153, 491, 31, 39]",0.21,0.0,0.08,0.19,0.15,0.07,0.31,"[512, 93, 137, 162]",0.01,0.0,0.0,0.01,0.02,0.0,0.96,,,,,,,,
27,"[1144, 487, 31, 43]",0.38,0.0,0.24,0.03,0.09,0.17,0.08,,,,,,,,,,,,,,,,
28,"[545, 104, 131, 164]",0.09,0.0,0.05,0.0,0.15,0.0,0.71,"[1153, 490, 33, 41]",0.12,0.0,0.28,0.24,0.22,0.07,0.08,,,,,,,,
29,"[543, 102, 129, 162]",0.12,0.0,0.06,0.01,0.23,0.0,0.58,"[1151, 489, 32, 42]",0.02,0.0,0.03,0.86,0.0,0.08,0.0,,,,,,,,
30,"[544, 104, 128, 163]",0.07,0.0,0.05,0.0,0.77,0.0,0.11,"[1148, 488, 30, 39]",0.31,0.0,0.26,0.04,0.08,0.07,0.23,,,,,,,,
31,"[1151, 488, 32, 40]",0.14,0.0,0.27,0.02,0.35,0.05,0.17,,,,,,,,,,,,,,,,
32,"[1150, 492, 31, 40]",0.39,0.0,0.08,0.02,0.11,0.08,0.32,"[518, 114, 129, 158]",0.02,0.0,0.01,0.0,0.03,0.0,0.93,,,,,,,,
33,"[625, 108, 128, 157]",0.07,0.0,0.17,0.01,0.33,0.01,0.41,"[1147, 488, 32, 42]",0.13,0.0,0.23,0.02,0.41,0.04,0.18,,,,,,,,
34,"[600, 109, 130, 157]",0.09,0.0,0.39,0.0,0.41,0.01,0.09,"[1144, 493, 32, 43]",0.05,0.0,0.42,0.07,0.02,0.43,0.01,,,,,,,,
35,"[611, 118, 126, 157]",0.03,0.0,0.01,0.0,0.08,0.0,0.87,"[1154, 489, 31, 41]",0.25,0.0,0.09,0.5,0.06,0.03,0.07,,,,,,,,
36,"[602, 114, 133, 167]",0.08,0.0,0.01,0.0,0.05,0.0,0.86,"[1155, 492, 31, 40]",0.09,0.0,0.03,0.71,0.03,0.05,0.09,,,,,,,,
37,"[573, 100, 128, 156]",0.07,0.0,0.04,0.01,0.17,0.01,0.7,"[1158, 498, 30, 38]",0.08,0.0,0.03,0.69,0.03,0.0,0.17,,,,,,,,
38,"[593, 96, 131, 163]",0.06,0.0,0.03,0.08,0.04,0.04,0.75,"[1143, 493, 33, 41]",0.13,0.0,0.41,0.05,0.2,0.01,0.19,,,,,,,,
39,"[1147, 492, 31, 42]",0.02,0.0,0.04,0.88,0.0,0.05,0.01,,,,,,,,,,,,,,,,
40,"[600, 109, 129, 161]",0.08,0.0,0.04,0.0,0.26,0.0,0.62,"[1145, 493, 32, 41]",0.17,0.0,0.37,0.06,0.11,0.21,0.08,,,,,,,,
41,"[586, 111, 129, 161]",0.04,0.0,0.05,0.0,0.18,0.0,0.73,"[1145, 488, 31, 41]",0.07,0.0,0.41,0.04,0.2,0.08,0.2,,,,,,,,
42,"[1150, 490, 31, 39]",0.34,0.0,0.04,0.04,0.17,0.0,0.41,"[592, 103, 128, 156]",0.03,0.0,0.06,0.0,0.2,0.0,0.71,,,,,,,,
