,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7
102,"[594, 126, 120, 149]",0.08,0.0,0.25,0.33,0.07,0.19,0.07,"[1083, 95, 54, 67]",0.09,0.0,0.1,0.57,0.18,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[587, 131, 121, 150]",0.17,0.0,0.09,0.6,0.04,0.06,0.03,"[1083, 95, 54, 67]",0.09,0.0,0.1,0.57,0.18,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[587, 130, 121, 147]",0.14,0.0,0.21,0.41,0.06,0.15,0.03,"[1083, 95, 54, 67]",0.1,0.0,0.1,0.56,0.18,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[589, 129, 120, 150]",0.16,0.0,0.16,0.55,0.03,0.09,0.01,"[1083, 95, 54, 67]",0.1,0.0,0.1,0.56,0.18,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[584, 122, 122, 154]",0.21,0.0,0.28,0.28,0.08,0.11,0.03,"[1083, 95, 54, 67]",0.1,0.0,0.1,0.56,0.18,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[587, 124, 118, 147]",0.14,0.0,0.21,0.39,0.14,0.09,0.03,"[1083, 95, 54, 67]",0.1,0.0,0.1,0.56,0.18,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[593, 127, 118, 148]",0.05,0.0,0.3,0.27,0.16,0.17,0.06,"[1083, 95, 54, 67]",0.1,0.0,0.1,0.57,0.18,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[596, 124, 121, 153]",0.13,0.0,0.44,0.23,0.04,0.14,0.03,"[1083, 95, 54, 67]",0.09,0.0,0.1,0.56,0.19,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[600, 126, 123, 153]",0.34,0.0,0.2,0.18,0.05,0.17,0.07,"[1083, 96, 54, 66]",0.15,0.0,0.1,0.4,0.23,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[604, 133, 121, 150]",0.07,0.0,0.63,0.04,0.06,0.04,0.16,"[1083, 96, 54, 66]",0.15,0.0,0.1,0.4,0.23,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[599, 131, 121, 149]",0.16,0.0,0.48,0.1,0.06,0.07,0.13,"[1083, 96, 54, 66]",0.14,0.0,0.1,0.41,0.21,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[591, 127, 121, 153]",0.07,0.0,0.2,0.46,0.07,0.06,0.14,"[1083, 96, 54, 66]",0.15,0.0,0.1,0.41,0.21,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[588, 130, 121, 151]",0.14,0.0,0.2,0.44,0.03,0.09,0.09,"[1083, 96, 54, 66]",0.15,0.0,0.09,0.41,0.21,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[578, 136, 122, 154]",0.45,0.0,0.16,0.22,0.03,0.02,0.11,"[1082, 95, 54, 66]",0.09,0.0,0.09,0.39,0.27,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[579, 153, 115, 144]",0.25,0.0,0.23,0.18,0.02,0.17,0.15,"[1084, 96, 53, 66]",0.12,0.0,0.1,0.2,0.48,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[1084, 96, 53, 66]",0.12,0.0,0.09,0.19,0.49,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[1084, 96, 53, 66]",0.12,0.0,0.09,0.19,0.49,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[583, 133, 128, 159]",0.77,0.0,0.07,0.01,0.01,0.0,0.13,"[1084, 96, 53, 66]",0.13,0.0,0.09,0.2,0.48,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[587, 131, 126, 163]",0.65,0.0,0.07,0.06,0.01,0.01,0.2,"[1084, 96, 53, 66]",0.13,0.0,0.1,0.19,0.47,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[588, 129, 119, 150]",0.43,0.0,0.25,0.11,0.03,0.08,0.09,"[1084, 96, 53, 66]",0.13,0.0,0.1,0.19,0.47,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[583, 131, 120, 148]",0.46,0.0,0.18,0.18,0.09,0.05,0.04,"[1084, 96, 53, 66]",0.13,0.0,0.1,0.19,0.47,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[580, 128, 123, 154]",0.33,0.0,0.05,0.53,0.04,0.01,0.05,"[1084, 96, 53, 66]",0.14,0.0,0.1,0.19,0.47,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[593, 115, 121, 153]",0.17,0.0,0.31,0.15,0.18,0.05,0.14,"[1084, 96, 53, 66]",0.14,0.0,0.1,0.19,0.47,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[597, 115, 123, 152]",0.08,0.0,0.12,0.49,0.08,0.03,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[595, 113, 123, 152]",0.23,0.0,0.4,0.14,0.12,0.05,0.07,"[1084, 96, 53, 66]",0.13,0.0,0.1,0.2,0.46,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[598, 115, 118, 148]",0.47,0.0,0.23,0.03,0.09,0.09,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[597, 119, 123, 151]",0.09,0.0,0.52,0.12,0.08,0.14,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[601, 125, 115, 145]",0.14,0.0,0.53,0.06,0.13,0.09,0.05,"[1083, 96, 54, 66]",0.14,0.0,0.12,0.37,0.24,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[598, 126, 120, 151]",0.26,0.0,0.31,0.15,0.17,0.03,0.08,"[1083, 96, 54, 66]",0.15,0.0,0.12,0.34,0.26,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[596, 123, 121, 150]",0.07,0.0,0.59,0.07,0.05,0.18,0.04,"[1083, 96, 54, 66]",0.15,0.0,0.12,0.34,0.26,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[594, 118, 126, 155]",0.23,0.0,0.34,0.29,0.06,0.05,0.03,"[1084, 94, 52, 67]",0.1,0.0,0.05,0.35,0.38,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[587, 115, 126, 156]",0.21,0.0,0.49,0.01,0.04,0.23,0.01,"[1084, 94, 52, 67]",0.1,0.0,0.05,0.35,0.38,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[588, 119, 120, 152]",0.17,0.0,0.29,0.24,0.03,0.25,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[587, 122, 124, 152]",0.15,0.0,0.53,0.11,0.05,0.1,0.06,"[1083, 96, 54, 66]",0.15,0.0,0.12,0.33,0.27,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[590, 135, 120, 151]",0.24,0.0,0.19,0.36,0.03,0.06,0.11,"[1084, 94, 52, 67]",0.11,0.0,0.05,0.34,0.38,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[588, 130, 120, 148]",0.38,0.0,0.12,0.26,0.05,0.19,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[582, 123, 122, 151]",0.2,0.0,0.21,0.28,0.19,0.09,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[581, 120, 120, 153]",0.09,0.0,0.2,0.48,0.1,0.09,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[576, 123, 124, 157]",0.33,0.0,0.4,0.02,0.07,0.08,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[587, 123, 125, 152]",0.18,0.0,0.37,0.09,0.11,0.09,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[587, 126, 123, 149]",0.35,0.0,0.31,0.06,0.08,0.04,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[582, 122, 131, 169]",0.26,0.0,0.18,0.14,0.05,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[593, 122, 116, 152]",0.13,0.0,0.38,0.07,0.05,0.2,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[591, 121, 124, 156]",0.25,0.0,0.24,0.15,0.02,0.23,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[593, 125, 121, 152]",0.24,0.0,0.16,0.12,0.03,0.22,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[587, 118, 126, 157]",0.18,0.0,0.27,0.1,0.03,0.3,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[594, 128, 116, 140]",0.19,0.0,0.29,0.14,0.1,0.1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[590, 127, 122, 149]",0.23,0.0,0.21,0.18,0.21,0.05,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[588, 115, 123, 157]",0.17,0.0,0.31,0.08,0.11,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[592, 113, 122, 154]",0.2,0.0,0.26,0.23,0.09,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[595, 115, 122, 151]",0.21,0.0,0.16,0.32,0.07,0.02,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[595, 122, 120, 149]",0.18,0.0,0.36,0.17,0.12,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[599, 121, 118, 151]",0.11,0.0,0.28,0.03,0.21,0.02,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[591, 119, 124, 154]",0.28,0.0,0.3,0.12,0.13,0.04,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[593, 113, 120, 155]",0.09,0.0,0.14,0.14,0.11,0.04,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[594, 121, 115, 149]",0.09,0.0,0.22,0.03,0.19,0.02,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[593, 120, 122, 153]",0.15,0.0,0.22,0.05,0.18,0.01,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[590, 120, 122, 154]",0.13,0.0,0.48,0.08,0.19,0.06,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[597, 114, 119, 152]",0.26,0.0,0.12,0.22,0.07,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[597, 110, 124, 156]",0.27,0.0,0.3,0.05,0.17,0.04,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[600, 115, 123, 155]",0.23,0.0,0.41,0.02,0.15,0.08,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[601, 121, 120, 149]",0.13,0.0,0.51,0.02,0.21,0.08,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[606, 122, 118, 149]",0.24,0.0,0.59,0.0,0.09,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[608, 118, 122, 155]",0.55,0.0,0.27,0.02,0.04,0.04,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[615, 117, 118, 149]",0.3,0.0,0.34,0.2,0.05,0.06,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[609, 113, 123, 154]",0.39,0.0,0.18,0.06,0.08,0.07,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[601, 115, 126, 157]",0.48,0.0,0.28,0.14,0.03,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[604, 119, 127, 156]",0.15,0.0,0.14,0.07,0.07,0.02,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[605, 122, 126, 156]",0.39,0.0,0.17,0.16,0.05,0.06,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[598, 118, 126, 154]",0.5,0.0,0.26,0.14,0.05,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[592, 116, 123, 151]",0.52,0.0,0.08,0.06,0.11,0.03,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[582, 119, 123, 150]",0.36,0.0,0.09,0.29,0.13,0.06,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[580, 118, 124, 151]",0.2,0.0,0.16,0.16,0.19,0.1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[583, 117, 122, 151]",0.06,0.0,0.07,0.08,0.08,0.06,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[575, 115, 130, 159]",0.11,0.0,0.21,0.05,0.12,0.04,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"[573, 122, 130, 159]",0.17,0.0,0.13,0.28,0.05,0.01,0.36,"[1083, 96, 54, 66]",0.15,0.0,0.09,0.43,0.24,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[593, 135, 117, 147]",0.16,0.0,0.15,0.41,0.03,0.03,0.21,"[1083, 96, 54, 66]",0.15,0.0,0.09,0.43,0.24,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[586, 137, 124, 152]",0.12,0.0,0.25,0.16,0.05,0.01,0.4,"[1083, 96, 54, 66]",0.15,0.0,0.09,0.43,0.24,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[585, 137, 123, 151]",0.07,0.0,0.17,0.09,0.04,0.01,0.62,"[1083, 96, 54, 66]",0.15,0.0,0.09,0.42,0.24,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[589, 136, 118, 148]",0.09,0.0,0.29,0.25,0.03,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[595, 140, 114, 141]",0.11,0.0,0.2,0.29,0.06,0.04,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[597, 138, 117, 146]",0.07,0.0,0.29,0.1,0.06,0.06,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[601, 146, 118, 145]",0.39,0.0,0.41,0.02,0.01,0.06,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[591, 139, 123, 155]",0.14,0.0,0.67,0.03,0.01,0.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[592, 136, 125, 155]",0.18,0.0,0.11,0.06,0.01,0.01,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"[590, 136, 127, 165]",0.26,0.0,0.39,0.08,0.01,0.02,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"[598, 135, 119, 149]",0.26,0.0,0.52,0.06,0.05,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"[592, 137, 119, 146]",0.39,0.0,0.19,0.21,0.02,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"[589, 135, 125, 157]",0.16,0.0,0.15,0.34,0.01,0.01,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"[527, 36, 63, 74]",0.0,0.0,0.04,0.0,0.86,0.05,0.06,"[314, 396, 152, 189]",0.09,0.0,0.06,0.03,0.09,0.15,0.58,"[1072, 589, 28, 33]",0.23,0.0,0.01,0.15,0.57,0.0,0.04,"[761, 682, 38, 43]",0.07,0.0,0.32,0.02,0.57,0.0,0.01,"[132, 501, 25, 32]",0.43,0.0,0.06,0.01,0.47,0.0,0.02,"[890, 542, 20, 24]",0.33,0.0,0.11,0.09,0.37,0.01,0.09,"[534, 432, 23, 29]",0.21,0.0,0.1,0.11,0.44,0.0,0.13,"[60, 601, 30, 37]",0.13,0.0,0.03,0.01,0.81,0.0,0.01
192,"[814, 596, 24, 28]",0.23,0.0,0.08,0.12,0.5,0.01,0.06,"[1027, 588, 29, 35]",0.2,0.0,0.02,0.12,0.61,0.0,0.04,"[847, 542, 20, 25]",0.24,0.0,0.15,0.09,0.47,0.01,0.04,"[720, 683, 36, 42]",0.11,0.0,0.24,0.02,0.62,0.0,0.01,"[470, 388, 83, 90]",0.08,0.0,0.03,0.3,0.24,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,
193,"[1168, 508, 21, 25]",0.29,0.0,0.02,0.36,0.31,0.0,0.02,"[679, 683, 36, 43]",0.12,0.01,0.32,0.15,0.35,0.01,0.04,"[464, 141, 52, 65]",0.07,0.0,0.01,0.76,0.06,0.01,0.1,"[923, 427, 70, 84]",0.16,0.0,0.07,0.07,0.37,0.01,0.32,"[987, 588, 26, 32]",0.11,0.0,0.0,0.03,0.78,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,
194,"[732, 595, 25, 30]",0.15,0.0,0.07,0.24,0.5,0.0,0.04,"[818, 511, 38, 44]",0.43,0.0,0.05,0.15,0.15,0.08,0.14,"[1216, 598, 25, 30]",0.05,0.0,0.11,0.0,0.83,0.0,0.02,"[1123, 509, 20, 25]",0.26,0.0,0.05,0.12,0.56,0.0,0.0,"[1087, 94, 49, 62]",0.06,0.0,0.06,0.01,0.65,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,
195,"[301, 239, 61, 80]",0.12,0.0,0.02,0.09,0.61,0.0,0.15,"[841, 417, 73, 88]",0.13,0.0,0.06,0.18,0.29,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"[943, 263, 51, 64]",0.16,0.0,0.21,0.09,0.32,0.01,0.21,"[76, 343, 79, 100]",0.29,0.0,0.04,0.28,0.31,0.04,0.04,"[105, 487, 45, 65]",0.14,0.0,0.19,0.07,0.54,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"[624, 597, 24, 31]",0.18,0.0,0.04,0.38,0.26,0.0,0.13,"[31, 335, 84, 107]",0.32,0.0,0.08,0.25,0.26,0.03,0.07,"[1162, 356, 45, 56]",0.14,0.0,0.24,0.24,0.35,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"[586, 596, 24, 30]",0.19,0.0,0.09,0.2,0.39,0.0,0.13,"[228, 383, 95, 129]",0.12,0.0,0.02,0.5,0.04,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"[915, 504, 19, 24]",0.39,0.0,0.02,0.36,0.2,0.0,0.02,"[297, 382, 78, 92]",0.04,0.0,0.05,0.02,0.62,0.08,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"[250, 374, 83, 102]",0.24,0.0,0.03,0.06,0.44,0.08,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"[874, 55, 62, 74]",0.0,0.0,0.03,0.1,0.77,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"[1208, 439, 44, 55]",0.21,0.0,0.06,0.31,0.37,0.0,0.05,"[833, 56, 57, 69]",0.0,0.0,0.08,0.04,0.79,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"[646, 664, 36, 44]",0.31,0.0,0.06,0.01,0.59,0.0,0.03,"[175, 370, 69, 79]",0.51,0.0,0.02,0.01,0.41,0.01,0.05,"[1011, 154, 57, 78]",0.33,0.0,0.21,0.2,0.19,0.01,0.06,"[207, 512, 66, 84]",0.12,0.0,0.17,0.2,0.47,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"[351, 590, 23, 28]",0.19,0.0,0.14,0.14,0.37,0.0,0.15,"[956, 652, 27, 34]",0.15,0.0,0.04,0.02,0.69,0.0,0.09,"[612, 663, 33, 39]",0.19,0.0,0.04,0.0,0.75,0.0,0.01,"[1045, 242, 15, 18]",0.43,0.0,0.04,0.03,0.4,0.0,0.09,"[486, 395, 41, 54]",0.41,0.01,0.05,0.11,0.3,0.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,
205,"[320, 584, 25, 30]",0.23,0.0,0.15,0.15,0.41,0.0,0.06,"[528, 572, 25, 32]",0.27,0.0,0.02,0.08,0.55,0.0,0.08,"[584, 658, 31, 36]",0.05,0.0,0.08,0.01,0.82,0.01,0.03,"[654, 349, 39, 48]",0.07,0.0,0.14,0.21,0.39,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"[322, 387, 42, 56]",0.66,0.0,0.1,0.01,0.22,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"[599, 123, 116, 146]",0.11,0.0,0.31,0.29,0.09,0.18,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"[599, 119, 117, 149]",0.2,0.0,0.29,0.29,0.05,0.14,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"[1083, 95, 53, 65]",0.11,0.0,0.19,0.11,0.5,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"[38, 389, 55, 71]",0.38,0.0,0.05,0.08,0.37,0.0,0.11,"[307, 348, 48, 59]",0.16,0.01,0.17,0.02,0.37,0.03,0.24,"[532, 646, 41, 49]",0.11,0.0,0.12,0.07,0.59,0.02,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"[810, 474, 45, 53]",0.22,0.0,0.23,0.01,0.49,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"[827, 638, 24, 34]",0.1,0.0,0.16,0.04,0.66,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
