,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7
213,"[995, 631, 25, 34]",0.46,0.02,0.07,0.14,0.28,0.01,0.02,"[722, 375, 36, 48]",0.08,0.0,0.05,0.65,0.06,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"[529, 597, 39, 53]",0.03,0.0,0.05,0.08,0.75,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"[550, 605, 33, 43]",0.17,0.0,0.06,0.16,0.54,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"[838, 480, 25, 33]",0.05,0.0,0.04,0.53,0.33,0.0,0.05,"[545, 591, 50, 71]",0.04,0.0,0.03,0.12,0.59,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"[74, 401, 55, 66]",0.08,0.0,0.19,0.19,0.47,0.01,0.07,"[490, 501, 24, 27]",0.25,0.0,0.17,0.09,0.44,0.0,0.05,"[1075, 628, 31, 45]",0.33,0.0,0.07,0.11,0.46,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"[943, 365, 28, 32]",0.17,0.0,0.08,0.03,0.68,0.01,0.04,"[774, 63, 51, 67]",0.05,0.0,0.06,0.29,0.23,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"[298, 350, 30, 37]",0.4,0.0,0.08,0.23,0.26,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"[443, 382, 34, 46]",0.26,0.0,0.05,0.1,0.33,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"[301, 409, 52, 64]",0.5,0.0,0.05,0.12,0.18,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"[862, 665, 25, 28]",0.18,0.01,0.12,0.02,0.64,0.0,0.03,"[1102, 385, 29, 41]",0.05,0.0,0.27,0.37,0.18,0.01,0.12,"[808, 605, 33, 41]",0.08,0.0,0.03,0.14,0.69,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"[439, 362, 61, 74]",0.54,0.0,0.03,0.05,0.05,0.04,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"[458, 446, 22, 28]",0.19,0.0,0.14,0.15,0.45,0.03,0.04,"[1078, 97, 43, 60]",0.13,0.0,0.09,0.06,0.54,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"[186, 640, 24, 30]",0.37,0.0,0.05,0.07,0.47,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"[201, 641, 24, 30]",0.4,0.01,0.08,0.06,0.39,0.04,0.02,"[56, 447, 20, 23]",0.0,0.0,0.03,0.06,0.8,0.03,0.07,"[201, 359, 20, 27]",0.09,0.0,0.11,0.07,0.68,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"[232, 561, 59, 71]",0.21,0.0,0.07,0.06,0.54,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"[194, 328, 76, 94]",0.04,0.0,0.07,0.2,0.07,0.06,0.57,"[550, 377, 55, 68]",0.23,0.0,0.13,0.07,0.26,0.11,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"[259, 568, 61, 73]",0.31,0.0,0.08,0.05,0.5,0.0,0.06,"[559, 373, 54, 68]",0.16,0.0,0.19,0.12,0.33,0.08,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"[1035, 383, 31, 40]",0.16,0.0,0.04,0.17,0.27,0.03,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"[561, 333, 61, 78]",0.02,0.0,0.0,0.92,0.01,0.0,0.03,"[595, 30, 36, 43]",0.13,0.0,0.05,0.61,0.17,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"[89, 483, 74, 100]",0.16,0.0,0.1,0.54,0.09,0.03,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"[638, 184, 44, 59]",0.21,0.0,0.1,0.33,0.19,0.03,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"[598, 129, 108, 133]",0.12,0.0,0.09,0.14,0.53,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"[595, 121, 112, 143]",0.16,0.0,0.13,0.16,0.14,0.02,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"[589, 121, 121, 149]",0.42,0.0,0.09,0.32,0.06,0.04,0.06,"[1083, 95, 52, 65]",0.11,0.0,0.09,0.32,0.37,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"[588, 124, 117, 149]",0.32,0.0,0.05,0.47,0.03,0.05,0.08,"[180, 81, 38, 44]",0.18,0.01,0.09,0.03,0.58,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"[588, 126, 115, 141]",0.28,0.0,0.04,0.39,0.13,0.04,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"[579, 121, 120, 150]",0.32,0.0,0.12,0.44,0.06,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"[583, 123, 120, 149]",0.39,0.0,0.11,0.39,0.07,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"[584, 124, 118, 148]",0.25,0.0,0.12,0.44,0.1,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"[581, 123, 121, 149]",0.33,0.0,0.13,0.43,0.04,0.04,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"[582, 126, 115, 142]",0.48,0.0,0.12,0.18,0.1,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"[581, 124, 116, 144]",0.44,0.0,0.08,0.32,0.07,0.02,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"[581, 113, 126, 154]",0.45,0.0,0.14,0.11,0.07,0.05,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"[587, 118, 122, 154]",0.19,0.0,0.39,0.19,0.12,0.03,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"[587, 121, 115, 145]",0.14,0.0,0.26,0.18,0.27,0.05,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"[589, 122, 120, 148]",0.17,0.0,0.31,0.36,0.06,0.04,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"[584, 121, 126, 156]",0.3,0.0,0.18,0.3,0.06,0.11,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"[589, 122, 117, 146]",0.13,0.0,0.13,0.53,0.07,0.07,0.07,"[1082, 95, 54, 66]",0.09,0.0,0.11,0.34,0.33,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"[592, 125, 118, 146]",0.07,0.0,0.4,0.21,0.15,0.12,0.05,"[1082, 95, 54, 66]",0.09,0.0,0.11,0.34,0.32,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"[591, 128, 116, 146]",0.16,0.0,0.28,0.21,0.22,0.07,0.06,"[1082, 95, 54, 66]",0.09,0.0,0.11,0.34,0.33,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"[590, 126, 121, 148]",0.15,0.0,0.16,0.35,0.16,0.09,0.08,"[1082, 95, 54, 66]",0.09,0.0,0.12,0.32,0.33,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"[582, 123, 124, 150]",0.19,0.0,0.18,0.34,0.14,0.07,0.08,"[1082, 95, 54, 66]",0.1,0.0,0.12,0.32,0.33,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"[582, 123, 125, 153]",0.23,0.0,0.14,0.43,0.06,0.06,0.07,"[1082, 95, 54, 66]",0.08,0.0,0.11,0.37,0.31,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"[591, 133, 109, 137]",0.2,0.0,0.12,0.43,0.16,0.04,0.04,"[1082, 95, 54, 66]",0.08,0.0,0.11,0.37,0.31,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"[1082, 95, 54, 66]",0.08,0.0,0.11,0.35,0.33,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"[1082, 95, 54, 66]",0.08,0.0,0.11,0.35,0.33,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"[1082, 95, 54, 66]",0.08,0.0,0.11,0.35,0.33,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"[1082, 95, 54, 66]",0.09,0.0,0.11,0.35,0.33,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"[1082, 95, 54, 66]",0.09,0.0,0.11,0.35,0.33,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"[581, 130, 117, 148]",0.08,0.0,0.05,0.77,0.02,0.02,0.06,"[1082, 95, 54, 66]",0.09,0.0,0.11,0.35,0.33,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"[584, 124, 120, 151]",0.09,0.0,0.11,0.44,0.04,0.06,0.27,"[1083, 94, 53, 67]",0.1,0.0,0.06,0.29,0.4,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"[592, 122, 116, 147]",0.09,0.0,0.21,0.48,0.1,0.08,0.04,"[1083, 94, 53, 67]",0.1,0.0,0.06,0.29,0.4,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"[586, 126, 119, 148]",0.06,0.0,0.28,0.3,0.14,0.19,0.03,"[1083, 94, 53, 67]",0.1,0.0,0.06,0.3,0.39,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"[583, 134, 121, 153]",0.16,0.0,0.12,0.19,0.04,0.06,0.43,"[1083, 94, 53, 67]",0.1,0.0,0.06,0.3,0.39,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"[586, 137, 118, 150]",0.07,0.0,0.28,0.05,0.05,0.06,0.49,"[1084, 94, 52, 67]",0.1,0.0,0.06,0.36,0.37,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"[584, 139, 118, 146]",0.09,0.0,0.17,0.23,0.05,0.06,0.4,"[1084, 94, 52, 67]",0.1,0.0,0.06,0.36,0.37,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"[587, 130, 115, 147]",0.16,0.0,0.23,0.14,0.07,0.1,0.3,"[1084, 94, 52, 67]",0.11,0.0,0.06,0.34,0.39,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"[578, 128, 125, 158]",0.46,0.0,0.17,0.09,0.05,0.01,0.22,"[1083, 94, 53, 67]",0.12,0.0,0.06,0.25,0.42,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"[580, 130, 127, 162]",0.15,0.0,0.16,0.08,0.05,0.01,0.54,"[1082, 95, 54, 66]",0.11,0.0,0.1,0.31,0.34,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"[580, 132, 124, 154]",0.21,0.0,0.1,0.21,0.04,0.01,0.43,"[1082, 95, 54, 66]",0.12,0.0,0.1,0.3,0.34,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"[581, 127, 125, 155]",0.41,0.0,0.26,0.14,0.03,0.03,0.13,"[1084, 94, 52, 67]",0.11,0.0,0.05,0.34,0.4,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"[587, 133, 128, 168]",0.35,0.0,0.13,0.22,0.01,0.01,0.28,"[1084, 94, 52, 67]",0.11,0.0,0.05,0.34,0.4,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"[588, 141, 119, 149]",0.36,0.0,0.06,0.14,0.02,0.02,0.39,"[1083, 94, 53, 67]",0.1,0.0,0.06,0.27,0.41,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"[594, 132, 120, 149]",0.32,0.0,0.16,0.23,0.08,0.03,0.18,"[1082, 95, 54, 66]",0.09,0.0,0.1,0.33,0.36,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"[598, 129, 119, 145]",0.15,0.0,0.29,0.14,0.08,0.29,0.05,"[1083, 95, 54, 67]",0.08,0.0,0.1,0.59,0.17,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"[596, 126, 117, 143]",0.19,0.0,0.13,0.49,0.08,0.07,0.05,"[1084, 94, 52, 67]",0.09,0.0,0.06,0.37,0.37,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"[597, 122, 118, 144]",0.18,0.0,0.14,0.33,0.1,0.13,0.12,"[1082, 95, 54, 66]",0.08,0.0,0.1,0.34,0.34,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"[593, 120, 121, 145]",0.35,0.0,0.11,0.27,0.07,0.07,0.13,"[1082, 95, 54, 66]",0.08,0.0,0.1,0.36,0.33,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"[592, 123, 122, 146]",0.38,0.0,0.14,0.32,0.06,0.04,0.06,"[1082, 95, 54, 66]",0.08,0.0,0.1,0.36,0.32,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
