,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[449, 120, 176, 228]",0.89,0.01,0.03,0.0,0.05,0.0,0.02,"[874, 174, 22, 29]",0.71,0.0,0.02,0.0,0.1,0.0,0.18,,,,,,,,,,,,,,,,
1,"[459, 130, 182, 235]",0.64,0.0,0.07,0.0,0.18,0.0,0.12,"[874, 174, 23, 30]",0.63,0.0,0.02,0.0,0.09,0.0,0.25,"[874, 318, 29, 37]",0.25,0.0,0.08,0.01,0.31,0.04,0.31,,,,,,,,
2,"[434, 139, 182, 231]",0.37,0.02,0.07,0.0,0.25,0.0,0.29,"[873, 174, 21, 28]",0.66,0.0,0.03,0.0,0.17,0.0,0.14,"[875, 318, 28, 37]",0.21,0.0,0.05,0.03,0.25,0.01,0.45,,,,,,,,
3,"[873, 174, 23, 29]",0.69,0.0,0.03,0.0,0.13,0.0,0.14,"[460, 130, 182, 241]",0.45,0.0,0.15,0.0,0.06,0.0,0.33,"[287, 306, 22, 25]",0.03,0.0,0.21,0.01,0.46,0.02,0.28,"[875, 318, 28, 37]",0.2,0.0,0.05,0.01,0.26,0.02,0.46
4,"[873, 174, 23, 29]",0.75,0.0,0.02,0.0,0.07,0.0,0.15,"[446, 146, 185, 242]",0.14,0.01,0.02,0.0,0.22,0.0,0.62,"[763, 561, 133, 172]",0.09,0.6,0.07,0.03,0.17,0.0,0.05,"[873, 316, 29, 37]",0.25,0.0,0.02,0.04,0.15,0.02,0.53
5,"[873, 175, 23, 28]",0.55,0.0,0.02,0.0,0.06,0.0,0.36,"[406, 146, 189, 248]",0.03,0.0,0.02,0.0,0.14,0.0,0.8,,,,,,,,,,,,,,,,
6,"[874, 173, 22, 29]",0.68,0.0,0.01,0.0,0.17,0.0,0.14,"[462, 116, 186, 248]",0.17,0.0,0.04,0.0,0.08,0.0,0.71,,,,,,,,,,,,,,,,
7,"[450, 130, 189, 239]",0.06,0.0,0.01,0.0,0.07,0.0,0.85,"[874, 174, 22, 29]",0.62,0.0,0.02,0.0,0.09,0.0,0.27,,,,,,,,,,,,,,,,
8,"[445, 114, 192, 243]",0.57,0.0,0.02,0.01,0.05,0.0,0.35,"[873, 174, 23, 30]",0.73,0.0,0.01,0.0,0.08,0.0,0.17,,,,,,,,,,,,,,,,
9,"[873, 174, 23, 29]",0.65,0.0,0.01,0.0,0.14,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
10,"[459, 121, 177, 233]",0.43,0.02,0.23,0.0,0.24,0.0,0.09,"[873, 174, 24, 30]",0.6,0.0,0.02,0.0,0.13,0.0,0.24,,,,,,,,,,,,,,,,
11,"[874, 172, 22, 28]",0.61,0.0,0.01,0.0,0.28,0.0,0.1,"[874, 317, 30, 39]",0.22,0.0,0.04,0.01,0.23,0.0,0.49,,,,,,,,,,,,,,,,
12,"[873, 174, 22, 28]",0.45,0.0,0.03,0.0,0.22,0.0,0.3,"[387, 150, 190, 241]",0.13,0.0,0.14,0.0,0.11,0.0,0.62,"[874, 317, 29, 38]",0.19,0.0,0.06,0.03,0.2,0.01,0.52,,,,,,,,
13,"[874, 172, 22, 30]",0.77,0.0,0.01,0.0,0.1,0.0,0.12,"[476, 112, 182, 239]",0.63,0.03,0.11,0.0,0.16,0.0,0.07,,,,,,,,,,,,,,,,
14,"[873, 174, 23, 29]",0.88,0.0,0.01,0.0,0.07,0.0,0.04,"[380, 127, 188, 236]",0.25,0.0,0.28,0.0,0.11,0.0,0.35,,,,,,,,,,,,,,,,
15,"[413, 117, 185, 231]",0.21,0.0,0.1,0.02,0.13,0.0,0.53,"[873, 174, 23, 29]",0.65,0.0,0.04,0.0,0.14,0.0,0.17,,,,,,,,,,,,,,,,
16,"[873, 174, 22, 29]",0.46,0.0,0.04,0.0,0.21,0.0,0.29,"[393, 159, 192, 239]",0.11,0.0,0.07,0.01,0.11,0.0,0.71,,,,,,,,,,,,,,,,
17,"[873, 174, 23, 29]",0.48,0.0,0.03,0.0,0.19,0.0,0.29,"[415, 153, 194, 257]",0.01,0.0,0.03,0.01,0.05,0.0,0.9,"[287, 307, 21, 24]",0.01,0.0,0.3,0.0,0.52,0.01,0.16,"[873, 316, 30, 38]",0.19,0.0,0.02,0.04,0.21,0.01,0.52
18,"[443, 121, 185, 238]",0.38,0.0,0.12,0.02,0.17,0.0,0.31,"[874, 174, 23, 30]",0.69,0.0,0.01,0.0,0.04,0.0,0.26,,,,,,,,,,,,,,,,
19,"[449, 126, 181, 234]",0.11,0.0,0.1,0.0,0.11,0.03,0.65,"[874, 174, 23, 30]",0.62,0.0,0.01,0.0,0.06,0.0,0.31,"[875, 318, 28, 37]",0.26,0.0,0.05,0.03,0.19,0.03,0.44,,,,,,,,
