,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[265, 88, 97, 129]",0.31,0.0,0.03,0.13,0.02,0.02,0.48,"[529, 328, 29, 37]",0.04,0.0,0.25,0.06,0.23,0.02,0.4,"[506, 150, 22, 28]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[561, 223, 20, 26]",0.02,0.0,0.05,0.21,0.24,0.0,0.47
1,"[265, 92, 98, 124]",0.34,0.0,0.01,0.53,0.0,0.0,0.12,"[528, 327, 29, 38]",0.03,0.0,0.23,0.08,0.26,0.01,0.39,"[506, 150, 22, 27]",0.02,0.0,0.0,0.93,0.01,0.0,0.04,"[560, 223, 21, 27]",0.02,0.0,0.03,0.34,0.2,0.0,0.4
2,"[257, 86, 97, 118]",0.36,0.0,0.18,0.01,0.04,0.01,0.39,"[507, 150, 21, 27]",0.02,0.0,0.0,0.93,0.01,0.0,0.05,"[560, 223, 21, 26]",0.03,0.0,0.05,0.17,0.29,0.0,0.45,,,,,,,,
3,"[265, 75, 99, 125]",0.05,0.0,0.62,0.01,0.0,0.28,0.04,"[507, 149, 21, 29]",0.01,0.0,0.0,0.95,0.0,0.0,0.03,"[561, 224, 20, 26]",0.02,0.0,0.04,0.18,0.21,0.0,0.54,,,,,,,,
4,"[266, 85, 99, 126]",0.72,0.0,0.03,0.09,0.01,0.0,0.14,"[505, 151, 21, 28]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[559, 226, 19, 24]",0.02,0.0,0.04,0.02,0.28,0.0,0.64,,,,,,,,
5,"[244, 90, 98, 118]",0.13,0.0,0.09,0.03,0.13,0.01,0.61,"[526, 330, 29, 38]",0.13,0.0,0.05,0.06,0.15,0.01,0.6,"[505, 152, 21, 27]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[558, 225, 20, 25]",0.05,0.01,0.06,0.09,0.29,0.01,0.5
6,"[250, 70, 103, 129]",0.26,0.0,0.52,0.0,0.02,0.08,0.12,"[505, 151, 21, 28]",0.01,0.0,0.0,0.96,0.0,0.0,0.03,"[559, 226, 19, 24]",0.03,0.0,0.08,0.06,0.27,0.01,0.56,,,,,,,,
7,"[279, 103, 98, 120]",0.47,0.0,0.01,0.02,0.04,0.0,0.45,"[505, 151, 22, 29]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,"[558, 226, 21, 26]",0.03,0.0,0.04,0.1,0.32,0.0,0.51,,,,,,,,
8,"[263, 91, 96, 121]",0.27,0.0,0.3,0.04,0.07,0.22,0.1,"[505, 151, 22, 28]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,"[559, 227, 18, 23]",0.02,0.0,0.06,0.13,0.18,0.02,0.59,,,,,,,,
9,"[249, 96, 98, 122]",0.43,0.0,0.04,0.35,0.05,0.0,0.13,"[504, 151, 22, 27]",0.01,0.0,0.0,0.98,0.0,0.0,0.02,"[559, 226, 21, 26]",0.03,0.0,0.03,0.07,0.38,0.0,0.49,,,,,,,,
