,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[498, 107, 180, 237]",0.04,0.0,0.74,0.0,0.09,0.11,0.02
1,"[496, 111, 188, 245]",0.02,0.0,0.38,0.0,0.01,0.57,0.02
2,"[488, 77, 174, 210]",0.02,0.0,0.49,0.0,0.03,0.45,0.01
3,"[535, 131, 176, 231]",0.01,0.0,0.68,0.0,0.03,0.28,0.0
4,"[503, 117, 177, 221]",0.01,0.0,0.11,0.0,0.01,0.86,0.02
5,"[481, 155, 189, 250]",0.25,0.0,0.15,0.01,0.43,0.04,0.13
6,"[505, 109, 186, 248]",0.01,0.0,0.28,0.0,0.0,0.7,0.0
7,"[516, 100, 178, 219]",0.04,0.0,0.39,0.0,0.08,0.34,0.15
8,"[537, 110, 183, 243]",0.03,0.0,0.71,0.0,0.1,0.14,0.02
9,"[497, 108, 194, 251]",0.09,0.0,0.24,0.0,0.09,0.34,0.24
10,"[509, 94, 175, 237]",0.32,0.02,0.23,0.09,0.16,0.01,0.17
11,"[492, 112, 181, 238]",0.15,0.0,0.14,0.0,0.14,0.03,0.54
12,"[512, 132, 189, 246]",0.01,0.0,0.02,0.0,0.0,0.97,0.0
13,"[540, 110, 179, 240]",0.23,0.0,0.36,0.01,0.28,0.02,0.08
14,"[527, 106, 177, 222]",0.15,0.0,0.48,0.0,0.05,0.19,0.12
15,"[532, 146, 181, 231]",0.12,0.0,0.12,0.0,0.2,0.02,0.54
16,"[501, 107, 179, 231]",0.03,0.0,0.53,0.0,0.02,0.41,0.01
17,"[487, 112, 185, 244]",0.01,0.0,0.4,0.0,0.01,0.44,0.13
18,"[538, 100, 181, 237]",0.08,0.0,0.41,0.0,0.04,0.44,0.04
19,"[512, 111, 180, 231]",0.22,0.0,0.06,0.0,0.05,0.13,0.54
20,"[517, 94, 188, 240]",0.12,0.0,0.03,0.0,0.04,0.04,0.77
21,"[521, 97, 182, 235]",0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,"[520, 117, 188, 247]",0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,"[497, 106, 188, 237]",0.05,0.0,0.04,0.01,0.02,0.05,0.83
24,"[511, 106, 186, 233]",0.14,0.0,0.33,0.0,0.1,0.12,0.3
25,"[530, 127, 185, 241]",0.03,0.0,0.03,0.05,0.09,0.01,0.79
26,"[497, 106, 189, 243]",0.09,0.0,0.27,0.0,0.07,0.34,0.23
27,"[508, 97, 181, 220]",0.04,0.0,0.38,0.0,0.04,0.42,0.11
28,"[489, 94, 190, 249]",0.04,0.0,0.58,0.0,0.09,0.21,0.08
29,"[522, 126, 182, 235]",0.01,0.0,0.11,0.0,0.0,0.73,0.15
30,"[530, 123, 182, 230]",0.14,0.0,0.1,0.0,0.21,0.0,0.54
31,"[500, 124, 186, 243]",0.05,0.0,0.14,0.0,0.24,0.01,0.57
32,"[500, 112, 180, 235]",0.28,0.0,0.24,0.01,0.15,0.1,0.23
33,"[498, 103, 188, 259]",0.13,0.0,0.06,0.02,0.36,0.0,0.42
34,"[562, 134, 179, 234]",0.06,0.02,0.31,0.05,0.21,0.13,0.22
35,"[570, 107, 180, 244]",0.05,0.0,0.57,0.0,0.1,0.2,0.08
36,"[556, 103, 174, 219]",0.02,0.0,0.35,0.0,0.03,0.54,0.06
37,"[460, 136, 196, 266]",0.17,0.0,0.1,0.0,0.41,0.01,0.32
38,"[518, 148, 183, 231]",0.12,0.0,0.03,0.01,0.08,0.01,0.75
39,"[501, 109, 186, 240]",0.05,0.0,0.35,0.0,0.02,0.24,0.34
40,"[510, 115, 178, 215]",0.17,0.0,0.27,0.0,0.1,0.06,0.39
41,"[502, 102, 184, 237]",0.06,0.0,0.05,0.0,0.05,0.03,0.81
42,"[503, 109, 183, 233]",0.23,0.0,0.08,0.0,0.02,0.18,0.48
43,"[507, 89, 179, 233]",0.07,0.0,0.29,0.0,0.18,0.03,0.42
44,"[545, 82, 176, 232]",0.39,0.0,0.14,0.0,0.26,0.1,0.1
45,"[532, 107, 188, 239]",0.12,0.0,0.4,0.02,0.04,0.34,0.09
46,"[519, 144, 181, 225]",0.01,0.0,0.01,0.0,0.04,0.0,0.93
47,"[500, 112, 183, 236]",0.06,0.0,0.3,0.0,0.02,0.36,0.26
48,"[541, 113, 182, 231]",0.04,0.0,0.38,0.0,0.04,0.3,0.25
49,"[517, 107, 178, 232]",0.15,0.0,0.21,0.0,0.11,0.08,0.44
50,"[520, 108, 181, 239]",0.1,0.0,0.32,0.0,0.18,0.06,0.33
51,"[541, 144, 181, 227]",0.02,0.0,0.45,0.0,0.06,0.36,0.12
52,"[508, 118, 180, 224]",0.18,0.0,0.05,0.0,0.07,0.02,0.68
53,"[510, 90, 180, 234]",0.16,0.0,0.11,0.0,0.02,0.15,0.56
54,"[554, 116, 185, 244]",0.09,0.0,0.72,0.0,0.06,0.07,0.07
55,"[494, 118, 187, 246]",0.02,0.0,0.01,0.0,0.01,0.0,0.96
56,"[558, 87, 179, 228]",0.32,0.0,0.06,0.0,0.04,0.19,0.38
57,"[546, 118, 182, 236]",0.02,0.0,0.12,0.02,0.0,0.82,0.02
