,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7
113,"[852, 380, 62, 80]",0.1,0.0,0.0,0.45,0.05,0.0,0.4,"[262, 117, 68, 94]",0.03,0.0,0.0,0.86,0.02,0.0,0.08,"[1025, 387, 57, 75]",0.16,0.0,0.02,0.02,0.14,0.01,0.66,"[631, 347, 74, 97]",0.04,0.0,0.27,0.13,0.07,0.07,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[251, 100, 75, 101]",0.15,0.0,0.25,0.06,0.12,0.26,0.16,"[864, 386, 59, 77]",0.07,0.0,0.01,0.42,0.04,0.0,0.45,"[1023, 388, 57, 77]",0.13,0.0,0.01,0.03,0.08,0.0,0.75,"[660, 360, 61, 81]",0.14,0.0,0.07,0.14,0.2,0.04,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[865, 384, 59, 79]",0.08,0.0,0.01,0.23,0.07,0.0,0.61,"[1023, 388, 57, 78]",0.32,0.0,0.03,0.03,0.11,0.0,0.51,"[261, 131, 72, 99]",0.06,0.0,0.01,0.13,0.04,0.0,0.76,"[655, 372, 64, 84]",0.1,0.0,0.09,0.06,0.1,0.02,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[1029, 391, 55, 73]",0.25,0.0,0.02,0.05,0.06,0.01,0.61,"[868, 388, 59, 81]",0.19,0.0,0.02,0.3,0.17,0.0,0.31,"[257, 124, 71, 101]",0.04,0.0,0.01,0.23,0.03,0.0,0.69,"[652, 372, 65, 82]",0.1,0.0,0.07,0.21,0.14,0.03,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[860, 384, 64, 83]",0.03,0.0,0.0,0.06,0.06,0.0,0.85,"[1028, 391, 56, 75]",0.21,0.0,0.02,0.03,0.08,0.0,0.66,"[269, 124, 73, 103]",0.06,0.0,0.0,0.46,0.03,0.02,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[1029, 392, 55, 72]",0.29,0.0,0.04,0.02,0.07,0.01,0.56,"[861, 380, 62, 82]",0.09,0.0,0.01,0.19,0.2,0.0,0.51,"[266, 119, 74, 102]",0.07,0.0,0.01,0.55,0.04,0.02,0.31,"[640, 369, 66, 87]",0.12,0.0,0.06,0.28,0.15,0.12,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[857, 380, 60, 81]",0.01,0.0,0.0,0.04,0.02,0.0,0.94,"[1026, 389, 59, 78]",0.3,0.0,0.02,0.11,0.05,0.02,0.5,"[244, 123, 72, 97]",0.17,0.0,0.04,0.43,0.07,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[856, 383, 61, 77]",0.01,0.0,0.0,0.0,0.04,0.0,0.94,"[1028, 391, 57, 78]",0.2,0.0,0.02,0.04,0.21,0.01,0.52,"[639, 365, 70, 89]",0.07,0.0,0.04,0.31,0.2,0.08,0.3,"[276, 98, 74, 107]",0.15,0.0,0.07,0.3,0.1,0.03,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[855, 383, 63, 79]",0.02,0.0,0.0,0.0,0.05,0.0,0.92,"[1029, 393, 56, 72]",0.17,0.0,0.04,0.04,0.06,0.01,0.69,"[252, 99, 71, 97]",0.2,0.0,0.15,0.03,0.17,0.02,0.43,"[650, 372, 70, 89]",0.15,0.0,0.01,0.55,0.07,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[1029, 393, 56, 74]",0.2,0.0,0.02,0.07,0.12,0.01,0.58,"[857, 381, 60, 80]",0.02,0.0,0.0,0.0,0.02,0.0,0.96,"[271, 121, 73, 98]",0.12,0.0,0.01,0.43,0.07,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[862, 381, 61, 80]",0.26,0.0,0.02,0.03,0.28,0.0,0.4,"[1029, 393, 57, 74]",0.13,0.0,0.02,0.04,0.07,0.01,0.74,"[665, 382, 58, 74]",0.09,0.0,0.02,0.11,0.04,0.0,0.73,"[273, 121, 72, 100]",0.09,0.0,0.02,0.63,0.04,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[864, 383, 59, 79]",0.21,0.0,0.02,0.09,0.2,0.0,0.48,"[663, 374, 61, 83]",0.07,0.0,0.01,0.07,0.03,0.0,0.82,"[274, 103, 71, 105]",0.33,0.01,0.07,0.49,0.06,0.03,0.02,"[1022, 390, 57, 74]",0.23,0.0,0.02,0.08,0.07,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[260, 104, 72, 101]",0.41,0.0,0.04,0.04,0.08,0.01,0.41,"[865, 382, 59, 81]",0.38,0.01,0.02,0.05,0.2,0.0,0.34,"[1017, 392, 55, 72]",0.41,0.02,0.07,0.15,0.2,0.01,0.15,"[657, 374, 65, 88]",0.3,0.0,0.01,0.13,0.09,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[866, 383, 57, 80]",0.3,0.01,0.01,0.02,0.37,0.0,0.29,"[1026, 396, 59, 81]",0.08,0.0,0.01,0.11,0.08,0.0,0.72,"[252, 110, 75, 106]",0.29,0.0,0.0,0.25,0.04,0.0,0.41,"[656, 371, 63, 85]",0.17,0.0,0.02,0.19,0.09,0.01,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[246, 114, 66, 94]",0.18,0.0,0.06,0.27,0.16,0.01,0.32,"[680, 407, 46, 57]",0.07,0.0,0.09,0.01,0.64,0.0,0.19,"[864, 382, 58, 79]",0.3,0.0,0.05,0.01,0.42,0.0,0.22,"[1032, 399, 58, 79]",0.03,0.0,0.0,0.3,0.03,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[656, 372, 63, 83]",0.12,0.0,0.03,0.56,0.04,0.01,0.25,"[1038, 397, 57, 76]",0.08,0.0,0.01,0.1,0.04,0.01,0.76,"[864, 383, 60, 80]",0.35,0.01,0.02,0.03,0.22,0.0,0.37,"[251, 122, 73, 97]",0.09,0.0,0.01,0.51,0.07,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[888, 173, 39, 56]",0.19,0.0,0.04,0.01,0.64,0.0,0.11,"[698, 245, 29, 44]",0.1,0.0,0.06,0.03,0.17,0.01,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[210, 94, 74, 102]",0.95,0.0,0.02,0.0,0.01,0.0,0.01,"[866, 379, 59, 79]",0.41,0.01,0.02,0.01,0.19,0.0,0.36,"[674, 381, 59, 83]",0.23,0.0,0.01,0.1,0.16,0.0,0.5,"[1040, 380, 56, 79]",0.28,0.0,0.03,0.04,0.17,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[683, 384, 55, 82]",0.17,0.0,0.06,0.2,0.42,0.03,0.13,"[868, 382, 58, 78]",0.25,0.0,0.03,0.02,0.14,0.0,0.56,"[1028, 379, 54, 74]",0.03,0.0,0.01,0.03,0.06,0.0,0.86,"[229, 93, 74, 106]",0.27,0.0,0.36,0.05,0.11,0.06,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[681, 383, 55, 83]",0.17,0.0,0.06,0.16,0.36,0.02,0.23,"[252, 119, 68, 97]",0.04,0.0,0.01,0.65,0.04,0.0,0.24,"[868, 381, 61, 81]",0.25,0.0,0.01,0.03,0.14,0.0,0.57,"[1022, 379, 53, 73]",0.05,0.0,0.01,0.06,0.04,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[871, 382, 60, 80]",0.23,0.0,0.03,0.02,0.19,0.0,0.53,"[264, 117, 69, 99]",0.43,0.0,0.12,0.16,0.11,0.04,0.14,"[968, 388, 52, 64]",0.27,0.0,0.02,0.01,0.56,0.0,0.14,"[673, 375, 60, 85]",0.18,0.0,0.03,0.3,0.11,0.02,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[869, 381, 59, 82]",0.15,0.0,0.01,0.03,0.15,0.0,0.66,"[671, 376, 59, 80]",0.18,0.0,0.13,0.2,0.15,0.01,0.32,"[970, 391, 51, 66]",0.12,0.0,0.02,0.0,0.13,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[868, 382, 60, 81]",0.27,0.0,0.02,0.01,0.26,0.0,0.44,"[264, 100, 71, 99]",0.46,0.0,0.1,0.02,0.19,0.01,0.22,"[670, 379, 59, 77]",0.31,0.0,0.2,0.07,0.2,0.01,0.21,"[969, 391, 52, 67]",0.13,0.0,0.02,0.0,0.1,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[868, 382, 59, 81]",0.32,0.0,0.02,0.01,0.22,0.0,0.44,"[252, 99, 73, 102]",0.35,0.0,0.1,0.23,0.06,0.05,0.2,"[969, 392, 52, 67]",0.13,0.0,0.02,0.0,0.17,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[873, 384, 56, 79]",0.23,0.0,0.02,0.02,0.09,0.0,0.64,"[251, 100, 70, 100]",0.19,0.0,0.12,0.17,0.2,0.02,0.3,"[978, 392, 53, 70]",0.14,0.0,0.01,0.01,0.22,0.0,0.61,"[671, 375, 58, 83]",0.31,0.0,0.08,0.04,0.18,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[867, 382, 60, 82]",0.4,0.0,0.02,0.0,0.15,0.0,0.43,"[668, 376, 60, 82]",0.51,0.0,0.08,0.03,0.13,0.01,0.25,"[985, 392, 54, 70]",0.24,0.0,0.01,0.05,0.32,0.0,0.38,"[260, 111, 68, 100]",0.36,0.0,0.04,0.2,0.07,0.18,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[872, 383, 57, 79]",0.14,0.0,0.01,0.04,0.07,0.0,0.74,"[986, 395, 55, 73]",0.35,0.0,0.01,0.0,0.36,0.0,0.27,"[257, 102, 70, 101]",0.24,0.0,0.07,0.08,0.1,0.04,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[871, 383, 58, 80]",0.29,0.0,0.0,0.01,0.06,0.0,0.64,"[254, 102, 70, 96]",0.26,0.0,0.17,0.04,0.25,0.05,0.23,"[668, 377, 61, 82]",0.41,0.0,0.07,0.05,0.18,0.0,0.28,"[985, 395, 56, 73]",0.4,0.0,0.01,0.01,0.26,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[872, 384, 57, 78]",0.26,0.0,0.01,0.01,0.16,0.0,0.56,"[984, 397, 55, 72]",0.19,0.0,0.01,0.01,0.39,0.0,0.4,"[668, 379, 61, 83]",0.19,0.0,0.02,0.01,0.1,0.0,0.68,"[269, 101, 70, 101]",0.52,0.0,0.13,0.13,0.13,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[983, 396, 55, 73]",0.22,0.0,0.01,0.0,0.32,0.0,0.45,"[869, 382, 59, 82]",0.3,0.0,0.0,0.01,0.07,0.0,0.62,"[278, 100, 73, 105]",0.25,0.0,0.04,0.13,0.08,0.0,0.5,"[672, 379, 56, 80]",0.42,0.0,0.02,0.09,0.09,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[873, 384, 55, 77]",0.07,0.0,0.0,0.01,0.03,0.0,0.89,"[668, 381, 61, 84]",0.34,0.0,0.04,0.03,0.16,0.0,0.44,"[983, 397, 54, 70]",0.26,0.0,0.03,0.01,0.23,0.0,0.48,"[263, 99, 71, 98]",0.61,0.0,0.08,0.07,0.14,0.03,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[870, 382, 58, 80]",0.1,0.0,0.01,0.02,0.08,0.0,0.8,"[263, 104, 71, 98]",0.12,0.0,0.04,0.23,0.09,0.02,0.49,"[981, 397, 54, 71]",0.13,0.0,0.01,0.0,0.23,0.0,0.63,"[667, 380, 57, 81]",0.09,0.0,0.01,0.03,0.24,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[262, 101, 69, 97]",0.3,0.0,0.11,0.16,0.13,0.03,0.28,"[873, 385, 55, 75]",0.11,0.0,0.0,0.01,0.09,0.0,0.78,"[980, 397, 56, 72]",0.19,0.0,0.01,0.0,0.26,0.0,0.55,"[674, 392, 56, 78]",0.11,0.0,0.31,0.02,0.5,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[863, 381, 63, 84]",0.14,0.02,0.02,0.0,0.4,0.0,0.42,"[978, 396, 57, 73]",0.3,0.0,0.02,0.0,0.2,0.0,0.48,"[270, 104, 71, 101]",0.32,0.0,0.04,0.12,0.11,0.0,0.42,"[651, 374, 64, 86]",0.16,0.0,0.06,0.17,0.25,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[402, 154, 157, 205]",0.05,0.0,0.01,0.05,0.05,0.01,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[436, 145, 156, 204]",0.03,0.0,0.0,0.1,0.04,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[460, 116, 152, 204]",0.07,0.0,0.0,0.05,0.01,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[445, 137, 148, 199]",0.06,0.0,0.0,0.08,0.07,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[442, 125, 158, 209]",0.09,0.0,0.01,0.04,0.11,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[246, 93, 136, 181]",0.08,0.0,0.53,0.02,0.11,0.08,0.18,"[957, 555, 144, 181]",0.08,0.0,0.05,0.49,0.06,0.13,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[213, 137, 122, 174]",0.03,0.0,0.01,0.44,0.04,0.0,0.47,"[977, 569, 134, 159]",0.16,0.0,0.07,0.08,0.16,0.02,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[246, 97, 126, 181]",0.4,0.0,0.05,0.11,0.2,0.02,0.22,"[981, 574, 131, 164]",0.15,0.0,0.04,0.04,0.37,0.03,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[265, 96, 126, 179]",0.13,0.0,0.02,0.6,0.05,0.03,0.15,"[954, 554, 133, 163]",0.07,0.0,0.11,0.29,0.23,0.05,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[274, 133, 122, 170]",0.09,0.0,0.04,0.23,0.18,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[929, 181, 37, 53]",0.49,0.0,0.11,0.1,0.16,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[221, 115, 127, 174]",0.16,0.0,0.05,0.09,0.41,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[232, 120, 131, 182]",0.06,0.0,0.02,0.37,0.1,0.02,0.44,"[983, 580, 127, 170]",0.09,0.0,0.17,0.07,0.16,0.01,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[258, 128, 129, 180]",0.12,0.0,0.05,0.15,0.18,0.03,0.47,"[992, 582, 122, 167]",0.11,0.0,0.1,0.06,0.26,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[272, 104, 129, 185]",0.4,0.0,0.17,0.17,0.13,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[1088, 122, 60, 74]",0.13,0.0,0.01,0.42,0.17,0.0,0.27,"[931, 177, 40, 54]",0.39,0.0,0.04,0.22,0.16,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[252, 102, 129, 186]",0.19,0.0,0.05,0.19,0.13,0.05,0.39,"[988, 578, 119, 153]",0.07,0.0,0.04,0.07,0.23,0.04,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[255, 89, 130, 179]",0.38,0.0,0.3,0.03,0.17,0.04,0.07,"[982, 578, 124, 162]",0.13,0.0,0.06,0.03,0.21,0.01,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[258, 118, 126, 178]",0.08,0.0,0.06,0.2,0.15,0.03,0.48,"[988, 579, 121, 158]",0.13,0.0,0.08,0.08,0.24,0.02,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[240, 106, 130, 188]",0.14,0.0,0.02,0.29,0.04,0.01,0.49,"[955, 564, 137, 179]",0.18,0.0,0.03,0.1,0.44,0.05,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[172, 114, 131, 177]",0.14,0.0,0.02,0.13,0.14,0.0,0.57,"[954, 558, 139, 177]",0.08,0.0,0.03,0.62,0.11,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[310, 103, 139, 192]",0.03,0.0,0.0,0.17,0.04,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[325, 121, 125, 178]",0.06,0.0,0.04,0.32,0.16,0.02,0.4,"[972, 573, 129, 171]",0.18,0.0,0.04,0.21,0.2,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[281, 108, 131, 186]",0.12,0.0,0.04,0.17,0.12,0.02,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[304, 93, 128, 194]",0.35,0.0,0.13,0.29,0.1,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[281, 115, 128, 178]",0.05,0.0,0.04,0.17,0.15,0.02,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[280, 86, 131, 182]",0.41,0.0,0.07,0.02,0.11,0.01,0.38,"[1011, 590, 118, 162]",0.21,0.0,0.17,0.04,0.34,0.02,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[291, 116, 124, 173]",0.07,0.0,0.06,0.26,0.15,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[301, 102, 124, 176]",0.1,0.0,0.06,0.11,0.1,0.02,0.61,"[973, 579, 145, 185]",0.29,0.0,0.06,0.06,0.29,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[290, 96, 127, 180]",0.25,0.0,0.14,0.04,0.2,0.09,0.28,"[1023, 605, 101, 132]",0.12,0.0,0.04,0.01,0.38,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"[934, 179, 34, 50]",0.21,0.0,0.28,0.11,0.27,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[934, 179, 34, 51]",0.38,0.0,0.18,0.06,0.21,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[293, 93, 123, 172]",0.44,0.0,0.1,0.06,0.15,0.02,0.23,"[1047, 604, 103, 134]",0.2,0.0,0.1,0.15,0.27,0.04,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[286, 90, 125, 182]",0.22,0.0,0.06,0.03,0.24,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[284, 87, 126, 179]",0.48,0.0,0.12,0.04,0.12,0.02,0.23,"[1084, 587, 121, 164]",0.08,0.0,0.07,0.22,0.13,0.01,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[268, 92, 128, 178]",0.13,0.0,0.03,0.23,0.17,0.01,0.43,"[1035, 579, 125, 162]",0.14,0.0,0.03,0.01,0.25,0.01,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[291, 119, 124, 173]",0.07,0.0,0.05,0.45,0.16,0.0,0.27,"[1041, 582, 120, 159]",0.12,0.0,0.08,0.01,0.37,0.02,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[258, 119, 127, 176]",0.04,0.0,0.01,0.17,0.1,0.0,0.67,"[1008, 559, 111, 153]",0.21,0.0,0.23,0.21,0.2,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[456, 109, 158, 199]",0.5,0.0,0.11,0.07,0.08,0.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[423, 152, 150, 193]",0.08,0.0,0.02,0.06,0.13,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"[430, 155, 148, 196]",0.04,0.0,0.01,0.02,0.07,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"[448, 150, 151, 198]",0.01,0.0,0.0,0.1,0.03,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"[443, 99, 156, 208]",0.35,0.0,0.06,0.03,0.04,0.02,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"[433, 137, 153, 201]",0.01,0.0,0.0,0.41,0.04,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"[450, 145, 149, 195]",0.02,0.0,0.0,0.07,0.05,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"[463, 146, 146, 190]",0.03,0.0,0.01,0.21,0.18,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"[471, 130, 147, 203]",0.17,0.0,0.01,0.36,0.08,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"[464, 128, 147, 190]",0.18,0.0,0.04,0.07,0.3,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"[424, 117, 155, 205]",0.08,0.0,0.0,0.11,0.04,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"[431, 120, 160, 199]",0.05,0.0,0.02,0.17,0.04,0.02,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"[284, 119, 124, 173]",0.07,0.0,0.03,0.11,0.32,0.01,0.46,"[1019, 559, 113, 154]",0.33,0.0,0.05,0.13,0.17,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"[254, 119, 126, 180]",0.2,0.0,0.1,0.23,0.17,0.15,0.15,"[1018, 568, 107, 146]",0.17,0.0,0.03,0.13,0.31,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"[258, 115, 124, 173]",0.19,0.0,0.06,0.25,0.23,0.01,0.25,"[1014, 569, 112, 159]",0.42,0.0,0.05,0.07,0.18,0.02,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"[251, 114, 129, 182]",0.09,0.0,0.03,0.08,0.17,0.01,0.63,"[1028, 580, 112, 158]",0.35,0.0,0.18,0.01,0.18,0.03,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"[258, 122, 125, 175]",0.09,0.0,0.03,0.62,0.08,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"[440, 112, 147, 202]",0.56,0.0,0.03,0.08,0.04,0.08,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"[509, 104, 144, 198]",0.1,0.0,0.02,0.37,0.15,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"[468, 88, 146, 199]",0.14,0.0,0.07,0.06,0.03,0.01,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"[455, 124, 147, 192]",0.04,0.0,0.0,0.22,0.02,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"[464, 126, 142, 188]",0.2,0.0,0.01,0.16,0.19,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"[478, 116, 145, 193]",0.07,0.0,0.01,0.14,0.06,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"[459, 125, 146, 194]",0.07,0.0,0.01,0.14,0.08,0.01,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
