,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[566, 107, 52, 61]",0.31,0.0,0.11,0.01,0.37,0.0,0.19,"[270, 46, 69, 90]",0.19,0.02,0.25,0.01,0.17,0.07,0.28,"[86, 62, 59, 73]",0.02,0.0,0.07,0.0,0.49,0.0,0.41
1,"[264, 45, 72, 94]",0.82,0.0,0.02,0.0,0.04,0.0,0.11,"[56, 61, 65, 83]",0.06,0.0,0.08,0.01,0.49,0.0,0.37,"[596, 108, 49, 71]",0.39,0.0,0.28,0.01,0.27,0.0,0.06
2,"[280, 37, 87, 110]",0.7,0.0,0.04,0.01,0.03,0.0,0.22,"[36, 54, 75, 95]",0.04,0.0,0.03,0.0,0.12,0.0,0.8,,,,,,,,
3,"[269, 26, 95, 124]",0.23,0.0,0.19,0.03,0.07,0.02,0.44,"[9, 52, 82, 106]",0.02,0.0,0.02,0.02,0.12,0.0,0.82,,,,,,,,
4,"[290, 44, 95, 117]",0.39,0.0,0.19,0.0,0.26,0.08,0.07,"[7, 61, 82, 104]",0.01,0.0,0.02,0.0,0.06,0.0,0.91,,,,,,,,
5,"[258, 41, 92, 119]",0.47,0.0,0.12,0.0,0.11,0.01,0.28,"[12, 60, 81, 104]",0.02,0.0,0.04,0.0,0.14,0.0,0.8,,,,,,,,
6,"[269, 49, 93, 119]",0.53,0.0,0.02,0.0,0.16,0.0,0.28,"[8, 58, 83, 107]",0.01,0.0,0.02,0.01,0.1,0.0,0.85,,,,,,,,
7,"[262, 41, 92, 117]",0.86,0.0,0.02,0.0,0.05,0.0,0.07,"[8, 56, 85, 110]",0.01,0.0,0.01,0.0,0.08,0.0,0.89,,,,,,,,
8,"[276, 51, 92, 115]",0.5,0.0,0.08,0.01,0.1,0.01,0.31,"[9, 59, 82, 107]",0.01,0.0,0.01,0.0,0.06,0.0,0.91,,,,,,,,
9,"[274, 52, 95, 117]",0.41,0.01,0.05,0.01,0.22,0.0,0.3,"[11, 61, 83, 104]",0.0,0.0,0.02,0.0,0.03,0.0,0.94,,,,,,,,
10,"[269, 47, 96, 122]",0.3,0.0,0.05,0.0,0.15,0.01,0.5,"[8, 59, 83, 107]",0.0,0.0,0.01,0.01,0.07,0.0,0.91,,,,,,,,
11,"[265, 34, 92, 120]",0.21,0.0,0.36,0.01,0.07,0.2,0.16,"[8, 60, 85, 106]",0.01,0.0,0.01,0.0,0.1,0.0,0.88,,,,,,,,
12,"[245, 43, 93, 114]",0.13,0.0,0.1,0.0,0.45,0.01,0.3,"[6, 58, 84, 108]",0.01,0.0,0.02,0.01,0.06,0.0,0.91,,,,,,,,
13,"[277, 44, 93, 113]",0.52,0.01,0.15,0.0,0.27,0.01,0.04,"[6, 59, 85, 108]",0.01,0.0,0.02,0.0,0.08,0.0,0.88,,,,,,,,
14,"[288, 45, 96, 122]",0.65,0.0,0.03,0.0,0.1,0.0,0.22,"[8, 64, 81, 102]",0.04,0.0,0.03,0.0,0.25,0.0,0.67,,,,,,,,
15,"[316, 45, 97, 122]",0.57,0.0,0.03,0.0,0.19,0.0,0.2,"[8, 59, 84, 108]",0.06,0.0,0.02,0.01,0.37,0.0,0.53,,,,,,,,
16,"[336, 37, 99, 127]",0.11,0.0,0.17,0.0,0.31,0.03,0.38,"[6, 62, 83, 106]",0.05,0.0,0.03,0.02,0.29,0.0,0.61,,,,,,,,
17,"[335, 40, 97, 123]",0.44,0.0,0.16,0.0,0.21,0.01,0.18,"[7, 63, 82, 105]",0.06,0.0,0.03,0.02,0.22,0.0,0.67,,,,,,,,
18,"[311, 41, 98, 120]",0.14,0.0,0.36,0.0,0.15,0.06,0.29,"[2, 62, 80, 104]",0.03,0.0,0.01,0.01,0.35,0.0,0.6,,,,,,,,
19,"[311, 52, 94, 119]",0.7,0.0,0.04,0.0,0.11,0.0,0.15,"[2, 55, 87, 111]",0.03,0.0,0.03,0.0,0.32,0.0,0.61,,,,,,,,
20,"[308, 48, 96, 122]",0.41,0.03,0.1,0.01,0.2,0.05,0.2,"[5, 56, 84, 107]",0.05,0.0,0.02,0.03,0.21,0.0,0.69,,,,,,,,
