,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[508, 150, 249, 305]",0.11,0.0,0.04,0.03,0.04,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
1,"[522, 152, 251, 335]",0.11,0.0,0.2,0.03,0.37,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,
2,"[521, 135, 236, 310]",0.03,0.0,0.75,0.0,0.12,0.01,0.1,"[543, 486, 61, 89]",0.43,0.0,0.35,0.04,0.07,0.05,0.06,"[129, 237, 26, 33]",0.27,0.02,0.03,0.05,0.29,0.02,0.33,,,,,,,,
3,"[508, 138, 244, 301]",0.06,0.0,0.23,0.11,0.07,0.03,0.5,"[130, 238, 24, 31]",0.37,0.02,0.04,0.01,0.42,0.0,0.13,,,,,,,,,,,,,,,,
4,"[531, 120, 246, 325]",0.01,0.0,0.87,0.0,0.05,0.02,0.05,"[129, 238, 26, 32]",0.3,0.01,0.03,0.01,0.49,0.0,0.15,,,,,,,,,,,,,,,,
5,"[525, 142, 243, 306]",0.02,0.0,0.0,0.01,0.01,0.0,0.96,,,,,,,,,,,,,,,,,,,,,,,,
6,"[521, 124, 243, 322]",0.04,0.0,0.1,0.02,0.06,0.0,0.78,"[129, 238, 26, 32]",0.27,0.04,0.03,0.01,0.54,0.0,0.12,,,,,,,,,,,,,,,,
7,"[529, 143, 243, 315]",0.1,0.0,0.08,0.01,0.17,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,
8,"[519, 127, 247, 327]",0.16,0.0,0.15,0.01,0.08,0.01,0.58,"[129, 238, 25, 31]",0.41,0.0,0.03,0.03,0.33,0.0,0.19,,,,,,,,,,,,,,,,
9,"[539, 136, 251, 330]",0.11,0.0,0.1,0.01,0.13,0.0,0.65,"[129, 238, 25, 31]",0.41,0.0,0.03,0.03,0.33,0.0,0.19,,,,,,,,,,,,,,,,
10,"[519, 143, 243, 305]",0.14,0.0,0.24,0.04,0.1,0.01,0.47,"[128, 238, 25, 32]",0.44,0.01,0.03,0.01,0.34,0.0,0.16,,,,,,,,,,,,,,,,
11,"[505, 141, 248, 301]",0.02,0.0,0.26,0.05,0.07,0.02,0.57,"[129, 238, 25, 32]",0.35,0.01,0.02,0.0,0.46,0.0,0.16,,,,,,,,,,,,,,,,
12,"[521, 123, 246, 312]",0.02,0.0,0.43,0.15,0.14,0.05,0.21,"[129, 238, 25, 31]",0.39,0.01,0.05,0.01,0.4,0.0,0.15,"[545, 483, 64, 97]",0.24,0.0,0.53,0.03,0.08,0.07,0.04,,,,,,,,
13,"[519, 130, 253, 321]",0.07,0.0,0.15,0.26,0.11,0.06,0.35,"[129, 238, 25, 31]",0.45,0.01,0.04,0.01,0.36,0.0,0.13,,,,,,,,,,,,,,,,
14,"[526, 150, 239, 318]",0.02,0.0,0.02,0.24,0.11,0.01,0.61,"[129, 238, 25, 31]",0.44,0.01,0.04,0.01,0.37,0.0,0.14,,,,,,,,,,,,,,,,
15,"[520, 150, 239, 300]",0.08,0.0,0.06,0.02,0.04,0.01,0.8,"[129, 238, 26, 32]",0.31,0.01,0.03,0.0,0.48,0.0,0.16,,,,,,,,,,,,,,,,
16,"[520, 145, 246, 313]",0.27,0.0,0.1,0.06,0.13,0.02,0.42,"[129, 238, 25, 32]",0.18,0.0,0.02,0.01,0.45,0.0,0.34,,,,,,,,,,,,,,,,
17,"[521, 147, 239, 301]",0.05,0.0,0.58,0.02,0.15,0.01,0.2,"[129, 238, 25, 31]",0.19,0.0,0.04,0.03,0.48,0.0,0.27,,,,,,,,,,,,,,,,
18,"[528, 137, 252, 330]",0.21,0.0,0.15,0.02,0.37,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
19,"[499, 120, 243, 296]",0.02,0.0,0.01,0.19,0.01,0.02,0.74,"[532, 484, 64, 94]",0.06,0.0,0.5,0.02,0.19,0.14,0.1,,,,,,,,,,,,,,,,
20,"[508, 133, 239, 292]",0.03,0.0,0.78,0.0,0.14,0.01,0.03,"[129, 238, 25, 31]",0.21,0.0,0.03,0.03,0.43,0.0,0.31,,,,,,,,,,,,,,,,
21,"[525, 125, 238, 310]",0.1,0.0,0.57,0.03,0.1,0.02,0.19,"[129, 238, 25, 31]",0.23,0.0,0.03,0.03,0.42,0.0,0.3,,,,,,,,,,,,,,,,
22,"[538, 130, 240, 303]",0.06,0.0,0.66,0.0,0.07,0.15,0.06,"[129, 238, 25, 31]",0.23,0.0,0.02,0.02,0.42,0.0,0.3,,,,,,,,,,,,,,,,
23,"[546, 138, 241, 302]",0.04,0.0,0.13,0.05,0.08,0.01,0.69,"[129, 238, 25, 31]",0.23,0.0,0.02,0.02,0.42,0.0,0.3,,,,,,,,,,,,,,,,
24,"[536, 130, 247, 313]",0.02,0.0,0.09,0.35,0.06,0.07,0.4,"[129, 238, 25, 32]",0.33,0.01,0.03,0.01,0.44,0.0,0.17,,,,,,,,,,,,,,,,
25,"[540, 135, 243, 311]",0.08,0.0,0.71,0.0,0.13,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,
26,"[532, 135, 247, 316]",0.05,0.0,0.17,0.16,0.18,0.02,0.42,,,,,,,,,,,,,,,,,,,,,,,,
27,"[540, 137, 241, 298]",0.04,0.0,0.07,0.03,0.02,0.04,0.8,,,,,,,,,,,,,,,,,,,,,,,,
28,"[533, 140, 245, 308]",0.08,0.0,0.05,0.0,0.06,0.0,0.8,"[129, 238, 25, 31]",0.28,0.01,0.03,0.02,0.49,0.0,0.17,,,,,,,,,,,,,,,,
29,"[536, 136, 252, 335]",0.13,0.0,0.35,0.0,0.18,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,
30,"[512, 126, 250, 308]",0.05,0.0,0.16,0.06,0.04,0.08,0.6,"[1174, 457, 13, 16]",0.09,0.02,0.21,0.11,0.45,0.01,0.1,,,,,,,,,,,,,,,,
31,"[521, 127, 255, 318]",0.17,0.0,0.4,0.02,0.12,0.07,0.22,,,,,,,,,,,,,,,,,,,,,,,,
32,"[536, 143, 246, 315]",0.02,0.0,0.02,0.02,0.03,0.0,0.91,"[129, 238, 26, 33]",0.35,0.01,0.03,0.03,0.25,0.03,0.3,,,,,,,,,,,,,,,,
33,"[531, 136, 239, 313]",0.08,0.0,0.24,0.02,0.27,0.0,0.39,"[129, 238, 25, 32]",0.29,0.02,0.05,0.01,0.43,0.0,0.21,,,,,,,,,,,,,,,,
34,"[534, 143, 233, 310]",0.17,0.0,0.5,0.01,0.23,0.01,0.08,"[129, 238, 25, 32]",0.28,0.01,0.07,0.02,0.4,0.01,0.22,,,,,,,,,,,,,,,,
35,"[523, 141, 252, 331]",0.11,0.0,0.38,0.0,0.19,0.01,0.31,"[129, 238, 25, 32]",0.27,0.01,0.06,0.02,0.42,0.01,0.21,,,,,,,,,,,,,,,,
36,"[492, 135, 257, 323]",0.15,0.0,0.07,0.07,0.51,0.0,0.19,"[129, 238, 25, 32]",0.29,0.01,0.07,0.02,0.43,0.01,0.18,"[551, 545, 68, 102]",0.27,0.09,0.29,0.01,0.2,0.02,0.12,,,,,,,,
37,"[481, 113, 253, 315]",0.03,0.0,0.01,0.09,0.04,0.0,0.83,"[129, 238, 25, 32]",0.28,0.01,0.06,0.02,0.42,0.01,0.2,"[553, 543, 57, 79]",0.16,0.03,0.35,0.03,0.17,0.15,0.11,,,,,,,,
38,"[497, 126, 237, 285]",0.04,0.0,0.12,0.02,0.06,0.04,0.73,"[129, 238, 25, 32]",0.25,0.01,0.05,0.02,0.42,0.01,0.24,,,,,,,,,,,,,,,,
39,"[524, 141, 238, 313]",0.02,0.0,0.05,0.14,0.05,0.0,0.74,"[129, 238, 25, 32]",0.29,0.01,0.06,0.02,0.39,0.01,0.23,,,,,,,,,,,,,,,,
40,"[545, 148, 236, 307]",0.07,0.0,0.03,0.03,0.08,0.0,0.79,"[128, 237, 26, 33]",0.25,0.0,0.06,0.03,0.31,0.0,0.35,,,,,,,,,,,,,,,,
41,"[546, 147, 236, 317]",0.08,0.0,0.14,0.06,0.53,0.01,0.18,"[128, 237, 26, 33]",0.26,0.0,0.05,0.03,0.3,0.0,0.36,,,,,,,,,,,,,,,,
42,"[549, 150, 237, 312]",0.04,0.0,0.04,0.03,0.2,0.0,0.68,"[129, 238, 25, 32]",0.18,0.01,0.05,0.01,0.55,0.01,0.2,,,,,,,,,,,,,,,,
43,"[549, 146, 247, 316]",0.02,0.0,0.04,0.02,0.08,0.0,0.84,"[129, 238, 25, 32]",0.25,0.01,0.04,0.01,0.49,0.0,0.19,,,,,,,,,,,,,,,,
44,"[534, 132, 242, 317]",0.05,0.0,0.45,0.01,0.18,0.03,0.27,"[129, 238, 25, 32]",0.27,0.01,0.05,0.01,0.48,0.0,0.19,,,,,,,,,,,,,,,,
45,"[550, 147, 244, 320]",0.12,0.0,0.08,0.01,0.12,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
46,"[532, 139, 250, 306]",0.03,0.0,0.03,0.0,0.03,0.0,0.91,"[129, 238, 25, 32]",0.22,0.01,0.04,0.01,0.5,0.0,0.21,,,,,,,,,,,,,,,,
47,"[525, 136, 253, 319]",0.09,0.0,0.22,0.02,0.18,0.02,0.46,,,,,,,,,,,,,,,,,,,,,,,,
48,"[537, 143, 246, 313]",0.11,0.0,0.05,0.01,0.09,0.0,0.73,"[129, 239, 25, 31]",0.19,0.0,0.09,0.01,0.51,0.01,0.19,,,,,,,,,,,,,,,,
49,"[532, 144, 249, 318]",0.07,0.0,0.07,0.01,0.12,0.0,0.72,"[130, 238, 25, 32]",0.22,0.01,0.07,0.01,0.45,0.01,0.22,,,,,,,,,,,,,,,,
50,"[524, 140, 247, 309]",0.11,0.0,0.14,0.06,0.11,0.01,0.57,"[1174, 456, 14, 17]",0.09,0.0,0.18,0.07,0.56,0.01,0.09,"[129, 238, 26, 32]",0.18,0.0,0.03,0.01,0.52,0.0,0.24,,,,,,,,
51,"[531, 133, 241, 323]",0.08,0.0,0.1,0.01,0.1,0.01,0.71,,,,,,,,,,,,,,,,,,,,,,,,
52,"[542, 150, 236, 296]",0.12,0.0,0.07,0.0,0.11,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,
53,"[520, 122, 245, 318]",0.06,0.0,0.18,0.12,0.2,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,
54,"[520, 128, 250, 300]",0.02,0.0,0.01,0.03,0.02,0.01,0.91,,,,,,,,,,,,,,,,,,,,,,,,
55,"[522, 138, 245, 300]",0.05,0.0,0.04,0.01,0.08,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,
56,"[517, 134, 249, 311]",0.08,0.0,0.03,0.03,0.07,0.0,0.78,"[129, 238, 25, 32]",0.35,0.02,0.05,0.01,0.4,0.0,0.17,,,,,,,,,,,,,,,,
57,"[528, 135, 244, 315]",0.12,0.0,0.45,0.01,0.11,0.01,0.31,"[130, 238, 24, 31]",0.39,0.01,0.05,0.01,0.4,0.0,0.14,,,,,,,,,,,,,,,,
58,"[535, 139, 239, 302]",0.06,0.0,0.13,0.03,0.11,0.01,0.67,"[129, 238, 25, 32]",0.28,0.02,0.05,0.01,0.51,0.0,0.14,,,,,,,,,,,,,,,,
59,"[533, 139, 243, 310]",0.1,0.0,0.02,0.0,0.15,0.0,0.72,"[129, 237, 26, 33]",0.39,0.01,0.03,0.02,0.39,0.0,0.17,,,,,,,,,,,,,,,,
60,"[534, 134, 254, 337]",0.06,0.0,0.55,0.01,0.3,0.0,0.08,"[129, 238, 25, 31]",0.38,0.01,0.04,0.01,0.44,0.0,0.12,,,,,,,,,,,,,,,,
61,"[544, 156, 239, 314]",0.11,0.0,0.11,0.0,0.43,0.0,0.36,"[129, 238, 25, 32]",0.35,0.01,0.03,0.0,0.45,0.0,0.15,,,,,,,,,,,,,,,,
62,"[528, 135, 247, 316]",0.06,0.0,0.09,0.0,0.07,0.01,0.77,"[129, 238, 25, 32]",0.32,0.03,0.03,0.01,0.44,0.0,0.16,,,,,,,,,,,,,,,,
63,"[528, 134, 245, 318]",0.07,0.0,0.24,0.01,0.06,0.01,0.61,"[129, 238, 25, 32]",0.31,0.02,0.03,0.02,0.42,0.0,0.2,,,,,,,,,,,,,,,,
64,"[525, 141, 242, 309]",0.13,0.0,0.06,0.0,0.09,0.0,0.72,"[128, 237, 26, 33]",0.22,0.01,0.09,0.02,0.48,0.01,0.17,,,,,,,,,,,,,,,,
65,"[522, 141, 246, 314]",0.09,0.0,0.05,0.01,0.12,0.0,0.74,"[129, 238, 26, 33]",0.23,0.02,0.04,0.02,0.47,0.01,0.2,,,,,,,,,,,,,,,,
66,"[530, 148, 230, 301]",0.06,0.0,0.69,0.0,0.05,0.17,0.03,"[129, 238, 26, 33]",0.25,0.03,0.04,0.02,0.48,0.01,0.17,,,,,,,,,,,,,,,,
67,"[530, 156, 265, 337]",0.11,0.0,0.23,0.01,0.54,0.01,0.09,"[128, 238, 27, 32]",0.23,0.03,0.05,0.01,0.51,0.01,0.16,,,,,,,,,,,,,,,,
68,"[522, 139, 245, 324]",0.04,0.0,0.68,0.02,0.18,0.01,0.07,"[129, 238, 25, 32]",0.17,0.01,0.04,0.01,0.61,0.0,0.15,,,,,,,,,,,,,,,,
69,"[522, 142, 244, 307]",0.14,0.0,0.1,0.01,0.08,0.0,0.68,"[128, 238, 27, 32]",0.19,0.01,0.06,0.01,0.54,0.01,0.19,,,,,,,,,,,,,,,,
70,"[517, 132, 253, 324]",0.1,0.0,0.49,0.0,0.23,0.01,0.16,"[129, 238, 26, 32]",0.22,0.02,0.06,0.01,0.51,0.01,0.18,,,,,,,,,,,,,,,,
71,"[530, 159, 229, 284]",0.6,0.0,0.08,0.0,0.05,0.02,0.25,"[129, 238, 26, 32]",0.23,0.01,0.03,0.01,0.55,0.01,0.16,,,,,,,,,,,,,,,,
72,"[514, 141, 246, 315]",0.06,0.0,0.06,0.09,0.08,0.01,0.69,"[129, 238, 25, 32]",0.33,0.01,0.04,0.02,0.39,0.0,0.2,,,,,,,,,,,,,,,,
73,"[518, 145, 243, 316]",0.09,0.0,0.48,0.01,0.2,0.03,0.19,"[129, 238, 25, 32]",0.33,0.01,0.04,0.02,0.39,0.0,0.2,,,,,,,,,,,,,,,,
74,"[521, 137, 247, 313]",0.14,0.0,0.07,0.01,0.07,0.0,0.71,"[129, 238, 24, 31]",0.31,0.0,0.05,0.02,0.43,0.0,0.19,,,,,,,,,,,,,,,,
75,"[519, 134, 245, 314]",0.13,0.0,0.1,0.0,0.08,0.0,0.69,"[129, 238, 25, 32]",0.23,0.01,0.03,0.01,0.47,0.0,0.24,,,,,,,,,,,,,,,,
76,"[519, 136, 249, 306]",0.02,0.0,0.01,0.02,0.01,0.0,0.94,"[533, 494, 60, 87]",0.08,0.0,0.58,0.03,0.18,0.06,0.06,"[129, 238, 25, 32]",0.25,0.01,0.03,0.01,0.5,0.0,0.2,"[796, 134, 20, 25]",0.16,0.04,0.02,0.46,0.17,0.05,0.11
77,"[526, 141, 245, 321]",0.13,0.0,0.13,0.0,0.13,0.0,0.61,"[129, 238, 25, 32]",0.21,0.01,0.03,0.01,0.5,0.0,0.23,,,,,,,,,,,,,,,,
78,"[522, 132, 251, 314]",0.07,0.0,0.05,0.01,0.06,0.0,0.81,"[129, 238, 25, 32]",0.2,0.01,0.04,0.01,0.5,0.0,0.24,,,,,,,,,,,,,,,,
