,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[580, 104, 125, 157]",0.16,0.0,0.05,0.0,0.18,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,
1,"[564, 99, 123, 157]",0.06,0.0,0.34,0.0,0.53,0.02,0.05,"[99, -3, 40, 50]",0.28,0.0,0.14,0.06,0.33,0.05,0.15,,,,,,,,,,,,,,,,
2,"[578, 102, 126, 148]",0.01,0.0,0.11,0.0,0.13,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
3,"[576, 98, 122, 155]",0.03,0.0,0.05,0.0,0.31,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,
4,"[591, 104, 126, 153]",0.24,0.0,0.11,0.0,0.46,0.02,0.18,"[1202, 14, 25, 34]",0.13,0.0,0.12,0.05,0.65,0.0,0.04,,,,,,,,,,,,,,,,
5,"[559, 94, 124, 150]",0.02,0.0,0.04,0.0,0.18,0.01,0.76,"[100, -2, 39, 49]",0.33,0.0,0.14,0.07,0.26,0.02,0.17,,,,,,,,,,,,,,,,
6,"[562, 99, 129, 161]",0.05,0.0,0.25,0.0,0.26,0.01,0.43,"[100, -1, 39, 48]",0.47,0.0,0.11,0.16,0.11,0.02,0.12,,,,,,,,,,,,,,,,
7,"[578, 92, 131, 161]",0.03,0.0,0.03,0.0,0.24,0.0,0.7,"[102, 0, 38, 46]",0.29,0.0,0.11,0.24,0.15,0.03,0.18,,,,,,,,,,,,,,,,
8,"[579, 98, 127, 153]",0.05,0.0,0.06,0.0,0.48,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,
9,"[566, 102, 122, 149]",0.05,0.0,0.1,0.01,0.2,0.01,0.63,"[101, -1, 38, 48]",0.5,0.0,0.11,0.13,0.13,0.02,0.12,"[1206, 18, 22, 28]",0.24,0.0,0.14,0.14,0.42,0.0,0.06,,,,,,,,
10,"[590, 96, 129, 165]",0.29,0.01,0.17,0.33,0.16,0.01,0.02,"[101, -1, 38, 48]",0.51,0.0,0.11,0.13,0.12,0.02,0.11,"[838, 87, 17, 22]",0.22,0.0,0.27,0.09,0.37,0.0,0.06,,,,,,,,
11,"[583, 96, 133, 168]",0.06,0.0,0.02,0.0,0.33,0.0,0.58,"[101, -2, 39, 49]",0.53,0.0,0.13,0.02,0.26,0.01,0.05,,,,,,,,,,,,,,,,
12,"[562, 98, 124, 161]",0.12,0.0,0.58,0.0,0.24,0.05,0.01,"[432, 540, 54, 71]",0.15,0.01,0.51,0.01,0.14,0.01,0.17,"[99, -2, 40, 49]",0.63,0.0,0.1,0.03,0.18,0.01,0.06,,,,,,,,
13,"[565, 99, 122, 150]",0.02,0.0,0.29,0.0,0.08,0.02,0.59,"[102, 1, 36, 46]",0.16,0.0,0.11,0.24,0.22,0.02,0.24,,,,,,,,,,,,,,,,
14,"[580, 109, 123, 161]",0.05,0.0,0.06,0.0,0.3,0.01,0.58,"[101, 0, 37, 47]",0.24,0.0,0.19,0.13,0.22,0.02,0.2,,,,,,,,,,,,,,,,
15,"[579, 97, 123, 157]",0.01,0.0,0.04,0.0,0.08,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,
