,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[542, 201, 185, 234]",0.84,0.02,0.07,0.0,0.06,0.0,0.01,,,,,,,,,,,,,,,,
1,"[540, 210, 186, 239]",0.54,0.11,0.11,0.0,0.22,0.0,0.02,,,,,,,,,,,,,,,,
2,"[536, 219, 189, 243]",0.91,0.0,0.03,0.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,
3,"[546, 220, 184, 234]",0.56,0.0,0.22,0.0,0.19,0.0,0.02,,,,,,,,,,,,,,,,
4,"[491, 248, 192, 238]",0.75,0.0,0.15,0.01,0.07,0.0,0.02,,,,,,,,,,,,,,,,
5,"[544, 196, 192, 247]",0.1,0.0,0.06,0.01,0.42,0.0,0.41,,,,,,,,,,,,,,,,
6,"[541, 197, 192, 249]",0.45,0.0,0.08,0.03,0.4,0.0,0.04,,,,,,,,,,,,,,,,
7,"[596, 222, 184, 272]",0.25,0.0,0.08,0.15,0.06,0.08,0.38,,,,,,,,,,,,,,,,
8,"[552, 245, 186, 239]",0.46,0.03,0.14,0.0,0.32,0.01,0.03,,,,,,,,,,,,,,,,
9,"[576, 225, 188, 235]",0.85,0.01,0.03,0.0,0.11,0.0,0.01,,,,,,,,,,,,,,,,
10,"[577, 237, 184, 224]",0.49,0.07,0.13,0.0,0.29,0.0,0.01,,,,,,,,,,,,,,,,
11,"[577, 236, 179, 233]",0.81,0.0,0.08,0.0,0.1,0.0,0.01,,,,,,,,,,,,,,,,
12,"[536, 212, 184, 229]",0.29,0.0,0.09,0.0,0.59,0.0,0.02,,,,,,,,,,,,,,,,
13,"[511, 237, 191, 238]",0.78,0.0,0.07,0.0,0.12,0.0,0.03,,,,,,,,,,,,,,,,
14,"[532, 256, 183, 219]",0.62,0.03,0.07,0.0,0.27,0.0,0.01,,,,,,,,,,,,,,,,
15,"[536, 233, 193, 248]",0.74,0.0,0.14,0.0,0.1,0.0,0.02,,,,,,,,,,,,,,,,
16,"[576, 227, 188, 232]",0.3,0.04,0.25,0.0,0.28,0.01,0.11,,,,,,,,,,,,,,,,
17,"[516, 215, 187, 245]",0.77,0.0,0.14,0.01,0.04,0.0,0.03,,,,,,,,,,,,,,,,
18,"[526, 210, 179, 237]",0.92,0.0,0.04,0.0,0.03,0.0,0.01,,,,,,,,,,,,,,,,
