,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[584, 113, 116, 152]",0.0,0.0,0.36,0.0,0.39,0.0,0.24
1,"[580, 138, 118, 152]",0.06,0.0,0.15,0.01,0.34,0.0,0.44
2,"[636, 126, 119, 152]",0.01,0.0,0.33,0.0,0.57,0.0,0.08
3,"[574, 109, 131, 162]",0.04,0.0,0.53,0.03,0.05,0.06,0.3
4,"[571, 133, 121, 159]",0.1,0.0,0.29,0.0,0.54,0.01,0.07
5,"[568, 137, 122, 159]",0.02,0.0,0.18,0.01,0.76,0.0,0.03
6,"[572, 144, 121, 156]",0.01,0.01,0.22,0.0,0.7,0.0,0.05
7,"[570, 127, 120, 152]",0.01,0.0,0.18,0.05,0.2,0.0,0.56
8,"[570, 150, 123, 159]",0.02,0.01,0.15,0.01,0.74,0.0,0.08
9,"[636, 126, 126, 161]",0.01,0.0,0.22,0.0,0.7,0.0,0.06
10,"[580, 110, 119, 155]",0.02,0.0,0.29,0.01,0.37,0.0,0.32
11,"[576, 136, 120, 152]",0.02,0.02,0.21,0.02,0.6,0.0,0.13
12,"[586, 141, 119, 154]",0.02,0.01,0.28,0.0,0.67,0.0,0.03
13,"[561, 129, 123, 157]",0.01,0.0,0.47,0.0,0.34,0.0,0.18
14,"[560, 142, 123, 159]",0.04,0.0,0.24,0.01,0.62,0.0,0.08
15,"[562, 151, 118, 152]",0.02,0.01,0.16,0.0,0.7,0.0,0.1
16,"[551, 140, 117, 154]",0.01,0.0,0.58,0.01,0.26,0.0,0.14
17,"[554, 119, 122, 158]",0.02,0.0,0.66,0.01,0.11,0.09,0.12
18,"[545, 145, 117, 155]",0.02,0.0,0.45,0.04,0.17,0.01,0.31
19,"[547, 131, 119, 157]",0.01,0.0,0.46,0.02,0.15,0.0,0.35
20,"[548, 159, 116, 153]",0.06,0.03,0.29,0.0,0.53,0.0,0.08
21,"[554, 101, 133, 168]",0.24,0.0,0.17,0.03,0.07,0.05,0.44
22,"[593, 100, 123, 164]",0.03,0.0,0.4,0.06,0.02,0.05,0.44
23,"[598, 142, 116, 149]",0.1,0.0,0.08,0.02,0.2,0.0,0.59
24,"[585, 105, 121, 149]",0.01,0.0,0.17,0.09,0.16,0.0,0.57
25,"[572, 134, 116, 151]",0.03,0.0,0.31,0.0,0.62,0.0,0.03
26,"[537, 142, 122, 156]",0.01,0.0,0.42,0.0,0.51,0.0,0.05
27,"[551, 120, 125, 162]",0.04,0.0,0.48,0.01,0.18,0.01,0.27
28,"[542, 147, 119, 153]",0.06,0.0,0.48,0.01,0.15,0.02,0.27
29,"[579, 146, 113, 150]",0.03,0.02,0.25,0.0,0.59,0.03,0.09
30,"[582, 146, 120, 151]",0.05,0.0,0.18,0.0,0.58,0.0,0.18
31,"[535, 136, 118, 150]",0.03,0.0,0.45,0.01,0.4,0.0,0.11
32,"[533, 134, 114, 150]",0.02,0.02,0.19,0.01,0.43,0.0,0.33
33,"[541, 91, 125, 162]",0.04,0.0,0.61,0.02,0.06,0.02,0.25
34,"[586, 140, 117, 151]",0.01,0.0,0.28,0.01,0.66,0.0,0.04
35,"[596, 120, 117, 154]",0.01,0.0,0.51,0.01,0.22,0.0,0.24
36,"[582, 118, 120, 156]",0.01,0.0,0.54,0.0,0.37,0.0,0.08
37,"[547, 121, 121, 160]",0.03,0.0,0.69,0.0,0.07,0.14,0.07
38,"[527, 132, 122, 159]",0.03,0.0,0.4,0.01,0.35,0.01,0.21
39,"[546, 105, 132, 161]",0.08,0.0,0.27,0.05,0.08,0.07,0.46
40,"[557, 116, 132, 162]",0.05,0.0,0.65,0.02,0.1,0.0,0.19
41,"[548, 163, 117, 146]",0.03,0.0,0.12,0.01,0.49,0.0,0.35
42,"[547, 133, 116, 153]",0.01,0.0,0.53,0.05,0.14,0.01,0.25
43,"[525, 96, 125, 160]",0.05,0.0,0.48,0.06,0.08,0.03,0.3
44,"[551, 120, 114, 145]",0.0,0.0,0.43,0.01,0.24,0.0,0.32
45,"[563, 114, 119, 152]",0.02,0.0,0.13,0.03,0.14,0.0,0.69
46,"[552, 116, 119, 154]",0.01,0.0,0.25,0.03,0.46,0.0,0.25
47,"[541, 117, 119, 152]",0.01,0.0,0.45,0.0,0.26,0.0,0.27
48,"[554, 78, 132, 163]",0.04,0.0,0.28,0.04,0.19,0.0,0.45
49,"[552, 118, 119, 153]",0.0,0.0,0.23,0.06,0.22,0.0,0.49
50,"[559, 92, 127, 158]",0.02,0.0,0.16,0.01,0.25,0.0,0.57
51,"[558, 77, 131, 163]",0.06,0.0,0.23,0.04,0.05,0.04,0.58
52,"[555, 123, 119, 156]",0.03,0.0,0.45,0.01,0.21,0.0,0.29
53,"[561, 117, 119, 153]",0.02,0.0,0.6,0.0,0.27,0.01,0.1
54,"[589, 113, 119, 160]",0.02,0.0,0.29,0.04,0.09,0.0,0.56
55,"[539, 137, 116, 148]",0.02,0.0,0.38,0.0,0.47,0.01,0.12
56,"[543, 131, 119, 154]",0.02,0.0,0.41,0.0,0.4,0.0,0.17
57,"[571, 112, 133, 167]",0.04,0.0,0.04,0.11,0.11,0.0,0.69
58,"[537, 130, 118, 158]",0.03,0.0,0.45,0.19,0.02,0.02,0.28
59,"[541, 151, 114, 149]",0.0,0.0,0.37,0.02,0.16,0.0,0.46
60,"[545, 95, 129, 159]",0.05,0.0,0.1,0.05,0.06,0.01,0.73
61,"[543, 100, 133, 165]",0.06,0.0,0.24,0.03,0.55,0.0,0.12
62,"[540, 139, 115, 152]",0.01,0.0,0.51,0.0,0.35,0.0,0.12
63,"[556, 98, 138, 169]",0.12,0.0,0.15,0.06,0.1,0.01,0.57
64,"[567, 89, 130, 165]",0.13,0.0,0.41,0.02,0.26,0.01,0.18
65,"[604, 128, 115, 151]",0.03,0.0,0.2,0.02,0.11,0.0,0.64
66,"[565, 119, 121, 152]",0.01,0.0,0.49,0.01,0.12,0.0,0.38
67,"[543, 94, 130, 163]",0.06,0.0,0.14,0.02,0.1,0.03,0.65
68,"[548, 102, 130, 159]",0.08,0.0,0.45,0.03,0.07,0.02,0.36
69,"[542, 131, 121, 153]",0.0,0.0,0.08,0.1,0.14,0.0,0.68
70,"[525, 134, 120, 153]",0.01,0.0,0.36,0.01,0.28,0.0,0.33
71,"[562, 133, 118, 153]",0.02,0.0,0.34,0.0,0.13,0.01,0.5
72,"[545, 105, 125, 164]",0.02,0.0,0.2,0.02,0.13,0.0,0.63
73,"[552, 113, 119, 155]",0.02,0.0,0.38,0.05,0.3,0.0,0.24
74,"[528, 138, 117, 154]",0.01,0.0,0.29,0.0,0.66,0.0,0.05
75,"[580, 121, 118, 156]",0.04,0.0,0.52,0.01,0.2,0.01,0.23
76,"[536, 109, 128, 160]",0.06,0.0,0.21,0.2,0.09,0.01,0.42
77,"[544, 117, 129, 163]",0.04,0.0,0.37,0.06,0.23,0.01,0.3
78,"[534, 156, 119, 158]",0.0,0.0,0.22,0.01,0.6,0.0,0.16
79,"[530, 147, 118, 154]",0.01,0.0,0.45,0.0,0.36,0.0,0.17
80,"[532, 144, 116, 150]",0.01,0.0,0.2,0.0,0.44,0.0,0.35
81,"[531, 133, 115, 152]",0.06,0.0,0.28,0.01,0.19,0.0,0.46
82,"[595, 117, 117, 157]",0.0,0.0,0.25,0.07,0.08,0.01,0.58
83,"[525, 97, 126, 161]",0.08,0.0,0.47,0.02,0.1,0.18,0.15
84,"[544, 96, 124, 160]",0.02,0.0,0.33,0.02,0.1,0.02,0.51
85,"[551, 126, 116, 153]",0.01,0.0,0.58,0.0,0.22,0.01,0.18
86,"[562, 81, 132, 165]",0.09,0.0,0.55,0.02,0.18,0.02,0.14
87,"[521, 131, 118, 149]",0.01,0.01,0.56,0.0,0.25,0.01,0.16
88,"[513, 105, 125, 162]",0.03,0.0,0.46,0.02,0.25,0.0,0.23
89,"[564, 88, 126, 162]",0.03,0.0,0.31,0.18,0.11,0.0,0.36
90,"[568, 132, 117, 145]",0.0,0.0,0.07,0.07,0.41,0.0,0.45
91,"[556, 132, 115, 151]",0.04,0.02,0.45,0.01,0.23,0.01,0.25
92,"[542, 135, 116, 150]",0.02,0.0,0.36,0.06,0.4,0.0,0.16
93,"[557, 127, 118, 152]",0.07,0.0,0.45,0.01,0.28,0.0,0.19
94,"[552, 142, 121, 156]",0.01,0.0,0.23,0.05,0.35,0.0,0.36
95,"[520, 135, 122, 153]",0.01,0.0,0.52,0.03,0.11,0.0,0.33
96,"[539, 144, 118, 150]",0.01,0.0,0.05,0.26,0.12,0.0,0.56
97,"[528, 140, 119, 154]",0.03,0.01,0.31,0.01,0.27,0.0,0.38
98,"[521, 140, 122, 162]",0.07,0.0,0.25,0.0,0.56,0.08,0.04
99,"[523, 135, 117, 149]",0.01,0.0,0.51,0.0,0.4,0.0,0.07
100,"[552, 130, 118, 153]",0.01,0.0,0.4,0.02,0.18,0.0,0.39
101,"[565, 88, 122, 151]",0.03,0.0,0.24,0.03,0.02,0.22,0.45
102,"[540, 124, 117, 151]",0.03,0.0,0.56,0.0,0.32,0.01,0.08
103,"[543, 115, 118, 152]",0.01,0.0,0.42,0.01,0.37,0.0,0.19
104,"[549, 136, 113, 145]",0.02,0.0,0.33,0.0,0.36,0.0,0.28
105,"[543, 129, 118, 150]",0.01,0.0,0.57,0.01,0.31,0.0,0.1
106,"[569, 81, 127, 166]",0.02,0.0,0.54,0.01,0.1,0.27,0.07
107,"[575, 73, 130, 166]",0.11,0.0,0.08,0.06,0.04,0.0,0.72
108,"[596, 101, 117, 156]",0.01,0.0,0.29,0.01,0.1,0.0,0.58
109,"[533, 115, 120, 154]",0.06,0.0,0.42,0.01,0.15,0.03,0.33
110,"[531, 95, 130, 166]",0.07,0.0,0.17,0.11,0.34,0.01,0.3
111,"[525, 127, 119, 158]",0.04,0.0,0.48,0.0,0.36,0.01,0.11
112,"[558, 128, 116, 152]",0.02,0.0,0.38,0.02,0.17,0.0,0.41
113,"[582, 80, 126, 154]",0.12,0.0,0.17,0.02,0.07,0.04,0.58
114,"[547, 111, 116, 149]",0.02,0.0,0.42,0.01,0.18,0.0,0.37
115,"[550, 96, 120, 162]",0.07,0.0,0.5,0.01,0.34,0.01,0.07
116,"[556, 79, 130, 161]",0.1,0.0,0.42,0.01,0.3,0.01,0.15
117,"[550, 90, 120, 154]",0.06,0.0,0.15,0.03,0.17,0.01,0.59
118,"[567, 124, 119, 154]",0.02,0.0,0.45,0.05,0.37,0.0,0.12
119,"[543, 129, 122, 155]",0.01,0.01,0.37,0.0,0.5,0.0,0.1
120,"[586, 94, 128, 163]",0.03,0.0,0.64,0.03,0.13,0.01,0.16
121,"[578, 126, 114, 152]",0.03,0.0,0.33,0.04,0.18,0.0,0.41
122,"[542, 133, 114, 149]",0.02,0.0,0.33,0.01,0.25,0.0,0.39
123,"[548, 128, 120, 156]",0.01,0.01,0.29,0.01,0.36,0.0,0.33
124,"[534, 141, 117, 152]",0.01,0.0,0.26,0.03,0.18,0.0,0.52
125,"[521, 155, 117, 151]",0.02,0.0,0.23,0.01,0.17,0.0,0.57
126,"[562, 98, 126, 151]",0.12,0.0,0.34,0.02,0.15,0.04,0.34
127,"[552, 136, 117, 153]",0.01,0.0,0.61,0.0,0.23,0.0,0.15
128,"[531, 113, 134, 171]",0.03,0.0,0.49,0.04,0.08,0.17,0.18
129,"[547, 153, 115, 151]",0.02,0.0,0.31,0.01,0.5,0.0,0.16
130,"[544, 131, 117, 149]",0.02,0.01,0.36,0.01,0.32,0.0,0.29
131,"[554, 147, 114, 147]",0.03,0.0,0.2,0.0,0.31,0.0,0.45
132,"[546, 142, 115, 148]",0.01,0.0,0.41,0.0,0.45,0.0,0.13
133,"[552, 162, 112, 140]",0.02,0.02,0.16,0.0,0.39,0.0,0.41
134,"[587, 149, 114, 146]",0.02,0.0,0.25,0.0,0.67,0.0,0.06
135,"[578, 121, 124, 154]",0.01,0.01,0.33,0.0,0.4,0.0,0.24
136,"[592, 135, 114, 149]",0.02,0.0,0.2,0.02,0.27,0.0,0.48
137,"[538, 114, 125, 159]",0.06,0.0,0.14,0.02,0.25,0.0,0.53
138,"[541, 127, 118, 156]",0.02,0.0,0.54,0.01,0.26,0.0,0.16
139,"[548, 107, 124, 158]",0.2,0.0,0.3,0.05,0.19,0.02,0.24
140,"[543, 158, 110, 148]",0.03,0.0,0.52,0.01,0.31,0.0,0.13
141,"[537, 144, 118, 154]",0.02,0.0,0.27,0.06,0.26,0.0,0.4
142,"[570, 94, 132, 165]",0.04,0.0,0.07,0.02,0.07,0.05,0.75
143,"[557, 144, 112, 150]",0.02,0.0,0.58,0.0,0.3,0.0,0.09
144,"[562, 116, 119, 158]",0.03,0.0,0.17,0.0,0.73,0.0,0.06
145,"[557, 131, 117, 154]",0.01,0.0,0.4,0.03,0.34,0.0,0.21
146,"[591, 87, 124, 151]",0.04,0.0,0.17,0.01,0.04,0.42,0.31
147,"[596, 95, 124, 158]",0.03,0.0,0.47,0.05,0.03,0.01,0.41
148,"[601, 149, 114, 147]",0.11,0.0,0.34,0.01,0.39,0.01,0.13
149,"[572, 140, 116, 144]",0.01,0.0,0.29,0.01,0.38,0.0,0.32
150,"[546, 119, 118, 156]",0.02,0.0,0.51,0.02,0.06,0.0,0.39
151,"[528, 138, 120, 158]",0.03,0.0,0.29,0.0,0.59,0.0,0.09
152,"[540, 136, 119, 157]",0.05,0.0,0.1,0.1,0.69,0.01,0.05
153,"[543, 144, 118, 157]",0.01,0.0,0.46,0.0,0.36,0.0,0.17
154,"[532, 146, 117, 157]",0.02,0.01,0.26,0.01,0.51,0.0,0.19
155,"[542, 137, 115, 154]",0.04,0.0,0.25,0.0,0.18,0.38,0.15
156,"[538, 143, 124, 160]",0.03,0.01,0.33,0.01,0.31,0.02,0.3
157,"[545, 140, 117, 151]",0.02,0.0,0.32,0.14,0.11,0.0,0.4
158,"[549, 129, 121, 158]",0.04,0.0,0.64,0.02,0.24,0.01,0.04
159,"[572, 127, 116, 154]",0.04,0.0,0.36,0.0,0.22,0.0,0.38
160,"[534, 119, 114, 148]",0.01,0.0,0.26,0.02,0.28,0.0,0.43
161,"[576, 81, 131, 160]",0.04,0.0,0.25,0.03,0.13,0.03,0.53
162,"[554, 129, 114, 150]",0.02,0.0,0.35,0.01,0.55,0.02,0.05
163,"[531, 149, 114, 148]",0.02,0.01,0.36,0.0,0.45,0.02,0.13
164,"[555, 153, 111, 144]",0.06,0.02,0.22,0.0,0.57,0.0,0.13
165,"[545, 127, 114, 145]",0.0,0.0,0.17,0.03,0.14,0.0,0.65
166,"[548, 111, 121, 158]",0.02,0.0,0.45,0.01,0.22,0.01,0.28
167,"[542, 91, 126, 159]",0.04,0.0,0.18,0.03,0.17,0.0,0.58
168,"[538, 94, 127, 163]",0.08,0.0,0.32,0.06,0.18,0.0,0.35
169,"[550, 135, 115, 148]",0.01,0.0,0.27,0.0,0.68,0.0,0.04
170,"[560, 90, 130, 164]",0.05,0.0,0.66,0.03,0.2,0.02,0.03
171,"[562, 120, 113, 151]",0.04,0.0,0.31,0.01,0.35,0.0,0.3
172,"[581, 81, 131, 169]",0.17,0.0,0.54,0.0,0.22,0.01,0.06
173,"[567, 122, 119, 151]",0.01,0.0,0.37,0.01,0.44,0.0,0.17
174,"[534, 115, 122, 153]",0.01,0.0,0.08,0.09,0.03,0.0,0.79
175,"[528, 134, 120, 153]",0.0,0.0,0.29,0.01,0.22,0.0,0.48
176,"[535, 133, 126, 158]",0.03,0.0,0.57,0.07,0.13,0.01,0.19
177,"[553, 142, 117, 151]",0.02,0.0,0.3,0.01,0.47,0.0,0.2
178,"[586, 103, 124, 161]",0.07,0.0,0.44,0.03,0.28,0.0,0.18
179,"[560, 124, 117, 150]",0.02,0.0,0.3,0.0,0.35,0.0,0.34
180,"[519, 101, 128, 168]",0.02,0.0,0.21,0.31,0.26,0.01,0.18
181,"[537, 134, 115, 147]",0.0,0.0,0.54,0.0,0.3,0.0,0.15
182,"[543, 123, 116, 154]",0.03,0.0,0.36,0.0,0.53,0.03,0.06
183,"[590, 89, 119, 151]",0.04,0.0,0.09,0.02,0.36,0.0,0.49
184,"[557, 131, 114, 150]",0.04,0.0,0.11,0.05,0.74,0.0,0.05
185,"[560, 145, 111, 142]",0.06,0.0,0.19,0.0,0.29,0.0,0.46
186,"[538, 134, 114, 150]",0.01,0.0,0.16,0.02,0.53,0.0,0.28
187,"[562, 117, 117, 147]",0.01,0.0,0.43,0.01,0.28,0.0,0.28
188,"[589, 117, 121, 163]",0.05,0.0,0.24,0.01,0.17,0.01,0.51
189,"[589, 81, 129, 160]",0.17,0.0,0.51,0.0,0.2,0.02,0.09
190,"[549, 125, 117, 155]",0.01,0.0,0.42,0.0,0.43,0.0,0.14
191,"[558, 121, 123, 157]",0.01,0.0,0.37,0.02,0.15,0.0,0.44
192,"[522, 142, 118, 154]",0.0,0.0,0.16,0.03,0.09,0.0,0.71
193,"[519, 159, 116, 147]",0.02,0.0,0.38,0.02,0.31,0.01,0.27
194,"[529, 150, 120, 156]",0.02,0.0,0.09,0.25,0.28,0.0,0.36
195,"[532, 128, 125, 165]",0.05,0.0,0.11,0.6,0.09,0.01,0.15
196,"[527, 148, 115, 146]",0.01,0.0,0.27,0.01,0.23,0.0,0.47
197,"[575, 124, 114, 153]",0.06,0.0,0.52,0.01,0.23,0.0,0.17
198,"[562, 133, 116, 147]",0.0,0.0,0.11,0.03,0.19,0.0,0.66
199,"[541, 86, 120, 158]",0.01,0.0,0.08,0.8,0.04,0.01,0.06
200,"[540, 128, 117, 153]",0.02,0.0,0.4,0.01,0.31,0.0,0.25
201,"[566, 126, 117, 150]",0.01,0.0,0.19,0.01,0.27,0.0,0.53
202,"[583, 131, 116, 147]",0.03,0.0,0.21,0.01,0.19,0.0,0.55
203,"[596, 114, 116, 153]",0.03,0.0,0.33,0.0,0.17,0.0,0.47
204,"[597, 120, 117, 154]",0.04,0.01,0.39,0.02,0.27,0.0,0.28
205,"[539, 113, 123, 159]",0.09,0.0,0.44,0.19,0.12,0.01,0.15
206,"[539, 141, 116, 157]",0.04,0.0,0.66,0.07,0.16,0.03,0.05
207,"[530, 140, 120, 154]",0.01,0.0,0.35,0.02,0.31,0.0,0.32
208,"[524, 144, 116, 153]",0.01,0.0,0.37,0.0,0.26,0.01,0.35
209,"[534, 148, 116, 150]",0.01,0.0,0.27,0.05,0.34,0.0,0.33
210,"[533, 148, 117, 154]",0.03,0.01,0.31,0.01,0.43,0.0,0.2
211,"[545, 123, 122, 158]",0.03,0.0,0.2,0.03,0.04,0.06,0.63
212,"[575, 122, 120, 157]",0.03,0.0,0.25,0.02,0.19,0.0,0.5
213,"[546, 136, 116, 153]",0.02,0.0,0.48,0.0,0.38,0.01,0.11
214,"[533, 139, 115, 148]",0.01,0.01,0.34,0.02,0.29,0.0,0.32
215,"[547, 135, 115, 150]",0.01,0.0,0.4,0.0,0.39,0.0,0.2
216,"[529, 102, 123, 157]",0.01,0.0,0.07,0.07,0.04,0.0,0.81
217,"[538, 104, 124, 157]",0.01,0.0,0.1,0.02,0.06,0.0,0.8
218,"[558, 134, 114, 145]",0.01,0.0,0.08,0.02,0.53,0.0,0.35
219,"[551, 135, 116, 150]",0.02,0.0,0.17,0.06,0.35,0.0,0.41
220,"[541, 131, 112, 148]",0.02,0.0,0.35,0.05,0.17,0.01,0.4
221,"[556, 120, 116, 154]",0.01,0.0,0.14,0.12,0.33,0.0,0.41
222,"[559, 86, 127, 159]",0.08,0.0,0.32,0.06,0.09,0.02,0.44
223,"[568, 99, 124, 163]",0.07,0.0,0.75,0.01,0.08,0.07,0.02
224,"[576, 118, 121, 157]",0.02,0.0,0.36,0.0,0.49,0.0,0.13
225,"[567, 109, 118, 152]",0.02,0.0,0.68,0.01,0.14,0.0,0.16
226,"[538, 144, 118, 151]",0.01,0.0,0.4,0.0,0.48,0.0,0.11
227,"[530, 142, 121, 164]",0.02,0.0,0.36,0.0,0.45,0.01,0.15
228,"[520, 147, 119, 154]",0.01,0.0,0.48,0.0,0.43,0.0,0.07
229,"[535, 126, 127, 160]",0.01,0.0,0.1,0.15,0.03,0.0,0.7
230,"[532, 134, 126, 163]",0.05,0.0,0.65,0.02,0.22,0.0,0.06
231,"[543, 132, 125, 157]",0.01,0.0,0.32,0.04,0.03,0.01,0.6
232,"[539, 165, 113, 147]",0.01,0.01,0.19,0.01,0.63,0.0,0.14
233,"[574, 156, 113, 145]",0.02,0.01,0.14,0.04,0.53,0.01,0.25
234,"[551, 146, 118, 147]",0.04,0.01,0.44,0.0,0.41,0.0,0.1
235,"[572, 101, 119, 150]",0.02,0.0,0.37,0.01,0.26,0.0,0.34
236,"[555, 84, 126, 158]",0.09,0.0,0.44,0.05,0.18,0.06,0.17
237,"[554, 124, 120, 151]",0.01,0.0,0.12,0.42,0.14,0.01,0.31
238,"[538, 137, 115, 144]",0.02,0.0,0.41,0.0,0.35,0.0,0.21
239,"[548, 117, 119, 156]",0.02,0.0,0.39,0.0,0.28,0.02,0.29
240,"[545, 150, 117, 153]",0.01,0.0,0.67,0.0,0.09,0.06,0.16
241,"[532, 141, 119, 156]",0.0,0.0,0.35,0.01,0.24,0.02,0.37
242,"[536, 132, 122, 154]",0.05,0.0,0.4,0.01,0.11,0.02,0.4
243,"[541, 140, 118, 155]",0.04,0.0,0.49,0.01,0.19,0.01,0.26
244,"[574, 134, 120, 158]",0.06,0.0,0.44,0.01,0.22,0.01,0.25
245,"[566, 90, 113, 161]",0.01,0.0,0.05,0.03,0.02,0.02,0.87
246,"[542, 84, 126, 154]",0.07,0.0,0.37,0.04,0.03,0.17,0.31
247,"[564, 110, 126, 160]",0.09,0.0,0.4,0.07,0.17,0.11,0.15
248,"[565, 118, 115, 155]",0.01,0.0,0.43,0.01,0.06,0.0,0.48
249,"[584, 113, 121, 157]",0.01,0.0,0.44,0.0,0.27,0.0,0.27
250,"[535, 130, 124, 158]",0.01,0.0,0.72,0.01,0.05,0.12,0.09
251,"[534, 119, 128, 160]",0.01,0.0,0.18,0.13,0.04,0.0,0.65
252,"[533, 139, 122, 160]",0.04,0.0,0.45,0.02,0.12,0.22,0.15
253,"[514, 133, 126, 157]",0.06,0.0,0.06,0.03,0.06,0.0,0.8
254,"[520, 147, 119, 155]",0.01,0.0,0.45,0.0,0.38,0.0,0.17
255,"[527, 150, 118, 153]",0.0,0.0,0.37,0.01,0.42,0.0,0.2
256,"[543, 147, 114, 151]",0.01,0.0,0.39,0.0,0.37,0.01,0.22
257,"[563, 128, 117, 152]",0.03,0.0,0.46,0.01,0.21,0.01,0.29
258,"[531, 115, 119, 161]",0.08,0.0,0.65,0.09,0.08,0.05,0.06
259,"[565, 126, 113, 147]",0.04,0.01,0.22,0.03,0.21,0.0,0.49
260,"[539, 131, 114, 148]",0.04,0.0,0.19,0.02,0.15,0.0,0.59
261,"[558, 133, 121, 154]",0.02,0.0,0.18,0.01,0.38,0.0,0.42
262,"[542, 128, 120, 158]",0.02,0.01,0.07,0.0,0.72,0.02,0.17
263,"[542, 134, 117, 148]",0.0,0.0,0.49,0.0,0.32,0.0,0.19
264,"[538, 136, 115, 148]",0.02,0.01,0.36,0.0,0.34,0.0,0.28
265,"[545, 105, 122, 160]",0.2,0.0,0.2,0.01,0.5,0.0,0.09
266,"[581, 120, 118, 153]",0.01,0.0,0.41,0.02,0.08,0.0,0.49
267,"[575, 109, 123, 164]",0.01,0.0,0.31,0.04,0.11,0.0,0.52
268,"[569, 114, 122, 159]",0.01,0.0,0.46,0.0,0.36,0.0,0.17
269,"[540, 131, 118, 148]",0.02,0.0,0.38,0.02,0.2,0.0,0.38
270,"[550, 138, 114, 152]",0.02,0.0,0.46,0.01,0.21,0.02,0.29
