,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[908, 148, 47, 58]",0.56,0.0,0.05,0.06,0.28,0.01,0.03
1,"[431, 186, 48, 74]",0.13,0.0,0.07,0.07,0.23,0.01,0.49
2,"[644, 134, 136, 177]",0.14,0.0,0.01,0.76,0.04,0.0,0.04
3,"[563, 138, 136, 182]",0.62,0.06,0.04,0.0,0.23,0.0,0.05
4,"[609, 121, 125, 183]",0.62,0.01,0.12,0.03,0.17,0.03,0.01
5,"[691, 137, 134, 175]",0.84,0.07,0.02,0.0,0.05,0.0,0.01
6,"[544, 140, 137, 172]",0.97,0.0,0.01,0.0,0.02,0.0,0.0
7,"[605, 126, 126, 173]",0.11,0.01,0.08,0.44,0.25,0.01,0.1
8,"[591, 136, 137, 169]",0.52,0.07,0.08,0.09,0.2,0.0,0.03
9,"[578, 130, 132, 171]",0.08,0.0,0.03,0.71,0.09,0.0,0.08
10,"[603, 142, 132, 172]",0.36,0.03,0.11,0.01,0.47,0.0,0.02
11,"[616, 136, 130, 180]",0.86,0.01,0.04,0.01,0.07,0.0,0.01
12,"[610, 138, 127, 171]",0.17,0.74,0.03,0.0,0.06,0.0,0.0
13,"[619, 145, 130, 177]",0.21,0.03,0.14,0.05,0.56,0.0,0.02
14,"[551, 142, 130, 164]",0.89,0.01,0.02,0.0,0.07,0.0,0.01
15,"[605, 132, 129, 167]",0.34,0.19,0.26,0.0,0.19,0.0,0.01
16,"[612, 140, 124, 162]",0.95,0.0,0.02,0.0,0.02,0.0,0.0
17,"[601, 130, 132, 178]",0.91,0.01,0.04,0.01,0.02,0.0,0.01
18,"[652, 138, 134, 186]",0.85,0.0,0.05,0.04,0.03,0.01,0.03
19,"[623, 141, 131, 169]",0.88,0.03,0.03,0.0,0.06,0.0,0.0
20,"[609, 139, 132, 174]",0.84,0.03,0.03,0.02,0.06,0.0,0.02
21,"[590, 130, 136, 185]",0.46,0.0,0.07,0.12,0.27,0.0,0.06
22,"[603, 130, 129, 184]",0.62,0.0,0.11,0.05,0.17,0.0,0.05
23,"[591, 139, 130, 172]",0.79,0.03,0.03,0.06,0.08,0.0,0.01
24,"[638, 135, 127, 175]",0.83,0.0,0.05,0.05,0.06,0.0,0.01
25,"[621, 146, 132, 171]",0.39,0.2,0.15,0.0,0.25,0.0,0.0
26,"[624, 135, 134, 180]",0.44,0.01,0.07,0.01,0.45,0.0,0.02
27,"[578, 137, 130, 167]",0.19,0.13,0.14,0.02,0.43,0.0,0.09
28,"[623, 134, 128, 178]",0.81,0.05,0.07,0.01,0.05,0.0,0.01
29,"[601, 128, 131, 188]",0.83,0.0,0.03,0.11,0.03,0.0,0.01
30,"[621, 130, 130, 175]",0.88,0.01,0.02,0.03,0.05,0.0,0.01
31,"[625, 127, 132, 189]",0.68,0.0,0.03,0.23,0.04,0.0,0.02
32,"[614, 137, 135, 172]",0.57,0.07,0.1,0.0,0.24,0.01,0.01
33,"[583, 129, 125, 178]",0.31,0.01,0.06,0.38,0.22,0.0,0.02
34,"[610, 138, 130, 181]",0.74,0.0,0.02,0.18,0.03,0.0,0.02
35,"[624, 130, 135, 178]",0.39,0.03,0.09,0.04,0.33,0.0,0.12
36,"[606, 132, 134, 192]",0.7,0.0,0.02,0.21,0.04,0.0,0.02
37,"[605, 121, 142, 201]",0.84,0.0,0.0,0.12,0.01,0.0,0.02
38,"[591, 160, 108, 134]",0.58,0.01,0.13,0.04,0.09,0.15,0.0
39,"[629, 124, 133, 183]",0.74,0.02,0.03,0.06,0.11,0.0,0.04
40,"[630, 125, 134, 192]",0.8,0.0,0.04,0.1,0.04,0.0,0.02
41,"[612, 135, 140, 182]",0.85,0.01,0.04,0.04,0.06,0.0,0.01
42,"[605, 127, 136, 194]",0.86,0.0,0.03,0.07,0.03,0.0,0.01
43,"[608, 122, 123, 181]",0.69,0.0,0.1,0.06,0.07,0.02,0.05
44,"[593, 134, 145, 180]",0.65,0.0,0.04,0.13,0.13,0.0,0.05
45,"[603, 127, 131, 191]",0.73,0.0,0.03,0.18,0.03,0.0,0.01
46,"[627, 128, 136, 177]",0.51,0.04,0.05,0.28,0.1,0.0,0.02
47,"[600, 130, 129, 173]",0.7,0.0,0.06,0.11,0.07,0.0,0.04
48,"[652, 178, 28, 33]",0.24,0.0,0.12,0.04,0.33,0.0,0.27
49,"[545, 166, 97, 121]",0.65,0.0,0.06,0.07,0.09,0.12,0.01
50,"[593, 133, 137, 174]",0.79,0.01,0.04,0.02,0.07,0.0,0.07
51,"[572, 119, 133, 175]",0.23,0.01,0.17,0.12,0.37,0.02,0.09
52,"[632, 134, 135, 176]",0.38,0.07,0.1,0.05,0.35,0.01,0.03
53,"[587, 129, 129, 177]",0.58,0.02,0.06,0.2,0.1,0.0,0.04
54,"[629, 133, 138, 194]",0.84,0.0,0.02,0.08,0.04,0.0,0.02
55,"[630, 134, 137, 192]",0.91,0.0,0.02,0.02,0.04,0.0,0.01
56,"[630, 134, 136, 192]",0.81,0.0,0.04,0.07,0.06,0.0,0.02
