,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[568, 131, 205, 260]",0.69,0.05,0.11,0.01,0.09,0.0,0.05
1,"[539, 125, 207, 252]",0.72,0.04,0.12,0.0,0.05,0.0,0.06
2,"[512, 125, 207, 259]",0.28,0.05,0.33,0.01,0.17,0.04,0.11
3,"[544, 131, 200, 253]",0.24,0.18,0.19,0.04,0.24,0.0,0.12
4,"[548, 124, 199, 247]",0.62,0.21,0.14,0.0,0.01,0.0,0.01
5,"[518, 128, 203, 242]",0.22,0.01,0.23,0.0,0.21,0.01,0.31
6,"[537, 133, 196, 243]",0.47,0.19,0.06,0.01,0.06,0.0,0.2
7,"[566, 124, 204, 262]",0.5,0.02,0.29,0.0,0.08,0.0,0.09
8,"[562, 126, 199, 251]",0.7,0.04,0.04,0.0,0.07,0.0,0.14
9,"[510, 126, 207, 255]",0.22,0.02,0.1,0.0,0.46,0.0,0.2
10,"[516, 129, 206, 253]",0.2,0.05,0.33,0.03,0.2,0.03,0.16
11,"[518, 138, 204, 245]",0.22,0.01,0.23,0.01,0.27,0.01,0.24
12,"[552, 129, 200, 250]",0.54,0.02,0.37,0.01,0.02,0.0,0.03
13,"[582, 132, 201, 246]",0.38,0.07,0.36,0.01,0.06,0.01,0.11
14,"[519, 133, 197, 245]",0.56,0.08,0.26,0.0,0.06,0.02,0.02
15,"[567, 132, 199, 250]",0.16,0.01,0.71,0.04,0.04,0.0,0.04
16,"[550, 135, 205, 248]",0.32,0.17,0.34,0.01,0.03,0.07,0.08
17,"[523, 126, 206, 250]",0.21,0.35,0.22,0.01,0.07,0.01,0.14
18,"[568, 125, 200, 248]",0.69,0.03,0.16,0.0,0.04,0.0,0.07
19,"[532, 139, 213, 265]",0.23,0.02,0.01,0.01,0.23,0.0,0.51
20,"[555, 129, 196, 244]",0.13,0.02,0.78,0.01,0.04,0.0,0.02
21,"[561, 134, 226, 270]",0.32,0.08,0.02,0.01,0.06,0.0,0.51
22,"[500, 135, 209, 255]",0.13,0.04,0.24,0.02,0.21,0.01,0.35
23,"[527, 142, 201, 252]",0.49,0.09,0.26,0.03,0.03,0.0,0.09
24,"[575, 190, 45, 49]",0.25,0.0,0.33,0.04,0.22,0.02,0.14
25,"[662, 189, 50, 56]",0.15,0.0,0.23,0.08,0.47,0.0,0.07
26,"[523, 127, 208, 258]",0.28,0.01,0.29,0.0,0.23,0.04,0.15
27,"[507, 145, 203, 252]",0.31,0.04,0.17,0.03,0.21,0.0,0.22
28,"[512, 128, 209, 257]",0.25,0.02,0.11,0.03,0.25,0.01,0.31
29,"[548, 137, 201, 252]",0.25,0.02,0.05,0.05,0.12,0.0,0.51
30,"[559, 132, 206, 252]",0.59,0.09,0.12,0.0,0.06,0.01,0.13
31,"[544, 129, 204, 247]",0.29,0.01,0.39,0.0,0.25,0.0,0.05
32,"[559, 123, 222, 273]",0.78,0.07,0.01,0.01,0.04,0.0,0.09
33,"[535, 134, 197, 241]",0.2,0.06,0.35,0.05,0.08,0.0,0.26
34,"[572, 135, 198, 238]",0.56,0.24,0.13,0.0,0.04,0.0,0.02
35,"[517, 133, 206, 246]",0.33,0.0,0.12,0.01,0.11,0.01,0.43
36,"[587, 136, 191, 233]",0.4,0.07,0.34,0.04,0.07,0.01,0.07
37,"[521, 126, 204, 253]",0.45,0.08,0.13,0.01,0.12,0.02,0.19
38,"[510, 135, 201, 241]",0.17,0.01,0.19,0.0,0.47,0.0,0.15
39,"[543, 129, 205, 258]",0.3,0.07,0.08,0.02,0.11,0.01,0.41
40,"[586, 134, 184, 232]",0.48,0.03,0.33,0.01,0.06,0.04,0.05
41,"[546, 131, 206, 271]",0.41,0.23,0.12,0.03,0.06,0.0,0.15
42,"[567, 122, 201, 256]",0.41,0.15,0.19,0.0,0.07,0.04,0.14
43,"[563, 127, 202, 257]",0.45,0.15,0.21,0.0,0.06,0.0,0.13
44,"[522, 131, 215, 264]",0.49,0.06,0.04,0.02,0.08,0.0,0.31
45,"[583, 133, 199, 242]",0.2,0.15,0.29,0.16,0.08,0.0,0.13
46,"[592, 122, 200, 250]",0.39,0.36,0.09,0.02,0.08,0.0,0.06
47,"[560, 141, 206, 251]",0.06,0.01,0.5,0.08,0.11,0.0,0.25
48,"[553, 122, 201, 246]",0.25,0.01,0.06,0.01,0.11,0.0,0.57
49,"[568, 121, 201, 253]",0.28,0.01,0.58,0.03,0.05,0.0,0.05
50,"[542, 129, 205, 257]",0.33,0.13,0.38,0.01,0.07,0.0,0.08
51,"[589, 131, 197, 245]",0.09,0.1,0.55,0.1,0.11,0.0,0.05
52,"[559, 138, 204, 252]",0.19,0.19,0.16,0.01,0.1,0.0,0.35
53,"[527, 129, 200, 254]",0.37,0.34,0.1,0.02,0.09,0.01,0.07
54,"[545, 122, 193, 235]",0.34,0.0,0.45,0.01,0.06,0.01,0.14
55,"[554, 123, 196, 239]",0.45,0.05,0.2,0.12,0.08,0.0,0.08
56,"[612, 133, 201, 247]",0.07,0.17,0.62,0.02,0.07,0.0,0.04
57,"[548, 125, 200, 245]",0.17,0.06,0.19,0.22,0.05,0.0,0.32
58,"[586, 132, 199, 247]",0.62,0.02,0.13,0.0,0.14,0.0,0.09
59,"[536, 133, 194, 233]",0.4,0.01,0.05,0.0,0.08,0.0,0.45
60,"[578, 124, 201, 257]",0.31,0.03,0.25,0.03,0.13,0.01,0.25
61,"[534, 220, 42, 48]",0.19,0.0,0.08,0.53,0.14,0.0,0.05
62,"[563, 135, 201, 253]",0.33,0.03,0.47,0.01,0.06,0.0,0.09
63,"[588, 127, 197, 243]",0.63,0.16,0.04,0.0,0.02,0.01,0.14
64,"[518, 128, 205, 250]",0.23,0.02,0.08,0.01,0.42,0.0,0.25
65,"[539, 133, 200, 248]",0.33,0.0,0.11,0.01,0.36,0.0,0.18
66,"[537, 129, 203, 256]",0.4,0.02,0.11,0.01,0.24,0.0,0.22
67,"[553, 141, 227, 276]",0.39,0.04,0.05,0.07,0.2,0.0,0.25
68,"[503, 141, 211, 252]",0.22,0.02,0.14,0.37,0.17,0.0,0.08
69,"[559, 115, 192, 240]",0.42,0.02,0.33,0.01,0.1,0.03,0.1
70,"[599, 134, 202, 249]",0.05,0.04,0.66,0.08,0.11,0.0,0.06
71,"[586, 140, 198, 243]",0.66,0.09,0.06,0.01,0.12,0.0,0.06
72,"[529, 123, 209, 264]",0.25,0.01,0.15,0.0,0.44,0.0,0.14
73,"[497, 138, 213, 258]",0.45,0.02,0.29,0.01,0.17,0.0,0.07
74,"[538, 130, 199, 245]",0.22,0.03,0.12,0.14,0.27,0.0,0.21
75,"[594, 125, 209, 262]",0.28,0.01,0.43,0.02,0.16,0.0,0.11
76,"[579, 127, 204, 257]",0.33,0.03,0.05,0.01,0.09,0.0,0.49
77,"[606, 134, 200, 251]",0.19,0.03,0.59,0.06,0.06,0.0,0.07
78,"[562, 128, 204, 250]",0.06,0.0,0.64,0.0,0.15,0.0,0.14
79,"[518, 128, 206, 258]",0.41,0.02,0.19,0.0,0.27,0.02,0.09
80,"[686, 185, 47, 53]",0.09,0.0,0.41,0.01,0.45,0.0,0.04
81,"[589, 129, 198, 245]",0.12,0.08,0.53,0.03,0.07,0.0,0.16
82,"[605, 136, 213, 264]",0.36,0.02,0.23,0.02,0.2,0.02,0.14
83,"[519, 128, 208, 254]",0.25,0.0,0.14,0.02,0.35,0.0,0.24
84,"[557, 127, 196, 246]",0.45,0.06,0.08,0.01,0.04,0.0,0.36
85,"[599, 124, 212, 262]",0.23,0.04,0.3,0.02,0.15,0.0,0.26
86,"[592, 120, 197, 245]",0.39,0.31,0.11,0.03,0.07,0.0,0.09
87,"[563, 114, 199, 251]",0.18,0.02,0.08,0.01,0.07,0.01,0.64
88,"[536, 129, 206, 261]",0.32,0.13,0.33,0.04,0.06,0.02,0.09
89,"[584, 127, 200, 243]",0.59,0.02,0.12,0.03,0.08,0.0,0.15
90,"[593, 137, 199, 246]",0.39,0.32,0.12,0.03,0.05,0.0,0.1
91,"[530, 125, 205, 248]",0.31,0.04,0.12,0.03,0.18,0.01,0.32
92,"[574, 134, 200, 247]",0.15,0.05,0.24,0.01,0.15,0.0,0.39
93,"[552, 131, 203, 240]",0.25,0.08,0.22,0.01,0.35,0.0,0.08
94,"[552, 122, 193, 240]",0.63,0.01,0.08,0.01,0.12,0.0,0.15
95,"[599, 136, 205, 257]",0.62,0.02,0.07,0.02,0.08,0.0,0.19
96,"[532, 125, 204, 248]",0.51,0.04,0.03,0.02,0.05,0.0,0.34
97,"[522, 128, 206, 249]",0.17,0.0,0.3,0.0,0.47,0.0,0.05
98,"[587, 122, 204, 252]",0.36,0.13,0.1,0.01,0.1,0.0,0.29
99,"[606, 130, 210, 264]",0.33,0.03,0.42,0.04,0.13,0.0,0.04
100,"[614, 143, 195, 241]",0.49,0.09,0.29,0.01,0.05,0.05,0.03
101,"[577, 132, 207, 252]",0.18,0.07,0.23,0.09,0.11,0.0,0.33
102,"[527, 131, 206, 257]",0.21,0.01,0.04,0.01,0.25,0.0,0.47
103,"[569, 125, 206, 250]",0.3,0.06,0.1,0.2,0.12,0.0,0.23
104,"[575, 130, 213, 253]",0.24,0.01,0.1,0.03,0.03,0.0,0.59
105,"[526, 122, 208, 251]",0.23,0.01,0.14,0.04,0.22,0.01,0.35
106,"[586, 137, 199, 251]",0.32,0.13,0.18,0.02,0.08,0.0,0.27
107,"[599, 124, 208, 259]",0.44,0.03,0.26,0.02,0.09,0.0,0.16
108,"[580, 122, 200, 249]",0.78,0.01,0.02,0.0,0.07,0.0,0.11
109,"[545, 127, 204, 248]",0.36,0.07,0.12,0.01,0.1,0.02,0.33
110,"[487, 129, 209, 257]",0.04,0.0,0.17,0.01,0.75,0.0,0.02
111,"[490, 134, 217, 260]",0.59,0.0,0.23,0.0,0.08,0.08,0.02
112,"[479, 137, 207, 248]",0.14,0.01,0.17,0.01,0.4,0.0,0.29
113,"[580, 132, 198, 249]",0.58,0.02,0.12,0.0,0.22,0.01,0.06
114,"[549, 139, 201, 247]",0.07,0.01,0.03,0.01,0.05,0.0,0.84
115,"[528, 128, 202, 250]",0.26,0.01,0.11,0.01,0.45,0.0,0.15
