,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[527, 143, 205, 268]",0.11,0.0,0.05,0.02,0.13,0.0,0.69,,,,,,,,
1,"[547, 137, 208, 282]",0.33,0.0,0.12,0.02,0.28,0.02,0.23,,,,,,,,
2,"[556, 136, 203, 265]",0.05,0.0,0.03,0.02,0.13,0.01,0.76,,,,,,,,
3,"[557, 148, 209, 270]",0.02,0.0,0.01,0.01,0.04,0.0,0.92,,,,,,,,
4,"[543, 153, 208, 267]",0.01,0.0,0.0,0.01,0.01,0.0,0.96,,,,,,,,
5,"[535, 150, 208, 273]",0.03,0.0,0.01,0.03,0.02,0.0,0.91,"[620, 338, 209, 306]",0.1,0.0,0.3,0.07,0.42,0.05,0.05
6,"[534, 158, 208, 276]",0.01,0.0,0.01,0.04,0.02,0.0,0.91,,,,,,,,
7,"[526, 160, 203, 259]",0.02,0.0,0.02,0.01,0.14,0.01,0.79,,,,,,,,
8,"[533, 161, 197, 254]",0.09,0.0,0.05,0.02,0.15,0.01,0.69,,,,,,,,
9,"[550, 185, 201, 264]",0.5,0.0,0.02,0.08,0.28,0.01,0.12,,,,,,,,
10,"[543, 181, 199, 267]",0.01,0.0,0.01,0.45,0.03,0.01,0.49,,,,,,,,
11,"[509, 179, 201, 266]",0.01,0.0,0.01,0.51,0.02,0.01,0.45,,,,,,,,
12,"[514, 174, 201, 263]",0.04,0.0,0.06,0.05,0.12,0.03,0.71,,,,,,,,
13,"[514, 161, 206, 277]",0.41,0.0,0.03,0.01,0.14,0.03,0.38,,,,,,,,
14,"[511, 163, 201, 268]",0.03,0.0,0.03,0.04,0.06,0.0,0.84,,,,,,,,
15,"[522, 155, 207, 280]",0.12,0.0,0.05,0.01,0.16,0.01,0.64,,,,,,,,
16,"[569, 172, 209, 276]",0.36,0.0,0.08,0.09,0.37,0.03,0.08,,,,,,,,
17,"[555, 151, 214, 284]",0.04,0.0,0.03,0.02,0.21,0.01,0.7,,,,,,,,
18,"[489, 158, 212, 273]",0.19,0.0,0.04,0.06,0.14,0.0,0.57,,,,,,,,
19,"[485, 145, 217, 286]",0.53,0.0,0.04,0.01,0.32,0.01,0.09,,,,,,,,
20,"[484, 143, 215, 274]",0.22,0.0,0.02,0.01,0.07,0.0,0.67,,,,,,,,
21,"[495, 148, 210, 273]",0.13,0.0,0.05,0.04,0.08,0.01,0.68,,,,,,,,
22,"[502, 168, 210, 271]",0.34,0.0,0.05,0.0,0.15,0.03,0.43,,,,,,,,
23,"[521, 168, 205, 271]",0.1,0.0,0.05,0.0,0.19,0.0,0.64,,,,,,,,
24,"[501, 161, 205, 271]",0.3,0.0,0.05,0.03,0.33,0.03,0.25,,,,,,,,
25,"[489, 148, 220, 288]",0.03,0.0,0.0,0.0,0.02,0.0,0.94,,,,,,,,
26,"[512, 146, 214, 291]",0.12,0.0,0.01,0.02,0.03,0.0,0.82,,,,,,,,
27,"[535, 169, 207, 282]",0.2,0.0,0.07,0.03,0.52,0.04,0.14,,,,,,,,
28,"[557, 182, 194, 250]",0.09,0.0,0.03,0.14,0.1,0.0,0.63,,,,,,,,
29,"[542, 148, 203, 266]",0.58,0.0,0.04,0.02,0.26,0.01,0.1,,,,,,,,
30,"[544, 149, 202, 269]",0.19,0.0,0.06,0.01,0.23,0.0,0.5,,,,,,,,
31,"[534, 169, 201, 267]",0.03,0.0,0.0,0.03,0.05,0.0,0.88,,,,,,,,
32,"[526, 177, 202, 268]",0.03,0.0,0.0,0.17,0.02,0.0,0.78,,,,,,,,
33,"[460, 198, 218, 268]",0.02,0.0,0.04,0.0,0.86,0.0,0.08,,,,,,,,
34,"[345, 245, 227, 266]",0.56,0.0,0.08,0.01,0.33,0.0,0.02,,,,,,,,
35,"[329, 126, 223, 274]",0.2,0.0,0.18,0.23,0.36,0.02,0.0,,,,,,,,
36,"[402, 177, 213, 279]",0.47,0.0,0.06,0.0,0.26,0.01,0.21,,,,,,,,
37,"[517, 135, 209, 274]",0.09,0.0,0.09,0.15,0.23,0.05,0.39,,,,,,,,
38,"[549, 140, 208, 275]",0.06,0.0,0.02,0.06,0.11,0.01,0.74,,,,,,,,
39,"[543, 155, 210, 274]",0.12,0.0,0.01,0.01,0.06,0.0,0.8,,,,,,,,
40,"[545, 184, 215, 275]",0.01,0.0,0.0,0.98,0.0,0.01,0.0,,,,,,,,
41,"[539, 170, 213, 278]",0.0,0.0,0.0,0.92,0.01,0.0,0.07,,,,,,,,
42,"[503, 180, 207, 265]",0.28,0.0,0.02,0.22,0.21,0.01,0.26,,,,,,,,
43,"[469, 153, 218, 271]",0.31,0.0,0.05,0.05,0.5,0.01,0.09,,,,,,,,
44,"[486, 153, 214, 269]",0.31,0.0,0.06,0.02,0.09,0.01,0.51,,,,,,,,
45,"[472, 153, 217, 274]",0.34,0.0,0.11,0.06,0.48,0.01,0.01,,,,,,,,
46,"[497, 153, 216, 273]",0.6,0.0,0.07,0.06,0.18,0.01,0.08,,,,,,,,
47,"[469, 144, 212, 273]",0.54,0.0,0.09,0.0,0.14,0.0,0.23,,,,,,,,
48,"[493, 139, 214, 272]",0.21,0.0,0.11,0.4,0.17,0.01,0.11,,,,,,,,
49,"[510, 148, 213, 272]",0.27,0.0,0.05,0.05,0.16,0.0,0.46,,,,,,,,
50,"[478, 152, 214, 261]",0.1,0.0,0.0,0.0,0.05,0.0,0.85,,,,,,,,
51,"[481, 149, 216, 276]",0.29,0.0,0.04,0.05,0.07,0.0,0.55,,,,,,,,
52,"[481, 145, 227, 292]",0.43,0.0,0.13,0.24,0.15,0.01,0.05,,,,,,,,
53,"[489, 140, 217, 275]",0.37,0.0,0.04,0.07,0.02,0.02,0.47,,,,,,,,
54,"[499, 155, 213, 273]",0.15,0.0,0.02,0.01,0.02,0.0,0.8,,,,,,,,
55,"[501, 166, 201, 255]",0.12,0.0,0.01,0.01,0.12,0.0,0.74,,,,,,,,
56,"[498, 147, 221, 280]",0.15,0.0,0.02,0.0,0.06,0.0,0.77,,,,,,,,
57,"[491, 155, 213, 269]",0.15,0.0,0.07,0.06,0.04,0.02,0.66,,,,,,,,
58,"[494, 136, 221, 287]",0.45,0.0,0.17,0.0,0.25,0.06,0.06,,,,,,,,
59,"[487, 137, 217, 278]",0.05,0.0,0.02,0.03,0.01,0.01,0.87,,,,,,,,
60,"[494, 140, 216, 280]",0.38,0.0,0.16,0.01,0.2,0.02,0.24,,,,,,,,
61,"[503, 144, 215, 280]",0.66,0.0,0.13,0.01,0.1,0.02,0.08,,,,,,,,
62,"[496, 148, 227, 302]",0.31,0.0,0.04,0.01,0.1,0.01,0.53,,,,,,,,
63,"[505, 141, 221, 282]",0.22,0.0,0.03,0.03,0.07,0.01,0.65,,,,,,,,
64,"[542, 130, 211, 276]",0.29,0.0,0.12,0.01,0.21,0.02,0.37,,,,,,,,
65,"[595, 133, 215, 283]",0.11,0.0,0.09,0.15,0.17,0.04,0.43,,,,,,,,
66,"[550, 136, 214, 277]",0.04,0.0,0.14,0.19,0.13,0.06,0.45,,,,,,,,
67,"[503, 133, 224, 288]",0.04,0.0,0.05,0.27,0.05,0.01,0.59,,,,,,,,
68,"[498, 138, 215, 278]",0.28,0.0,0.14,0.01,0.44,0.01,0.12,,,,,,,,
69,"[515, 141, 220, 284]",0.15,0.0,0.07,0.01,0.27,0.0,0.5,,,,,,,,
70,"[507, 145, 218, 276]",0.11,0.0,0.01,0.0,0.06,0.0,0.82,,,,,,,,
71,"[505, 151, 221, 278]",0.27,0.0,0.06,0.0,0.16,0.01,0.5,,,,,,,,
72,"[505, 146, 227, 290]",0.48,0.0,0.07,0.0,0.16,0.01,0.28,,,,,,,,
73,"[505, 149, 222, 277]",0.27,0.0,0.01,0.0,0.09,0.0,0.63,,,,,,,,
74,"[507, 143, 224, 281]",0.12,0.0,0.02,0.01,0.09,0.0,0.76,,,,,,,,
75,"[510, 156, 207, 264]",0.1,0.0,0.09,0.0,0.48,0.01,0.32,,,,,,,,
76,"[508, 148, 220, 281]",0.47,0.0,0.22,0.0,0.26,0.01,0.03,,,,,,,,
77,"[500, 176, 216, 270]",0.23,0.0,0.14,0.03,0.39,0.0,0.2,,,,,,,,
78,"[486, 149, 218, 271]",0.48,0.0,0.03,0.0,0.12,0.0,0.37,,,,,,,,
79,"[486, 152, 227, 290]",0.18,0.0,0.08,0.01,0.51,0.0,0.23,,,,,,,,
80,"[490, 135, 233, 298]",0.37,0.0,0.09,0.0,0.51,0.0,0.02,,,,,,,,
81,"[510, 147, 217, 276]",0.12,0.0,0.09,0.04,0.1,0.01,0.65,,,,,,,,
82,"[502, 150, 218, 269]",0.37,0.0,0.01,0.0,0.13,0.0,0.49,,,,,,,,
83,"[500, 151, 212, 268]",0.28,0.0,0.02,0.0,0.03,0.0,0.66,,,,,,,,
84,"[515, 156, 212, 272]",0.06,0.0,0.04,0.12,0.08,0.0,0.71,,,,,,,,
85,"[536, 154, 209, 275]",0.06,0.0,0.04,0.12,0.28,0.03,0.46,,,,,,,,
86,"[544, 153, 205, 273]",0.21,0.0,0.06,0.0,0.18,0.02,0.53,,,,,,,,
87,"[550, 147, 208, 280]",0.71,0.0,0.03,0.0,0.07,0.06,0.13,,,,,,,,
88,"[550, 140, 205, 279]",0.08,0.0,0.03,0.34,0.11,0.08,0.36,,,,,,,,
89,"[557, 164, 215, 284]",0.06,0.0,0.01,0.02,0.06,0.01,0.84,,,,,,,,
90,"[551, 138, 200, 260]",0.02,0.0,0.02,0.07,0.04,0.06,0.8,,,,,,,,
91,"[536, 144, 195, 261]",0.05,0.0,0.03,0.02,0.12,0.01,0.77,,,,,,,,
92,"[534, 137, 211, 284]",0.1,0.0,0.02,0.03,0.06,0.01,0.78,,,,,,,,
93,"[540, 129, 207, 282]",0.17,0.0,0.02,0.01,0.09,0.0,0.71,,,,,,,,
94,"[546, 165, 210, 277]",0.15,0.0,0.03,0.02,0.18,0.01,0.61,,,,,,,,
95,"[546, 153, 208, 275]",0.02,0.0,0.01,0.03,0.02,0.0,0.93,,,,,,,,
96,"[550, 157, 207, 282]",0.47,0.0,0.03,0.01,0.08,0.01,0.41,,,,,,,,
97,"[551, 160, 204, 270]",0.12,0.0,0.02,0.0,0.08,0.0,0.78,,,,,,,,
98,"[545, 145, 214, 289]",0.23,0.0,0.04,0.02,0.39,0.02,0.3,,,,,,,,
99,"[548, 152, 210, 278]",0.01,0.0,0.01,0.78,0.03,0.02,0.16,,,,,,,,
100,"[546, 147, 210, 289]",0.34,0.0,0.04,0.06,0.38,0.04,0.15,,,,,,,,
101,"[542, 155, 198, 257]",0.04,0.0,0.02,0.01,0.13,0.01,0.8,,,,,,,,
102,"[539, 143, 206, 268]",0.34,0.0,0.04,0.0,0.16,0.0,0.46,,,,,,,,
