,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[553, 162, 149, 191]",0.35,0.0,0.27,0.06,0.22,0.04,0.05,,,,,,,,
1,"[586, 175, 141, 186]",0.37,0.0,0.24,0.0,0.36,0.01,0.01,,,,,,,,
2,"[559, 212, 128, 164]",0.31,0.02,0.17,0.0,0.44,0.0,0.05,,,,,,,,
3,"[579, 180, 139, 180]",0.35,0.03,0.06,0.42,0.09,0.02,0.04,,,,,,,,
4,"[472, 173, 138, 187]",0.27,0.0,0.07,0.51,0.02,0.0,0.13,,,,,,,,
5,"[509, 170, 140, 182]",0.05,0.0,0.1,0.07,0.34,0.01,0.42,,,,,,,,
6,"[476, 157, 139, 177]",0.05,0.0,0.32,0.07,0.18,0.04,0.34,,,,,,,,
7,"[527, 191, 145, 192]",0.42,0.0,0.22,0.06,0.06,0.02,0.22,,,,,,,,
8,"[588, 245, 126, 164]",0.19,0.0,0.25,0.03,0.46,0.01,0.06,,,,,,,,
9,"[555, 174, 145, 186]",0.47,0.0,0.27,0.11,0.09,0.01,0.04,,,,,,,,
10,"[501, 208, 140, 178]",0.28,0.0,0.3,0.07,0.15,0.01,0.19,,,,,,,,
11,"[529, 252, 133, 168]",0.12,0.0,0.2,0.0,0.64,0.02,0.02,,,,,,,,
12,"[416, 161, 145, 188]",0.1,0.0,0.37,0.01,0.3,0.03,0.18,,,,,,,,
13,"[490, 190, 137, 181]",0.34,0.02,0.24,0.02,0.28,0.01,0.09,,,,,,,,
14,"[473, 176, 132, 180]",0.13,0.0,0.14,0.1,0.06,0.01,0.56,,,,,,,,
15,"[521, 166, 149, 188]",0.33,0.0,0.31,0.02,0.24,0.02,0.09,,,,,,,,
16,"[552, 162, 142, 184]",0.26,0.0,0.23,0.09,0.15,0.04,0.23,,,,,,,,
17,"[545, 169, 147, 188]",0.25,0.0,0.3,0.01,0.3,0.1,0.03,,,,,,,,
18,"[553, 225, 133, 168]",0.15,0.0,0.32,0.0,0.43,0.01,0.09,,,,,,,,
19,"[474, 190, 138, 178]",0.32,0.0,0.25,0.01,0.31,0.01,0.09,,,,,,,,
20,"[537, 228, 127, 164]",0.36,0.01,0.2,0.03,0.32,0.01,0.08,,,,,,,,
21,"[531, 223, 137, 173]",0.22,0.01,0.16,0.01,0.56,0.01,0.04,,,,,,,,
22,"[506, 251, 131, 165]",0.14,0.0,0.24,0.01,0.53,0.01,0.06,,,,,,,,
23,"[442, 160, 144, 188]",0.19,0.0,0.48,0.02,0.18,0.02,0.12,,,,,,,,
24,"[553, 170, 149, 197]",0.28,0.0,0.32,0.27,0.03,0.09,0.01,,,,,,,,
25,"[516, 182, 135, 179]",0.13,0.0,0.2,0.06,0.04,0.04,0.53,,,,,,,,
