,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[634, 90, 132, 165]",0.17,0.0,0.12,0.04,0.14,0.02,0.51,,,,,,,,
1,"[626, 84, 138, 179]",0.1,0.0,0.06,0.08,0.1,0.01,0.65,,,,,,,,
2,"[636, 89, 132, 167]",0.42,0.03,0.17,0.02,0.17,0.06,0.13,,,,,,,,
3,"[628, 86, 133, 178]",0.35,0.03,0.16,0.03,0.21,0.01,0.21,,,,,,,,
4,"[624, 90, 135, 176]",0.45,0.01,0.11,0.02,0.18,0.02,0.21,,,,,,,,
5,"[591, 95, 139, 176]",0.08,0.0,0.1,0.0,0.2,0.01,0.6,,,,,,,,
6,"[593, 89, 138, 172]",0.02,0.0,0.04,0.0,0.05,0.0,0.89,,,,,,,,
7,"[592, 87, 138, 174]",0.07,0.0,0.08,0.0,0.07,0.02,0.76,,,,,,,,
8,"[577, 98, 141, 173]",0.07,0.0,0.18,0.0,0.1,0.01,0.63,,,,,,,,
9,"[582, 116, 134, 168]",0.07,0.0,0.02,0.05,0.03,0.0,0.83,,,,,,,,
10,"[606, 119, 132, 169]",0.15,0.0,0.08,0.02,0.07,0.05,0.62,,,,,,,,
11,"[606, 113, 137, 178]",0.1,0.0,0.03,0.09,0.05,0.01,0.72,,,,,,,,
12,"[621, 95, 136, 176]",0.19,0.0,0.11,0.01,0.32,0.01,0.37,,,,,,,,
13,"[624, 90, 133, 177]",0.25,0.01,0.18,0.01,0.19,0.01,0.35,,,,,,,,
14,"[620, 69, 134, 176]",0.24,0.01,0.1,0.01,0.41,0.0,0.23,"[610, 232, 17, 23]",0.07,0.0,0.07,0.13,0.36,0.17,0.2
15,"[631, 88, 134, 175]",0.31,0.03,0.15,0.01,0.27,0.01,0.22,,,,,,,,
16,"[631, 102, 132, 177]",0.08,0.0,0.01,0.33,0.01,0.01,0.57,,,,,,,,
17,"[643, 100, 131, 170]",0.13,0.0,0.05,0.01,0.12,0.01,0.69,,,,,,,,
18,"[645, 95, 131, 174]",0.24,0.0,0.24,0.01,0.27,0.01,0.24,,,,,,,,
19,"[646, 97, 131, 170]",0.12,0.0,0.06,0.01,0.16,0.02,0.63,,,,,,,,
20,"[644, 98, 135, 177]",0.21,0.01,0.12,0.02,0.21,0.01,0.42,,,,,,,,
21,"[636, 95, 129, 173]",0.24,0.0,0.1,0.04,0.16,0.0,0.45,,,,,,,,
22,"[642, 85, 133, 175]",0.13,0.0,0.12,0.04,0.23,0.01,0.47,,,,,,,,
23,"[637, 86, 132, 173]",0.15,0.0,0.12,0.02,0.11,0.02,0.59,,,,,,,,
24,"[599, 96, 139, 184]",0.06,0.0,0.02,0.3,0.04,0.02,0.56,,,,,,,,
25,"[640, 105, 132, 176]",0.16,0.0,0.04,0.22,0.14,0.02,0.41,,,,,,,,
26,"[630, 79, 137, 181]",0.24,0.02,0.31,0.01,0.27,0.04,0.12,,,,,,,,
27,"[640, 100, 128, 175]",0.16,0.0,0.2,0.01,0.26,0.03,0.33,,,,,,,,
28,"[637, 86, 131, 180]",0.1,0.0,0.07,0.01,0.07,0.01,0.74,,,,,,,,
29,"[622, 78, 133, 169]",0.12,0.0,0.51,0.0,0.17,0.01,0.18,,,,,,,,
30,"[585, 89, 140, 174]",0.03,0.0,0.1,0.0,0.1,0.03,0.73,,,,,,,,
31,"[583, 80, 139, 168]",0.09,0.0,0.49,0.0,0.14,0.08,0.2,,,,,,,,
32,"[582, 83, 136, 172]",0.13,0.0,0.22,0.0,0.17,0.04,0.44,,,,,,,,
33,"[558, 106, 135, 171]",0.05,0.0,0.1,0.08,0.08,0.02,0.67,,,,,,,,
34,"[578, 86, 135, 163]",0.09,0.0,0.18,0.0,0.19,0.05,0.47,,,,,,,,
35,"[603, 78, 133, 169]",0.29,0.01,0.22,0.0,0.17,0.02,0.3,,,,,,,,
36,"[662, 98, 129, 177]",0.31,0.0,0.24,0.03,0.2,0.01,0.2,,,,,,,,
37,"[632, 81, 132, 171]",0.29,0.01,0.2,0.0,0.31,0.0,0.18,,,,,,,,
38,"[642, 84, 132, 177]",0.31,0.01,0.2,0.01,0.26,0.03,0.17,,,,,,,,
39,"[642, 87, 136, 172]",0.08,0.0,0.23,0.01,0.48,0.0,0.19,,,,,,,,
40,"[641, 94, 132, 178]",0.42,0.02,0.16,0.01,0.24,0.01,0.14,,,,,,,,
41,"[646, 91, 134, 178]",0.22,0.0,0.05,0.02,0.33,0.0,0.38,,,,,,,,
42,"[649, 101, 133, 178]",0.24,0.0,0.1,0.0,0.39,0.0,0.27,,,,,,,,
43,"[646, 85, 130, 174]",0.22,0.02,0.12,0.06,0.38,0.01,0.2,,,,,,,,
44,"[643, 99, 133, 170]",0.16,0.0,0.04,0.02,0.07,0.0,0.71,,,,,,,,
45,"[637, 100, 134, 172]",0.57,0.02,0.06,0.02,0.1,0.03,0.2,,,,,,,,
46,"[561, 100, 141, 174]",0.22,0.0,0.27,0.0,0.22,0.06,0.23,,,,,,,,
47,"[564, 99, 138, 173]",0.16,0.0,0.14,0.02,0.24,0.01,0.42,,,,,,,,
48,"[566, 100, 137, 172]",0.23,0.02,0.21,0.01,0.19,0.01,0.32,,,,,,,,
49,"[626, 55, 167, 223]",0.35,0.03,0.17,0.02,0.19,0.03,0.21,,,,,,,,
50,"[608, 90, 197, 265]",0.29,0.04,0.09,0.01,0.42,0.0,0.15,,,,,,,,
51,"[584, 99, 202, 271]",0.5,0.01,0.1,0.0,0.28,0.01,0.1,,,,,,,,
52,"[523, 99, 199, 266]",0.37,0.02,0.1,0.01,0.18,0.02,0.3,,,,,,,,
53,"[600, 104, 204, 278]",0.18,0.0,0.02,0.01,0.05,0.0,0.74,,,,,,,,
54,"[621, 101, 200, 262]",0.29,0.0,0.06,0.02,0.13,0.0,0.5,,,,,,,,
55,"[602, 127, 214, 286]",0.22,0.0,0.03,0.22,0.06,0.02,0.45,,,,,,,,
56,"[550, 52, 198, 251]",0.27,0.0,0.16,0.0,0.17,0.03,0.36,,,,,,,,
57,"[494, 102, 205, 252]",0.16,0.0,0.22,0.01,0.14,0.34,0.13,,,,,,,,
58,"[503, 109, 196, 248]",0.09,0.0,0.25,0.01,0.17,0.05,0.42,,,,,,,,
59,"[495, 93, 201, 247]",0.12,0.0,0.18,0.01,0.15,0.01,0.53,,,,,,,,
60,"[525, 102, 202, 255]",0.04,0.0,0.11,0.01,0.1,0.02,0.72,,,,,,,,
61,"[513, 135, 202, 247]",0.1,0.0,0.21,0.0,0.19,0.17,0.32,,,,,,,,
