,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[517, 148, 147, 193]",0.63,0.0,0.01,0.01,0.02,0.02,0.32,,,,,,,,
1,"[519, 145, 142, 183]",0.21,0.0,0.05,0.01,0.03,0.25,0.45,,,,,,,,
2,"[468, 157, 146, 182]",0.81,0.0,0.04,0.0,0.05,0.0,0.1,,,,,,,,
3,"[639, 149, 147, 192]",0.27,0.01,0.2,0.01,0.26,0.02,0.24,,,,,,,,
4,"[525, 154, 142, 184]",0.57,0.0,0.09,0.02,0.13,0.01,0.19,,,,,,,,
5,"[436, 149, 149, 183]",0.31,0.0,0.07,0.01,0.1,0.06,0.45,,,,,,,,
6,"[541, 124, 140, 187]",0.44,0.0,0.08,0.06,0.07,0.08,0.27,,,,,,,,
7,"[520, 125, 144, 190]",0.21,0.0,0.05,0.01,0.08,0.21,0.43,,,,,,,,
8,"[504, 178, 141, 178]",0.26,0.0,0.09,0.01,0.57,0.01,0.06,,,,,,,,
9,"[517, 133, 148, 191]",0.21,0.0,0.09,0.0,0.18,0.06,0.45,,,,,,,,
10,"[541, 130, 145, 190]",0.22,0.0,0.07,0.0,0.28,0.01,0.43,,,,,,,,
11,"[520, 123, 147, 191]",0.04,0.0,0.04,0.04,0.09,0.01,0.78,,,,,,,,
12,"[498, 118, 150, 196]",0.05,0.0,0.03,0.01,0.05,0.02,0.84,,,,,,,,
13,"[555, 166, 144, 185]",0.49,0.01,0.03,0.01,0.15,0.02,0.29,,,,,,,,
14,"[513, 125, 145, 197]",0.09,0.0,0.06,0.03,0.02,0.02,0.79,,,,,,,,
15,"[513, 119, 148, 187]",0.25,0.0,0.03,0.0,0.08,0.02,0.61,,,,,,,,
16,"[505, 133, 140, 178]",0.36,0.0,0.05,0.01,0.11,0.09,0.38,,,,,,,,
17,"[559, 162, 144, 188]",0.64,0.04,0.05,0.01,0.14,0.0,0.12,,,,,,,,
18,"[527, 125, 149, 189]",0.05,0.0,0.06,0.0,0.08,0.06,0.75,,,,,,,,
19,"[463, 136, 148, 193]",0.14,0.0,0.04,0.01,0.04,0.06,0.72,,,,,,,,
20,"[578, 105, 147, 193]",0.06,0.0,0.36,0.0,0.06,0.31,0.21,,,,,,,,
21,"[565, 130, 143, 188]",0.13,0.0,0.07,0.02,0.13,0.02,0.64,,,,,,,,
22,"[490, 116, 147, 193]",0.44,0.0,0.12,0.0,0.11,0.04,0.3,,,,,,,,
23,"[617, 143, 139, 183]",0.46,0.02,0.12,0.0,0.19,0.02,0.18,,,,,,,,
24,"[594, 135, 147, 192]",0.19,0.0,0.04,0.0,0.08,0.0,0.67,,,,,,,,
25,"[579, 121, 148, 198]",0.23,0.0,0.09,0.02,0.03,0.57,0.05,,,,,,,,
26,"[498, 116, 137, 198]",0.44,0.0,0.18,0.07,0.06,0.06,0.19,,,,,,,,
27,"[481, 100, 140, 186]",0.31,0.0,0.13,0.0,0.06,0.28,0.23,,,,,,,,
28,"[497, 111, 144, 192]",0.32,0.0,0.07,0.0,0.21,0.01,0.38,,,,,,,,
29,"[495, 144, 147, 192]",0.09,0.0,0.05,0.01,0.06,0.39,0.4,,,,,,,,
30,"[646, 109, 142, 188]",0.08,0.0,0.1,0.0,0.11,0.02,0.69,,,,,,,,
31,"[594, 101, 150, 193]",0.08,0.0,0.33,0.01,0.06,0.1,0.42,,,,,,,,
32,"[417, 129, 147, 182]",0.11,0.0,0.02,0.01,0.05,0.01,0.78,,,,,,,,
33,"[453, 152, 150, 190]",0.44,0.0,0.01,0.01,0.08,0.02,0.44,,,,,,,,
34,"[479, 142, 151, 194]",0.31,0.0,0.12,0.0,0.05,0.36,0.16,,,,,,,,
35,"[528, 115, 150, 191]",0.07,0.0,0.1,0.05,0.02,0.35,0.4,,,,,,,,
36,"[512, 128, 144, 191]",0.27,0.0,0.05,0.0,0.17,0.03,0.47,,,,,,,,
37,"[0, 40, 229, 299]",0.29,0.0,0.15,0.24,0.1,0.13,0.08,"[420, 30, 452, 553]",0.06,0.0,0.01,0.12,0.16,0.01,0.64
38,"[477, 135, 154, 194]",0.52,0.0,0.07,0.1,0.03,0.0,0.29,,,,,,,,
39,"[600, 91, 151, 200]",0.03,0.0,0.03,0.0,0.02,0.01,0.9,,,,,,,,
40,"[561, 98, 147, 201]",0.08,0.0,0.17,0.16,0.04,0.23,0.31,,,,,,,,
41,"[527, 108, 144, 190]",0.16,0.0,0.04,0.0,0.08,0.08,0.63,,,,,,,,
42,"[481, 114, 134, 174]",0.39,0.04,0.15,0.0,0.13,0.0,0.27,,,,,,,,
43,"[507, 121, 137, 176]",0.09,0.0,0.07,0.0,0.04,0.56,0.24,,,,,,,,
44,"[487, 137, 146, 188]",0.5,0.0,0.03,0.03,0.02,0.01,0.41,,,,,,,,
45,"[432, 120, 307, 397]",0.14,0.0,0.1,0.01,0.26,0.0,0.5,,,,,,,,
46,"[433, 127, 302, 396]",0.1,0.0,0.05,0.02,0.18,0.0,0.64,,,,,,,,
47,"[545, 121, 146, 192]",0.11,0.0,0.03,0.01,0.01,0.0,0.83,,,,,,,,
48,"[469, 125, 146, 196]",0.16,0.0,0.05,0.05,0.06,0.0,0.68,,,,,,,,
49,"[579, 127, 138, 189]",0.52,0.0,0.03,0.0,0.12,0.02,0.31,,,,,,,,
50,"[595, 96, 150, 197]",0.02,0.0,0.04,0.01,0.05,0.07,0.81,,,,,,,,
