,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[920, 126, 110, 138]",0.08,0.01,0.11,0.05,0.53,0.02,0.21,,,,,,,,,,,,,,,,
1,"[926, 128, 107, 134]",0.07,0.0,0.09,0.01,0.66,0.0,0.17,"[360, 115, 133, 159]",0.05,0.0,0.01,0.0,0.17,0.01,0.75,,,,,,,,
2,"[926, 125, 105, 135]",0.04,0.0,0.14,0.09,0.42,0.01,0.3,"[591, 563, 92, 119]",0.04,0.03,0.07,0.01,0.43,0.0,0.42,,,,,,,,
3,"[914, 118, 117, 149]",0.07,0.0,0.09,0.15,0.45,0.02,0.21,,,,,,,,,,,,,,,,
4,"[912, 121, 116, 145]",0.06,0.0,0.09,0.07,0.33,0.01,0.43,"[358, 118, 124, 149]",0.08,0.0,0.03,0.0,0.29,0.04,0.56,,,,,,,,
5,"[364, 124, 124, 147]",0.13,0.0,0.03,0.0,0.14,0.11,0.58,"[919, 124, 112, 146]",0.11,0.01,0.16,0.05,0.22,0.35,0.1,,,,,,,,
6,"[912, 122, 115, 143]",0.09,0.0,0.15,0.02,0.55,0.01,0.18,,,,,,,,,,,,,,,,
7,"[356, 122, 122, 144]",0.16,0.0,0.03,0.0,0.23,0.01,0.58,"[917, 119, 115, 144]",0.09,0.0,0.1,0.02,0.59,0.01,0.19,"[586, 557, 98, 124]",0.08,0.01,0.07,0.02,0.46,0.01,0.35
8,"[354, 123, 128, 151]",0.36,0.0,0.03,0.01,0.12,0.13,0.35,"[925, 127, 111, 140]",0.09,0.01,0.29,0.03,0.35,0.14,0.09,,,,,,,,
9,"[353, 118, 131, 157]",0.1,0.0,0.03,0.0,0.2,0.02,0.65,"[915, 116, 115, 146]",0.15,0.0,0.11,0.08,0.27,0.05,0.34,,,,,,,,
10,"[911, 129, 114, 140]",0.13,0.0,0.11,0.06,0.46,0.01,0.22,"[355, 124, 128, 148]",0.1,0.0,0.0,0.02,0.19,0.0,0.69,,,,,,,,
11,"[917, 118, 114, 145]",0.2,0.01,0.13,0.04,0.36,0.01,0.26,,,,,,,,,,,,,,,,
12,"[912, 120, 116, 145]",0.09,0.0,0.16,0.03,0.51,0.01,0.19,,,,,,,,,,,,,,,,
13,"[344, 137, 123, 139]",0.15,0.0,0.01,0.3,0.19,0.01,0.34,"[913, 116, 114, 146]",0.13,0.0,0.11,0.03,0.46,0.02,0.25,"[589, 559, 98, 132]",0.03,0.04,0.08,0.01,0.45,0.02,0.38
14,"[280, 125, 125, 149]",0.07,0.0,0.04,0.0,0.3,0.01,0.58,"[921, 125, 109, 140]",0.07,0.0,0.27,0.02,0.35,0.25,0.05,,,,,,,,
15,"[357, 109, 129, 154]",0.11,0.0,0.01,0.02,0.09,0.02,0.75,"[923, 125, 109, 142]",0.07,0.0,0.24,0.05,0.28,0.25,0.12,,,,,,,,
16,"[336, 111, 127, 149]",0.19,0.0,0.01,0.01,0.17,0.02,0.59,"[921, 123, 111, 145]",0.07,0.0,0.15,0.05,0.24,0.37,0.12,,,,,,,,
17,"[341, 116, 119, 142]",0.43,0.0,0.02,0.01,0.17,0.06,0.32,"[918, 120, 118, 148]",0.11,0.0,0.18,0.04,0.47,0.06,0.14,,,,,,,,
18,"[337, 113, 128, 150]",0.2,0.0,0.01,0.0,0.32,0.0,0.47,"[918, 119, 112, 143]",0.11,0.0,0.05,0.01,0.73,0.0,0.09,,,,,,,,
19,"[929, 121, 112, 135]",0.11,0.0,0.36,0.02,0.3,0.02,0.2,"[351, 100, 131, 155]",0.05,0.0,0.01,0.01,0.07,0.01,0.86,,,,,,,,
20,"[912, 125, 116, 145]",0.17,0.01,0.12,0.06,0.31,0.05,0.28,"[342, 114, 121, 145]",0.37,0.0,0.05,0.0,0.16,0.07,0.34,,,,,,,,
21,"[344, 119, 120, 138]",0.24,0.0,0.03,0.0,0.16,0.01,0.55,"[919, 147, 111, 151]",0.06,0.0,0.09,0.05,0.57,0.05,0.18,,,,,,,,
22,"[347, 111, 124, 141]",0.12,0.0,0.08,0.11,0.12,0.05,0.52,"[928, 118, 117, 147]",0.04,0.0,0.12,0.15,0.24,0.01,0.43,,,,,,,,
23,"[344, 118, 125, 142]",0.12,0.0,0.02,0.0,0.15,0.0,0.71,"[927, 119, 117, 148]",0.03,0.0,0.08,0.13,0.2,0.01,0.56,,,,,,,,
24,"[334, 111, 131, 151]",0.07,0.0,0.0,0.06,0.09,0.0,0.78,"[926, 120, 115, 147]",0.05,0.0,0.08,0.05,0.53,0.0,0.29,,,,,,,,
25,"[341, 114, 123, 145]",0.21,0.0,0.02,0.01,0.13,0.01,0.63,"[922, 124, 114, 143]",0.04,0.0,0.04,0.02,0.68,0.0,0.22,,,,,,,,
26,"[337, 115, 124, 147]",0.2,0.0,0.02,0.01,0.27,0.01,0.5,"[925, 115, 115, 144]",0.1,0.0,0.09,0.06,0.42,0.01,0.33,,,,,,,,
27,"[324, 113, 126, 148]",0.14,0.0,0.02,0.01,0.16,0.03,0.64,"[933, 112, 112, 138]",0.07,0.0,0.1,0.01,0.77,0.0,0.05,,,,,,,,
28,"[931, 112, 114, 138]",0.08,0.0,0.1,0.02,0.69,0.0,0.1,,,,,,,,,,,,,,,,
29,"[368, 117, 119, 143]",0.23,0.0,0.03,0.0,0.13,0.09,0.53,"[935, 113, 113, 138]",0.05,0.0,0.15,0.01,0.73,0.01,0.05,,,,,,,,
30,"[359, 103, 130, 156]",0.06,0.0,0.01,0.04,0.06,0.04,0.79,"[928, 116, 112, 137]",0.05,0.0,0.04,0.01,0.87,0.0,0.03,,,,,,,,
31,"[927, 114, 112, 140]",0.1,0.0,0.06,0.01,0.74,0.0,0.09,,,,,,,,,,,,,,,,
