,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16,box17,angry17,disgust17,fear17,happy17,sad17,surprise17,neutral17,box18,angry18,disgust18,fear18,happy18,sad18,surprise18,neutral18,box19,angry19,disgust19,fear19,happy19,sad19,surprise19,neutral19,box20,angry20,disgust20,fear20,happy20,sad20,surprise20,neutral20,box21,angry21,disgust21,fear21,happy21,sad21,surprise21,neutral21,box22,angry22,disgust22,fear22,happy22,sad22,surprise22,neutral22,box23,angry23,disgust23,fear23,happy23,sad23,surprise23,neutral23,box24,angry24,disgust24,fear24,happy24,sad24,surprise24,neutral24,box25,angry25,disgust25,fear25,happy25,sad25,surprise25,neutral25,box26,angry26,disgust26,fear26,happy26,sad26,surprise26,neutral26,box27,angry27,disgust27,fear27,happy27,sad27,surprise27,neutral27,box28,angry28,disgust28,fear28,happy28,sad28,surprise28,neutral28,box29,angry29,disgust29,fear29,happy29,sad29,surprise29,neutral29
0,"[287, 271, 46, 69]",0.13,0.0,0.02,0.55,0.09,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[251, 341, 55, 62]",0.31,0.0,0.35,0.07,0.22,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"[565, 305, 36, 47]",0.18,0.0,0.31,0.2,0.18,0.01,0.13,"[387, 339, 24, 35]",0.35,0.0,0.18,0.1,0.16,0.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"[557, 181, 232, 327]",0.16,0.0,0.04,0.71,0.03,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"[1010, 71, 146, 185]",0.28,0.0,0.07,0.29,0.25,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"[301, 303, 192, 257]",0.2,0.0,0.03,0.12,0.6,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"[513, 294, 33, 44]",0.47,0.01,0.15,0.02,0.13,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"[1015, 113, 118, 134]",0.0,0.0,0.0,0.94,0.0,0.0,0.06,"[1126, 68, 54, 64]",0.26,0.0,0.03,0.01,0.3,0.0,0.39,"[1174, 43, 26, 33]",0.75,0.0,0.12,0.04,0.07,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"[415, 252, 123, 170]",0.05,0.0,0.13,0.12,0.28,0.09,0.32,"[1013, 110, 123, 139]",0.03,0.0,0.01,0.88,0.02,0.0,0.05,"[1127, 67, 51, 62]",0.08,0.0,0.01,0.28,0.12,0.0,0.51,"[695, 347, 18, 22]",0.01,0.0,0.08,0.32,0.38,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"[1042, 448, 70, 94]",0.12,0.0,0.13,0.38,0.31,0.03,0.02,"[301, 339, 69, 90]",0.07,0.0,0.37,0.01,0.32,0.2,0.02,"[527, 532, 63, 83]",0.05,0.0,0.03,0.06,0.09,0.01,0.77,"[1044, 334, 59, 67]",0.16,0.0,0.03,0.07,0.08,0.17,0.49,"[824, 397, 51, 75]",0.27,0.0,0.05,0.04,0.58,0.0,0.06,"[1112, 236, 54, 69]",0.53,0.01,0.07,0.06,0.32,0.0,0.02,"[561, 473, 50, 67]",0.09,0.0,0.05,0.17,0.57,0.01,0.11,"[737, 419, 49, 61]",0.14,0.0,0.11,0.05,0.46,0.01,0.23,"[546, 446, 45, 56]",0.07,0.0,0.18,0.21,0.15,0.03,0.35,"[542, 311, 43, 56]",0.24,0.01,0.16,0.05,0.25,0.01,0.28,"[383, 567, 41, 56]",0.01,0.0,0.03,0.77,0.05,0.01,0.12,"[711, 296, 43, 51]",0.23,0.0,0.03,0.04,0.14,0.0,0.57,"[410, 509, 41, 55]",0.3,0.01,0.12,0.04,0.21,0.02,0.31,"[660, 285, 43, 52]",0.22,0.0,0.11,0.08,0.41,0.01,0.17,"[316, 586, 40, 51]",0.13,0.0,0.09,0.22,0.28,0.13,0.15,"[307, 518, 38, 53]",0.07,0.0,0.14,0.37,0.32,0.0,0.1,"[516, 353, 36, 48]",0.13,0.0,0.15,0.02,0.51,0.01,0.18,"[976, 242, 35, 47]",0.06,0.0,0.14,0.15,0.29,0.0,0.36,"[378, 356, 36, 46]",0.11,0.0,0.09,0.15,0.44,0.01,0.21,"[193, 561, 34, 46]",0.06,0.05,0.12,0.01,0.64,0.0,0.11,"[644, 189, 35, 44]",0.81,0.0,0.03,0.02,0.07,0.0,0.07,"[763, 226, 34, 44]",0.54,0.0,0.1,0.05,0.18,0.0,0.13,"[424, 308, 33, 42]",0.21,0.0,0.04,0.35,0.11,0.01,0.28,"[261, 513, 32, 40]",0.12,0.0,0.06,0.01,0.27,0.01,0.53,"[217, 461, 27, 38]",0.2,0.0,0.18,0.39,0.11,0.05,0.08,"[519, 194, 27, 37]",0.7,0.0,0.1,0.02,0.1,0.01,0.07,"[552, 246, 25, 34]",0.28,0.01,0.13,0.28,0.17,0.03,0.1,"[260, 366, 24, 34]",0.31,0.0,0.05,0.0,0.43,0.0,0.21,"[381, 264, 23, 33]",0.43,0.02,0.07,0.05,0.24,0.0,0.18,"[489, 218, 26, 31]",0.06,0.0,0.1,0.18,0.14,0.03,0.5
